,PCMT1 (5110)
ACH-000004,-0.0229987791921
ACH-000007,-0.548045813281
ACH-000009,-0.163603293783
ACH-000011,-0.197041081671
ACH-000012,-0.260112454175
ACH-000013,-0.196680967455
ACH-000014,-0.115809272184
ACH-000015,-0.0570388251138
ACH-000017,-0.42008556446199996
ACH-000018,-0.308463789972
ACH-000019,-0.49878712655900004
ACH-000021,-0.38834104638300004
ACH-000022,-0.19784809826299998
ACH-000025,-0.315460181265
ACH-000028,-0.271704739388
ACH-000030,-0.187429561749
ACH-000035,-0.145792789167
ACH-000036,-0.136201767741
ACH-000037,-0.40644435078
ACH-000039,-0.332705543564
ACH-000040,-0.347790674997
ACH-000041,-0.282849764612
ACH-000042,-0.317057355175
ACH-000045,-0.28213847196499997
ACH-000047,-0.229885311321
ACH-000052,-0.464308991522
ACH-000053,-0.289321221159
ACH-000054,-0.146696943804
ACH-000055,-0.00728288001072
ACH-000060,-0.38356195939099996
ACH-000067,-0.320247968172
ACH-000070,-0.360731795551
ACH-000075,-0.35446611014
ACH-000078,-0.0911961253766
ACH-000082,-0.43926892067900003
ACH-000085,-0.558277546286
ACH-000086,-0.175821668057
ACH-000087,-0.151474005281
ACH-000092,-0.17185616003499998
ACH-000095,-0.18567483018199998
ACH-000097,-0.127555746359
ACH-000098,-0.243068745383
ACH-000099,-0.22260686481400002
ACH-000108,-0.23504759901299999
ACH-000113,-0.377562181999
ACH-000115,-0.450561497514
ACH-000116,-0.125438886856
ACH-000118,-0.295556429674
ACH-000120,-0.0524822312294
ACH-000123,-0.21238788157000002
ACH-000127,-0.150108107202
ACH-000128,-0.394320189552
ACH-000132,-0.250529381401
ACH-000133,-0.24776458599399998
ACH-000137,-0.360438493049
ACH-000138,-0.222267049272
ACH-000142,-0.283926641801
ACH-000143,-0.133954128946
ACH-000146,-0.316565673994
ACH-000148,-0.106091009197
ACH-000150,-0.301079673727
ACH-000152,-0.358365075735
ACH-000153,-0.198928937214
ACH-000159,-0.196144266769
ACH-000160,-0.191528331035
ACH-000163,-0.285957413872
ACH-000167,-0.474981309337
ACH-000168,-0.210982723983
ACH-000169,-0.262600804649
ACH-000178,-0.227501119036
ACH-000182,-0.195432719872
ACH-000183,-0.11931052813
ACH-000188,-0.16691482567500002
ACH-000189,-0.10655066222300001
ACH-000190,-0.218725382561
ACH-000198,-0.196344310577
ACH-000204,-0.24180964056200002
ACH-000206,-0.587871303304
ACH-000207,-0.39549504132700003
ACH-000211,-0.267353722672
ACH-000215,-0.249365750647
ACH-000221,-0.104065855173
ACH-000222,-0.42831550235
ACH-000223,-0.360885873283
ACH-000226,-0.150139716609
ACH-000227,-0.244363643384
ACH-000228,-0.294399032133
ACH-000231,-0.25392993159899996
ACH-000232,-0.102980675139
ACH-000233,-0.193900133026
ACH-000234,-0.46965679990599996
ACH-000235,-0.28014186676999997
ACH-000237,-0.310446193952
ACH-000238,-0.277326787168
ACH-000243,-0.217230850677
ACH-000244,0.173100203247
ACH-000246,-0.312660353999
ACH-000248,-0.23716294610999997
ACH-000250,-0.38719318427500005
ACH-000251,-0.487908098731
ACH-000253,-0.0749548294092
ACH-000255,-0.30452403449099996
ACH-000256,-0.34581325241099997
ACH-000257,-0.0784689063822
ACH-000258,0.0741556276438
ACH-000259,-0.21606668031100001
ACH-000260,-0.262100643391
ACH-000261,-0.23337289857700003
ACH-000262,-0.170074346719
ACH-000263,-0.22742578291999999
ACH-000264,-0.150667956601
ACH-000265,-0.277929469362
ACH-000266,-0.34870855801399997
ACH-000272,-0.188583264165
ACH-000273,-0.243314292148
ACH-000274,-0.268732868714
ACH-000277,-0.452490234872
ACH-000278,-0.219726677599
ACH-000279,-0.21937644566999998
ACH-000280,-0.224545474274
ACH-000281,-0.365767905546
ACH-000288,-0.148844076518
ACH-000291,-0.164051134108
ACH-000293,-0.266858018493
ACH-000294,-0.158199225351
ACH-000295,-0.0217633757571
ACH-000296,-0.56809744843
ACH-000302,-0.24733931791299998
ACH-000304,-0.36753231422
ACH-000307,-0.212062843394
ACH-000308,-0.21710314919
ACH-000310,-0.295734560505
ACH-000311,-0.329704626089
ACH-000312,-0.115550674655
ACH-000315,-0.0134827724916
ACH-000316,-0.255490623307
ACH-000317,-0.20964923855
ACH-000318,-0.20106692602
ACH-000319,-0.329400308601
ACH-000320,0.06583542382419999
ACH-000322,-0.0701248070566
ACH-000323,-0.000222744499159
ACH-000324,-0.26493851289500003
ACH-000329,-0.343971565028
ACH-000330,-0.359733412366
ACH-000331,-0.288554353674
ACH-000332,-0.161365334615
ACH-000334,0.000103239715514
ACH-000335,-0.283380853238
ACH-000336,-0.029164957908200003
ACH-000337,-0.308849665192
ACH-000339,-0.337225500144
ACH-000341,-0.209933294789
ACH-000348,-0.11886368725299999
ACH-000350,-0.23576437261799998
ACH-000352,-0.389825718645
ACH-000356,-0.238922401783
ACH-000361,0.147224972125
ACH-000362,-0.181008285982
ACH-000363,-0.19298141175
ACH-000364,-0.28302768207699996
ACH-000365,-0.272853129214
ACH-000366,-0.0251864429763
ACH-000368,-0.433283783668
ACH-000374,-0.195895739954
ACH-000375,-0.11761631412000001
ACH-000376,-0.267043095646
ACH-000381,-0.04502319916
ACH-000383,-0.239704157262
ACH-000387,-0.199383712954
ACH-000389,-0.0630899378321
ACH-000390,-0.271013103933
ACH-000393,-0.17926608859
ACH-000395,-0.361757534357
ACH-000397,-0.268900754386
ACH-000401,0.00331724909905
ACH-000402,-0.222698455234
ACH-000403,-0.266339421776
ACH-000404,-0.156208470913
ACH-000406,-0.25303857470400004
ACH-000407,-0.109580165532
ACH-000408,-0.107441330617
ACH-000410,-0.20005980502
ACH-000411,-0.290770556986
ACH-000414,-0.00927465499379
ACH-000415,-0.34665597558300004
ACH-000416,-0.205595348971
ACH-000420,-0.20717720248500002
ACH-000421,-0.364213736548
ACH-000424,-0.404726929827
ACH-000425,-0.291607715192
ACH-000426,0.151986276843
ACH-000427,-0.385230763424
ACH-000433,-0.277457648593
ACH-000436,-0.06106064007619999
ACH-000444,-0.171829574297
ACH-000445,-0.383454063685
ACH-000448,-0.34407679157
ACH-000450,-0.18954498995000002
ACH-000452,-0.0972204441247
ACH-000454,-0.060062449170599996
ACH-000458,-0.240238654089
ACH-000459,-0.0370867305659
ACH-000460,-0.152883290648
ACH-000461,-0.327063820766
ACH-000463,-0.19101204787599999
ACH-000464,-0.173439788291
ACH-000466,-0.45605231793000006
ACH-000467,-0.258961964141
ACH-000468,-0.20809833640900002
ACH-000469,-0.283221320255
ACH-000470,-0.32127621704
ACH-000471,-0.14895582811
ACH-000472,-0.0567657005908
ACH-000473,-0.169491052721
ACH-000475,-0.246715592936
ACH-000476,-0.329624737762
ACH-000477,-0.60377871461
ACH-000480,-0.35038063633
ACH-000481,-0.363157979899
ACH-000483,-0.084247508433
ACH-000484,-0.0038849390879200003
ACH-000485,-0.21173025812600002
ACH-000486,-0.0735085937475
ACH-000487,-0.364550308481
ACH-000488,-0.141653607446
ACH-000490,-0.2085744329
ACH-000491,-0.20690764903
ACH-000495,-0.158312759174
ACH-000496,-0.227518746029
ACH-000499,0.027070778067099996
ACH-000500,-0.31462189697099996
ACH-000502,-0.375147863314
ACH-000503,-0.155358719219
ACH-000505,-0.289788437437
ACH-000507,-0.301529828743
ACH-000510,-0.28281989497
ACH-000511,-0.29803847835299996
ACH-000512,-0.291495389428
ACH-000516,-0.296061077546
ACH-000517,-0.309308740173
ACH-000518,-0.241619917522
