,FEM1B (10116)
ACH-000004,-0.09489458625839998
ACH-000007,0.107067834414
ACH-000009,-0.0749768333459
ACH-000011,-0.00424712030668
ACH-000012,-0.06094208448469999
ACH-000013,-0.013347503200299999
ACH-000014,-0.622555586183
ACH-000015,-0.0472521639316
ACH-000017,-0.172607251077
ACH-000018,0.025552030024200003
ACH-000019,-0.189928202246
ACH-000021,-0.029424689381800002
ACH-000022,-0.173628245528
ACH-000025,-0.11594166766200001
ACH-000028,-0.232298030029
ACH-000030,-0.0785873453415
ACH-000035,-0.0700806994027
ACH-000036,-0.12065612172800001
ACH-000037,0.00576838444922
ACH-000039,-0.267743576042
ACH-000040,-0.009176716335239999
ACH-000041,-0.124883034924
ACH-000042,0.0011206705297799999
ACH-000045,-0.20754079750999999
ACH-000047,0.06947815297639999
ACH-000052,-0.038942784741000006
ACH-000053,-0.13764158146299998
ACH-000054,-0.16721233768899998
ACH-000055,0.101957064948
ACH-000060,-0.0845406629696
ACH-000067,-0.139302350051
ACH-000070,-0.000830757194954
ACH-000075,-0.34088873642300005
ACH-000078,-0.16101536480599998
ACH-000082,0.061769546765199995
ACH-000085,0.042519845376500005
ACH-000086,0.008696026165620001
ACH-000087,0.131184390522
ACH-000092,-0.09922411270209999
ACH-000095,0.026680569945200003
ACH-000097,-0.190604709899
ACH-000098,-0.0213343999702
ACH-000099,-0.115187659449
ACH-000108,0.00459237770231
ACH-000113,-0.08947443355569999
ACH-000115,-0.38315894393
ACH-000116,-0.245246005409
ACH-000118,0.0603152725321
ACH-000120,-0.120122276251
ACH-000123,0.014249557456499999
ACH-000127,0.0897564297893
ACH-000128,-0.16754278400800002
ACH-000132,-0.0660663420187
ACH-000133,-0.0537974211606
ACH-000137,-0.028138430775700003
ACH-000138,0.0874932603837
ACH-000142,0.0026886289389099994
ACH-000143,-0.21359749373300002
ACH-000146,-0.11785677748
ACH-000148,-0.0415327579371
ACH-000150,0.028085866403799998
ACH-000152,-0.0840187306172
ACH-000153,-0.176161300807
ACH-000159,-0.15508890043600002
ACH-000160,0.178166782469
ACH-000163,-0.022618088196
ACH-000167,0.006065723218520001
ACH-000168,0.0960448746965
ACH-000169,-0.0711368019956
ACH-000178,0.014516714961999999
ACH-000182,-0.0425680267473
ACH-000183,-0.188026901619
ACH-000188,-0.058242822087400004
ACH-000189,0.0424122558199
ACH-000190,0.0406886622209
ACH-000198,0.0079377687763
ACH-000204,-0.957037252182
ACH-000206,-0.0128671788375
ACH-000207,-0.014660042719
ACH-000211,-0.052813237741300006
ACH-000215,0.0005961501513619999
ACH-000221,-0.0012129585200799998
ACH-000222,0.07512273632399999
ACH-000223,-0.09949619555739998
ACH-000226,-0.063994566468
ACH-000227,-0.0853776621835
ACH-000228,0.23641053411999996
ACH-000231,-0.13833969991599998
ACH-000232,0.0644383983685
ACH-000233,-0.0989711484265
ACH-000234,-0.18947537778700002
ACH-000235,-0.127442084074
ACH-000237,-0.033598025491900003
ACH-000238,-0.0149712920135
ACH-000243,-0.12574207558599998
ACH-000244,-0.301340196839
ACH-000246,-0.208428958468
ACH-000248,0.0236836759826
ACH-000250,-0.147973008264
ACH-000251,0.232827173213
ACH-000253,-0.210253171587
ACH-000255,-0.22210178315600002
ACH-000256,-0.23953985148600002
ACH-000257,-0.319931507274
