,TBRG4 (9238)
ACH-000004,-0.16616936605399998
ACH-000007,-0.271854755572
ACH-000009,-0.154915024096
ACH-000011,0.0738605196043
ACH-000012,-0.225795376118
ACH-000013,-0.205090107856
ACH-000014,-0.348195866008
ACH-000015,-0.33809176825099996
ACH-000017,-0.12212192896400001
ACH-000018,-0.22422878698600002
ACH-000019,-0.24397149859900003
ACH-000021,-0.147543733345
ACH-000022,-0.290036088132
ACH-000025,-0.164638154039
ACH-000028,-0.120807224356
ACH-000030,-0.137488668544
ACH-000035,-0.49292480340800005
ACH-000036,-0.060972888656800006
ACH-000037,-0.16912824273899998
ACH-000039,0.05460628248
ACH-000040,-0.395119549234
ACH-000041,-0.267594419636
ACH-000042,-0.115108106364
ACH-000045,-0.586972119739
ACH-000047,-0.420025896319
ACH-000052,-0.0360905880599
ACH-000053,-0.0712954339237
ACH-000054,-0.027801055907400004
ACH-000055,0.0280580883208
ACH-000060,-0.110386283966
ACH-000067,-0.0899550004382
ACH-000070,-0.265217728136
ACH-000075,-0.128061548984
ACH-000078,-0.0671627158378
ACH-000082,-0.22336404659899997
ACH-000085,0.155026598262
ACH-000086,-0.168941441765
ACH-000087,-0.11132950556500001
ACH-000092,-0.11035750270300002
ACH-000095,-0.20197851096799999
ACH-000097,-0.12022515839299999
ACH-000098,-0.183519095771
ACH-000099,-0.104713737279
ACH-000108,-0.247985666468
ACH-000113,-0.898702585153
ACH-000115,-0.23098300285
ACH-000116,-0.292157946584
ACH-000118,-0.539389440709
ACH-000120,-0.0509272451425
ACH-000123,-0.40464667303
ACH-000127,-0.34012178352399997
ACH-000128,-0.238003282802
ACH-000132,-0.06874286282530001
ACH-000133,-0.258136933596
ACH-000137,-0.106897552095
ACH-000138,-0.135135393218
ACH-000142,-0.0648030160908
ACH-000143,-0.24104317116
ACH-000146,-0.228181367368
ACH-000148,-0.193304340468
ACH-000150,-0.450584269037
ACH-000152,-0.117557960531
ACH-000153,-0.358463300899
ACH-000159,-0.231236857747
ACH-000160,-0.314010177731
ACH-000163,-0.06314375182569999
ACH-000167,0.130600144357
ACH-000168,-0.0828442221451
ACH-000169,-0.17989544579599998
ACH-000178,-0.0961711748769
ACH-000182,-0.10463062107599999
ACH-000183,0.0753932978481
ACH-000188,0.20106814350699997
ACH-000189,-0.15826749181500002
ACH-000190,-0.284654839463
ACH-000198,-0.644356582179
ACH-000204,-0.74988239471
ACH-000206,-0.169552545512
ACH-000207,-0.494535470656
ACH-000211,-0.120138511888
ACH-000215,-0.0328758961054
ACH-000221,-0.887143091075
ACH-000222,-0.117877490108
ACH-000223,-0.113066915525
ACH-000226,-0.0522260037681
ACH-000227,0.051318167886499996
ACH-000228,-0.351394123474
ACH-000231,-0.09598584034600001
ACH-000232,-0.182775149879
ACH-000233,-0.11823070338500001
ACH-000234,-0.0248235478267
ACH-000235,-0.255573989036
ACH-000237,-0.0591307274115
ACH-000238,-0.120987085807
ACH-000243,-0.187430963862
ACH-000244,-0.344876514754
ACH-000246,-0.0887463903848
ACH-000248,-0.402864350012
ACH-000250,-0.077426489248
ACH-000251,-0.0852229733366
ACH-000253,0.0004668752675319999
ACH-000255,-0.223778879326
ACH-000256,0.005237824878189999
ACH-000257,-0.467025478522
ACH-000258,-0.190131036008
ACH-000259,-0.289059693722
ACH-000260,-0.0825714598199
ACH-000261,-0.14349756445800002
ACH-000262,-0.337295426369
ACH-000263,-0.404968956679
ACH-000264,-0.21705237121100002
ACH-000265,-0.39969787288099995
ACH-000266,-0.22246968128199998
ACH-000272,-0.444201184091
ACH-000273,-0.075106524501
ACH-000274,-0.195058818484
ACH-000277,-0.0650405529392
ACH-000278,0.10221887401799999
ACH-000279,-0.178248758747
ACH-000280,-0.138218930253
ACH-000281,-0.296940198654
ACH-000288,-0.18454190260000003
ACH-000291,-0.04133619256169999
ACH-000293,-0.23419367711999997
ACH-000294,0.095787197118
ACH-000295,0.028559103687299997
ACH-000296,-0.0334655890832
ACH-000302,-0.462124165049
ACH-000304,-0.30273764556
ACH-000307,-0.15095729987
ACH-000308,-0.33645950525799995
ACH-000310,-0.0547253427341
ACH-000311,-0.24621342244199998
ACH-000312,-0.24773018402
ACH-000315,-0.0694402502365
ACH-000316,-0.0320430472214
ACH-000317,0.290427890769
ACH-000318,-0.25116783836
ACH-000319,-0.177447433596
ACH-000320,-0.450269555201
ACH-000322,-0.378766092051
ACH-000323,-0.16530476523499998
ACH-000324,-0.0484698710886
ACH-000329,-0.34762853956399997
ACH-000330,-0.260889905232
ACH-000331,-0.0677661237416
ACH-000332,-0.12773631785
ACH-000334,-0.10025941405899999
ACH-000335,0.116221640595
ACH-000336,-0.249334611763
ACH-000337,-0.27808849516999995
ACH-000339,-0.248336459773
ACH-000341,-0.050177466366099994
ACH-000348,-0.213628385618
ACH-000350,-0.252201186883
ACH-000352,-0.259532038565
ACH-000356,-0.26068843926699997
ACH-000361,-0.191420280434
ACH-000362,-0.0632013106695
ACH-000363,-0.382134496103
ACH-000364,-0.21566805971500003
ACH-000365,-0.252355092838
ACH-000366,-0.0536040975494
ACH-000368,-0.160118174934
ACH-000374,-0.117593437652
ACH-000375,-0.377339010797
ACH-000376,-0.47964701961499995
ACH-000381,-0.061062496113
ACH-000383,-0.352070205654
ACH-000387,-0.0782688063168
ACH-000389,-0.212108211069
ACH-000390,-0.289261910973
ACH-000393,-0.208477359723
