,SPTBN4 (57731)
ACH-000004,-0.10023590651599999
ACH-000007,-0.183953264991
ACH-000009,-0.223375373057
ACH-000011,-0.23451047591999996
ACH-000012,-0.108544559779
ACH-000013,-0.118653268161
ACH-000014,-0.314643867077
ACH-000015,-0.219409380251
ACH-000017,-0.072540686266
ACH-000018,-0.0492263178897
ACH-000019,-0.45894318789099997
ACH-000021,-0.289450740295
ACH-000022,-0.034197770962799995
ACH-000025,0.08794707840430001
ACH-000028,-0.311852429898
ACH-000030,-0.171692722068
ACH-000035,-0.278281475921
ACH-000036,0.0395156444414
ACH-000037,-0.006568000183270001
ACH-000039,-0.21492542282299998
ACH-000040,-0.17647553825999998
ACH-000041,-0.112941670629
ACH-000042,-0.21086657413600002
ACH-000045,-0.17209693963199998
ACH-000047,-0.147186195597
ACH-000052,-0.160192406551
ACH-000053,-0.255333662146
ACH-000054,-0.0756658208266
ACH-000055,-0.204355474333
ACH-000060,0.148823076236
ACH-000067,-0.227447338344
ACH-000070,-0.323260295821
ACH-000075,-0.227805581418
ACH-000078,0.0359338896569
ACH-000082,-0.04519182382090001
ACH-000085,-0.090045017939
ACH-000086,-0.167899540047
ACH-000087,-0.206834817267
ACH-000092,-0.100495352774
ACH-000095,-0.139119641424
ACH-000097,-0.35651113475699997
ACH-000098,-0.0905229380948
ACH-000099,-0.182560044994
ACH-000108,-0.263021872541
ACH-000113,-0.19250943706700002
ACH-000115,0.10619051777699999
ACH-000116,-0.147127096362
ACH-000118,-0.21099232077
ACH-000120,-0.144422843729
ACH-000123,-0.146937338921
ACH-000127,-0.151870557254
ACH-000128,-0.314925286692
ACH-000132,-0.09082710075589999
ACH-000133,-0.0522815381579
ACH-000137,-0.32966667330899996
ACH-000138,-0.22832594500300002
ACH-000142,-0.235197277644
ACH-000143,-0.00826056630245
ACH-000146,-0.294060484896
ACH-000148,-0.12590913165200002
ACH-000150,0.21668359838799997
ACH-000152,-0.0327611987135
ACH-000153,-0.144071397815
ACH-000159,-0.0299372962475
ACH-000160,-0.265519861173
ACH-000163,0.204264285044
ACH-000167,-0.0782566475397
ACH-000168,-0.102741604387
ACH-000169,-0.10820692609999999
ACH-000178,-0.169464580017
ACH-000182,0.0326148290576
ACH-000183,-0.00398088267583
ACH-000188,-0.0887847039487
ACH-000189,0.00027168340519000004
ACH-000190,-0.553391629921
ACH-000198,-0.0258696919941
ACH-000204,-0.08021293361069999
ACH-000206,-0.0849367874416
ACH-000207,-0.0830023623525
ACH-000211,-0.09531575640560001
ACH-000215,-0.0010181360024
ACH-000221,-0.375220768371
ACH-000222,-0.0873336655829
ACH-000223,-0.129402354803
ACH-000226,-0.160922420851
ACH-000227,0.10254268944499999
ACH-000228,-0.109147209212
ACH-000231,0.025464628195099998
ACH-000232,-0.0666853714821
ACH-000233,-0.14506971524
ACH-000234,-0.275075564791
ACH-000235,-0.298076654304
ACH-000237,-0.06486812892369999
ACH-000238,0.11364572726399999
ACH-000243,-0.082750938404
ACH-000244,0.258129423445
ACH-000246,-0.17024648737700002
ACH-000248,-0.17950666092300002
ACH-000250,-0.218265971439
ACH-000251,0.0287268538966
ACH-000253,-0.048947473854700004
ACH-000255,-0.28455323717500003
ACH-000256,-0.213710445957
ACH-000257,-0.141233073164
ACH-000258,0.07012142982780001
ACH-000259,-0.16892965238
ACH-000260,-0.266959277234
ACH-000261,-0.124545342344
ACH-000262,-0.149963267432
ACH-000263,-0.060392135505
ACH-000264,0.0009008721543280001
ACH-000265,-0.145845238146
ACH-000266,-0.22391371376699998
ACH-000272,-0.0124239578486
ACH-000273,-0.19883791594500003
ACH-000274,0.00311807699097
ACH-000277,-0.31998087443000006
ACH-000278,-0.0594242147288
ACH-000279,-0.146980749637
ACH-000280,-0.493959054326
ACH-000281,-0.0622384336558
ACH-000288,-0.00342965687768
ACH-000291,-0.175311534904
ACH-000293,-0.6162341433590001
ACH-000294,-0.234210489193
ACH-000295,0.142965296928
ACH-000296,0.0272126318854
ACH-000302,-0.190141795069
ACH-000304,-0.0683734678942
ACH-000307,-0.259199761868
ACH-000308,-0.26361793844500003
ACH-000310,-0.139504935706
ACH-000311,-0.268973182067
ACH-000312,-0.240905153251
ACH-000315,-0.37703456575499994
ACH-000316,0.269580450673
ACH-000317,0.057781449671
ACH-000318,-0.20316658395999998
ACH-000319,-0.189879984039
ACH-000320,-0.167709818222
ACH-000322,0.0946694287961
ACH-000323,-0.092647971899
ACH-000324,-0.302622163638
ACH-000329,-0.0234657503824
ACH-000330,-0.144600154288
ACH-000331,0.0419405387516
ACH-000332,-0.207366050539
ACH-000334,-0.287420770561
ACH-000335,0.049522326586999996
ACH-000336,-0.10415814967800001
ACH-000337,-0.24328219987
ACH-000339,-0.200645224052
ACH-000341,-0.038775778108
ACH-000348,-0.0515791686469
ACH-000350,-0.114340114322
ACH-000352,-0.00920125583797
ACH-000356,-0.29084042466800003
ACH-000361,0.0491324842674
ACH-000362,-0.157960851407
ACH-000363,0.07461166514130001
ACH-000364,-0.130237821592
ACH-000365,-0.12601287998500002
ACH-000366,-0.191529871415
ACH-000368,-0.220679869428
ACH-000374,0.028419511895400002
ACH-000375,-0.437635673865
ACH-000376,-0.041703519733599995
ACH-000381,-0.237830495478
ACH-000383,-0.163252139634
ACH-000387,-0.186297404181
ACH-000389,-0.229158908419
ACH-000390,-0.243416882164
ACH-000393,-0.00786496886397
ACH-000395,-0.169084131494
ACH-000397,-0.229186126281
ACH-000401,-0.09700900986670001
ACH-000402,0.152026130361
ACH-000403,0.00184234478344
ACH-000404,-0.175876129621
ACH-000406,-0.18568743291700002
ACH-000407,-0.293131090605
ACH-000408,-0.451174923188
ACH-000410,-0.14651732234099998
ACH-000411,-0.085514787941
ACH-000414,-0.114869546435
ACH-000415,-0.140038929002
ACH-000416,-0.0975255669486
ACH-000420,-0.23461821561700003
ACH-000421,-0.11314354262199999
ACH-000424,-0.019754032160099997
ACH-000425,0.06346048821690001
ACH-000426,-0.244348349708
ACH-000427,0.0568128851251
ACH-000433,-0.07970257900899999
ACH-000436,-0.0780440589505
ACH-000444,0.0556886665081
ACH-000445,-0.189073361705
ACH-000448,-0.151633355446
ACH-000450,0.160823232735
ACH-000452,-0.13972016672499998
ACH-000454,-0.0796682346717
ACH-000458,-0.133380962436
ACH-000459,0.0230198121941
ACH-000460,-0.176337512237
ACH-000461,-0.292732909749
ACH-000463,-0.203534330888
ACH-000464,0.127789032837
ACH-000466,0.061658272684
ACH-000467,-0.07301088880480001
ACH-000468,-0.525594134361
ACH-000469,-0.121327326018
ACH-000470,-0.286439691004
ACH-000471,-0.246556335877
ACH-000472,-0.206232652182
ACH-000473,-0.42214235448700005
ACH-000475,-0.036957699667
ACH-000476,-0.22808955005800002
ACH-000477,-0.38414637592699996
ACH-000480,0.0355881424511
ACH-000481,-0.09269339215269999
ACH-000483,-0.131286701498
ACH-000484,-0.382209710661
ACH-000485,-0.150480868607
ACH-000486,-0.350737797826
ACH-000487,-0.20790507285
ACH-000488,-0.12498525492999998
ACH-000490,-0.230796536396
ACH-000491,-0.225957859253
ACH-000495,0.149438522884
ACH-000496,-0.198408819827
ACH-000499,-0.16880227066700002
ACH-000500,-0.180644110002
ACH-000502,-0.149391879694
ACH-000503,0.141717461342
ACH-000505,-0.0937030341416
ACH-000507,-0.0429576974475
ACH-000510,-0.439071155925
ACH-000511,-0.0801667994773
ACH-000512,0.051289711838999996
ACH-000516,-0.158090872941
ACH-000517,-0.303736092737
ACH-000518,-0.305089286026
ACH-000520,-0.277338682575
ACH-000521,-0.270015219014
ACH-000522,-0.16824102105900002
ACH-000524,-0.37577988234399995
ACH-000527,-0.241039038158
ACH-000528,-0.137824119385
ACH-000537,0.0688580059422
ACH-000541,-0.441680285397
ACH-000542,-0.248013245791
ACH-000544,0.0179772215782
ACH-000545,-0.10531829236700001
ACH-000547,-0.34136868863700004
ACH-000548,0.026458956135
ACH-000549,-0.07401434186710001
ACH-000550,-0.04478719307569999
ACH-000552,-0.0979457108416
ACH-000556,-0.22916881400400002
ACH-000557,-0.13228026819299998
ACH-000570,0.120327254262
ACH-000571,-0.263000052916
ACH-000573,-0.138967867322
ACH-000576,-0.11453854726299999
ACH-000580,-0.125739539784
ACH-000584,-0.20814541386500002
ACH-000585,-0.216544343136
ACH-000588,-0.14898620316800001
ACH-000589,-0.208552650852
ACH-000591,-0.0227808449977
ACH-000593,-0.0636199898826
ACH-000600,-0.20085504774000001
ACH-000601,-0.103096223512
ACH-000604,0.11128899240999998
ACH-000605,-0.185294332009
ACH-000606,-0.14531572517799998
ACH-000608,-0.124495189203
ACH-000614,-0.162698072815
ACH-000616,-0.13172813497400002
ACH-000618,-0.293077140315
ACH-000619,-0.00531766492141
