,EPAS1 (2034)
ACH-000004,0.10032772938300001
ACH-000007,-0.15757722336
ACH-000009,-0.0532869974947
ACH-000011,0.47097307427699997
ACH-000012,0.152730796608
ACH-000013,0.0792394770015
ACH-000014,0.06583572751939999
ACH-000015,0.0345999156921
ACH-000017,0.21381010128199998
ACH-000018,-0.12650354611
ACH-000019,0.0236863028993
ACH-000021,0.163664655389
ACH-000022,0.000434190872084
ACH-000025,0.010880334303299998
ACH-000028,2.20079745112e-05
ACH-000030,-0.0038946423517199997
ACH-000035,-0.0772641492748
ACH-000036,0.0883341660071
ACH-000037,0.05430004989730001
ACH-000039,0.0192119873982
ACH-000040,0.20348351863699998
ACH-000041,0.24953541917
ACH-000042,0.113664465738
ACH-000045,0.110550680475
ACH-000047,0.0571540040539
ACH-000052,0.226951788558
ACH-000053,0.290498659059
ACH-000054,0.11879477107999999
ACH-000055,-0.22778028408700002
ACH-000060,-0.012041818149700002
ACH-000067,-0.0076078563135699995
ACH-000070,0.26294758636300003
ACH-000075,-0.0336193324303
ACH-000078,0.141922607294
ACH-000082,0.181238367933
ACH-000085,0.364814303394
ACH-000086,-0.04792219454030001
ACH-000087,0.302003834835
ACH-000092,0.16963748520599997
ACH-000095,-0.0238137112047
ACH-000097,0.08409960422869998
ACH-000098,0.0758210137044
ACH-000099,0.208167115282
ACH-000108,0.136832824307
ACH-000113,-0.0881817927482
ACH-000115,0.304422018139
ACH-000116,-0.113249327907
ACH-000118,0.0487694546518
ACH-000120,0.075266020201
ACH-000123,-0.14710675352299998
ACH-000127,-0.0451499879478
ACH-000128,0.124249090794
ACH-000132,-0.0635359572345
ACH-000133,0.138960226825
ACH-000137,0.017284391553200003
ACH-000138,0.037075069885699995
ACH-000142,0.0121586808039
ACH-000143,0.020674550829900003
ACH-000146,0.0841366031515
ACH-000148,0.0353923143665
ACH-000150,0.186795456779
ACH-000152,0.07279546943460001
ACH-000153,-0.016443480939200002
ACH-000159,-0.66800791265
ACH-000160,0.0328341306016
ACH-000163,0.132150077863
ACH-000167,0.0156932683491
ACH-000168,-0.26856906296599997
ACH-000169,0.102649032476
ACH-000178,-0.021946243604200003
ACH-000182,-0.116450460661
ACH-000183,-0.043334607493099996
ACH-000188,0.1392366549
ACH-000189,-0.915579978964
ACH-000190,-0.039145427143999996
ACH-000198,-0.041601598216800005
ACH-000204,-0.11680388553200001
ACH-000206,0.0366506658695
ACH-000207,-0.09025815570410001
ACH-000211,0.17910491779100002
ACH-000215,0.142203840764
ACH-000221,0.0733045585417
ACH-000222,-0.026925396861099998
ACH-000223,0.0822034782848
ACH-000226,0.02631157173
ACH-000227,-0.0296301299395
ACH-000228,0.0382742679574
ACH-000231,0.15407084916
ACH-000232,0.0308831068694
ACH-000233,-0.17272174377799998
ACH-000234,0.0535218628816
ACH-000235,0.102045863303
ACH-000237,0.24195536092599998
ACH-000238,-0.22936668535799998
ACH-000243,0.0234996551329
ACH-000244,0.074062158428
ACH-000246,0.127086505656
ACH-000248,-0.09043943680439999
ACH-000250,0.19662459638500002
ACH-000251,0.294567553235
ACH-000253,0.031433468663900004
ACH-000255,-0.0551533964668
ACH-000256,0.077576071135
ACH-000257,-0.026741470511500002
ACH-000258,-0.207108660538
ACH-000259,-0.08097771968239999
ACH-000260,-0.0318720424389
ACH-000261,0.05119135391080001
ACH-000262,-0.12881589372000002
ACH-000263,-0.334240416416
ACH-000264,0.105942205046
ACH-000265,0.117366586196
ACH-000266,0.0675138560042
ACH-000272,-0.34714875156999997
ACH-000273,0.011021172911700001
ACH-000274,-0.0644885514623
ACH-000277,0.15880497635399998
ACH-000278,0.0749244470933
ACH-000279,-0.0131605739428
ACH-000280,0.04741267845430001
ACH-000281,-0.219109798349
ACH-000288,0.0723767718993
ACH-000291,-0.042759783429
ACH-000293,-0.0025770667596700003
