,HIST1H2BG (8339)
ACH-000004,0.0705311336976
ACH-000007,0.050166270748899996
ACH-000009,-0.096727905492
ACH-000011,-0.104140676549
ACH-000012,0.0783386401398
ACH-000013,0.10269095585799999
ACH-000014,-0.173729357848
ACH-000015,0.39500467873800005
ACH-000017,-0.104779645713
ACH-000018,0.170722177955
ACH-000019,-0.168755433158
ACH-000021,0.0741565193133
ACH-000022,0.20195489538699998
ACH-000025,0.00253963942786
ACH-000028,0.0370550852206
ACH-000030,0.157439510424
ACH-000035,-0.11227795637499999
ACH-000036,-0.019247067257
ACH-000037,0.203574794944
ACH-000039,0.13658893309599998
ACH-000040,0.06317008987060001
ACH-000041,-0.0887206868879
ACH-000042,0.230816361344
ACH-000045,-0.148073510539
ACH-000047,0.08783087088889999
ACH-000052,0.196513213825
ACH-000053,0.0341887231763
ACH-000054,0.219954261668
ACH-000055,0.0476640666496
ACH-000060,0.181228369023
ACH-000067,0.12077231476
ACH-000070,0.214123706578
ACH-000075,0.190385483833
ACH-000078,-0.279551140461
ACH-000082,-0.143231961858
ACH-000085,0.0681830356471
ACH-000086,-0.06907179960960001
ACH-000087,0.0655182128085
ACH-000092,-0.0510220393984
ACH-000095,0.06197257328269999
ACH-000097,0.189077525522
ACH-000098,0.147444002165
ACH-000099,-0.122947181818
ACH-000108,0.11972875078
ACH-000113,0.0765052650905
ACH-000115,-0.254286453396
ACH-000116,0.0223448611749
ACH-000118,0.00530566030178
ACH-000120,0.0309609155602
ACH-000123,-0.0367145342615
ACH-000127,0.09909351441269999
ACH-000128,0.05541858621830001
ACH-000132,0.0421373827026
ACH-000133,0.0667245248251
ACH-000137,0.20772976729400003
ACH-000138,0.0016946346771
ACH-000142,-0.0315882310272
ACH-000143,0.21243220888300002
ACH-000146,-0.00434579637436
ACH-000148,0.209786338279
ACH-000150,0.24457239131900002
ACH-000152,0.0364047998035
ACH-000153,0.0864942655652
ACH-000159,0.137458249681
ACH-000160,0.335261679324
ACH-000163,0.0889871935313
ACH-000167,0.408004962671
ACH-000168,-0.0396339254195
ACH-000169,-0.10563241842700001
ACH-000178,0.194369626705
ACH-000182,0.0847418797143
ACH-000183,-0.052271214267300005
ACH-000188,-0.0044822070762
ACH-000189,0.0238535658407
ACH-000190,0.409356790835
ACH-000198,-0.168741444962
ACH-000204,0.325183767684
ACH-000206,-0.33700519986
ACH-000207,-0.131715935555
ACH-000211,0.17527922540399998
ACH-000215,0.0605003756623
ACH-000221,0.35620578238300005
ACH-000222,-0.0726147500339
ACH-000223,-0.15542982219499998
ACH-000226,0.155673720275
ACH-000227,-0.0396706037654
ACH-000228,0.0040251328630899995
ACH-000231,-0.210019807236
ACH-000232,0.0778765066064
ACH-000233,-0.052407113529
ACH-000234,-0.124230388313
ACH-000235,0.146583433816
ACH-000237,0.0863583873065
ACH-000238,-0.0090301735226
ACH-000243,0.059839484671599996
ACH-000244,0.0321592085072
ACH-000246,0.0481452124859
ACH-000248,0.0676099766874
ACH-000250,0.122296591992
ACH-000251,-0.15060364199999998
ACH-000253,-0.0340404309955
ACH-000255,0.167611526605
ACH-000256,-0.0271115180635
ACH-000257,0.47390273396000004
ACH-000258,0.345476135612
ACH-000259,0.12146178877399999
ACH-000260,-0.005330913387020001
ACH-000261,0.158915338498
