,XRN2 (22803)
ACH-000004,-1.5559810142100001
ACH-000007,-1.22199793364
ACH-000009,-1.26874348785
ACH-000011,-1.12137577642
ACH-000012,-1.18408417541
ACH-000013,-1.26553332126
ACH-000014,-1.36419484061
ACH-000015,-1.26119574889
ACH-000017,-1.26832875019
ACH-000018,-1.1704377858700001
ACH-000019,-0.727480538504
ACH-000021,-1.30511634074
ACH-000022,-1.31214742232
ACH-000025,-1.4268601101700003
ACH-000028,-1.20565653282
ACH-000030,-1.16384754129
ACH-000035,-1.50132076681
ACH-000036,-0.9983201913359999
ACH-000037,-0.582238604107
ACH-000039,-1.42186712232
ACH-000040,-1.29289193338
ACH-000041,-1.11361722128
ACH-000042,-1.27864004998
ACH-000045,-1.26595326739
ACH-000047,-1.1906410915899999
ACH-000052,-1.6354867248500002
ACH-000053,-1.21196226337
ACH-000054,-1.2995206081100001
ACH-000055,-1.3542587668900001
ACH-000060,-1.14185444081
ACH-000067,-1.13687518454
ACH-000070,-1.20702131433
ACH-000075,-1.7405443522
ACH-000078,-1.13193565009
ACH-000082,-1.11444387614
ACH-000085,-1.13142203642
ACH-000086,-1.1737184703799999
ACH-000087,-1.18975743784
ACH-000092,-1.0336113933600002
ACH-000095,-1.22008604035
ACH-000097,-1.46122787162
ACH-000098,-1.4391624489800001
ACH-000099,-1.3396810587799999
ACH-000108,-1.30241813918
ACH-000113,-1.18818179299
ACH-000115,-1.0753885783600001
ACH-000116,-1.52632579294
ACH-000118,-1.1470473028100001
ACH-000120,-1.4043501776700003
ACH-000123,-1.06786076319
ACH-000127,-1.2231422542000001
ACH-000128,-1.42040737901
ACH-000132,-1.15935547234
ACH-000133,-1.42870801877
ACH-000137,-1.75102863825
ACH-000138,-1.35719009216
ACH-000142,-1.09282790093
ACH-000143,-1.24361725483
ACH-000146,-1.15763220421
ACH-000148,-1.26330376038
ACH-000150,-1.35884962636
ACH-000152,-1.1946115077600001
ACH-000153,-1.4734350455
ACH-000159,-0.9937515438850001
ACH-000160,-1.74622500474
ACH-000163,-1.4837321637
ACH-000167,-1.29849966389
ACH-000168,-1.3968878216299998
ACH-000169,-1.31981026762
ACH-000178,-1.01404007664
ACH-000182,-1.39904656877
ACH-000183,-1.29003041049
ACH-000188,-1.2184049089
ACH-000189,-0.8096457755609999
ACH-000190,-1.70912116821
ACH-000198,-1.3416578020299998
ACH-000204,-1.22707938063
ACH-000206,-0.8080276220199999
ACH-000207,-1.29060449622
ACH-000211,-1.5510122927399999
ACH-000215,-1.18655325733
ACH-000221,-1.23358762134
ACH-000222,-1.2252329870899998
ACH-000223,-1.20154380723
ACH-000226,-1.06220996355
ACH-000227,-0.872096844232
ACH-000228,-1.28906154811
ACH-000231,-1.32737633143
ACH-000232,-1.30628777863
ACH-000233,-1.23613589656
ACH-000234,-1.18882494576
ACH-000235,-1.20717335646
ACH-000237,-1.47053233956
ACH-000238,-1.25672566399
ACH-000243,-1.4095235274200002
ACH-000244,-1.10845156787
ACH-000246,-1.2294359975
ACH-000248,-1.1008603078599999
ACH-000250,-1.35333360238
ACH-000251,-1.50198305151
ACH-000253,-1.15434067241
ACH-000255,-1.31512759766
ACH-000256,-1.2562966058
ACH-000257,-0.9381855153
ACH-000258,-1.11627698981
ACH-000259,-1.0613780178499999
ACH-000260,-1.23417362219
ACH-000261,-1.4343508365900002
ACH-000262,-1.4411567111899999
ACH-000263,-1.2790286654
ACH-000264,-1.43821708428
ACH-000265,-1.3561799095299998
ACH-000266,-1.21782778435
ACH-000272,-1.3720533791499998
ACH-000273,-1.3429528273299998
ACH-000274,-1.15409594025
ACH-000277,-1.2137557404000001
ACH-000278,-1.5633154331499999
ACH-000279,-1.1116202625799998
ACH-000280,-1.52716915507
ACH-000281,-0.9996659829379999
ACH-000288,-1.07686387235
ACH-000291,-1.47889437019
ACH-000293,-1.39598271799
ACH-000294,-1.7086664713
ACH-000295,-1.4621259122999999
ACH-000296,-1.20649607116
ACH-000302,-1.31086895919
ACH-000304,-1.56392445479
ACH-000307,-1.2798145063500002
ACH-000308,-1.3400372437
ACH-000310,-1.01391771757
ACH-000311,-1.13192183519
ACH-000312,-1.15857722309
ACH-000315,-1.6085538041
ACH-000316,-1.64072911674
ACH-000317,-1.67139983253
ACH-000318,-1.42116188338
ACH-000319,-1.5028186051499999
ACH-000320,-1.10490516054
ACH-000322,-1.3655311681
ACH-000323,-1.1059939408600001
ACH-000324,-1.19585221076
ACH-000329,-1.23066821224
ACH-000330,-1.26430562484
ACH-000331,-1.2094970982200002
ACH-000332,-1.48877522187
ACH-000334,-1.11774119517
ACH-000335,-1.4410264129600001
ACH-000336,-1.2841009485100001
ACH-000337,-1.10966094528
ACH-000339,-1.2949881072
ACH-000341,-1.4225354642899999
ACH-000348,-1.3822395387900002
ACH-000350,-1.23599392214
ACH-000352,-1.32479502532
ACH-000356,-1.75425342343
ACH-000361,-1.54294042479
ACH-000362,-1.20992594421
ACH-000363,-1.17974082969
