,TFR2 (7036)
ACH-000004,-0.0829129760714
ACH-000007,-0.0520476969389
ACH-000009,-0.08851417504680001
ACH-000011,0.0896685495362
ACH-000012,0.031191509601500002
ACH-000013,-0.0138168635521
ACH-000014,-0.272964277929
ACH-000015,-0.0161646077871
ACH-000017,-0.0720357059713
ACH-000018,0.0541841910616
ACH-000019,-0.136547832102
ACH-000021,-0.174499582113
ACH-000022,0.112596629068
ACH-000025,-0.0662406638745
ACH-000028,0.0217726236145
ACH-000030,0.0206774850263
ACH-000035,0.047788250574400004
ACH-000036,-0.021391597527099997
ACH-000037,-0.0579077552609
ACH-000039,-0.288645546419
ACH-000040,-0.0120451737734
ACH-000041,-0.0926744520717
ACH-000042,0.05321099227969999
ACH-000045,-0.022030843410400004
ACH-000047,-0.00956630208201
ACH-000052,0.0544767538824
ACH-000053,-0.144568228599
ACH-000054,-0.00620075901128
ACH-000055,0.179025488167
ACH-000060,-0.18385797444899998
ACH-000067,-0.218141896391
ACH-000070,-0.19311380606400003
ACH-000075,-0.14339804357
ACH-000078,-0.166837379557
ACH-000082,0.0163036981719
ACH-000085,0.0105838361012
ACH-000086,-0.0133161233928
ACH-000087,-0.0933466701533
ACH-000092,0.119337104755
ACH-000095,-0.024597515438099998
ACH-000097,-0.190663871357
ACH-000098,0.0091098287375
ACH-000099,-0.00653886931695
ACH-000108,0.0186711352708
ACH-000113,-0.10113474603599999
ACH-000115,-0.0865986300624
ACH-000116,-0.07111489008710001
ACH-000118,-0.121867726918
ACH-000120,-0.135029626844
ACH-000123,0.039468206740999996
ACH-000127,-0.00614208529036
ACH-000128,0.0765219933231
ACH-000132,-0.11407547785800001
ACH-000133,-0.171604248239
ACH-000137,0.014904642694700002
ACH-000138,-0.064260903002
ACH-000142,-0.119488573761
ACH-000143,0.294024688436
ACH-000146,-0.127119871843
ACH-000148,0.0628284531332
ACH-000150,0.09001223631660002
ACH-000152,-0.121269842004
ACH-000153,0.0462942861042
ACH-000159,-0.15335498430800001
ACH-000160,-0.217225746992
ACH-000163,0.0708711291781
ACH-000167,-0.00273163909094
ACH-000168,0.010131700508700001
ACH-000169,-0.0677154809673
ACH-000178,0.053166329952600004
ACH-000182,-0.19722230031
ACH-000183,0.0165572541743
ACH-000188,-0.09209517460660001
ACH-000189,0.200784488339
ACH-000190,0.0365099588729
ACH-000198,-0.0897899014752
ACH-000204,0.125961440414
ACH-000206,-0.0753596477712
ACH-000207,0.127021921194
ACH-000211,-0.097554769451
ACH-000215,0.0896999451694
ACH-000221,-0.0540818283528
ACH-000222,0.25529257948600004
ACH-000223,-0.013880707502200001
ACH-000226,-0.0586980186001
ACH-000227,0.184536131078
ACH-000228,0.015609137188200001
ACH-000231,-0.061072714180500004
ACH-000232,-0.0808198217986
ACH-000233,-0.0296950932957
ACH-000234,0.00205744705219
ACH-000235,-0.0532065500354
ACH-000237,0.0248149326418
ACH-000238,-0.41293137459299994
ACH-000243,0.021539159194200002
ACH-000244,-0.342237477407
ACH-000246,-0.0206305754192
ACH-000248,0.135027460986
ACH-000250,-0.09103888460319999
ACH-000251,-0.149526978628
ACH-000253,-0.0858389988262
ACH-000255,-0.094563774453
ACH-000256,-0.13641459816999998
ACH-000257,-0.0212369995108
ACH-000258,0.115270905679
ACH-000259,-0.00935212185968
ACH-000260,0.0375517443359
ACH-000261,0.0390413340864
ACH-000262,-0.25379765089699996
ACH-000263,0.0625960585633
ACH-000264,-0.09338115216010001
ACH-000265,0.245882605244
ACH-000266,0.135770926944
ACH-000272,0.0364199311076
ACH-000273,-0.0331451866603
ACH-000274,-0.108506617257
ACH-000277,0.18269234069899998
ACH-000278,-0.0143651689253
ACH-000279,0.09418478287630001
ACH-000280,-0.09390810357860001
ACH-000281,-0.0965688469489
ACH-000288,-0.036584291673
ACH-000291,-0.0729906011999
ACH-000293,-0.14608600566
ACH-000294,0.18232091449
ACH-000295,-0.026054608214599997
ACH-000296,-0.232063755816
ACH-000302,0.00419055123706
ACH-000304,-0.20288638601599998
ACH-000307,0.051455006245599996
ACH-000308,0.030025190551800002
ACH-000310,0.00789630804261
ACH-000311,-0.115411436669
ACH-000312,0.08940031400159999
ACH-000315,-0.130617426724
ACH-000316,-0.16480059104699998
ACH-000317,0.009552022558479999
ACH-000318,-0.139555543861
ACH-000319,-0.0591253081764
ACH-000320,0.201265871825
ACH-000322,-0.128150542433
ACH-000323,-0.017227175357700002
ACH-000324,-0.20433542834100002
ACH-000329,-0.014271197594899998
ACH-000330,0.0826863749633
ACH-000331,0.0435947330961
ACH-000332,-0.06575936358580001
ACH-000334,-0.034747723711300006
ACH-000335,0.21079794372000002
ACH-000336,-0.0913647766068
ACH-000337,-0.165976907653
ACH-000339,0.009774355527579999
ACH-000341,-0.293640774447
ACH-000348,-0.159946394999
ACH-000350,0.0579903106429
ACH-000352,-0.045899288030400005
ACH-000356,-0.18080157794100002
ACH-000361,-0.162103676766
ACH-000362,-0.0501322812457
ACH-000363,0.07926144862710001
ACH-000364,-0.0799806248817
ACH-000365,-0.149066600998
ACH-000366,-0.100474139681
ACH-000368,-0.0495393424036
ACH-000374,-0.118699524112
ACH-000375,-0.053336955713999996
ACH-000376,0.030558419210599996
ACH-000381,-0.04285537133640001
ACH-000383,-0.150053109228
ACH-000387,0.0212620562439
ACH-000389,0.104376689434
