,HRASLS5 (117245)
ACH-000004,0.0019091063838800003
ACH-000007,-0.433069154653
ACH-000009,-0.18348641327799997
ACH-000011,-0.23261431005199998
ACH-000012,-0.352815621954
ACH-000013,-0.34225336826999997
ACH-000014,-0.016031390835
ACH-000015,-0.2723231062
ACH-000017,-0.20134820676600002
ACH-000018,-0.389553993409
ACH-000019,-0.214349659857
ACH-000021,-0.361514743745
ACH-000022,-0.216067599089
ACH-000025,-0.267393329367
ACH-000028,-0.29301599159200004
ACH-000030,-0.166185137142
ACH-000035,-0.0882164396534
ACH-000036,-0.13071176205
ACH-000037,-0.26838669687600003
ACH-000039,-0.271679689033
ACH-000040,-0.31714864402
ACH-000041,-0.324065185523
ACH-000042,-0.277993097689
ACH-000045,-0.23848137509
ACH-000047,-0.05934745274619999
ACH-000052,-0.365441414308
ACH-000053,-0.16590159574899999
ACH-000054,-0.121445920149
ACH-000055,-0.11531965587500001
ACH-000060,-0.151941204436
ACH-000067,0.042967269978900005
ACH-000070,-0.37139470164800004
ACH-000075,-0.257265647293
ACH-000078,-0.503384391096
ACH-000082,-0.226715506078
ACH-000085,-0.393027445145
ACH-000086,-0.536758199108
ACH-000087,-0.19256137068100002
ACH-000092,-0.150297760071
ACH-000095,-0.230378942871
ACH-000097,-0.296568826201
ACH-000098,-0.221862022198
ACH-000099,-0.270842525185
ACH-000108,-0.337465092078
ACH-000113,-0.317528357051
ACH-000115,-0.637472236995
ACH-000116,-0.401845796755
ACH-000118,-0.459813311647
ACH-000120,-0.26964364352
ACH-000123,-0.45143942316200003
ACH-000127,-0.134500589463
ACH-000128,-0.108294755272
ACH-000132,-0.42379999395499995
ACH-000133,-0.25702723939399996
ACH-000137,-0.255912244548
ACH-000138,-0.355290450896
ACH-000142,-0.378587764895
ACH-000143,-0.368624679389
ACH-000146,-0.125806469959
ACH-000148,-0.29054041830899996
ACH-000150,-0.302533476071
ACH-000152,-0.12806746028
ACH-000153,-0.515380873191
ACH-000159,-0.283813811515
ACH-000160,-0.216796460374
ACH-000163,-0.210156086626
ACH-000167,0.141834150982
ACH-000168,-0.406102736088
ACH-000169,-0.173421664621
ACH-000178,-0.221002391716
ACH-000182,-0.28146552689599996
ACH-000183,-0.186018035291
ACH-000188,-0.329749549438
ACH-000189,-0.48774127350100005
ACH-000190,-0.025880366802900002
ACH-000198,-0.252622252156
ACH-000204,-0.516543809683
ACH-000206,-0.0233698428487
ACH-000207,-0.166220979131
ACH-000211,-0.233162026481
ACH-000215,-0.173264992161
ACH-000221,-0.155794247717
ACH-000222,-0.407420227959
ACH-000223,-0.204243337657
ACH-000226,-0.09868487353160002
ACH-000227,-0.22077370325800003
ACH-000228,-0.184071194256
ACH-000231,-0.0537502934711
ACH-000232,-0.223087583122
ACH-000233,-0.287346415819
ACH-000234,-0.0527874008598
ACH-000235,-0.299645777791
ACH-000237,-0.17115129022599998
ACH-000238,-0.43996920671899997
ACH-000243,-0.201801843097
ACH-000244,-0.254305057321
ACH-000246,-0.296387982836
ACH-000248,-0.149620344421
ACH-000250,-0.201001947288
ACH-000251,-0.28427614901299997
ACH-000253,-0.13930647081800002
ACH-000255,-0.241427105959
ACH-000256,-0.24010924020899999
ACH-000257,-0.222961738399
ACH-000258,-0.084853002334
ACH-000259,-0.230974031878
ACH-000260,-0.168872964415
ACH-000261,-0.28588800699
ACH-000262,-0.29819376025899996
