,ITGAV (3685)
ACH-000004,0.170724931321
ACH-000007,-0.800161994929
ACH-000009,-1.13752220655
ACH-000011,-1.28619986584
ACH-000012,-0.12344451804300001
ACH-000013,-0.22928933355300002
ACH-000014,-0.9242237659039999
ACH-000015,-0.6919637336550001
ACH-000017,-0.794679740661
ACH-000018,-1.11271978286
ACH-000019,-0.706574331723
ACH-000021,-0.786402140395
ACH-000022,-0.139704830202
ACH-000025,-0.9500863775280001
ACH-000028,-0.542568424012
ACH-000030,-0.139010632282
ACH-000035,-0.23455809872299999
ACH-000036,-1.3298753804999999
ACH-000037,0.332967886782
ACH-000039,-0.407167225889
ACH-000040,-0.62352420683
ACH-000041,0.137231702499
ACH-000042,0.24093021886100002
ACH-000045,-0.568763174638
ACH-000047,-0.40812791348000005
ACH-000052,-0.26653035493
ACH-000053,0.015116620995799999
ACH-000054,-1.15068887827
ACH-000055,-0.167617955551
ACH-000060,-0.7335508688719999
ACH-000067,-0.8582212224060001
ACH-000070,-0.385326282636
ACH-000075,-0.272715979973
ACH-000078,-0.578536110277
ACH-000082,-0.63491745858
ACH-000085,-0.226019151875
ACH-000086,-0.44216095758699997
ACH-000087,-0.162248769667
ACH-000092,-0.806368681984
ACH-000095,-0.26799474881499996
ACH-000097,-0.7132366681110001
ACH-000098,-1.13642910403
ACH-000099,-0.738988182771
ACH-000108,-0.8260142958910001
ACH-000113,-0.536401042461
ACH-000115,-0.26169274297899997
ACH-000116,-0.052490060828099996
ACH-000118,-0.45209999686999996
ACH-000120,-0.440784329955
ACH-000123,-0.33060075839999997
ACH-000127,-1.32088392293
ACH-000128,-0.831306804095
ACH-000132,-1.4125874842299997
ACH-000133,-1.0374355636200001
ACH-000137,-0.7359124705060001
ACH-000138,0.014502280726
ACH-000142,-0.43201685142499996
ACH-000143,-0.714575497741
ACH-000146,0.140325267531
ACH-000148,-0.71606993303
ACH-000150,-1.1248008484899998
ACH-000152,-0.6989939959649999
ACH-000153,0.361278646717
ACH-000159,-0.8180752776289999
ACH-000160,-0.0172952538907
ACH-000163,-0.169578363324
ACH-000167,-0.928056011817
ACH-000168,-0.17303690373599998
ACH-000169,-0.37194572227300005
ACH-000178,-1.04756442609
ACH-000182,0.0701467045328
ACH-000183,-0.359485971043
ACH-000188,0.12719332233300001
ACH-000189,-0.706385792049
ACH-000190,-0.579412063047
ACH-000198,-0.439223120795
ACH-000204,-0.353316352288
ACH-000206,-0.486902716023
ACH-000207,0.754587109987
ACH-000211,-1.0283400154100002
ACH-000215,-0.49924043980300004
ACH-000221,-0.271220144597
ACH-000222,-0.175246719879
ACH-000223,0.0586686622836
ACH-000226,-0.14726489157
ACH-000227,-0.252153624153
ACH-000228,0.030011753620599997
ACH-000231,-0.146076721613
ACH-000232,-1.2637119398899999
ACH-000233,-0.187836513272
ACH-000234,-1.0967114731899998
ACH-000235,0.132126527776
ACH-000237,-0.54329755769
ACH-000238,0.379287707119
ACH-000243,-0.63647240492
ACH-000244,-1.21352094284
ACH-000246,-0.9667789055249999
ACH-000248,-1.0050903630399999
