,GABBR2 (9568)
ACH-000004,0.0220063193417
ACH-000007,-0.025755825176200002
ACH-000009,-0.023023065058
ACH-000011,-0.156202577182
ACH-000012,-0.0982703695706
ACH-000013,0.018697594217
ACH-000014,0.09014112099819999
ACH-000015,-0.041218603721199995
ACH-000017,-0.024378145705900002
ACH-000018,0.0779072885661
ACH-000019,-0.200047595289
ACH-000021,0.0827243097375
ACH-000022,-0.106821006585
ACH-000025,0.247457908904
ACH-000028,0.0941264701145
ACH-000030,-0.06010848384359999
ACH-000035,-0.139712718005
ACH-000036,-0.0628933766601
ACH-000037,-0.15445313397
ACH-000039,0.31435430089899996
ACH-000040,-0.25220471461399996
ACH-000041,0.0410347159042
ACH-000042,-0.033671737821999996
ACH-000045,0.10838387443900001
ACH-000047,-0.130279725367
ACH-000052,-0.240109849287
ACH-000053,0.033335042357700004
ACH-000054,-0.070249842811
ACH-000055,-0.18785738349300002
ACH-000060,-0.20523547036200002
ACH-000067,0.11477167489399999
ACH-000070,-0.327440403994
ACH-000075,-0.398674003403
ACH-000078,0.061667087706399996
ACH-000082,-0.0262123651931
ACH-000085,0.18922028106199998
ACH-000086,0.113144528565
ACH-000087,0.049570913861300005
ACH-000092,0.00826576738921
ACH-000095,-0.0767986615933
ACH-000097,-0.0162152791599
ACH-000098,0.03449859529180001
ACH-000099,-0.03264662443290001
ACH-000108,-0.0384867089461
ACH-000113,-0.114091656742
ACH-000115,-0.0410341433597
ACH-000116,-0.0026816504973600002
ACH-000118,0.00273272493518
ACH-000120,0.013698912179299997
ACH-000123,0.141634095174
ACH-000127,-0.209884389485
ACH-000128,-0.35130743963600003
ACH-000132,-0.08293455601130001
ACH-000133,-0.11169690275999998
ACH-000137,-0.285648320892
ACH-000138,0.167089260559
ACH-000142,-0.0896604560578
ACH-000143,-0.00856880513161
ACH-000146,-0.026988850477299996
ACH-000148,-0.06610492574580001
ACH-000150,0.0772083707865
ACH-000152,-0.176464827548
ACH-000153,0.236702448362
ACH-000159,0.0910484436025
ACH-000160,-0.17252964608899998
ACH-000163,-0.158487204177
ACH-000167,-0.0209127449293
ACH-000168,0.133830113333
ACH-000169,-0.0103087993904
ACH-000178,-0.051983677901300006
ACH-000182,-0.124200501973
ACH-000183,-0.09881785060460001
ACH-000188,-0.10038364682499999
ACH-000189,0.394543369553
ACH-000190,-0.161465398034
ACH-000198,-0.189284177589
ACH-000204,-0.11642460509500001
ACH-000206,-0.0249580785483
ACH-000207,-0.17243330373
ACH-000211,-0.04065585613619999
ACH-000215,-0.11162617863
ACH-000221,-0.188402126484
ACH-000222,0.336602473164
ACH-000223,0.0221370606134
ACH-000226,-0.07408719488889999
ACH-000227,-0.0514543765039
ACH-000228,-0.113082573793
ACH-000231,-0.12415911572899999
ACH-000232,-0.0462810910328
