,ATP12A (479)
ACH-000004,0.127320060849
ACH-000007,-0.281173632562
ACH-000009,-0.0249860816925
ACH-000011,0.0492417115015
ACH-000012,-0.0741540635543
ACH-000013,-0.09208714227360001
ACH-000014,-0.12586239281199998
ACH-000015,-0.172907605077
ACH-000017,0.023524716557999998
ACH-000018,-0.09362981487410002
ACH-000019,0.05625403926440001
ACH-000021,-0.141780544521
ACH-000022,-0.10797219071799999
ACH-000025,0.0909453522621
ACH-000028,0.0318800274627
ACH-000030,-0.0908039753309
ACH-000035,0.032207418100900005
ACH-000036,0.117678801609
ACH-000037,-0.0587413484174
ACH-000039,0.039107689689599996
ACH-000040,0.171809794743
ACH-000041,-0.0558700897342
ACH-000042,-0.163209862813
ACH-000045,-0.137046723473
ACH-000047,0.030720235499999998
ACH-000052,0.173584136316
ACH-000053,-0.015585120223399999
ACH-000054,0.0286358668161
ACH-000055,0.24670440999200002
ACH-000060,-0.11524773550100001
ACH-000067,-0.208466737018
ACH-000070,0.0496312408077
ACH-000075,-0.0950027672038
ACH-000078,-0.130352910429
ACH-000082,0.00878966713942
ACH-000085,-0.0193930124846
ACH-000086,-0.131140532006
ACH-000087,0.324144464335
ACH-000092,0.0438608485525
ACH-000095,-0.12561718902000002
ACH-000097,-0.220443191147
ACH-000098,0.0126554523981
ACH-000099,-0.0021959000568000002
ACH-000108,-0.0072798447979300004
ACH-000113,-0.12201414508
ACH-000115,0.030206464697599997
ACH-000116,-0.0479626911024
ACH-000118,-0.169788774483
ACH-000120,-0.0330619597134
ACH-000123,-0.143995226763
ACH-000127,-0.000732506324361
ACH-000128,-0.116653916437
ACH-000132,-0.172031493752
ACH-000133,0.09359230948660001
ACH-000137,-0.120743188027
ACH-000138,-0.0658914252192
ACH-000142,-0.0597285795622
ACH-000143,0.124166165153
ACH-000146,0.040581585201800004
ACH-000148,-0.0225781995635
ACH-000150,-0.0492797645835
ACH-000152,-0.14049880721799998
ACH-000153,-0.045480751186699996
ACH-000159,0.0225755355963
ACH-000160,0.0340577477497
ACH-000163,-0.120820846943
ACH-000167,0.0601881727477
ACH-000168,0.0140273122037
ACH-000169,0.00594024748181
ACH-000178,0.0771634690126
ACH-000182,-0.165877724295
ACH-000183,-0.12337306996200001
ACH-000188,-0.153796738669
ACH-000189,0.15698191121
ACH-000190,0.163221187423
ACH-000198,-0.018542758926599998
ACH-000204,-0.137954416543
ACH-000206,-0.17778916381700002
ACH-000207,-0.112634165707
ACH-000211,-0.055085199379
ACH-000215,0.129642533053
ACH-000221,-0.0306002153913
ACH-000222,-0.179920198803
ACH-000223,0.023279071372299998
ACH-000226,0.014644092900200002
ACH-000227,-0.166511161902
ACH-000228,-0.0500586646186
ACH-000231,-0.0245674666965
ACH-000232,0.0670940233469
ACH-000233,-0.0574432086276
ACH-000234,0.1041561759
ACH-000235,-0.0691287153272
ACH-000237,0.0852676872841
ACH-000238,-0.0023638514571
ACH-000243,0.00291649956489
ACH-000244,0.0142258111994
ACH-000246,-0.0570885151849
ACH-000248,0.128859542183
ACH-000250,0.00806397156531
ACH-000251,0.156043739212
ACH-000253,0.0493140400321
ACH-000255,-0.023964970065700003
ACH-000256,-0.02007052779
ACH-000257,0.22368268319200002
ACH-000258,-0.36869067124
ACH-000259,-0.0966921143968
ACH-000260,0.0606747578496
ACH-000261,-0.108932582416
ACH-000262,-0.115036743401
ACH-000263,-0.129988452895
ACH-000264,0.0306023152349
ACH-000265,-0.240038891684
ACH-000266,-0.0316739731071
ACH-000272,-0.0931082200378
ACH-000273,0.0045962061409
ACH-000274,0.0999938382083
ACH-000277,0.045715552834800006
ACH-000278,-0.164304689173
ACH-000279,0.089206936206
ACH-000280,-0.0720752653393
ACH-000281,-0.177988582542
ACH-000288,-0.10897111171900001
ACH-000291,-0.029576203045099995
ACH-000293,-0.0826714976876
ACH-000294,0.0630555837531
ACH-000295,0.278798506278
ACH-000296,0.19373873515599999
ACH-000302,-0.0969626554483
ACH-000304,0.378943301856
ACH-000307,0.0193008654136
ACH-000308,0.0174861840313
ACH-000310,-0.04958463486280001
ACH-000311,-0.034279556029
ACH-000312,-0.00410777168682
ACH-000315,-0.0363944198155
ACH-000316,-0.102194238465
ACH-000317,-0.44299804761999995
ACH-000318,-0.0316434382472
ACH-000319,-0.0203440133852
ACH-000320,-0.0399931192371
ACH-000322,-0.029610483579199997
ACH-000323,0.0153153598899
ACH-000324,-0.00864801053348
ACH-000329,0.0730628964779
ACH-000330,-0.006587327109180001
ACH-000331,0.04782605418319999
ACH-000332,-0.09565331078639999
ACH-000334,-0.012206400602599999
ACH-000335,0.277864294153
ACH-000336,-0.22285048606600003
ACH-000337,0.146681603922
ACH-000339,0.043814350518800005
ACH-000341,0.11982780627900001
ACH-000348,-0.133865317693
ACH-000350,-0.108633888392
ACH-000352,-0.270194379566
ACH-000356,0.020980603717299998
ACH-000361,-0.152441499242
ACH-000362,-0.10089406394099999
ACH-000363,-0.07017898533139999
ACH-000364,-0.255300641743
ACH-000365,-0.15123644972
ACH-000366,0.0167077170278
ACH-000368,0.034734165218400004
ACH-000374,-0.214255593341
ACH-000375,-0.131260165988
ACH-000376,0.023666804327700002
ACH-000381,-0.18732872043999999
ACH-000383,-0.138252820902
ACH-000387,-0.00398798946716
ACH-000389,-0.05114768046680001
ACH-000390,-0.20211201491099998
ACH-000393,-0.129441160266
ACH-000395,-0.103806965643
ACH-000397,-0.123073545741
ACH-000401,0.0668498522171
ACH-000402,-0.308391721819
ACH-000403,-0.049994440159900004
ACH-000404,-0.0728509933242
ACH-000406,-0.0075974409273
ACH-000407,0.0216926662187
ACH-000408,-0.0696019660546
ACH-000410,0.0632334017183
ACH-000411,-0.07102938826230001
ACH-000414,-0.168850599956
ACH-000415,-0.213027230745
ACH-000416,-0.0385234273758
ACH-000420,-0.21506537341200002
ACH-000421,-0.00803938287395
ACH-000424,0.0384847560402
ACH-000425,0.105717361526
ACH-000426,0.325834716637
ACH-000427,0.125846389349
ACH-000433,0.229147193609
ACH-000436,0.18426330221200002
ACH-000444,0.0529356754538
ACH-000445,0.153120971621
ACH-000448,-0.16738917765900002
ACH-000450,-0.10644883955000001
ACH-000452,0.0190653971069
ACH-000454,-0.110095402071
