,RMI2 (116028)
ACH-000004,-0.324761652246
ACH-000007,-0.324147785807
ACH-000009,-0.0680537773199
ACH-000011,-0.168012902746
ACH-000012,-0.313921503369
ACH-000013,-0.321276078174
ACH-000014,-0.357388620726
ACH-000015,-0.336355317132
ACH-000017,-0.225611619223
ACH-000018,-0.32206582785
ACH-000019,-0.271794552799
ACH-000021,-0.248448433913
ACH-000022,-0.226850566765
ACH-000025,-0.506351384735
ACH-000028,-0.46421204888000006
ACH-000030,-0.105775640342
ACH-000035,-0.225988101213
ACH-000036,-0.33911524567400003
ACH-000037,-0.139863163472
ACH-000039,-0.337099600604
ACH-000040,-0.34157947209899997
ACH-000041,0.014110706135100001
ACH-000042,-0.10700104482799999
ACH-000045,-0.0400058278416
ACH-000047,-0.319324407302
ACH-000052,-0.361586238883
ACH-000053,-0.226898624437
ACH-000054,-0.121490376839
ACH-000055,-0.0485509601925
ACH-000060,-0.04750142569659999
ACH-000067,-0.21208986116300002
ACH-000070,-0.0133342424726
ACH-000075,-0.765407439068
ACH-000078,-0.6134373329680001
ACH-000082,0.0924597460753
ACH-000085,0.0123373355036
ACH-000086,-0.12494417015900001
ACH-000087,-0.13953708529300002
ACH-000092,-0.330045287387
ACH-000095,-0.10352800939899999
ACH-000097,-0.20470319213500002
ACH-000098,-0.09504149295889999
ACH-000099,-0.484255316599
ACH-000108,-0.218392200995
ACH-000113,-0.147432850295
ACH-000115,-0.078188129541
ACH-000116,-0.269856363234
ACH-000118,-0.656044771816
ACH-000120,-0.154605546808
ACH-000123,-0.165222677647
ACH-000127,-0.216659405923
ACH-000128,-0.213416281027
ACH-000132,-0.428845824206
ACH-000133,-0.23103336260899998
ACH-000137,-0.42342756529
ACH-000138,-0.138849944279
ACH-000142,-0.47583472262800003
ACH-000143,-0.0514308460037
ACH-000146,-0.352330721858
ACH-000148,-0.444383742901
ACH-000150,0.0371055600785
ACH-000152,-0.243820444917
ACH-000153,-0.276519629284
ACH-000159,-0.184598955371
ACH-000160,-0.201607752394
ACH-000163,-0.242901783008
ACH-000167,-0.140926043237
ACH-000168,-0.199589236294
ACH-000169,-0.290979339087
ACH-000178,-0.342615665529
ACH-000182,-0.275589969665
ACH-000183,-0.594072202487
ACH-000188,-0.32797095555399997
ACH-000189,-0.146534417847
ACH-000190,-0.194275106456
ACH-000198,-0.481676319864
ACH-000204,-0.269994781196
ACH-000206,-0.525763831109
ACH-000207,-0.122113803933
ACH-000211,-0.162377570623
ACH-000215,-0.255368141486
ACH-000221,-0.275267058502
ACH-000222,-0.140197658883
ACH-000223,-0.17524002949700002
ACH-000226,-0.0649472856133
ACH-000227,-0.0781950053488
ACH-000228,-0.30366913713599997
ACH-000231,-0.282075345447
ACH-000232,-0.35792006162
ACH-000233,-0.359358979236
ACH-000234,-0.14124955534000003
ACH-000235,-0.137672938138
ACH-000237,-0.345362386082
