,ICMT (23463)
ACH-000004,-0.28602435119
ACH-000007,-0.179823872763
ACH-000009,-0.49170955675399997
ACH-000011,-0.564300890651
ACH-000012,-0.10973756612400001
ACH-000013,-0.214991295617
ACH-000014,-0.198425498015
ACH-000015,-0.31977744308899997
ACH-000017,-0.32737244198300003
ACH-000018,-0.296202914333
ACH-000019,0.06255079181459999
ACH-000021,-0.178123630143
ACH-000022,-0.457971322228
ACH-000025,-0.44356397186999996
ACH-000028,-0.0144432433785
ACH-000030,-0.36212664811800005
ACH-000035,-0.567560494836
ACH-000036,-0.549179146921
ACH-000037,-0.45684738671999997
ACH-000039,-0.16619470300300002
ACH-000040,-0.415475551532
ACH-000041,-0.268622918943
ACH-000042,-0.301461169076
ACH-000045,0.126941644503
ACH-000047,-0.199853683713
ACH-000052,-0.00193354153171
ACH-000053,-0.112341131119
ACH-000054,-0.5579829653980001
ACH-000055,-0.17072305993099998
ACH-000060,-0.651549943903
ACH-000067,-0.236805516637
ACH-000070,-0.6239385092849999
ACH-000075,-0.089348258061
ACH-000078,-0.272254122375
ACH-000082,-0.308246344838
ACH-000085,-0.183829000061
ACH-000086,-0.208241169093
ACH-000087,-0.533315684247
ACH-000092,-0.348768796048
ACH-000095,-0.415014543802
ACH-000097,-0.193075938502
ACH-000098,-0.421274921581
ACH-000099,-0.341644808129
ACH-000108,-0.307854224041
ACH-000113,-0.371087431316
ACH-000115,-0.326078638222
ACH-000116,-0.299788818971
ACH-000118,-0.274768652478
ACH-000120,-0.426132719349
ACH-000123,-0.45778692852499997
ACH-000127,-0.36951609385799994
ACH-000128,-0.349890221144
ACH-000132,-0.047512116792800006
ACH-000133,-0.05359381190359999
ACH-000137,-0.07704271472219999
ACH-000138,-0.305896324365
ACH-000142,-0.45489641624399996
ACH-000143,-0.337474953046
ACH-000146,-0.219985699401
ACH-000148,-0.28650193059900003
ACH-000150,-0.779272924568
ACH-000152,-0.35404526941799996
ACH-000153,-0.37124079497100004
ACH-000159,-0.43346180254699995
ACH-000160,-0.462163716283
ACH-000163,-0.305892494264
ACH-000167,-0.389708722214
ACH-000168,-0.468301477059
ACH-000169,-0.356467213987
ACH-000178,-0.428247291245
ACH-000182,-0.234422286428
ACH-000183,-0.143659549736
ACH-000188,-0.24252356694899999
ACH-000189,0.20096553476100001
ACH-000190,-0.0344559504377
ACH-000198,0.0320208878887
ACH-000204,-0.478573268813
ACH-000206,-0.150107820744
ACH-000207,-0.42319606650700003
ACH-000211,-0.39655096319899996
ACH-000215,-0.20515283680500002
ACH-000221,-0.24401377033000005
ACH-000222,-0.46000614860699995
ACH-000223,-0.237920727331
ACH-000226,-0.238891497295
ACH-000227,-0.233789113317
ACH-000228,-0.39801376024
ACH-000231,-0.0971873978655
ACH-000232,-0.40877785829
ACH-000233,-0.10982948729900001
ACH-000234,-0.5036569489280001
ACH-000235,-0.405153369852
ACH-000237,-0.298228819922
ACH-000238,-0.791789219498
ACH-000243,-0.37051922360899997
ACH-000244,-0.47760295726400004
ACH-000246,-0.352235166752
ACH-000248,-0.286598082621
ACH-000250,-0.41290202752
ACH-000251,-0.796620234083
ACH-000253,-0.262713846705
ACH-000255,-0.169124095171
ACH-000256,-0.139583490219
ACH-000257,-0.506485968917
ACH-000258,-0.10220033360200001
ACH-000259,-0.358066583605
ACH-000260,-0.129730666893
ACH-000261,-0.34616872434100004
ACH-000262,-0.339163040234
ACH-000263,-0.27104585084800004
ACH-000264,0.0116018224703
ACH-000265,-0.30303917149500004
ACH-000266,-0.412687003253
ACH-000272,-0.395733110762
ACH-000273,-0.189258668428
ACH-000274,-0.444655688045
ACH-000277,-0.312324381426
ACH-000278,-0.379356152712
ACH-000279,-0.364710362708
ACH-000280,-0.055903584962099996
ACH-000281,-0.474522070622
ACH-000288,-0.422625130523
ACH-000291,-0.258248596127
ACH-000293,-0.357861681739
ACH-000294,-0.860745729485
ACH-000295,-0.822253249282
ACH-000296,-0.423143527299
ACH-000302,-0.32565489986699997
ACH-000304,-0.47297799177
ACH-000307,-0.555827875879
ACH-000308,-0.326917033365
ACH-000310,0.100670658713
ACH-000311,-0.259374015582
ACH-000312,-0.522711471209
ACH-000315,-0.869815717332
ACH-000316,-1.05823013252
ACH-000317,-0.856708308173
ACH-000318,-0.435517768366
ACH-000319,-0.290863718117
ACH-000320,-0.663133514033
ACH-000322,-0.18658730582400002
ACH-000323,-0.46716782228
ACH-000324,-0.201465190405
ACH-000329,-0.151943714803
ACH-000330,-0.310927960281
ACH-000331,-0.339735176165
ACH-000332,-0.39612451344000005
ACH-000334,-0.369335273628
ACH-000335,-0.49742212880599995
ACH-000336,-0.975346432845
ACH-000337,-0.297951233942
ACH-000339,-0.153135627176
ACH-000341,-0.240616334857
ACH-000348,-0.284075188161
ACH-000350,-0.36047841274899994
ACH-000352,-0.3806150743
ACH-000356,-0.234466761869
ACH-000361,-0.295198318144
ACH-000362,-0.282846425629
ACH-000363,-0.311639066149
ACH-000364,-0.53080233865
ACH-000365,-0.9410678496170001
ACH-000366,-0.402209441995
ACH-000368,-0.28106034569000005
ACH-000374,-0.343878458509
ACH-000375,-0.37349230707
ACH-000376,-0.5478505880960001
ACH-000381,-0.141914939535
ACH-000383,-0.31100224304900004
ACH-000387,-0.375201258951
ACH-000389,-0.183940109024
ACH-000390,-0.212279865259
ACH-000393,-0.15238002614499999
ACH-000395,-0.424459046729
ACH-000397,-0.342580921057
ACH-000401,-0.233071656516
ACH-000402,-0.5483081755129999
ACH-000403,-0.323868846318
ACH-000404,-0.620543333405
ACH-000406,-0.231482342315
ACH-000407,-0.243104630031
ACH-000408,-0.457384018191
ACH-000410,-0.0976659385317
ACH-000411,-0.24030784349
ACH-000414,-0.318198842075
ACH-000415,-0.223141480246
ACH-000416,-0.37943575835
ACH-000420,-0.459980502135
ACH-000421,-0.251986763915
ACH-000424,-0.44339099582099994
ACH-000425,-0.297857101921
ACH-000426,-0.425562450923
ACH-000427,0.09673951402619999
ACH-000433,-0.46717502899999996
ACH-000436,-0.173573460999
ACH-000444,-0.54282926024
ACH-000445,-0.13224460155200002
ACH-000448,-0.29936082530999997
ACH-000450,-0.0342368105688
ACH-000452,-0.43549998754600006
ACH-000454,-0.8489138231029999
ACH-000458,-0.278590757405
ACH-000459,-0.209059655271
ACH-000460,-0.058719091607800006
ACH-000461,-0.47913146653899996
ACH-000463,-0.10346430497600001
ACH-000464,-0.7120797482510001
ACH-000466,-0.613481557831
ACH-000467,-0.477375551841
ACH-000468,-0.247675963305
ACH-000469,-0.387090976178
ACH-000470,-0.256898165287
ACH-000471,-0.7089794634379999
ACH-000472,-0.249295720798
ACH-000473,-0.247424260151
ACH-000475,-0.517892307044
ACH-000476,-0.357004634011
ACH-000477,-0.37058329613799995
ACH-000480,-0.32111037715999996
ACH-000481,-0.17251961141600003
ACH-000483,-0.185718450382
ACH-000484,-0.11421620701
ACH-000485,-0.382415524235
ACH-000486,-0.459844066088
ACH-000487,-0.126412667378
ACH-000488,-0.272683630179
ACH-000490,-0.17271409358399997
ACH-000491,-0.610976183943
ACH-000495,-0.171317102861
ACH-000496,-0.61367767628
ACH-000499,-0.022737733223200003
ACH-000500,-0.8962895905120001
ACH-000502,-0.642242149181
ACH-000503,-0.42035535258699996
ACH-000505,-0.041111277906400005
ACH-000507,-0.560362840669
ACH-000510,-0.294010008325
ACH-000511,-0.364785564563
ACH-000512,-0.153719338229
ACH-000516,-0.28628383917800004
ACH-000517,-0.19160194535
ACH-000518,-0.351150409758
ACH-000520,-0.29556697279
ACH-000521,-0.61132944923
ACH-000522,-0.391365542824
ACH-000524,-0.33247829493700004
ACH-000527,-0.370724636706
ACH-000528,-0.306819601466
ACH-000537,-0.661275528246
ACH-000541,-0.529432110603
ACH-000542,-0.563476826316
ACH-000544,-0.470533478437
ACH-000545,-0.214037276281
ACH-000547,-0.307190792853
ACH-000548,-0.34149910515799997
ACH-000549,-0.538982680443
ACH-000550,-0.27906000648400003
ACH-000552,-0.0952854348
ACH-000556,-0.180549854042
ACH-000557,-0.727791410818
ACH-000570,-0.505018198062
ACH-000571,-0.233843745285
ACH-000573,-0.591829715528
ACH-000576,-0.42739519575199997
ACH-000580,-0.639977703171
ACH-000584,-0.38156026873099996
ACH-000585,-0.698953626318
ACH-000588,-0.201158160652
ACH-000589,-0.356924335118
ACH-000591,-0.454833441833
ACH-000593,-0.31630354051
ACH-000600,-0.651308268376
ACH-000601,-0.292526919318
ACH-000604,-0.2724707366
ACH-000605,-0.168265358043
ACH-000606,-0.329406415633
ACH-000608,-0.286025651251
ACH-000614,-0.528343507457
ACH-000616,-0.37849476927000003
ACH-000618,-0.332095497493
ACH-000619,-0.33916599941200004
ACH-000620,-0.34807700495800004
ACH-000621,-0.353363214292
ACH-000622,-0.341476217835
ACH-000623,-0.25078817891
ACH-000624,-0.287507469019
ACH-000627,-0.691951621258
ACH-000630,-0.407266384425
ACH-000632,-0.572902970502
ACH-000633,-0.367959867675
ACH-000637,-0.255891960576
ACH-000638,-0.38978006618199995
ACH-000646,-0.8129049016940001
ACH-000647,-0.184909611402
ACH-000648,-0.126040319556
ACH-000649,-0.22099635232700002
ACH-000651,-0.275711834824
ACH-000652,-0.702869323667
ACH-000653,-0.03315390414490001
ACH-000657,-0.168216743791
ACH-000658,-0.0036462223221500004
ACH-000661,0.153597967141
ACH-000662,-0.503725826445
ACH-000663,-0.202009717118
ACH-000665,-0.248105458231
ACH-000671,-0.511530104381
ACH-000673,-0.20368047867
ACH-000676,-0.316584475857
ACH-000677,-0.270635628283
ACH-000681,-0.355361888864
ACH-000682,-0.145380548301
ACH-000683,-0.27120650253600004
ACH-000684,-0.214038285193
ACH-000688,-0.23208179066999998
ACH-000693,-0.16516692144300002
ACH-000694,-0.303672321498
ACH-000695,-0.31870428799199996
ACH-000696,-0.387098630657
ACH-000697,-0.17512047205200001
ACH-000699,-0.480333696492
ACH-000701,-0.301727276512
ACH-000706,-0.342293427496
ACH-000711,-0.279146728828
ACH-000713,-0.129735608735
ACH-000714,0.0265139788857
ACH-000718,-0.327297500976
ACH-000720,-0.3082768874
ACH-000721,-0.43234029961099996
ACH-000724,-0.560587410733
ACH-000725,-0.22856400270799998
ACH-000732,-0.30021400229600004
ACH-000734,-0.8352560652159999
ACH-000735,-0.504605575228
ACH-000736,-0.225532696334
ACH-000738,-0.317466456096
ACH-000746,-0.383029350537
ACH-000747,-0.420229419186
ACH-000748,-0.42921408896499996
ACH-000753,-0.60675045162
ACH-000756,-0.07031885608489999
ACH-000757,-0.307532028876
ACH-000758,-0.579908524792
ACH-000760,-0.37844117230200003
ACH-000763,-0.10231327058499999
ACH-000764,0.027514185073799997
ACH-000765,-0.601771159889
ACH-000766,-0.807761765836
ACH-000767,-0.275964083575
ACH-000768,-0.30790931626
ACH-000769,-0.453981819365
ACH-000770,-0.793232871991
ACH-000771,-0.729846391888
ACH-000773,-0.199543682252
ACH-000776,-0.47005678718500005
ACH-000777,-0.38934137423299997
ACH-000778,-0.391389159594
ACH-000781,-0.186831661001
ACH-000782,-0.39234725248700003
ACH-000783,-0.237164197365
ACH-000784,-0.38423877056999994
ACH-000785,-0.146273309351
ACH-000787,-0.164341849556
ACH-000788,-0.36484103778899996
ACH-000791,-0.205650216017
ACH-000792,-0.242327759686
ACH-000794,-0.441409412707
ACH-000796,-0.406689333373
ACH-000799,-0.23941667696
ACH-000800,-0.251299136863
ACH-000802,-0.24940268435
ACH-000804,-0.135803646459
ACH-000805,-0.328877850832
ACH-000809,-0.222046528399
ACH-000810,-0.665663296654
ACH-000811,-0.5182644213759999
ACH-000817,-0.344542381039
ACH-000819,-0.08119914066219999
ACH-000820,-0.12580910934599998
ACH-000821,-0.309307694602
ACH-000822,0.012577028172599999
ACH-000823,-0.154866290866
ACH-000824,-0.287886487869
ACH-000827,-0.167402366144
ACH-000829,-0.67953728706
ACH-000831,-0.35487856061399997
ACH-000832,-0.42841369813600005
ACH-000833,-0.258772984441
ACH-000834,-0.0424464668762
ACH-000835,-0.456478081381
ACH-000836,-0.755657138451
ACH-000837,-0.179948820793
ACH-000838,-0.139098748181
ACH-000839,-0.425963373307
ACH-000840,-0.492171034432
ACH-000841,-0.42444150520400004
ACH-000843,-0.8201360674279999
ACH-000846,-0.332209388492
ACH-000847,-0.305832778359
ACH-000848,-0.403803788917
ACH-000849,-0.40631635310900005
ACH-000851,-0.288684695483
ACH-000855,-0.29560195753400004
ACH-000856,-0.26863291672
ACH-000858,-0.17972540730099998
ACH-000859,-0.133168343363
ACH-000861,-0.056623700946000007
ACH-000862,-0.211599338728
ACH-000865,-0.24259732595699998
ACH-000866,-0.0724829271886
ACH-000867,-0.172380547518
ACH-000869,-0.354307254503
ACH-000872,-0.10952903198899999
ACH-000873,-0.333634574861
ACH-000876,-0.267060455221
ACH-000878,-0.190732415926
ACH-000880,-0.5108306771660001
ACH-000881,-0.478238605714
ACH-000882,-0.417055967996
ACH-000884,-0.455616392731
ACH-000885,-0.313970750628
ACH-000887,-0.47543565159900003
ACH-000888,-0.457274858802
ACH-000889,-0.236442389822
ACH-000890,-0.231757151997
ACH-000896,-0.0801815301514
ACH-000898,-0.07325358974219999
ACH-000900,-0.07215086047210001
ACH-000901,-0.31088865402800003
ACH-000905,-0.228802112804
ACH-000906,-0.273586581376
ACH-000907,-0.39390453306699996
ACH-000910,-0.55639037138
ACH-000911,-0.29371357910100004
ACH-000912,-0.36120857815499996
ACH-000913,-0.34542241733400003
ACH-000915,-0.5412725719879999
ACH-000916,-0.809503580448
ACH-000917,-0.0959638730117
ACH-000921,-0.516172395568
ACH-000924,-0.351936689739
ACH-000926,-0.261678090001
ACH-000928,-0.142433667499
ACH-000929,-0.289134960085
ACH-000932,-0.483536192256
ACH-000935,-0.513679588348
ACH-000936,-0.279121224033
ACH-000937,-0.183310520116
ACH-000938,-0.38658263140199994
ACH-000939,-0.401162023301
ACH-000941,-0.395940719884
ACH-000943,-0.235133088168
ACH-000946,-0.0212847963884
ACH-000947,-0.24650201185600001
ACH-000948,-0.185928846695
ACH-000950,-0.234413675829
ACH-000953,-0.174778658074
ACH-000957,-0.0674087372806
ACH-000958,-0.27029284753800004
ACH-000960,-0.268104697899
ACH-000963,-0.341489114797
ACH-000968,-0.497955914066
ACH-000969,-0.255625048857
ACH-000973,-0.511264894581
ACH-000974,-0.309926870026
ACH-000975,-0.359528070849
ACH-000976,-0.39956735864500004
ACH-000978,-0.536648874465
ACH-000980,-0.135180786893
ACH-000984,-0.168732604216
ACH-000986,-0.331041117042
ACH-000988,-0.103056290581
ACH-000993,-0.23242149612
ACH-000994,-0.205152489992
ACH-000996,0.0153021445788
ACH-001001,-0.279252791057
ACH-001020,-0.251351688935
ACH-001028,-0.24452929970600001
ACH-001031,-0.0970106188195
ACH-001038,-0.16723379624
ACH-001048,-0.360215494433
ACH-001050,-0.549113168885
ACH-001053,-0.612824427277
ACH-001054,-0.673332939467
