,ICMT (23463)
ACH-001061,-0.41323135783200005
ACH-001067,-0.650178193914
ACH-001075,-0.163093472042
ACH-001096,-0.46459909313600006
ACH-001128,-0.824443918488
ACH-001134,-0.56295228771
ACH-001151,-0.289606373645
ACH-001163,-0.17379101454100002
ACH-001164,-0.156122176809
ACH-001173,-0.109409550022
ACH-001183,0.228917495206
ACH-001184,-0.26186655279800003
ACH-001190,-0.404257252615
ACH-001192,-0.300851054461
ACH-001193,-0.117250431231
ACH-001196,-0.5078074432240001
ACH-001197,-0.221002128256
ACH-001205,-0.35067484244099995
ACH-001211,-0.234154168827
ACH-001212,-0.30193936806899996
ACH-001228,-0.12018061954600001
ACH-001232,-0.468192130612
ACH-001239,-0.21635685839699997
ACH-001274,-0.811150743109
ACH-001275,-0.31924983978300003
ACH-001277,-0.18368992165
ACH-001278,-0.304240243723
ACH-001280,-0.0671663218032
ACH-001283,-0.267257441381
ACH-001289,-0.255459563818
ACH-001295,-0.307818612057
ACH-001300,-0.06862346595480001
ACH-001301,-0.359718436221
ACH-001302,0.0891857150554
ACH-001303,-0.295749924372
ACH-001306,-0.585942850004
ACH-001318,-0.530053916412
ACH-001322,-0.596345401534
ACH-001328,-0.46238140878300005
ACH-001332,-0.257250767246
ACH-001333,-0.040710823646999995
ACH-001336,-0.27369875336800004
ACH-001340,-0.290101106693
ACH-001346,-0.40896330970600003
ACH-001353,-0.379062641282
ACH-001354,-0.346333952608
ACH-001367,-0.431515744996
ACH-001368,-0.24679988051399998
ACH-001374,0.146331357425
ACH-001375,-0.23724205771600002
ACH-001377,-0.129479451729
ACH-001380,-0.144289369723
ACH-001391,-0.00330722762514
ACH-001407,-0.184770018141
ACH-001408,-0.207963225481
ACH-001413,-0.265734632577
ACH-001430,-0.623295182248
ACH-001431,-0.554878163785
ACH-001450,-0.589379121118
ACH-001496,-0.403063090198
ACH-001500,-0.42114600405999997
ACH-001521,-0.445215420893
ACH-001523,-0.566896208237
ACH-001532,-0.37583317981700004
ACH-001536,-0.814812188879
ACH-001550,-0.200242701283
ACH-001552,-0.157558280468
ACH-001554,-0.20511600013
ACH-001645,-0.0954310576049
ACH-001654,-0.404083634044
ACH-001715,-0.35600551456
ACH-001735,-0.202352395614
ACH-001736,-0.30037582866900003
ACH-001737,-0.664173210132
ACH-001740,-0.171487687328
ACH-001745,-0.29428318305999995
ACH-001750,-0.239058268216
ACH-001765,-0.19942062345699998
ACH-001956,-0.41060497633299997
ACH-001957,-0.207613353102
