,NRAP (4892)
ACH-000004,0.088127329703
ACH-000007,0.07655626645119999
ACH-000009,-0.0302057398188
ACH-000011,0.215627328009
ACH-000012,0.0317057388597
ACH-000013,0.133177363607
ACH-000014,0.136400450917
ACH-000015,0.0443302409169
ACH-000017,0.09923557834069999
ACH-000018,0.18741369942699998
ACH-000019,0.14323724644400002
ACH-000021,0.16942964556600001
ACH-000022,0.0804881559233
ACH-000025,0.104120343802
ACH-000028,0.18560152144499997
ACH-000030,0.0806622331228
ACH-000035,-0.0308123969986
ACH-000036,0.18203140600099998
ACH-000037,0.156149428895
ACH-000039,0.23530609645599998
ACH-000040,0.223338912077
ACH-000041,0.160101621047
ACH-000042,0.0203828928017
ACH-000045,0.162917335144
ACH-000047,0.11203195000800001
ACH-000052,0.0805444446288
ACH-000053,0.022744533197400003
ACH-000054,0.131589416844
ACH-000055,0.15147904186
ACH-000060,0.145548557536
ACH-000067,0.20198078290399998
ACH-000070,0.147575599636
ACH-000075,0.246475093729
ACH-000078,0.0833529448934
ACH-000082,0.15413499912
ACH-000085,0.326787640783
ACH-000086,0.12832406571799998
ACH-000087,0.40781941364
ACH-000092,0.240355814554
ACH-000095,0.179771524813
ACH-000097,0.15006070957
ACH-000098,0.0920024302224
ACH-000099,0.19212386574499998
ACH-000108,0.113554444715
ACH-000113,0.10562137413999999
ACH-000115,0.0473119808796
ACH-000116,0.131538210153
ACH-000118,0.033033713219400004
ACH-000120,0.0595665343123
ACH-000123,0.0248168501679
ACH-000127,0.11787730064200001
ACH-000128,0.34250670840999997
ACH-000132,0.11691329434100001
ACH-000133,0.12842972251499998
ACH-000137,0.10321770920800001
ACH-000138,0.153127090189
ACH-000142,0.166637651162
ACH-000143,0.10115119271199999
ACH-000146,0.0267094854434
ACH-000148,0.0419608164398
ACH-000150,0.193082142329
ACH-000152,0.0661406570486
ACH-000153,-0.0248871925196
ACH-000159,0.217748279136
ACH-000160,0.237968173213
ACH-000163,0.09649444205119999
ACH-000167,0.40850921776999993
ACH-000168,0.19238239297899998
ACH-000169,0.149796138021
ACH-000178,0.244128481186
ACH-000182,0.0679606565962
ACH-000183,0.203797647395
ACH-000188,0.208170051607
ACH-000189,0.025980160978799998
ACH-000190,-0.0522454703862
ACH-000198,0.0358261471193
ACH-000204,0.0182255969128
ACH-000206,0.247072679837
ACH-000207,-0.0693510734948
ACH-000211,0.190117331715
ACH-000215,0.187952236845
ACH-000221,0.040389633839199995
ACH-000222,0.0795708707856
ACH-000223,0.153045421599
ACH-000226,-0.061016995904400004
ACH-000227,-0.266186907244
ACH-000228,-0.034071121504799996
ACH-000231,0.080413503795
ACH-000232,0.0915164813457
ACH-000233,0.100995189013
ACH-000234,0.232441467663
ACH-000235,0.0508452878237
ACH-000237,0.12374238176100001
ACH-000238,0.15219072502800002
ACH-000243,0.10003843553899999
ACH-000244,0.3400530669
ACH-000246,0.130318230216
ACH-000248,0.121543788246
ACH-000250,0.121448505876
ACH-000251,0.215846976409
ACH-000253,0.10614928231899999
ACH-000255,0.301700155686
ACH-000256,0.20205909899099997
ACH-000257,0.0775585889468
ACH-000258,-0.060383654412000005
ACH-000259,0.07490701168880001
ACH-000260,0.053249836159300006
ACH-000261,0.137051723048
ACH-000262,0.168395777532
ACH-000263,0.0540797130006
