,CDO1 (1036)
ACH-000004,0.161685536743
ACH-000007,0.197607015981
ACH-000009,-0.0125420984729
ACH-000011,0.173805106023
ACH-000012,0.0453879758093
ACH-000013,0.112703533487
ACH-000014,0.0286065064931
ACH-000015,-0.05926799997880001
ACH-000017,0.129796045385
ACH-000018,0.0762073200524
ACH-000019,0.209328739991
ACH-000021,0.161017559612
ACH-000022,0.09339612016610001
ACH-000025,0.21402949993200002
ACH-000028,0.06497703281259999
ACH-000030,0.160824575859
ACH-000035,0.137194302137
ACH-000036,0.29242151706700004
ACH-000037,0.181780808086
ACH-000039,0.143224102486
ACH-000040,0.32901437391399996
ACH-000041,0.23776736805
ACH-000042,0.125257792915
ACH-000045,0.253997349079
ACH-000047,0.07295381412610001
ACH-000052,0.079637852335
ACH-000053,0.0111882804443
ACH-000054,-0.009632826346569999
ACH-000055,0.382831972069
ACH-000060,0.074606286884
ACH-000067,0.0858631920623
ACH-000070,-0.0104341458099
ACH-000075,0.21659409735100002
ACH-000078,0.10341947917300001
ACH-000082,0.0698128133241
ACH-000085,0.210698057524
ACH-000086,0.0164492181923
ACH-000087,0.282583797913
ACH-000092,0.186210464339
ACH-000095,0.11972442747199999
ACH-000097,0.133055751591
ACH-000098,0.25085860588799996
ACH-000099,0.270405650487
ACH-000108,0.0540742876356
ACH-000113,0.137063497637
ACH-000115,0.137480512144
ACH-000116,0.09015775069819999
ACH-000118,0.147966964036
ACH-000120,0.124373597365
ACH-000123,0.127087846452
ACH-000127,0.11942861688100001
ACH-000128,-0.0479399797215
ACH-000132,0.275454833543
ACH-000133,0.09467757073529999
ACH-000137,0.13569447288699998
ACH-000138,0.184464372654
ACH-000142,0.25317097161200003
ACH-000143,0.127072984221
ACH-000146,0.100220869951
ACH-000148,0.08191048156019999
ACH-000150,0.11017753529799999
ACH-000152,0.241015954795
ACH-000153,0.284618198151
ACH-000159,0.164521207312
ACH-000160,0.40873456963699994
ACH-000163,0.258754826344
ACH-000167,0.625181635171
ACH-000168,0.0701679272243
ACH-000169,0.11615225522299999
ACH-000178,-0.00661603551441
ACH-000182,-0.017089628418199998
ACH-000183,0.0525970336739
ACH-000188,-0.004543803742529999
ACH-000189,0.23439562300099998
ACH-000190,0.285139558226
ACH-000198,0.144037073875
ACH-000204,-0.153685759246
ACH-000206,-0.06371443446740001
ACH-000207,0.041125078607
ACH-000211,0.237356048243
ACH-000215,0.175218623446
ACH-000221,0.133972329089
ACH-000222,-0.0167409926817
ACH-000223,0.23458480533700002
ACH-000226,-0.021903408258500002
ACH-000227,0.222202985891
ACH-000228,0.0991172220318
ACH-000231,0.17550508114
ACH-000232,0.014717364131200002
ACH-000233,0.11744365843900001
ACH-000234,0.054779951496800004
ACH-000235,0.18125499869199999
ACH-000237,0.0356937184375
ACH-000238,0.051518078105
ACH-000243,0.10986024117000001
ACH-000244,0.234297595935
ACH-000246,0.115290148924
ACH-000248,0.173568403257
ACH-000250,0.133757544268
ACH-000251,0.179311533437
ACH-000253,0.09488213720550001
ACH-000255,0.122555156931
ACH-000256,0.12181340343000001
ACH-000257,-0.220925366474
ACH-000258,-0.088652469771
ACH-000259,0.127537674439
ACH-000260,0.158300686402
ACH-000261,0.128121429776
ACH-000262,0.0560114835943
ACH-000263,-0.03507371817569999
ACH-000264,0.101826397852
ACH-000265,0.0532053379054
ACH-000266,0.0250992950967
ACH-000272,0.13789246255100002
ACH-000273,0.102391716031
ACH-000274,0.11920995179999999
ACH-000277,0.189833852139
ACH-000278,0.10790991259299999
ACH-000279,0.177785316833
ACH-000280,0.0387772552856
ACH-000281,0.0612115504899
ACH-000288,0.122672946423
ACH-000291,0.19353142303800003
ACH-000293,0.121183880156
