,CSGALNACT2 (55454)
ACH-000004,-0.0771215364838
ACH-000007,-0.0575953592766
ACH-000009,-0.09459698914110001
ACH-000011,-0.0592442249487
ACH-000012,-0.201277976782
ACH-000013,0.032606115170400005
ACH-000014,-0.165443204846
ACH-000015,-0.029041867843
ACH-000017,0.170042923693
ACH-000018,0.0700836880467
ACH-000019,0.103307804455
ACH-000021,-0.079469598177
ACH-000022,0.06977692187260001
ACH-000025,-0.24028874390000002
ACH-000028,-0.11802849035700001
ACH-000030,-0.09215708887319998
ACH-000035,-0.15646343592700002
ACH-000036,-0.0462338217703
ACH-000037,0.118438741843
ACH-000039,-0.24840456042599998
ACH-000040,-0.158467067007
ACH-000041,-0.089839770781
ACH-000042,-0.220895984315
ACH-000045,-0.07624262610789999
ACH-000047,0.0118322166148
ACH-000052,-0.23039007319899998
ACH-000053,0.0199863881836
ACH-000054,-0.127117625281
ACH-000055,0.324539081609
ACH-000060,0.0493455719318
ACH-000067,-0.17393517676800002
ACH-000070,0.025318418353
ACH-000075,-0.0308576700728
ACH-000078,-0.384208390954
ACH-000082,-0.12649513262599998
ACH-000085,0.116357968277
ACH-000086,-0.104037769604
ACH-000087,-0.07634845618710001
ACH-000092,-0.12725759267200001
ACH-000095,0.0201143205525
ACH-000097,-0.109020780669
ACH-000098,-0.0221247339743
ACH-000099,-0.141824683342
ACH-000108,-0.23341102040800002
ACH-000113,-0.0674052811498
ACH-000115,0.202314693376
ACH-000116,0.00767951148479
ACH-000118,-0.246060805317
ACH-000120,-0.057638403267
ACH-000123,-0.146840370065
ACH-000127,0.023430581482
ACH-000128,0.032897670503099996
ACH-000132,0.027569297118599997
ACH-000133,-0.192103962791
ACH-000137,-0.0889826328227
ACH-000138,-0.07931602716630001
ACH-000142,0.13987948917999998
ACH-000143,0.171796331961
ACH-000146,-0.233759505901
ACH-000148,-0.138993388567
ACH-000150,0.0494735334356
ACH-000152,-0.163613697629
ACH-000153,-0.024238185855200003
ACH-000159,-0.0832141455589
ACH-000160,-0.16043680118599998
ACH-000163,-0.09673472449480001
ACH-000167,-0.0451956733639
ACH-000168,-0.00971510157685
ACH-000169,0.101825473985
ACH-000178,-0.0823725584198
ACH-000182,-0.021649848231599995
ACH-000183,-0.0912848947921
ACH-000188,0.19370396325999997
ACH-000189,-0.216571319225
ACH-000190,-0.10560629716099999
ACH-000198,-0.0689175074489
ACH-000204,0.045625931879400006
ACH-000206,-0.0009162115049050001
ACH-000207,-0.138193110847
ACH-000211,-0.0502830139421
ACH-000215,0.20349044100299998
ACH-000221,0.199492097598
ACH-000222,-0.311458267058
ACH-000223,-0.256637377366
ACH-000226,-0.0900501042808
ACH-000227,-0.46740479117600003
ACH-000228,-0.37546133727200004
ACH-000231,-0.0888644278057
ACH-000232,0.0681353974349
ACH-000233,-0.074843684895
ACH-000234,0.09342537570949999
ACH-000235,-0.0498587762319
ACH-000237,-0.0994673288948
ACH-000238,0.16218768648600002
ACH-000243,-0.230256627202
ACH-000244,-0.09610965870629999
ACH-000246,-0.173549242392
