,COX6C (1345)
ACH-001278,-0.815664614853
ACH-001280,-0.6456576339769999
ACH-001283,-0.7064813816050001
ACH-001289,-0.623124186655
ACH-001295,-0.319331221646
ACH-001300,-0.590724723261
ACH-001301,-0.647847001502
ACH-001302,-0.639511129208
ACH-001303,-0.635745108944
ACH-001306,-0.644500109861
ACH-001318,-0.9588747459729999
ACH-001322,-0.726143576283
ACH-001328,-0.7375982391150001
ACH-001332,-0.659125878422
ACH-001333,-0.553911629623
ACH-001336,-0.623621518318
ACH-001340,-0.30592206884
ACH-001346,-0.456752223605
ACH-001353,-0.48203834733400003
ACH-001354,-0.757689874398
ACH-001367,-0.65083782021
ACH-001368,-0.704696495153
ACH-001374,0.0031500598627699997
ACH-001375,-0.373917854737
ACH-001377,-0.748360385133
ACH-001380,-0.76612407838
ACH-001391,-0.664517799983
ACH-001407,-0.318459012207
ACH-001408,-0.30112514115899996
ACH-001413,-0.229713620192
ACH-001430,-0.652025789996
ACH-001431,-0.7442107824449999
ACH-001450,-0.642454582308
ACH-001496,-0.7038132737270001
ACH-001500,-0.955464460292
ACH-001521,-0.438193673235
ACH-001523,-0.586396654995
ACH-001532,-0.6722860443590001
ACH-001536,-0.446665915827
ACH-001550,-0.656136360593
ACH-001552,-0.47396446219
ACH-001554,-0.553817708652
ACH-001645,-0.608527738593
ACH-001654,-0.325466405507
ACH-001715,-0.47389921106000005
ACH-001735,-0.602651089937
ACH-001736,-0.846361817713
ACH-001737,-0.724433809197
ACH-001740,-0.667947383313
ACH-001745,-0.7009407452040001
ACH-001750,-0.691984275749
ACH-001765,-0.626441397886
ACH-001956,-0.317137155456
ACH-001957,-0.504730457622
