,C2CD4C (126567)
ACH-000004,0.00979746096861
ACH-000007,-0.0536338465348
ACH-000009,0.07342397170630001
ACH-000011,-0.0506072261476
ACH-000012,0.0285425506304
ACH-000013,0.035893919862599995
ACH-000014,0.00196093629916
ACH-000015,0.0314198024602
ACH-000017,-0.167626122408
ACH-000018,-0.040662180456699996
ACH-000019,0.00956819209701
ACH-000021,0.000944986994837
ACH-000022,-0.177776062854
ACH-000025,-0.010913667451200001
ACH-000028,0.18808839802400001
ACH-000030,-0.0306520689499
ACH-000035,0.353993816275
ACH-000036,-0.0509046242794
ACH-000037,0.161830160305
ACH-000039,0.06552500292090001
ACH-000040,0.00107246027116
ACH-000041,-0.08587204112749999
ACH-000042,0.0632715832281
ACH-000045,-0.00987734850574
ACH-000047,0.0634387768536
ACH-000052,-0.274947947764
ACH-000053,-0.013610287245799999
ACH-000054,0.0065230988370899995
ACH-000055,-0.008980730155200001
ACH-000060,0.0843943637709
ACH-000067,0.0114968667945
ACH-000070,-0.0408505786353
ACH-000075,-0.017263802921099997
ACH-000078,-0.0131348159094
ACH-000082,0.052643586655099994
ACH-000085,-0.288972206012
ACH-000086,0.0757939872134
ACH-000087,0.0539477750064
ACH-000092,0.08663360564369998
ACH-000095,-0.054210912213099996
ACH-000097,0.139464402296
ACH-000098,-0.107590369231
ACH-000099,-0.116856573867
ACH-000108,0.15247300324000002
ACH-000113,-0.029360172908000002
ACH-000115,-0.15636981638800002
ACH-000116,0.156998574747
ACH-000118,-0.0178973678572
ACH-000120,0.10925212933900001
ACH-000123,0.06777582842419999
ACH-000127,0.011046020892
ACH-000128,0.0743802672221
ACH-000132,0.0999065592694
ACH-000133,-0.0526862213294
ACH-000137,-0.0597218584325
ACH-000138,0.071117213032
ACH-000142,-0.038041466298300006
ACH-000143,-0.115826480761
ACH-000146,0.08787631469429999
ACH-000148,-0.00373518803097
ACH-000150,0.12343495804000001
ACH-000152,-0.0411868149632
ACH-000153,0.0555173197935
ACH-000159,0.11919614860899999
ACH-000160,0.07445174106760001
ACH-000163,-0.198890832444
ACH-000167,0.141881454027
ACH-000168,-0.185885760166
ACH-000169,0.076825542099
ACH-000178,0.0703950849842
ACH-000182,-0.015666727415
ACH-000183,-0.146101359065
ACH-000188,0.09975094087160001
ACH-000189,-0.164101927938
ACH-000190,0.261684094006
ACH-000198,-0.026291521608000003
ACH-000204,0.056503662231800006
ACH-000206,-0.0537936192271
ACH-000207,0.0423433968869
ACH-000211,0.0737914360413
ACH-000215,0.021216102443
ACH-000221,-0.11976533964000001
ACH-000222,0.0572157421882
ACH-000223,0.07241630233789999
ACH-000226,0.118891908187
ACH-000227,0.0665933919541
ACH-000228,0.051871533823600005
ACH-000231,0.017163333828399997
ACH-000232,0.0378771753681
ACH-000233,-0.060322146273
ACH-000234,-0.118393003168
ACH-000235,0.0239260087769
ACH-000237,-0.0171787206994
ACH-000238,-0.0928665056724
ACH-000243,0.125560890609
ACH-000244,0.010055554332
ACH-000246,-0.170663207555
ACH-000248,-0.104572114828
ACH-000250,0.0165034981498
ACH-000251,0.047854919589
ACH-000253,0.011075621778200002
ACH-000255,-0.0144542014299
ACH-000256,0.104417284248
ACH-000257,0.013899963691
ACH-000258,0.168161597139
ACH-000259,0.0702909725094
ACH-000260,0.09228044100379999
ACH-000261,-0.006826519746140001
ACH-000262,0.16462337979699998
ACH-000263,0.0953370961166
ACH-000264,-0.0962084272572
ACH-000265,0.179644738504
ACH-000266,-0.09956347106110001
ACH-000272,0.131551141098
ACH-000273,0.09438990727339999
ACH-000274,-0.257508081116
ACH-000277,-0.291890178805
ACH-000278,0.10036961782400002
ACH-000279,-0.015058887748700001
ACH-000280,-0.021318424287600002
ACH-000281,0.129559712322
ACH-000288,0.013299083951399998
ACH-000291,0.012894592416299998
ACH-000293,0.152646976627
ACH-000294,0.0305141607991
ACH-000295,-0.154116556189
ACH-000296,0.183916045434
ACH-000302,-0.00829430657381
ACH-000304,-0.206359710163
ACH-000307,0.025862506669099998
ACH-000308,0.0429183516902
ACH-000310,0.141376378064
ACH-000311,0.045884420563599995
ACH-000312,-0.0316242071263
ACH-000315,-0.27151198644
ACH-000316,-0.0326775672286
ACH-000317,0.182089437429
ACH-000318,0.130263631805
ACH-000319,-0.09025149233239999
ACH-000320,0.00241979783643
ACH-000322,0.19955599884599998
ACH-000323,0.0247936959263
ACH-000324,0.0182367590673
ACH-000329,0.0297580546544
ACH-000330,0.0293743544885
ACH-000331,0.057763019285199994
ACH-000332,0.0230449915403
ACH-000334,-0.287221386973
ACH-000335,0.07504398573030001
ACH-000336,0.133787496155
ACH-000337,0.41049582055699996
ACH-000339,0.0494227364644
ACH-000341,-0.0686610089963
ACH-000348,-0.156400568424
ACH-000350,-0.0229692272542
ACH-000352,-0.021182857647199998
ACH-000356,-0.08375497853319999
ACH-000361,-0.361775543727
ACH-000362,0.105926768895
ACH-000363,-0.0812167326628
ACH-000364,0.315789503063
ACH-000365,0.0123116363524
ACH-000366,-0.249721593459
ACH-000368,0.317681302357
ACH-000374,0.0476359699954
ACH-000375,-0.10333286805099999
ACH-000376,0.07429037004660001
ACH-000381,0.0370595929925
ACH-000383,0.037285708640400005
ACH-000387,0.049231836607099996
ACH-000389,-0.157492688799
ACH-000390,0.0932361512711
