,INVS (27130)
ACH-000004,-0.101986045364
ACH-000007,0.209537670033
ACH-000009,-0.109306037522
ACH-000011,0.297283799548
ACH-000012,0.268732397117
ACH-000013,0.07632007411280001
ACH-000014,-0.111662641791
ACH-000015,-0.008210658812169999
ACH-000017,0.23082211471500003
ACH-000018,0.243240946292
ACH-000019,0.520374825915
ACH-000021,0.051740906291800004
ACH-000022,0.038388355853199996
ACH-000025,0.27693824828
ACH-000028,0.276165863016
ACH-000030,0.13473309603
ACH-000035,0.0897906100272
ACH-000036,0.222116415449
ACH-000037,0.0994171825488
ACH-000039,0.157604250831
ACH-000040,0.109450972119
ACH-000041,0.057772734774
ACH-000042,0.126269018453
ACH-000045,0.16408436951400002
ACH-000047,0.08653847926930001
ACH-000052,0.107404975465
ACH-000053,0.087917793494
ACH-000054,0.162751561971
ACH-000055,0.274782029131
ACH-000060,0.12025682609300001
ACH-000067,0.0984763380745
ACH-000070,0.232730900669
ACH-000075,0.125376945592
ACH-000078,0.044421233090699994
ACH-000082,0.18657842027899998
ACH-000085,0.139803426319
ACH-000086,0.12480895907600001
ACH-000087,0.0853587310507
ACH-000092,0.156749821576
ACH-000095,0.135989370265
ACH-000097,0.185192927786
ACH-000098,0.126095229607
ACH-000099,0.187890058871
ACH-000108,0.0195911492116
ACH-000113,0.176617239862
ACH-000115,0.060303041601900004
ACH-000116,0.133825317866
ACH-000118,0.0121469998867
ACH-000120,0.09800311956539999
ACH-000123,0.178237822804
ACH-000127,0.160182736415
ACH-000128,0.31462189487500003
ACH-000132,0.210106020664
ACH-000133,0.160663893247
ACH-000137,0.35674161305
ACH-000138,0.053101293193
ACH-000142,0.189170644967
ACH-000143,0.172340135474
ACH-000146,0.0017345958932200002
ACH-000148,0.0674734516428
ACH-000150,0.31870727018
ACH-000152,0.226433836105
ACH-000153,0.098933295374
ACH-000159,0.121948715135
ACH-000160,0.363718830312
ACH-000163,0.27723632575
ACH-000167,-0.09834006302069999
ACH-000168,-0.040503835582499995
ACH-000169,0.193573010176
ACH-000178,0.230933820752
ACH-000182,0.20987299988
ACH-000183,0.0851030902798
ACH-000188,0.22282819653299998
ACH-000189,0.09775027111310002
ACH-000190,-0.0543785577964
ACH-000198,0.169304222401
ACH-000204,0.13683426041400001
ACH-000206,0.129647655507
ACH-000207,0.28412227681499996
ACH-000211,0.036890709940199995
ACH-000215,0.15642394150699998
ACH-000221,0.202516334809
ACH-000222,0.11806035946599999
ACH-000223,0.135112512782
ACH-000226,0.224881202199
ACH-000227,0.26477276781500003
ACH-000228,0.0886679997665
ACH-000231,0.176494262878
ACH-000232,0.10137093792600001
ACH-000233,0.15134579951
ACH-000234,0.17723520694400002
ACH-000235,0.18062084127300002
ACH-000237,0.13943530538899998
ACH-000238,0.059081156050899995
ACH-000243,0.10394986912000001
ACH-000244,0.176744017139
ACH-000246,0.115879792648
ACH-000248,0.22293780718400003
ACH-000250,0.0521557312478
ACH-000251,0.344334639775
ACH-000253,0.114262894527
ACH-000255,0.00358654029157
ACH-000256,0.119385294762
ACH-000257,0.0417851856388
ACH-000258,0.035748447177699996
ACH-000259,0.08560808220730001
ACH-000260,0.117977571854
ACH-000261,0.0692364129853
ACH-000262,0.324913105225
ACH-000263,-0.0577000790295
ACH-000264,0.0785063969732
ACH-000265,0.08751937083210001
ACH-000266,0.013570677397200002
ACH-000272,0.10471523258899999
ACH-000273,0.226919751935
ACH-000274,0.374296933836
ACH-000277,-0.044578120072999994
ACH-000278,0.276672305851
ACH-000279,0.19062495774500002
ACH-000280,-0.0289796824358
ACH-000281,0.24214613576900001
ACH-000288,0.251898040069
ACH-000291,0.18987859681400002
ACH-000293,-0.0834824471615
ACH-000294,0.0326844916244
ACH-000295,0.0183563144403
ACH-000296,0.22906301629700002
ACH-000302,0.040375908958699996
ACH-000304,-0.047244705516
ACH-000307,0.188003527579
ACH-000308,0.064267607889
ACH-000310,0.0360842965324
ACH-000311,0.15888939860200002
ACH-000312,0.0812088211352
ACH-000315,0.08152959574610001
ACH-000316,0.0523698481625
ACH-000317,0.21053867414900002
ACH-000318,0.107872068673
ACH-000319,0.117296987058
ACH-000320,0.223736019941
ACH-000322,0.566763973674
ACH-000323,0.20457435932100002
ACH-000324,-0.00900210056525
ACH-000329,0.0244139278631
ACH-000330,0.165871421446
ACH-000331,0.120658873005
ACH-000332,0.21054908243700002
ACH-000334,-0.0693855406094
ACH-000335,0.21929508675999998
ACH-000336,0.0903042633092
ACH-000337,0.265996489064
ACH-000339,0.0382165451162
ACH-000341,0.027166971896199998
ACH-000348,0.0199682300268
ACH-000350,0.0842806029075
ACH-000352,0.29620726417800003
ACH-000356,0.0865235329497
ACH-000361,-0.0960775859485
ACH-000362,-0.00484050345867
ACH-000363,-0.0550264017107
ACH-000364,0.026741771159099998
ACH-000365,0.182871819517
ACH-000366,0.0980569672977
ACH-000368,0.140489121192
ACH-000374,0.0529428833426
ACH-000375,0.142359624331
ACH-000376,0.12863474388499999
ACH-000381,0.17631139225
ACH-000383,0.0996174974873
ACH-000387,0.00331449630534
ACH-000389,0.0888677804786
ACH-000390,-0.0383417170532
ACH-000393,0.108094875409
ACH-000395,-0.0066330576625500005
ACH-000397,0.037903636517199996
ACH-000401,0.16745814675999998
ACH-000402,0.187013651207
ACH-000403,0.152995527967
ACH-000404,0.358757493654
