,RLTPR (146206)
ACH-000004,0.12119917517300001
ACH-000007,-0.008469552534290001
ACH-000009,0.0570026010616
ACH-000011,-0.246989201892
ACH-000012,-0.036035165622199994
ACH-000013,0.0315371043185
ACH-000014,-0.0620252757841
ACH-000015,0.07918732100989999
ACH-000017,0.11927981907299999
ACH-000018,-0.067823144641
ACH-000019,0.054696589412
ACH-000021,-0.030431627921700004
ACH-000022,-0.0201811766182
ACH-000025,-0.142843169623
ACH-000028,0.127339788058
ACH-000030,-0.0718585024264
ACH-000035,-0.00518198824259
ACH-000036,-0.147567561832
ACH-000037,-0.312841942305
ACH-000039,0.0461404632577
ACH-000040,-0.103467876396
ACH-000041,0.21187053672000003
ACH-000042,-0.060983392718599996
ACH-000045,-0.150445103737
ACH-000047,-0.0248997217311
ACH-000052,0.284109392897
ACH-000053,0.041543431024599994
ACH-000054,-0.0925389341625
ACH-000055,0.10345944594900001
ACH-000060,-0.222896609288
ACH-000067,0.0677231737815
ACH-000070,-0.237282066893
ACH-000075,-0.46783293704499995
ACH-000078,0.3572023612
ACH-000082,-0.009325977065979998
ACH-000085,0.202818071219
ACH-000086,-0.0789236987835
ACH-000087,0.04166303715980001
ACH-000092,-0.07760259775589999
ACH-000095,-0.0818551211047
ACH-000097,-0.00920515206755
ACH-000098,-0.0489189526511
ACH-000099,0.10936327308700002
ACH-000108,0.0110215942291
ACH-000113,-0.10513243100400001
ACH-000115,0.0595047393743
ACH-000116,0.05153859906719999
ACH-000118,-0.11527669038300001
ACH-000120,-0.075517312905
ACH-000123,0.135980778809
ACH-000127,-0.0979854711068
ACH-000128,0.148270371899
ACH-000132,-0.09250052004139998
ACH-000133,-0.138191643738
ACH-000137,0.0628244616146
ACH-000138,0.0469333937005
ACH-000142,-0.10545654437
ACH-000143,-0.260907167624
ACH-000146,0.0213245372309
ACH-000148,-0.022976267917
ACH-000150,0.10862480714299999
ACH-000152,-0.238161243174
ACH-000153,0.0023632641088699997
ACH-000159,-0.117409255823
ACH-000160,-0.0104812152071
ACH-000163,0.000799557488366
ACH-000167,-0.083832372754
ACH-000168,-0.0716579623484
ACH-000169,-0.0190123193524
ACH-000178,0.0792339618026
ACH-000182,0.0460000481744
ACH-000183,-0.14549073777000002
ACH-000188,-0.0770965693843
ACH-000189,-0.016088673701
ACH-000190,0.28831524422800003
ACH-000198,-0.0240018694692
ACH-000204,-0.037597544928699995
ACH-000206,0.0423170892348
ACH-000207,0.129549960145
ACH-000211,-0.0215111808741
ACH-000215,-0.022044813591400002
ACH-000221,-0.124328473577
ACH-000222,0.264835210182
ACH-000223,0.23012989504700002
ACH-000226,-0.0020982184142
ACH-000227,0.00261348196464
ACH-000228,0.075060480066
ACH-000231,-0.0147639843053
ACH-000232,-0.0452937538335
ACH-000233,-0.0926766151916
ACH-000234,0.0110652997597
ACH-000235,-0.0026127472317700002
ACH-000237,0.0157373295965
ACH-000238,-0.13733030192600001
ACH-000243,0.221470007505
ACH-000244,-0.33227253498000003
ACH-000246,0.09763512796599999
ACH-000248,-0.190627685357
ACH-000250,-0.0835162487198
ACH-000251,0.0334141765854
ACH-000253,-0.025137353210400004
ACH-000255,0.059533837960599995
ACH-000256,-0.00580430962305
ACH-000257,-0.21034837417100002
ACH-000258,-0.224038071965
ACH-000259,0.063217300609
ACH-000260,0.00975229275861
ACH-000261,-0.146258255031
ACH-000262,0.08363835614580001
ACH-000263,-0.331154880962
ACH-000264,-0.0871603083397
ACH-000265,0.13622279114900002
ACH-000266,-0.0509559347224
ACH-000272,0.006243736756250001
ACH-000273,0.158425066021
ACH-000274,0.06494132979140001
ACH-000277,0.13749103488
ACH-000278,-0.0503670937921
ACH-000279,0.0967705122112
ACH-000280,-0.0043855667764899995
ACH-000281,-0.160121337668
ACH-000288,-0.0767825227463
ACH-000291,0.0812865249747
ACH-000293,-0.228908304162
ACH-000294,0.10649392543299999
ACH-000295,0.0550614870811
ACH-000296,-0.015372847101399998
ACH-000302,-0.0190008061223
ACH-000304,-0.176656605489
