,PTDSS2 (81490)
ACH-000004,0.13961440667400002
ACH-000007,0.157181147494
ACH-000009,0.0164014518844
ACH-000011,0.0460883669469
ACH-000012,0.128146170907
ACH-000013,0.17738669484499997
ACH-000014,0.057043745875199996
ACH-000015,0.0443554205487
ACH-000017,0.229962209312
ACH-000018,-0.12925050131
ACH-000019,0.431360826017
ACH-000021,0.0236237798165
ACH-000022,-0.0684535809493
ACH-000025,0.189252849683
ACH-000028,0.124037016621
ACH-000030,0.053828390938
ACH-000035,0.0033426745180100003
ACH-000036,-0.08359835281860001
ACH-000037,-0.00409280687888
ACH-000039,0.11421804102
ACH-000040,0.25937272264899996
ACH-000041,-0.07337984022960001
ACH-000042,-0.0360045617817
ACH-000045,-0.11863503032099999
ACH-000047,0.179908453019
ACH-000052,0.0634432132586
ACH-000053,0.11644354038799999
ACH-000054,0.186675383134
ACH-000055,-0.184925368825
ACH-000060,0.0371084016469
ACH-000067,0.193322416076
ACH-000070,-0.00516838676649
ACH-000075,0.17274286867
ACH-000078,-0.027423754681099997
ACH-000082,-0.0720652848116
ACH-000085,0.403428092068
ACH-000086,0.04168412331330001
ACH-000087,-0.0798527939047
ACH-000092,0.0794773403177
ACH-000095,0.13971660247099998
ACH-000097,0.125183824672
ACH-000098,-0.022474048922099997
ACH-000099,0.180573310214
ACH-000108,-0.120098377894
ACH-000113,-0.102230043289
ACH-000115,0.0464988199637
ACH-000116,0.0867165049088
ACH-000118,0.176078366934
ACH-000120,0.0743838578286
ACH-000123,0.013743726513399999
ACH-000127,0.0631040094591
ACH-000128,0.18380381497200002
ACH-000132,0.15730705802300002
ACH-000133,0.0220911321634
ACH-000137,-0.131471229726
ACH-000138,-0.0383753477379
ACH-000142,0.00377366308791
ACH-000143,0.17366825636500002
ACH-000146,-0.00753186328339
ACH-000148,0.218439995556
ACH-000150,0.0457361470204
ACH-000152,0.190480780862
ACH-000153,-0.10684437532600001
ACH-000159,0.08930860760289999
ACH-000160,0.252837017093
ACH-000163,0.11356723882400001
ACH-000167,0.142477621803
ACH-000168,0.0182587477227
ACH-000169,0.157306190864
ACH-000178,0.199391705071
ACH-000182,0.251338704967
ACH-000183,0.140403884299
ACH-000188,0.130306859921
ACH-000189,0.05036884752830001
ACH-000190,0.029243914761799997
ACH-000198,0.100110425366
ACH-000204,0.161530516277
ACH-000206,0.173184717225
ACH-000207,0.0300511112373
ACH-000211,0.0880635996183
ACH-000215,0.0955796444419
ACH-000221,0.17481871262
ACH-000222,-0.131482424245
ACH-000223,0.124306525449
ACH-000226,0.270376480321
ACH-000227,0.574162325832
ACH-000228,0.19090466119399999
ACH-000231,0.12040344538100001
ACH-000232,0.0290922212744
ACH-000233,0.113652268059
ACH-000234,0.06877662344760001
ACH-000235,0.09346627633089999
ACH-000237,0.0827999092924
ACH-000238,0.0603266470919
ACH-000243,0.132586993915
ACH-000244,0.254636814042
