,GOLGA6B (55889)
ACH-000004,-0.131176442905
ACH-000007,-0.330293141602
ACH-000009,-0.468625662963
ACH-000011,-0.324898852872
ACH-000012,-0.626581194228
ACH-000013,-0.486759453393
ACH-000014,-0.481508762799
ACH-000015,-0.43788856916599994
ACH-000017,-0.560004177131
ACH-000018,-0.226682201993
ACH-000019,-0.35109506336199997
ACH-000021,-0.198150263937
ACH-000022,-0.5275589078790001
ACH-000025,-0.46329160233800004
ACH-000028,-0.281053806436
ACH-000030,-0.313138978273
ACH-000035,-0.169352312145
ACH-000036,-0.019217217543400004
ACH-000037,-0.270736222587
ACH-000039,-0.425483226928
ACH-000040,-0.0408949378554
ACH-000041,-0.127698703365
ACH-000042,-0.419802612671
ACH-000045,-0.209315344452
ACH-000047,-0.513817182861
ACH-000052,-0.130982925203
ACH-000053,-0.28576731177700004
ACH-000054,-0.441057361341
ACH-000055,-0.159254218421
ACH-000060,-0.40394508512599997
ACH-000067,-0.420901197804
ACH-000070,-0.38512920586599997
ACH-000075,-0.312436630495
ACH-000078,-0.368500902553
ACH-000082,-0.213182744535
ACH-000085,-0.284187242028
ACH-000086,-0.25165776736400003
ACH-000087,-0.156219968392
ACH-000092,-0.219112333714
ACH-000095,-0.634337957995
ACH-000097,-0.33860723739799997
ACH-000098,-0.212153413956
ACH-000099,-0.384956059596
ACH-000108,-0.422833165791
ACH-000113,-0.406671416775
ACH-000115,-0.740107643421
ACH-000116,-0.4629530373
ACH-000118,-0.542992707148
ACH-000120,-0.42279029454899997
ACH-000123,-0.20109965922200002
ACH-000127,-0.233610039598
ACH-000128,-0.465387727983
ACH-000132,-0.45391517882700005
ACH-000133,-0.010241233411700001
ACH-000137,-0.43802668541100004
ACH-000138,-0.367565879275
ACH-000142,-0.23777620855
ACH-000143,-0.146385952653
ACH-000146,-0.345637627707
ACH-000148,-0.36476014279700003
ACH-000150,-0.274317215934
ACH-000152,-0.28892582173
ACH-000153,-0.410366278671
ACH-000159,-0.116862573382
ACH-000160,-0.214989931507
ACH-000163,-0.151558307499
ACH-000167,-0.837790183119
ACH-000168,-0.11241325269
ACH-000169,-0.381854005348
ACH-000178,-0.44336494218
ACH-000182,-0.438497001714
ACH-000183,-0.317772155352
ACH-000188,-0.275357926673
ACH-000189,-0.107031937159
ACH-000190,-0.307111210397
ACH-000198,-0.18749855228700002
ACH-000204,-0.591159629741
ACH-000206,-0.011667014463100001
ACH-000207,-0.458365768615
ACH-000211,-0.301134447712
ACH-000215,-0.272662183566
ACH-000221,-0.41621735052299996
ACH-000222,-0.23826054902899998
ACH-000223,-0.415265692392
ACH-000226,-0.136361971008
ACH-000227,-0.413022787413
ACH-000228,-0.254937995393
ACH-000231,-0.38138611417499996
ACH-000232,-0.32498522709000005
ACH-000233,-0.22531310075999997
ACH-000234,-0.39582464194300004
ACH-000235,-0.397602039133
ACH-000237,-0.31745162649
ACH-000238,-0.17913312180799998
ACH-000243,-0.460961073365
ACH-000244,-0.562510303983
ACH-000246,-0.315526505358
ACH-000248,-0.28620739252300004
ACH-000250,-0.309177411145
ACH-000251,-0.11336255523600001
ACH-000253,-0.7067101442229999
ACH-000255,-0.374241076393
ACH-000256,-0.155372535911
ACH-000257,-0.36890490749300003
ACH-000258,-1.01240712932
ACH-000259,-0.304638594654
ACH-000260,-0.40908385648
ACH-000261,-0.386044533548
ACH-000262,-0.61541928665
ACH-000263,-0.346140811781
ACH-000264,-0.336629355814
ACH-000265,-0.741310560854
ACH-000266,-0.43987625958800003
ACH-000272,-0.46094149659199996
ACH-000273,-0.17151422287300003
ACH-000274,-0.7125343875210001
ACH-000277,-0.286416580067
ACH-000278,-0.404912485828
ACH-000279,-0.238574948541
ACH-000280,-0.47208700519100005
ACH-000281,-0.256538232089
ACH-000288,-0.176622240435
ACH-000291,-0.33152054999200004
ACH-000293,-0.241209107462
ACH-000294,-0.49853244014
ACH-000295,-0.65633784674
ACH-000296,-0.5360548632909999
ACH-000302,-0.270128106745
ACH-000304,-0.268975842278
ACH-000307,-0.3926976766
ACH-000308,-0.244798020248
ACH-000310,-0.578532669145
ACH-000311,-0.438810742173
ACH-000312,-0.294722499716
ACH-000315,-0.0978580472315
ACH-000316,-0.473770944009
ACH-000317,-0.311474334797
ACH-000318,-0.339119774824
ACH-000319,-0.378975915372
ACH-000320,-0.533035548873
ACH-000322,-0.164383086326
ACH-000323,-0.33167668323000005
ACH-000324,-0.41487807491800005
ACH-000329,-0.110433156268
ACH-000330,-0.393396510648
ACH-000331,-0.28993076243
ACH-000332,-0.419397397227
ACH-000334,-0.06316185006080001
ACH-000335,-0.35222475288599997
ACH-000336,-0.257478273734
ACH-000337,-0.09128620851389999
ACH-000339,-0.267128785215
ACH-000341,-0.119837979343
ACH-000348,-0.286956096248
ACH-000350,-0.5157456469439999
ACH-000352,-0.26920098324299996
ACH-000356,-0.0847110889699
ACH-000361,-0.524497263067
ACH-000362,-0.152051884372
ACH-000363,-0.431914842279
ACH-000364,-0.291966686681
ACH-000365,-0.122491095685
ACH-000366,-0.44063668451899995
ACH-000368,-0.43388752188699997
ACH-000374,-0.162390757652
ACH-000375,-0.0906191290694
ACH-000376,-0.507455825536
ACH-000381,-0.30361854146899997
ACH-000383,-0.17628867560199998
ACH-000387,-0.346513830747
ACH-000389,-0.342470210788
ACH-000390,-0.450688812672
ACH-000393,-0.306956771267
ACH-000395,-0.232978744705
ACH-000397,-0.279913735399
ACH-000401,-0.175528361778
ACH-000402,0.08628070872610001
ACH-000403,-0.299221072821
ACH-000404,-0.43961477110200003
ACH-000406,-0.311475187665
ACH-000407,-0.249427459735
ACH-000408,-0.327516751249
ACH-000410,-0.213371974499
ACH-000411,-0.312825216576
ACH-000414,-0.412303634426
ACH-000415,-0.10677294826
ACH-000416,-0.226630462355
ACH-000420,-0.535443394594
ACH-000421,-0.36527510909999994
ACH-000424,-0.403626170855
ACH-000425,-0.221318371798
ACH-000426,-0.7340388388429999
ACH-000427,-0.563786755241
ACH-000433,-0.35372229426299995
ACH-000436,-0.339802271329
ACH-000444,-0.521592681397
ACH-000445,-0.22484493920200002
ACH-000448,-0.284079300094
ACH-000450,-0.212645109912
ACH-000452,-0.35813004560999995
ACH-000454,-0.109768869921
ACH-000458,-0.326388269242
ACH-000459,-0.156723890769
ACH-000460,-0.392819539035
ACH-000461,-0.20672527119000003
ACH-000463,-0.614282242672
ACH-000464,-0.541748395047
ACH-000466,-0.40563668768700006
ACH-000467,-0.330199787512
ACH-000468,-0.48412172743
