,CACNA1A (773)
ACH-000304,0.028345482104
ACH-000307,-0.320736524403
ACH-000308,-0.155776862151
ACH-000310,-0.147975554411
ACH-000311,0.0398975860122
ACH-000312,-0.289612337019
ACH-000315,-0.369055208994
ACH-000316,-0.127149812895
ACH-000317,-0.13726090363600002
ACH-000318,-0.364821691602
ACH-000319,-0.336219259157
ACH-000320,-0.34161185900300006
ACH-000322,-0.30734164657699997
ACH-000323,-0.10169221850400001
ACH-000324,-0.11424812736300001
ACH-000329,-0.24989601388500002
ACH-000330,-0.219339959754
ACH-000331,-0.32136998234700004
ACH-000332,-0.21625202635200003
ACH-000334,-0.160919675965
ACH-000335,-0.0920202456985
ACH-000336,-0.0799877881324
ACH-000337,-0.20594205688900002
ACH-000339,-0.18715791425900002
ACH-000341,-0.214807032383
ACH-000348,-0.124025800408
ACH-000350,-0.142034976908
ACH-000352,-0.254603797297
ACH-000356,-0.22804085717099998
ACH-000361,-0.0997429093506
ACH-000362,-0.205039456313
ACH-000363,-0.26571025998799996
ACH-000364,-0.431263330532
ACH-000365,-0.150895946899
ACH-000366,-0.187037845108
ACH-000368,0.283377442016
ACH-000374,-0.296302638966
ACH-000375,-0.23281188405499997
ACH-000376,0.0206030634958
ACH-000381,-0.210901916529
ACH-000383,-0.142216262256
ACH-000387,-0.124722334957
ACH-000389,-0.113281060135
ACH-000390,-0.295699839887
ACH-000393,-0.18172649044300002
ACH-000395,-0.30585430643399997
ACH-000397,-0.26618674681
ACH-000401,-0.0794530064715
ACH-000402,-0.476912489565
ACH-000403,-0.420261518706
ACH-000404,-0.252041858463
ACH-000406,-0.26329583334600004
ACH-000407,-0.37591284940499997
ACH-000408,-0.590965137692
ACH-000410,-0.126583210166
ACH-000411,-0.178593085834
ACH-000414,-0.0760151584998
ACH-000415,-0.356314931011
ACH-000416,-0.28235188526599997
ACH-000420,-0.0631545168721
ACH-000421,-0.238513875918
ACH-000424,-0.233655328551
ACH-000425,-0.180879243694
ACH-000426,-0.340024108168
ACH-000427,-0.0880516810045
ACH-000433,-0.154552607765
ACH-000436,-0.378965983728
ACH-000444,-0.327290655577
ACH-000445,-0.290485600794
ACH-000448,-0.319702998834
ACH-000450,0.00709441335877
ACH-000452,-0.330505547599
ACH-000454,-0.458539651145
ACH-000458,-0.477205395592
ACH-000459,-0.299107826598
ACH-000460,-0.17368314823699998
ACH-000461,-0.261756710047
ACH-000463,-0.0307681739228
ACH-000464,-0.22991021434300002
ACH-000466,-0.29023414512
ACH-000467,-0.240831698147
ACH-000468,-0.32226962019600003
ACH-000469,-0.11464821531300001
ACH-000470,-0.20616664416299998
ACH-000471,-0.198522783461
ACH-000472,-0.246283852442
ACH-000473,-0.193260230688
ACH-000475,-0.175953161157
ACH-000476,-0.15877966283199998
ACH-000477,0.08057617362589999
ACH-000480,-0.24718228832699998
ACH-000481,-0.113212814679
ACH-000483,-0.570172749433
ACH-000484,0.03143350126
ACH-000485,-0.36847723061399995
ACH-000486,-0.123106944908
ACH-000487,-0.158961338616
ACH-000488,-0.418228921536
ACH-000490,-0.376933591211
ACH-000491,-0.226695913063
ACH-000495,-0.19080646255800002
ACH-000496,-0.0736884430045
ACH-000499,-0.149984777109
ACH-000500,-0.014648630686700002
ACH-000502,-0.25782890945500003
ACH-000503,-0.6447466573189999
ACH-000505,-0.23065426178800003
ACH-000507,-0.34605089809699996
ACH-000510,-0.332994741845
ACH-000511,-0.078619034239
ACH-000512,-0.021646446168400002
ACH-000516,-0.204637415859
ACH-000517,-0.287796984296
ACH-000518,-0.177546373772
ACH-000520,-0.15142315219799998
ACH-000521,-0.21251741107799998
ACH-000522,-0.45728363051200005
ACH-000524,-0.109706935661
ACH-000527,-0.217447849187
ACH-000528,-0.268532061654
ACH-000537,-0.274145763341
ACH-000541,-0.050607134545300005
ACH-000542,-0.33856794755900005
ACH-000544,0.10089959893400001
ACH-000545,-0.375260501788
ACH-000547,-0.102791746557
ACH-000548,-0.298676642116
ACH-000549,-0.393345911337
ACH-000550,0.16198187438300002
ACH-000552,-0.166976925211
ACH-000556,-0.7588024306800001
ACH-000557,-0.24814209971700002
ACH-000570,-0.0955171216637
ACH-000571,-0.0801064719105
ACH-000573,-0.138902186982
ACH-000576,-0.463420489457
ACH-000580,-0.175970473501
ACH-000584,-0.29093315406
ACH-000585,-0.388851904217
ACH-000588,-0.0293136773501
ACH-000589,-0.28825131499400003
ACH-000591,-0.334386813534
ACH-000593,-0.140376511451
ACH-000600,-0.10953777261499999
ACH-000601,-0.30136622088599996
ACH-000604,-0.27992207432300004
ACH-000605,-0.334292365404
ACH-000606,-0.376319239658
ACH-000608,-0.28017398854200004
ACH-000614,0.0779907639459
ACH-000616,-0.07937461863300001
ACH-000618,-0.41806151761999993
ACH-000619,-0.214508960209
ACH-000620,-0.300578376885
ACH-000621,-0.29328138940299997
ACH-000622,-0.281933899885
ACH-000623,-0.381849078834
ACH-000624,-0.163536693102
ACH-000627,-0.332467650568
ACH-000630,-0.190926833508
ACH-000632,-0.272605338077
ACH-000633,-0.141105294952
ACH-000637,-0.5526026585530001
ACH-000638,0.00342947893574
ACH-000646,-0.150045144889
ACH-000647,-0.10827500959799999
ACH-000648,-0.202267738158
ACH-000649,-0.229117203017
ACH-000651,-0.260112112484
ACH-000652,-0.138363285485
ACH-000653,-0.0349990803715
ACH-000657,-0.17339993057999997
ACH-000658,-0.359859725873
ACH-000661,-0.22122112946
ACH-000662,-0.08201535841350001
ACH-000663,-0.147668008849
ACH-000665,-0.258533336971
ACH-000671,-0.160237983364
ACH-000673,-0.182473557254
ACH-000676,-0.215251887588
ACH-000677,-0.131552194574
ACH-000681,-0.24597045195999998
ACH-000682,-0.314958404117
ACH-000683,-0.321286962083
ACH-000684,-0.15147135787799998
ACH-000688,-0.284183786737
ACH-000693,-0.330756091013
ACH-000694,-0.00958347075252
ACH-000695,-0.154538620071
ACH-000696,-0.302112194059
ACH-000697,0.00923842566201
ACH-000699,-0.24893452970199997
ACH-000701,-0.158169909836
ACH-000706,-0.234163745434
ACH-000711,-0.199753684417
ACH-000713,-0.15454678513
ACH-000714,-0.360393402932
ACH-000718,-0.299381543772
ACH-000720,-0.327034931991
ACH-000721,-0.265352366389
ACH-000724,-0.29396445442499997
ACH-000725,-0.307353445812
ACH-000732,-0.303994210247
ACH-000734,-0.4339325201
ACH-000735,-0.14397395544299998
ACH-000736,-0.324111320255
ACH-000738,-0.238057069644
ACH-000746,-0.436694852487
ACH-000747,-0.18018703893899998
ACH-000748,-0.316834562389
ACH-000753,-0.15957849553
ACH-000756,-0.174738118612
ACH-000757,-0.26505415643
ACH-000758,-0.104950556653
ACH-000760,-0.155884532518
ACH-000763,-0.09239316892889998
ACH-000764,-0.424286006205
ACH-000765,-0.155436480767
ACH-000766,-0.18204927218699998
ACH-000767,-0.32161485121
ACH-000768,-0.47530243816600004
ACH-000769,-0.269945660091
ACH-000770,-0.0735597695493
ACH-000771,-0.119091223735
ACH-000773,0.0726892407119
ACH-000776,-0.306373576441
ACH-000777,-0.195684697619
ACH-000778,-0.512108632707
ACH-000781,-0.20438241154800002
ACH-000782,-0.12430475197
ACH-000783,-0.0923180439182
ACH-000784,-0.213031081987
ACH-000785,-0.239666245699
ACH-000787,-0.142456555775
ACH-000788,-0.25352137436
ACH-000791,-0.169244589782
ACH-000792,-0.15174760509000002
ACH-000794,-0.649761335883
ACH-000796,-0.08840325556780002
ACH-000799,-0.223748157493
ACH-000800,-0.292935207179
ACH-000802,-0.33810355274099996
ACH-000804,-0.115371938394
ACH-000805,-0.08398494517110001
ACH-000809,-0.175416881158
ACH-000810,-0.05623565592969999
ACH-000811,-0.328746875223
ACH-000817,-0.027840853177099997
ACH-000819,-0.241995820386
ACH-000820,-0.385919040141
ACH-000821,-0.327348787212
ACH-000822,-0.226674440764
ACH-000823,-0.28167360199700003
ACH-000824,-0.22942622107299998
ACH-000827,-0.08020146545960001
ACH-000829,-0.172299069669
ACH-000831,-0.36371459791599997
ACH-000832,-0.23937724850699998
ACH-000833,-0.22893974630199998
ACH-000834,-0.265170612195
ACH-000835,-0.276015339741
ACH-000836,-0.336202159171
ACH-000837,-0.33618191571999995
ACH-000838,-0.303435470607
ACH-000839,-0.36606429141400004
ACH-000840,-0.00873013360549
ACH-000841,-0.283285681056
ACH-000843,-0.380744689348
ACH-000846,-0.178474863358
ACH-000847,-0.246667587112
ACH-000848,-0.397748836502
ACH-000849,-0.18401751684
ACH-000851,-0.196465873537
ACH-000855,0.0552731117443
ACH-000856,-0.17546403937199997
ACH-000858,-0.279572995136
ACH-000859,-0.59794484491
ACH-000861,-0.395300134442
ACH-000862,-0.255770218926
ACH-000865,-0.197036187491
ACH-000866,-0.23391809170000002
ACH-000867,-0.0896931266698
ACH-000869,-0.13471196579800002
ACH-000872,-0.22004009878400002
ACH-000873,-0.30045890501899997
ACH-000876,-0.271971215051
ACH-000878,-0.0528702803001
ACH-000880,-0.256278172572
ACH-000881,-0.143984105723
ACH-000882,-0.39693988486599996
ACH-000884,-0.045021559383500005
ACH-000885,-0.308309990317
ACH-000887,-0.299136623285
ACH-000888,-0.0270493044375
ACH-000889,-0.199416251644
ACH-000890,-0.108918422313
ACH-000896,-0.134028899712
ACH-000898,-0.27762489740400004
ACH-000900,-0.21998052436999999
ACH-000901,-0.166174300066
ACH-000905,-0.271416328309
ACH-000906,-0.252376007932
ACH-000907,-0.29083398128800003
ACH-000910,-0.09923220998130002
ACH-000911,-0.312174605125
ACH-000912,-0.22116995557900002
ACH-000913,-0.206967137975
ACH-000915,-0.309980588188
ACH-000916,-0.116752025095
ACH-000917,-0.204647986642
ACH-000921,-0.14098965446599998
ACH-000924,-0.240915112008
ACH-000926,-0.143947957348
ACH-000928,-0.395830829028
ACH-000929,-0.47690317324299997
ACH-000932,-0.297600713504
ACH-000935,-0.235738655317
ACH-000936,-0.160387161162
ACH-000937,-0.276842151867
ACH-000938,-0.34091510965800004
ACH-000939,-0.192005630776
ACH-000941,-0.44333829421099996
ACH-000943,-0.21615524965900001
ACH-000946,-0.219344895333
ACH-000947,-0.247420270222
ACH-000948,-0.274928002826
ACH-000950,-0.289547399941
ACH-000953,-0.136198123418
ACH-000957,-0.10422880027100001
ACH-000958,-0.207334858641
ACH-000960,-0.0682294236661
ACH-000963,-0.05165470078290001
ACH-000968,-0.14735345888
ACH-000969,-0.233492954726
ACH-000973,-0.134975501068
ACH-000974,-0.181488497987
ACH-000975,-0.231366079403
ACH-000976,-0.15049764656099998
ACH-000978,-0.219532005386
ACH-000980,-0.321427742299
ACH-000984,-0.339810877749
ACH-000986,-0.0832878610092
ACH-000988,-0.152122889404
ACH-000993,-0.237726698708
ACH-000994,-0.230192330431
ACH-000996,-0.34780742221699995
ACH-001001,-0.17542878312399998
ACH-001020,-0.591864444199
ACH-001028,-0.246298186085
ACH-001031,-0.285172787499
ACH-001038,-0.160568616075
ACH-001048,-0.328119205432
ACH-001050,-0.20744956222199998
ACH-001053,-0.189365654593
ACH-001054,-0.0392437260088
ACH-001061,-0.10123106464199999
ACH-001067,-0.301618671868
ACH-001075,-0.220188644298
ACH-001096,-0.231866877435
ACH-001128,-0.08760991054379999
ACH-001134,-0.09252945106339999
ACH-001151,-0.10164338080600001
ACH-001163,-0.106793979417
ACH-001164,-0.21820563261300002
ACH-001173,-0.373708616226
ACH-001183,-0.097124115809
ACH-001184,-0.5100072785249999
ACH-001190,-0.126532556938
ACH-001192,-0.287336437179
ACH-001193,-0.119600784581
ACH-001196,-0.33971936709399997
ACH-001197,-0.198451346869
ACH-001205,-0.341085366263
ACH-001211,-0.265778342099
ACH-001212,0.012102553738899999
ACH-001228,-0.244640403924
ACH-001232,-0.230936476754
ACH-001239,-0.25530625763500003
ACH-001274,-0.28766680139600004
ACH-001275,-0.111837042032
ACH-001277,-0.229557075004
ACH-001278,-0.323195122264
ACH-001280,-0.0608094688722
ACH-001283,-0.199367338542
ACH-001289,-0.00634270191657
ACH-001295,-0.199914197104
ACH-001300,-0.20480274850000002
ACH-001301,-0.10543125939200002
ACH-001302,-0.268264309419
ACH-001303,-0.774055306441
ACH-001306,-0.387237417972
ACH-001318,-0.0420280353478
ACH-001322,-0.30309417809300004
ACH-001328,-0.170699969529
ACH-001332,-0.08767928083979999
ACH-001333,-0.139949377805
ACH-001336,-0.214986563447
ACH-001340,-0.24786316564
ACH-001346,-0.367043870697
ACH-001353,-0.21048685807
ACH-001354,-0.318241573226
ACH-001367,-0.27824155849
ACH-001368,-0.191990639507
ACH-001374,0.0448656593979
ACH-001375,-0.08012717988969999
ACH-001377,-0.163806372447
ACH-001380,-0.22714250747200002
ACH-001391,-0.23230629656500001
ACH-001407,-0.28272902550900003
ACH-001408,-0.214900374925
ACH-001413,-0.40514386503100003
ACH-001430,0.0349961391568
ACH-001431,-0.22833603350099999
ACH-001450,-0.25330934022
ACH-001496,-0.24726018823100002
ACH-001500,-0.30519381638099996
ACH-001521,-0.48272593632
ACH-001523,-0.154171062557
ACH-001532,-0.12178914570800001
ACH-001536,-0.181132885357
ACH-001550,0.00982102819158
ACH-001552,-0.373086093047
ACH-001554,-0.16775082012700002
ACH-001645,-0.327770618167
ACH-001654,-0.312148238194
ACH-001715,-0.44306319666599997
ACH-001735,-0.271505453024
ACH-001736,-0.364984200496
ACH-001737,-0.158242851868
ACH-001740,-0.255956077133
ACH-001745,-0.217481849705
ACH-001750,-0.357891944944
ACH-001765,-0.25020110504299997
ACH-001956,-0.153600202391
ACH-001957,-0.071464014375
