,APBB1IP (54518)
ACH-000004,-0.032571364423700004
ACH-000007,0.121022272991
ACH-000009,0.10143097922000001
ACH-000011,0.028865679571599998
ACH-000012,0.0322868658401
ACH-000013,-0.046665490633399996
ACH-000014,0.120452379773
ACH-000015,0.320202146717
ACH-000017,0.0367106134895
ACH-000018,-0.0408877579421
ACH-000019,0.178406999327
ACH-000021,-0.0877258509794
ACH-000022,0.16479638587099998
ACH-000025,0.164911505753
ACH-000028,0.11331724655099999
ACH-000030,0.0993527521585
ACH-000035,0.032709133218900004
ACH-000036,0.189508779497
ACH-000037,-0.19283199465700002
ACH-000039,0.10234910437999999
ACH-000040,-0.0696274402893
ACH-000041,0.07281067309839999
ACH-000042,0.20207580463599997
ACH-000045,0.00270210250939
ACH-000047,0.140114978253
ACH-000052,0.121206321156
ACH-000053,0.110331319202
ACH-000054,0.221254778266
ACH-000055,0.0639687617403
ACH-000060,0.147593722504
ACH-000067,-0.0810091110865
ACH-000070,0.178610288596
ACH-000075,0.08354984819910001
ACH-000078,0.0976691181491
ACH-000082,0.26531760249499997
ACH-000085,0.290400043566
ACH-000086,-0.0235889672631
ACH-000087,0.400958674557
ACH-000092,0.0395746972349
ACH-000095,0.0343698023039
ACH-000097,0.0244933255657
ACH-000098,-0.0452102481486
ACH-000099,0.0925749687267
ACH-000108,0.26686351838000005
ACH-000113,0.141411023201
ACH-000115,0.20575894633900002
ACH-000116,0.155397986303
ACH-000118,-0.021009218640900003
ACH-000120,-0.096172609355
ACH-000123,0.0206106543778
ACH-000127,-0.0239613718544
ACH-000128,0.139211111478
ACH-000132,0.0774310148962
ACH-000133,0.0354892709873
ACH-000137,0.270101583886
ACH-000138,0.147299899145
ACH-000142,0.244276421781
ACH-000143,0.39471336518100003
ACH-000146,0.157989209187
ACH-000148,0.12877236057
ACH-000150,0.023161711896700004
ACH-000152,0.24142748707800002
ACH-000153,0.16658665587899998
ACH-000159,0.134290391194
ACH-000160,-0.10222847787799999
ACH-000163,0.0941044475856
ACH-000167,0.09999163974089999
ACH-000168,-0.0145833477916
ACH-000169,0.058932735353
ACH-000178,0.07480729117769999
ACH-000182,0.141291431366
ACH-000183,-0.056192688762999994
ACH-000188,-0.050209152578300005
ACH-000189,-0.11244805975500001
ACH-000190,-0.004141730482239999
ACH-000198,0.0469265107082
ACH-000204,0.191123505609
ACH-000206,0.11840371178400001
ACH-000207,0.0615701856625
ACH-000211,0.129319052933
ACH-000215,0.104652911776
ACH-000221,-0.08435654094799999
ACH-000222,0.170111258935
ACH-000223,0.000127705373592
