,ARPC2 (10109)
ACH-000004,-0.09920683397129999
ACH-000007,-0.316646924748
ACH-000009,-0.380093802351
ACH-000011,-0.581051986109
ACH-000012,-0.19580448184399998
ACH-000013,-0.28724243713000003
ACH-000014,-0.625435289104
ACH-000015,-0.474279393987
ACH-000017,-0.382281694748
ACH-000018,-0.790667491095
ACH-000019,-0.30783023229400003
ACH-000021,-0.0677786139933
ACH-000022,-0.163774302535
ACH-000025,-0.7063144498430001
ACH-000028,-0.38883350318599996
ACH-000030,-0.44452411414
ACH-000035,-0.419914566604
ACH-000036,-0.439620365341
ACH-000037,-0.11445120375800001
ACH-000039,-0.145743907466
ACH-000040,-0.789655373954
ACH-000041,-0.627350130285
ACH-000042,-0.553957626174
ACH-000045,-0.810558741727
ACH-000047,-0.637928185246
ACH-000052,-0.899510453809
ACH-000053,-0.300616152606
ACH-000054,-0.876109692695
ACH-000055,-0.0026055287073000004
ACH-000060,-0.485112957847
ACH-000067,-0.308370917821
ACH-000070,-0.393560925646
ACH-000075,-0.124300757773
ACH-000078,-0.30517515374000004
ACH-000082,-0.533339743846
ACH-000085,-0.224770007
ACH-000086,-0.42740055329599996
ACH-000087,-0.325292185051
ACH-000092,-0.6868401416329999
ACH-000095,-0.29051388129
ACH-000097,-0.46111602407700003
ACH-000098,-0.737730502784
ACH-000099,-0.452787833362
ACH-000108,-0.4761045235
ACH-000113,-0.34926433628799997
ACH-000115,-0.268677086995
ACH-000116,-0.44997000455499997
ACH-000118,-0.589920409775
ACH-000120,-0.45523599049900004
ACH-000123,-0.410189645928
ACH-000127,-0.46377808277599997
ACH-000128,-0.521657503126
ACH-000132,-0.881544422163
ACH-000133,-0.705898275109
ACH-000137,-0.478865582653
ACH-000138,-0.42737827539800005
ACH-000142,-0.631768443804
ACH-000143,-0.652223469679
ACH-000146,-0.280813624128
ACH-000148,-0.398226086616
ACH-000150,-0.334599391658
ACH-000152,-0.408349145712
ACH-000153,-0.536903857937
ACH-000159,-0.39148113953100006
ACH-000160,-0.22318841846999998
ACH-000163,-0.653279373116
ACH-000167,-0.521727432445
ACH-000168,-0.49498251788000003
ACH-000169,-0.11978535257999999
ACH-000178,-0.623466951963
ACH-000182,-0.578835591532
ACH-000183,-0.478814724678
ACH-000188,-0.374224256603
ACH-000189,-0.48215633224699994
ACH-000190,-0.269632711617
ACH-000198,-0.5628753530139999
ACH-000204,-0.508900599385
ACH-000206,-0.728268387228
ACH-000207,-0.314888446405
ACH-000211,-0.581319670782
ACH-000215,-0.531283269187
ACH-000221,-0.10763367680500001
ACH-000222,-0.44435138980300004
ACH-000223,-0.42297798870700004
ACH-000226,-0.34306496121200003
ACH-000227,-0.375356388997
ACH-000228,-0.45524302824900004
ACH-000231,-0.292753872049
ACH-000232,-0.470283145001
ACH-000233,-0.525414181529
ACH-000234,-0.672817264276
ACH-000235,-0.544052365968
ACH-000237,-0.36227641779299996
ACH-000238,-0.33201937381700003
ACH-000243,-0.746744481982
ACH-000244,-0.42610365676600004
ACH-000246,-0.5436504315380001
ACH-000248,-0.0507497461572
ACH-000250,-0.436884826725
ACH-000251,-0.674733657868
ACH-000253,-0.7831941512389999
ACH-000255,-0.7084596955529999
ACH-000256,-0.886676103387
ACH-000257,-0.398388830621
ACH-000258,-0.25199536216699997
ACH-000259,-0.34376158801299994
ACH-000260,-0.520568275142
ACH-000261,-0.537156329415
ACH-000262,-0.589994359023
ACH-000263,-0.41444485050200003
ACH-000264,-0.258603820048
ACH-000265,-0.289295813902
ACH-000266,-0.574710409509
ACH-000272,-0.585877875137
ACH-000273,-0.558663388257
ACH-000274,-0.304762166321
ACH-000277,-0.513249809158
ACH-000278,-0.403775072033
ACH-000279,-0.294491780227
ACH-000280,-0.539635861631
ACH-000281,-0.641138484758
ACH-000288,-0.698758080157
ACH-000291,-0.597276102744
ACH-000293,-0.319789970992
ACH-000294,-0.248398706267
ACH-000295,-0.13046641505599998
ACH-000296,-0.485334832698
ACH-000302,-0.53553661162
ACH-000304,-0.582195926338
ACH-000307,-0.716390755222
ACH-000308,-0.496276597282
ACH-000310,-0.19325256207199998
ACH-000311,-0.47269429846699995
ACH-000312,-0.503175528002
ACH-000315,-0.474854320911
ACH-000316,-0.561168980778
ACH-000317,-0.41896744099399996
ACH-000318,-0.496279201999
ACH-000319,-0.7205911782690001
ACH-000320,-0.7312806859630001
ACH-000322,-0.47754290739699995
ACH-000323,-0.586038481367
ACH-000324,-0.673151114605
ACH-000329,-0.35333851333599997
ACH-000330,-0.500680181374
ACH-000331,-0.7384760426189999
ACH-000332,-0.562789917544
ACH-000334,-0.41783007561700003
ACH-000335,-0.8475833275139999
ACH-000336,-0.586867615648
ACH-000337,-0.5628143331750001
ACH-000339,-0.515198998026
ACH-000341,-0.29263802779599996
ACH-000348,-0.424567626333
ACH-000350,-0.132183096581
ACH-000352,-0.557821011223
ACH-000356,-0.5133633845910001
ACH-000361,-0.268819437346
ACH-000362,-0.5412887295100001
ACH-000363,-0.390049888399
ACH-000364,-1.02383787339
ACH-000365,-0.398493247377
ACH-000366,-0.210960304018
ACH-000368,-0.627905164134
ACH-000374,-0.579494300487
ACH-000375,-0.449057139518
ACH-000376,-0.48519934711900004
ACH-000381,-0.45856098172399995
ACH-000383,-0.247488230502
ACH-000387,-0.513364091504
ACH-000389,-0.49313787888599997
ACH-000390,-0.266192985601
ACH-000393,-0.7455723103440001
ACH-000395,-0.976066521989
ACH-000397,-0.32146324647
ACH-000401,-0.41410703376900004
ACH-000402,-0.291838134723
ACH-000403,-0.659323949689
ACH-000404,-0.7987470585259999
ACH-000406,-0.23949763256499998
ACH-000407,-0.6341239027000001
ACH-000408,-0.30893254752099997
ACH-000410,-0.382308344612
ACH-000411,-0.615807663612
ACH-000414,-0.5261760969789999
ACH-000415,-0.42035041563299996
ACH-000416,-0.468482597843
ACH-000420,-0.33035856639100003
ACH-000421,-0.461235370568
ACH-000424,-0.671196427228
ACH-000425,-0.6480226892050001
ACH-000426,-0.18439645691300002
ACH-000427,-0.598498817323
ACH-000433,-0.5815641136590001
ACH-000436,-0.371715862875
ACH-000444,-0.606745338823
ACH-000445,-0.761439466386
ACH-000448,-0.288886984124
ACH-000450,-0.612043131517
ACH-000452,-0.440445967076
ACH-000454,-0.628706999433
ACH-000458,-0.651673699898
ACH-000459,-0.17504530809399999
ACH-000460,-0.611065819193
ACH-000461,-0.3825693813
ACH-000463,-0.457289836794
ACH-000464,-0.636892166718
ACH-000466,-0.600422457927
ACH-000467,-0.47557344859800005
ACH-000468,-0.8354155865299999
ACH-000469,-0.87469808846
ACH-000470,-0.5674264644129999
ACH-000471,-0.502687279073
ACH-000472,-0.326756135816
ACH-000473,-0.18582720883
ACH-000475,-0.34134060169
ACH-000476,-0.6960726820119999
ACH-000477,-0.164320524676
ACH-000480,-0.627573802397
ACH-000481,-0.281725563859
ACH-000483,-0.7248574711489999
ACH-000484,-0.14541257785199999
ACH-000485,-0.394370465533
ACH-000486,-0.396187737447
ACH-000487,-0.249919436388
ACH-000488,-0.315354355684
ACH-000490,-0.578094857939
ACH-000491,-0.718172003618
ACH-000495,-0.303098021663
ACH-000496,-0.712240041579
ACH-000499,-0.41496255918499997
ACH-000500,-0.49682513570799997
ACH-000502,-0.41645309684199994
ACH-000503,-0.860929352184
ACH-000505,-0.355724144713
ACH-000507,-0.34732507154299996
ACH-000510,-0.534121367047
ACH-000511,-0.61696201093
ACH-000512,-0.44679936289300004
ACH-000516,-0.516353306093
ACH-000517,-0.588612502643
ACH-000518,-0.576304241603
ACH-000520,-0.623317141233
ACH-000521,-0.680141967835
ACH-000522,-0.566861222883
ACH-000524,-0.368019668762
ACH-000527,-0.677524901743
ACH-000528,-0.563188597977
ACH-000537,-0.48063557817
ACH-000541,-0.414819983608
ACH-000542,-0.7773441042110001
ACH-000544,-0.668573529468
ACH-000545,-0.33529254496399996
ACH-000547,-0.529896284295
ACH-000548,-0.47214438974699996
ACH-000549,-0.739402375197
ACH-000550,-0.8115576811380001
ACH-000552,-0.807815520774
ACH-000556,-0.465535039899
ACH-000557,0.0420238578171
ACH-000570,-0.49448090044
ACH-000571,-0.461332220739
ACH-000573,-0.40677466217200003
ACH-000576,-0.6447486479
ACH-000580,-0.40493011466300005
ACH-000584,-0.552701758617
ACH-000585,-0.787475242516
ACH-000588,-0.386439360355
ACH-000589,-0.465136326057
ACH-000591,-0.607496375018
ACH-000593,-0.748308103132
ACH-000600,-0.6810359526800001
ACH-000601,-0.439777276214
ACH-000604,-0.24528697321899998
ACH-000605,-0.41639149962800004
ACH-000606,-0.46184099065399997
ACH-000608,-0.6415085281340001
ACH-000614,-0.555116150751
ACH-000616,-0.7321678126219999
ACH-000618,-0.261686312283
ACH-000619,-0.560654059293
ACH-000620,-0.655066573255
ACH-000621,-0.712398888496
ACH-000622,-0.35313952179700003
ACH-000623,-0.42914964335699995
ACH-000624,-0.269875918833
ACH-000627,-0.5127209243509999
ACH-000630,-0.631362452046
ACH-000632,-0.528617236451
ACH-000633,-0.7790244819709999
ACH-000637,-0.315917266651
ACH-000638,-0.6297240461020001
ACH-000646,-0.502542876612
ACH-000647,-0.604874328812
ACH-000648,-0.533450533182
ACH-000649,-0.33565796512400004
ACH-000651,-0.250168500304
ACH-000652,-0.453976509722
ACH-000653,-0.256654024214
ACH-000657,-0.512220003384
ACH-000658,-0.417630272831
ACH-000661,-0.313004819911
ACH-000662,-0.452296046346
ACH-000663,-0.62186118524
ACH-000665,-0.459530759585
ACH-000671,-0.515417474498
ACH-000673,-0.6533125099189999
ACH-000676,-0.267003102156
ACH-000677,-0.41409432943499996
ACH-000681,-0.5508114658150001
ACH-000682,-0.298669537587
ACH-000683,-0.34346721354599996
ACH-000684,-0.40427947074500004
ACH-000688,-0.622765962836
ACH-000693,-0.388840830005
ACH-000694,-0.317435369313
ACH-000695,-0.646874944595
ACH-000696,-0.278498438124
ACH-000697,-0.21561441698000003
ACH-000699,-0.140483868327
ACH-000701,-0.372305973296
ACH-000706,-0.5780154580960001
ACH-000711,-0.586777783165
ACH-000713,-0.608985068683
ACH-000714,-0.21962789450599998
ACH-000718,-0.588138422889
ACH-000720,-0.674168137392
ACH-000721,-0.536849255764
ACH-000724,-0.598629804128
ACH-000725,-0.154513585421
ACH-000732,-0.603866672329
ACH-000734,-0.530667537212
ACH-000735,-0.634205066994
ACH-000736,-0.581271330311
ACH-000738,-0.463010917946
ACH-000746,0.047514912802300004
ACH-000747,-0.634736655585
ACH-000748,-0.571617551748
ACH-000753,-0.378154012069
ACH-000756,-0.312358082809
ACH-000757,-0.42971621537199994
ACH-000758,-0.175280978026
ACH-000760,-0.330962171538
ACH-000763,-0.586012292262
ACH-000764,-0.453384955615
ACH-000765,-0.21848261070799999
ACH-000766,-0.479004821382
ACH-000767,-0.138871771514
ACH-000768,-0.6193485756970001
ACH-000769,-0.523417942674
ACH-000770,-0.505980212491
ACH-000771,-0.6347982700429999
ACH-000773,-0.35842269446999997
ACH-000776,-0.582172092033
ACH-000777,-0.492148952993
ACH-000778,-0.620521690659
ACH-000781,-0.44280020982199997
ACH-000782,-0.477263093129
ACH-000783,-0.19161598415800002
ACH-000784,-0.677778138384
ACH-000785,-0.292717906135
ACH-000787,-0.511188496214
ACH-000788,-0.485691877397
ACH-000791,-0.597190249636
ACH-000792,-0.591430124441
ACH-000794,-0.417184330684
ACH-000796,-0.676230537711
ACH-000799,-0.935617937403
ACH-000800,-0.418779344601
ACH-000802,-0.34305654435599997
ACH-000804,-0.513854030129
ACH-000805,-0.437680062897
ACH-000809,-0.427033476681
ACH-000810,-0.443024211413
ACH-000811,-0.403992014282
ACH-000817,-0.601505538023
ACH-000819,-0.374060312057
ACH-000820,-1.28780985651
ACH-000821,-0.225370563332
ACH-000822,-0.513519655203
ACH-000823,-0.42839859492700005
ACH-000824,-0.484134789939
ACH-000827,-0.385540762442
ACH-000829,-0.742012860953
ACH-000831,-0.44694548781800003
ACH-000832,-0.544918930612
ACH-000833,-0.156062021525
ACH-000834,-0.632767605162
ACH-000835,-0.377175646312
ACH-000836,-0.511282535545
ACH-000837,-0.350515195505
ACH-000838,-0.236792156949
ACH-000839,-0.769172167641
ACH-000840,-0.69140990757
ACH-000841,-0.576064124369
ACH-000843,-0.358539619858
ACH-000846,-0.43809080608400003
ACH-000847,-0.542373156954
ACH-000848,-0.7329490938259999
ACH-000849,-0.254018123917
ACH-000851,-0.7398311183600002
ACH-000855,-0.43958977036799995
ACH-000856,-0.424529551999
ACH-000858,-0.290795727458
ACH-000859,-0.452496546196
ACH-000861,-0.49825674654299995
ACH-000862,-0.178102799009
ACH-000865,-0.41885976006700004
ACH-000866,-0.334952824501
ACH-000867,-0.234120049531
ACH-000869,-0.5291437551529999
ACH-000872,-0.520743562
ACH-000873,-0.672078376215
ACH-000876,-0.409848081185
