,PTPDC1 (138639)
ACH-000004,0.025981333366
ACH-000007,0.0400492726745
ACH-000009,-0.127983719016
ACH-000011,0.08279606657250001
ACH-000012,-0.09347934066610002
ACH-000013,-0.051811598781199994
ACH-000014,-0.118798616272
ACH-000015,-0.17355388917599998
ACH-000017,0.0981551154926
ACH-000018,-0.013914986127899999
ACH-000019,0.224902249864
ACH-000021,-0.21804443706300003
ACH-000022,-0.0664809917277
ACH-000025,0.128864253726
ACH-000028,-0.068493341739
ACH-000030,0.0442888923145
ACH-000035,-0.07812026990519999
ACH-000036,0.138599764164
ACH-000037,0.0078927521204
ACH-000039,-0.284720115065
ACH-000040,-0.117309518419
ACH-000041,-0.104470576513
ACH-000042,-0.0491308557261
ACH-000045,-0.133456573173
ACH-000047,0.140831554022
ACH-000052,-0.0902139624901
ACH-000053,-0.0800307049774
ACH-000054,-0.0350847685584
ACH-000055,-0.239347430257
ACH-000060,0.123305543654
ACH-000067,0.0914046189686
ACH-000070,0.37928595941699994
ACH-000075,-0.000558235227268
ACH-000078,-0.0238451903485
ACH-000082,0.009016326086010001
ACH-000085,0.134220978693
ACH-000086,0.112540069609
ACH-000087,-0.263952428972
ACH-000092,0.0554526994114
ACH-000095,0.09363801980730001
ACH-000097,0.0498879949909
ACH-000098,-0.0280544931299
ACH-000099,-0.054994343815800005
ACH-000108,0.137953797758
ACH-000113,0.192700379342
ACH-000115,0.000858988728675
ACH-000116,0.0102660777061
ACH-000118,-0.0318079404244
ACH-000120,0.019794059190900003
ACH-000123,-0.0299410632816
ACH-000127,-0.087313859891
ACH-000128,0.15562946246200002
ACH-000132,0.10326536934800001
ACH-000133,0.05503585619609999
ACH-000137,0.039978344130199996
ACH-000138,0.0772920287797
ACH-000142,0.019757145221900002
ACH-000143,-0.0343492608835
ACH-000146,-0.025778105179599997
ACH-000148,-0.0477941196114
ACH-000150,0.10757063973200001
ACH-000152,-0.0405965350049
ACH-000153,-0.297427752148
ACH-000159,-0.16425939630300002
ACH-000160,0.0185244238357
ACH-000163,-0.028877071973700003
ACH-000167,-0.127422497
ACH-000168,0.0031078262220100004
ACH-000169,0.0735478896032
ACH-000178,0.08819065292480001
ACH-000182,0.00689298021136
ACH-000183,0.036852129439
ACH-000188,-0.0478654056587
ACH-000189,-0.10836529533500001
ACH-000190,-0.145789525047
ACH-000198,0.010391709223399999
ACH-000204,0.0307760424909
ACH-000206,0.0549701844506
ACH-000207,-0.05276944033480001
ACH-000211,0.08109324017939999
ACH-000215,-0.0195605902879
ACH-000221,-0.187080481281
ACH-000222,0.00742468801194
ACH-000223,-0.0610490864659
ACH-000226,0.152669029155
ACH-000227,-0.307880611126
ACH-000228,-0.0347718975268
ACH-000231,0.09818197412310001
ACH-000232,0.0277884828389
ACH-000233,0.10764638037
ACH-000234,0.12943468998299998
ACH-000235,0.0139413873969
ACH-000237,-0.00349285660493
ACH-000238,0.04663815919580001
ACH-000243,-0.0199206351629
ACH-000244,0.102788808269
ACH-000246,-0.0251028261732
ACH-000248,-0.06953801286399999
ACH-000250,0.00148024649748
ACH-000251,-0.08362878649010001
ACH-000253,0.09165685766989999
ACH-000255,-0.07833385067069999
ACH-000256,0.013870236549299999
ACH-000257,0.194165848723
ACH-000258,0.136637025328
ACH-000259,0.0136315907171
ACH-000260,-0.040074402536199996
ACH-000261,0.06878866299160001
ACH-000262,-0.269296257999
ACH-000263,0.109965924456
ACH-000264,-0.10979779435900001
ACH-000265,0.00288534346312
ACH-000266,-0.07085045617869999
ACH-000272,-0.0630609830875
ACH-000273,-0.0898734950323
ACH-000274,0.106319090569
ACH-000277,0.10131121828299999
ACH-000278,-0.0979022309492
ACH-000279,0.105890791964
ACH-000280,-0.126196182005
ACH-000281,0.072076303818
ACH-000288,-0.0143394603467
ACH-000291,-0.17331563265
ACH-000293,0.000220272563495
ACH-000294,0.0013116732289400002
ACH-000295,-0.20416214495299997
ACH-000296,-0.06922896439880001
ACH-000302,0.005403212797229999
ACH-000304,0.0773226032434
ACH-000307,0.103586315001
ACH-000308,-0.0287211099947
ACH-000310,-0.026181456557800003
ACH-000311,-0.07926918208610001
ACH-000312,-0.135088511221
ACH-000315,0.11506495879899999
ACH-000316,-0.0918814355285
ACH-000317,-0.0972307876148
ACH-000318,-0.12448776869799999
ACH-000319,-0.0585519852758
ACH-000320,-0.0543949037968
ACH-000322,0.052015626392400004
ACH-000323,-0.010895971487200002
ACH-000324,0.0284994821235
ACH-000329,-0.0246186838571
ACH-000330,0.21822634949099998
ACH-000331,0.0141776117878
ACH-000332,-0.014580261794399998
ACH-000334,0.019996115664999998
ACH-000335,0.0719257267645
ACH-000336,0.332442159765
ACH-000337,0.289361484095
ACH-000339,0.0153138817294
ACH-000341,0.062497127430800006
ACH-000348,0.00826221499987
ACH-000350,-0.004354617019649999
ACH-000352,-0.0296875934838
ACH-000356,0.11785304050999999
ACH-000361,0.226576763753
ACH-000362,0.0016279209646600002
ACH-000363,-0.0451202064143
ACH-000364,0.114776656284
ACH-000365,0.0351319148311
ACH-000366,-0.151426056548
ACH-000368,0.11697313169000001
ACH-000374,-0.0903945208286
ACH-000375,0.0334047244275
ACH-000376,0.000499059665256
ACH-000381,-0.130568114188
ACH-000383,0.075396293954
ACH-000387,0.0350638409078
ACH-000389,-0.030248512901200002
ACH-000390,-0.07723512903210002
ACH-000393,-0.302752774942
ACH-000395,0.0108155139395
ACH-000397,-0.0374592942229
ACH-000401,0.19843052292399999
ACH-000402,-0.186428210789
ACH-000403,0.0422648648707
ACH-000404,-0.0697156954833
ACH-000406,0.0259508197542
ACH-000407,-0.0231835257787
ACH-000408,0.023742179649299998
ACH-000410,0.09911124950639999
ACH-000411,0.15953569940600001
ACH-000414,0.039450253048
ACH-000415,0.18785970167
ACH-000416,-0.120647243466
ACH-000420,0.0237366053062
ACH-000421,-0.12412882106100001
ACH-000424,-0.0909855944836
ACH-000425,0.137898755406
ACH-000426,0.236266316067
ACH-000427,0.17182073308899998
ACH-000433,0.016511657388200002
ACH-000436,0.123698296085
ACH-000444,0.026673204992999997
ACH-000445,0.129037171113
ACH-000448,-0.031680064684599996
ACH-000450,0.189763414323
