,KCNQ4 (9132)
ACH-000004,-0.0837378615273
ACH-000007,-0.298890333046
ACH-000009,0.00222911558791
ACH-000011,-0.292014503586
ACH-000012,-0.204308369007
ACH-000013,-0.11666982020500001
ACH-000014,0.110561933925
ACH-000015,-0.08067533532030001
ACH-000017,-0.26890192724399997
ACH-000018,-0.0637337979699
ACH-000019,0.09927924221100001
ACH-000021,-0.0659260460576
ACH-000022,-0.051283788252
ACH-000025,-0.038655600543999996
ACH-000028,0.04870233861190001
ACH-000030,-0.0803532574528
ACH-000035,-0.263694043268
ACH-000036,-0.102443114089
ACH-000037,0.0614216669419
ACH-000039,0.167337403251
ACH-000040,0.020213085182
ACH-000041,-0.176964959965
ACH-000042,0.212173110768
ACH-000045,0.0682406633386
ACH-000047,-0.011444465266
ACH-000052,-0.00320738986994
ACH-000053,-0.12268305722000002
ACH-000054,-0.108566503159
ACH-000055,0.0203320253946
ACH-000060,-0.175970421927
ACH-000067,0.0206539735708
ACH-000070,-0.09982302788910001
ACH-000075,-0.20459874353100002
ACH-000078,-0.0197947453771
ACH-000082,-0.113081158378
ACH-000085,-0.15751022192
ACH-000086,-0.112210452599
ACH-000087,-0.24684433070599998
ACH-000092,-0.26920820042800003
ACH-000095,-0.131033054933
ACH-000097,-0.17209743492199997
ACH-000098,-0.08962348703
ACH-000099,-0.021868317225999998
ACH-000108,-0.159292496989
ACH-000113,-0.0780471335601
ACH-000115,-0.0335709075542
ACH-000116,-0.0869406876871
ACH-000118,0.049128320965400006
ACH-000120,0.0829389608484
ACH-000123,-0.0622770169943
ACH-000127,0.0133113890956
ACH-000128,-0.22708661653
ACH-000132,-0.17518715447
ACH-000133,-0.10292536845200001
ACH-000137,-0.359395205201
ACH-000138,-0.0122149734674
ACH-000142,-0.101377240542
ACH-000143,0.113777908506
ACH-000146,-0.0130999277245
ACH-000148,-0.10459219100600001
ACH-000150,-0.401309303886
ACH-000152,-0.178841897619
ACH-000153,-0.247042209294
ACH-000159,-0.174952525915
ACH-000160,-0.149679239978
ACH-000163,0.0103464408564
ACH-000167,-0.44838846783
ACH-000168,-0.247832732062
ACH-000169,-0.139652761899
ACH-000178,-0.014877046278799998
ACH-000182,0.007640162592390001
ACH-000183,0.113700662056
ACH-000188,-0.20671089764199999
ACH-000189,-0.22237749422400002
ACH-000190,-0.04502660724830001
ACH-000198,0.053597899579600004
ACH-000204,-0.0569070628545
ACH-000206,0.025680551652000002
ACH-000207,-0.11904385918600001
ACH-000211,-0.0136399457489
ACH-000215,-0.228569140565
ACH-000221,-0.060723769843899995
ACH-000222,-0.018351464271499997
ACH-000223,-0.09088249916930001
ACH-000226,-0.0961863533553
ACH-000227,0.012946865845600002
ACH-000228,-0.13138525445399998
ACH-000231,-0.123873613247
ACH-000232,-0.0493963796404
ACH-000233,-0.00884510200049
ACH-000234,0.091119470345
ACH-000235,-0.026305362653700003
ACH-000237,-0.141291414702
ACH-000238,-0.114416000241
ACH-000243,-0.130326585416
ACH-000244,0.0929229975251
ACH-000246,-0.0693210711872
ACH-000248,-0.0741915560086
ACH-000250,-0.0830181511869
ACH-000251,-0.182732912005
ACH-000253,-0.290991354483
ACH-000255,-0.197572250311
ACH-000256,-0.0143681023065
ACH-000257,-0.00624498475477
ACH-000258,-0.0820662827254
ACH-000259,-0.170774080958
ACH-000260,0.0176699986179
ACH-000261,-0.081543845628
ACH-000262,-0.155324800242
ACH-000263,-0.476997560829
ACH-000264,-0.127116351375
ACH-000265,0.11323753621799999
ACH-000266,0.022662464751
ACH-000272,-0.12095916068399999
ACH-000273,-0.110854094398
ACH-000274,-0.25540109997
ACH-000277,-0.0379832830969
ACH-000278,-0.0827509913364
ACH-000279,-0.11350869891899999
ACH-000280,-0.04839200004369999
ACH-000281,0.154445521535
ACH-000288,-0.128019914378
ACH-000291,-0.12241966594699999
ACH-000293,-0.250476407394
ACH-000294,0.09253451349130001
ACH-000295,-0.0325565002638
ACH-000296,-0.32420358768
ACH-000302,-0.126566369349
ACH-000304,0.10476477475500001
ACH-000307,-0.130360076491
ACH-000308,-0.09044997955360001
ACH-000310,0.00257974386825
ACH-000311,-0.123537736722
ACH-000312,-0.04200624127619999
ACH-000315,0.008279094143569999
ACH-000316,0.196721048966
ACH-000317,-0.165040180673
ACH-000318,-0.0948372081396
ACH-000319,-0.0347510362377
ACH-000320,-0.237314746069
ACH-000322,0.101774601783
ACH-000323,-0.101168037345
ACH-000324,-0.0472347106489
ACH-000329,-0.149051798819
ACH-000330,0.109763248629
ACH-000331,-0.14984098983799998
ACH-000332,-0.172745284118
ACH-000334,-0.0653718270005
ACH-000335,0.278238790413
ACH-000336,-0.172345090447
ACH-000337,-0.11655617370799999
ACH-000339,-0.0118553449254
ACH-000341,-0.331011546519
ACH-000348,0.0560345445581
ACH-000350,0.225978643934
ACH-000352,-0.21595687830200003
ACH-000356,-0.11541337181700001
ACH-000361,-0.28527650179200004
ACH-000362,-0.044761585611699996
ACH-000363,-0.13391574382000002
ACH-000364,-0.159961161806
ACH-000365,0.018292999152
ACH-000366,-0.0865807010158
ACH-000368,-0.153975073762
ACH-000374,0.0984750718117
ACH-000375,-0.00958737882859
ACH-000376,-0.18601307889899998
ACH-000381,-0.0899193173643
ACH-000383,-0.130493771631
ACH-000387,0.10437985503200001
ACH-000389,-0.17991190985199998
ACH-000390,-0.0441729876215
ACH-000393,-0.114469729428
ACH-000395,0.050661612864499994
ACH-000397,-0.0434403740838
ACH-000401,-0.013838973702700002
ACH-000402,-0.0702461388649
ACH-000403,-0.0406061843941
ACH-000404,-0.106060938212
ACH-000406,-0.09829699377010001
ACH-000407,-0.160640743678
ACH-000408,0.0402792128696
ACH-000410,-0.112208014791
ACH-000411,-0.266090442872
ACH-000414,0.045150729188800004
ACH-000415,-0.121832348348
ACH-000416,-0.0475660846275
ACH-000420,-0.0213033711183
ACH-000421,-0.072960588918
ACH-000424,-0.0246473815575
ACH-000425,0.074641548203
ACH-000426,-0.416293081856
ACH-000427,-0.399610750003
ACH-000433,-0.176373827778
ACH-000436,-0.20261345846700002
ACH-000444,0.11190139045099999
ACH-000445,0.10986228297499999
