,GUCD1 (83606)
ACH-000004,-0.27524977068000006
ACH-000007,-0.173330636723
ACH-000009,-0.06462402872690001
ACH-000011,-0.144020555953
ACH-000012,-0.168613160789
ACH-000013,-0.132981369713
ACH-000014,-0.026248585131700003
ACH-000015,-0.16556718086
ACH-000017,-0.165918681303
ACH-000018,-0.0773387061936
ACH-000019,-0.083001572481
ACH-000021,-0.274020632718
ACH-000022,-0.25375254011799997
ACH-000025,-0.549544126398
ACH-000028,-0.206033011927
ACH-000030,-0.127850515055
ACH-000035,-0.26155704303800004
ACH-000036,0.0372544661485
ACH-000037,-0.283705284188
ACH-000039,-0.138748064868
ACH-000040,-0.169353678709
ACH-000041,-0.195335309279
ACH-000042,-0.45547731633500005
ACH-000045,-0.10719265632300001
ACH-000047,-0.214007777053
ACH-000052,-0.280574004875
ACH-000053,-0.279059760612
ACH-000054,-0.0555914026925
ACH-000055,-0.272099843266
ACH-000060,-0.149549375713
ACH-000067,0.0198045040115
ACH-000070,-0.05205999196740001
ACH-000075,-0.251383567051
ACH-000078,-0.133610216417
ACH-000082,-0.172233461373
ACH-000085,-0.263445505295
ACH-000086,0.106687451197
ACH-000087,-0.19888220880600002
ACH-000092,-0.202547519186
ACH-000095,-0.16817419943599998
ACH-000097,-0.122062494747
ACH-000098,-0.256828522967
ACH-000099,-0.154755483912
ACH-000108,-0.20230174141899998
ACH-000113,-0.068373772166
ACH-000115,-0.159299886589
ACH-000116,-0.0946855558963
ACH-000118,-0.285233211326
ACH-000120,-0.175852354454
ACH-000123,-0.07323725575569999
ACH-000127,-0.00022256693745200003
ACH-000128,0.017577676601900002
ACH-000132,-0.208309101633
ACH-000133,-0.110571056058
ACH-000137,-0.233976048269
ACH-000138,-0.168748406499
ACH-000142,-0.0317219053659
ACH-000143,-0.158286399321
ACH-000146,-0.0299772036407
ACH-000148,-0.0993169212806
ACH-000150,-0.086838415855
ACH-000152,-0.24124731220400003
ACH-000153,0.0007230800798689999
ACH-000159,0.017855688151799998
ACH-000160,-0.011889766044000001
ACH-000163,-0.312559115022
ACH-000167,-0.258309391559
ACH-000168,-0.012745236641200001
ACH-000169,-0.257196974814
ACH-000178,-0.11346973152
ACH-000182,-0.014562196274700002
ACH-000183,-0.349219331716
ACH-000188,-0.0822545740337
ACH-000189,0.180194337234
ACH-000190,-0.218152199031
ACH-000198,-0.128684714019
ACH-000204,-0.148973619783
ACH-000206,-0.0989213481356
ACH-000207,-0.0593408551122
ACH-000211,-0.12347075670299999
ACH-000215,-0.055122218914
ACH-000221,-0.210781198778
ACH-000222,-0.199564527715
ACH-000223,-0.276121879669
ACH-000226,-0.08287096858160001
ACH-000227,-0.287139991037
ACH-000228,-0.293846154778
ACH-000231,-0.11357131995200001
ACH-000232,-0.240954339537
ACH-000233,-0.109576409889
ACH-000234,0.180728175651
ACH-000235,-0.153264367328
ACH-000237,-0.229251451271
ACH-000238,-0.236815988638
ACH-000243,-0.279122888734
ACH-000244,-0.239012786479
ACH-000246,-0.0276263047162
ACH-000248,-0.0102665365205
ACH-000250,-0.07496375402819999
ACH-000251,0.00738579466133
ACH-000253,-0.042824619873699996
ACH-000255,-0.411941134303
ACH-000256,-0.285573973563
ACH-000257,-0.06267541774009999
ACH-000258,-0.35928946553900004
ACH-000259,-0.271524405686
ACH-000260,-0.19868104617
ACH-000261,-0.153129710619
