,ISG20 (3669)
ACH-000004,-0.22120447850900002
ACH-000007,-0.143370924302
ACH-000009,-0.0230469402075
ACH-000011,-0.0829070787596
ACH-000012,-0.0540226134528
ACH-000013,-0.00965632206279
ACH-000014,-0.270135642975
ACH-000015,-0.118976507497
ACH-000017,-0.136026917936
ACH-000018,-0.153956882752
ACH-000019,-0.23253878508099998
ACH-000021,0.0175213500014
ACH-000022,-0.135208021895
ACH-000025,-0.147375385139
ACH-000028,-0.0822826645925
ACH-000030,-0.0816854594191
ACH-000035,-0.00219089865235
ACH-000036,0.07184942292589999
ACH-000037,-0.22709234477899998
ACH-000039,-0.0708022603438
ACH-000040,0.08936187774399999
ACH-000041,-0.243902036613
ACH-000042,-0.12224982105599999
ACH-000045,-0.0286587280462
ACH-000047,-0.10922208498
ACH-000052,-0.0886479670262
ACH-000053,-0.044304401846099996
ACH-000054,-0.160939780261
ACH-000055,0.030063984424
ACH-000060,-0.07115080212569999
ACH-000067,-0.21399224535100003
ACH-000070,-0.105986223222
ACH-000075,-0.34290274962300005
ACH-000078,-0.015100895844499999
ACH-000082,-0.0678880193342
ACH-000085,-0.09525544359410001
ACH-000086,-0.146669343096
ACH-000087,-0.214239429648
ACH-000092,-0.0615713488233
ACH-000095,0.0033217701715700003
ACH-000097,-0.253898158365
ACH-000098,0.0155819883266
ACH-000099,-0.16936776540600001
ACH-000108,-0.032217558032299996
ACH-000113,-0.058467833134199995
ACH-000115,-0.0184114918897
ACH-000116,-0.142766732127
ACH-000118,0.0418110478611
ACH-000120,-0.01591882355
ACH-000123,-0.0663915061346
ACH-000127,0.0195569620888
ACH-000128,-0.128034218947
ACH-000132,-0.0943044271084
ACH-000133,-0.039455257310800004
ACH-000137,-0.261618235915
ACH-000138,0.055799725830100004
ACH-000142,-0.00572619232116
ACH-000143,-0.155177554423
ACH-000146,-0.0375508489596
ACH-000148,-0.11054683806299999
ACH-000150,0.18702576517900002
ACH-000152,-0.101037748397
ACH-000153,-0.308509295374
ACH-000159,-0.207014470623
ACH-000160,-0.043023637793500005
ACH-000163,-0.11162355377000001
ACH-000167,-0.280884374466
ACH-000168,-0.101571516678
ACH-000169,-0.012504333862700001
ACH-000178,-0.12633561053
ACH-000182,-0.0849038047008
ACH-000183,-0.139574671996
ACH-000188,0.00464968582982
ACH-000189,0.00379504294057
ACH-000190,0.0645969742527
ACH-000198,-0.10330072666000001
ACH-000204,-0.043705746049199995
ACH-000206,-0.278782806476
ACH-000207,-0.009733883635959999
ACH-000211,-0.110718720272
ACH-000215,-0.0925938917839
ACH-000221,-0.224500772392
ACH-000222,-0.0393015014947
ACH-000223,-0.0527533501568
ACH-000226,0.117728646604
ACH-000227,-0.111118347473
ACH-000228,-0.09688469574370001
ACH-000231,-0.09518011989189999
ACH-000232,-0.049209396176300005
