,CFC1 (55997)
ACH-000004,-0.134926496029
ACH-000007,-0.04124602033580001
ACH-000009,-0.176479992163
ACH-000011,-0.240167421901
ACH-000012,-0.09467383487510002
ACH-000013,0.00996708665312
ACH-000014,-0.0535860349304
ACH-000015,-0.21515744420000002
ACH-000017,-0.250956154683
ACH-000018,-0.366125390655
ACH-000019,-0.183531744846
ACH-000021,0.00755974961722
ACH-000022,-0.21778929411800002
ACH-000025,-0.0859476507162
ACH-000028,-0.132665407574
ACH-000030,-0.10088823340099999
ACH-000035,-0.109722214639
ACH-000036,-0.0448417512865
ACH-000037,0.062043805707
ACH-000039,0.044906476700300006
ACH-000040,-0.0233676667692
ACH-000041,-0.106068601638
ACH-000042,-0.178317363308
ACH-000045,-0.237329239374
ACH-000047,-0.157067102968
ACH-000052,-0.310324620453
ACH-000053,-0.172857256791
ACH-000054,-0.251997463459
ACH-000055,-0.07072441617439999
ACH-000060,-0.107887087237
ACH-000067,-0.0701294774687
ACH-000070,-0.282700782435
ACH-000075,-0.136999856749
ACH-000078,-0.263525117755
ACH-000082,-0.167409197849
ACH-000085,-0.280410339507
ACH-000086,-0.10577278503599999
ACH-000087,-0.052857739020300006
ACH-000092,-0.254642602246
ACH-000095,-0.174248213535
ACH-000097,-0.240213534294
ACH-000098,-0.23829048359000002
ACH-000099,-0.225704376712
ACH-000108,-0.215855929062
ACH-000113,-0.00730874218966
ACH-000115,-0.033103824262700005
ACH-000116,-0.116664592957
ACH-000118,-0.044040000150100005
ACH-000120,-0.10003717463600001
ACH-000123,-0.16467375240999998
ACH-000127,-0.176698304023
ACH-000128,-0.355789417385
ACH-000132,0.00830423906339
ACH-000133,-0.011766572625799998
ACH-000137,-0.158899306268
ACH-000138,-0.179202426574
ACH-000142,-0.0492984181002
ACH-000143,-0.0560714342405
ACH-000146,-0.056913279911500005
ACH-000148,-0.19188126853100002
ACH-000150,0.031947555022900004
ACH-000152,-0.130669362872
ACH-000153,-0.12422636422599999
ACH-000159,-0.135493397744
ACH-000160,-0.170523990554
ACH-000163,-0.168587846135
ACH-000167,-0.264429535978
ACH-000168,-0.534447425454
ACH-000169,-0.146130193611
ACH-000178,-0.09087149517149999
ACH-000182,-0.116846913572
ACH-000183,-0.122851958301
ACH-000188,0.00328488809682
ACH-000189,0.0827703064885
ACH-000190,-0.11318450702199999
ACH-000198,-0.276157590827
ACH-000204,0.0257849433848
ACH-000206,0.174472697619
ACH-000207,-0.08655974516889998
ACH-000211,-0.12371998242599999
ACH-000215,-0.126757894142
ACH-000221,-0.0404941415607
ACH-000222,-0.0078495279971
ACH-000223,-0.388175547016
ACH-000226,-0.172459442152
ACH-000227,-0.23167708573000004
ACH-000228,-0.12130416104800001
ACH-000231,-0.248499356444
ACH-000232,-0.138116927163
ACH-000233,-0.191845002481
ACH-000234,-0.35279761690399997
ACH-000235,-0.15738299017000001
ACH-000237,-0.240983986637
ACH-000238,-0.233442322288
ACH-000243,-0.214481969439
ACH-000244,0.158525293221
ACH-000246,-0.07838577385460001
ACH-000248,0.034429850639199996
ACH-000250,-0.116363658713
ACH-000251,-0.247841233456
ACH-000253,-0.31138795238600003
ACH-000255,0.00302971684119
ACH-000256,-0.0216099558666
ACH-000257,0.168653672379
ACH-000258,-0.041484706372
ACH-000259,-0.13217609020999999
ACH-000260,-0.0528161012706
ACH-000261,-0.0230847291335
ACH-000262,-0.0484901181304
ACH-000263,-0.19851239102200002
ACH-000264,-0.043545769291400006
ACH-000265,-0.0486661925156
ACH-000266,-0.16940690903900002
ACH-000272,-0.149785912816
ACH-000273,-0.163073425771
ACH-000274,-0.26385650905200003
ACH-000277,0.00909865397943
ACH-000278,0.00395425816395
ACH-000279,-0.25605757974800003
ACH-000280,-0.0406842519193
ACH-000281,-0.0788726738114
ACH-000288,-0.0680622340247
ACH-000291,-0.186434865075
ACH-000293,-0.15476875853299998
ACH-000294,-0.31544493529199996
ACH-000295,-0.140654785798
ACH-000296,0.06559017989930001
ACH-000302,-0.25973764939
ACH-000304,-0.171090123304
ACH-000307,-0.40875432533100003
ACH-000308,-0.208965086606
ACH-000310,-0.36302519964
ACH-000311,0.146058187637
ACH-000312,-0.132344846902
ACH-000315,-0.39129171838699994
ACH-000316,-0.165154786006
ACH-000317,-0.024418419526299997
ACH-000318,-0.0158079629267
ACH-000319,-0.045792996073000004
ACH-000320,-0.00955315698875
ACH-000322,-0.112729259942
ACH-000323,-0.00616632702465
ACH-000324,-0.363570013802
ACH-000329,-0.330236340335
ACH-000330,0.05849700578480001
ACH-000331,-0.21757232461599998
ACH-000332,-0.147092380886
ACH-000334,-0.00167137197913
ACH-000335,-0.138406739484
ACH-000336,-0.269855968662
ACH-000337,-0.18558578570599998
ACH-000339,-0.0652290110141
ACH-000341,-0.133742026963
ACH-000348,-0.0200272067064
ACH-000350,-0.0780067000292
ACH-000352,-0.14764648380999998
ACH-000356,-0.06143429995519999
ACH-000361,-0.35742773763499996
ACH-000362,-0.13182996110099998
ACH-000363,-0.149385585126
ACH-000364,-0.30144119117
ACH-000365,-0.21298469873599998
ACH-000366,-0.139122881051
ACH-000368,-0.201840398335
ACH-000374,-0.132369975641
ACH-000375,-0.105372051175
ACH-000376,-0.206387056886
ACH-000381,0.108786313856
ACH-000383,-0.254474739932
ACH-000387,-0.307018502384
ACH-000389,-0.238099659776
ACH-000390,-0.156169804306
ACH-000393,-0.295547105739
ACH-000395,-0.160172628381
ACH-000397,-0.105233090283
ACH-000401,0.0425478965046
ACH-000402,-0.0797834265386
ACH-000403,-0.458346218791
ACH-000404,-0.261109346114
ACH-000406,-0.238393556831
ACH-000407,-0.346443439709
ACH-000408,-0.17142382842099999
ACH-000410,-0.113972211329
ACH-000411,-0.07141082472419999
ACH-000414,-0.0958454677549
ACH-000415,-0.0981725880847
ACH-000416,-0.202177295506
ACH-000420,-0.18098770741
ACH-000421,-0.261042421285
ACH-000424,-0.246508671954
ACH-000425,-0.154410745947
ACH-000426,-0.00171194497976
ACH-000427,-0.372268803393
ACH-000433,0.159089238011
ACH-000436,-0.28632132713
ACH-000444,-0.155916800306
ACH-000445,-0.087816416298
ACH-000448,-0.05639248526480001
ACH-000450,-0.33679066638800004
ACH-000452,0.00840960658857
ACH-000454,-0.12939173879899998
ACH-000458,-0.281494523403
ACH-000459,-0.135610904099
ACH-000460,-0.07203649822239999
ACH-000461,-0.121372401429
ACH-000463,-0.252407545468
ACH-000464,-0.315831585841
ACH-000466,-0.385948959445
ACH-000467,-0.0415594182171
ACH-000468,-0.199555809721
ACH-000469,0.0069034914646899995
ACH-000470,-0.193692869851
ACH-000471,-0.153147142844
ACH-000472,-0.188255568462
ACH-000473,-0.336744240041
ACH-000475,-0.0915234383692
ACH-000476,-0.051626168372
ACH-000477,-0.22028778814
ACH-000480,-0.0415193585906
ACH-000481,-0.160742961235
ACH-000483,-0.08616675249669999
ACH-000484,-0.018200452612
ACH-000485,0.047953104183499996
ACH-000486,-0.17776539601500002
ACH-000487,0.043214145984199995
ACH-000488,-0.08479464333999999
ACH-000490,-0.056315994817199996
ACH-000491,-0.18706804591499998
ACH-000495,-0.249854429214
ACH-000496,-0.190545947368
ACH-000499,-0.14746514740299999
ACH-000500,-0.231612249872
ACH-000502,-0.14041543215500002
ACH-000503,-0.14896617283500002
ACH-000505,-0.145548406471
ACH-000507,-0.12617483224099998
ACH-000510,-0.36688366698200003
ACH-000511,-0.0924653583732
ACH-000512,-0.253482079839
ACH-000516,-0.22788896293299998
ACH-000517,-0.193431491582
ACH-000518,-0.270542300861
ACH-000520,-0.159984871211
ACH-000521,-0.0463659068992
ACH-000522,-0.154402741514
ACH-000524,-0.151001917469
ACH-000527,-0.0897294502716
ACH-000528,-0.0488186521448
ACH-000537,0.0050118236663199995
ACH-000541,-0.21378054680999997
ACH-000542,-0.14298959591399998
