,A2ML1 (144568)
ACH-000004,-0.0135295082253
ACH-000007,0.158274689183
ACH-000009,0.0589354694299
ACH-000011,0.429734861181
ACH-000012,0.29573059403
ACH-000013,0.172330219395
ACH-000014,0.191303129998
ACH-000015,0.129031091319
ACH-000017,0.10889032614600001
ACH-000018,0.212297470112
ACH-000019,0.188684204183
ACH-000021,0.09298403478110001
ACH-000022,0.0176644601395
ACH-000025,0.243845016158
ACH-000028,0.285933898021
ACH-000030,0.225451514753
ACH-000035,-0.0197107233954
ACH-000036,0.34998160340400003
ACH-000037,0.177258030988
ACH-000039,0.596603048036
ACH-000040,0.0137349244523
ACH-000041,-0.0625643139685
ACH-000042,0.247909576294
ACH-000045,0.237967487571
ACH-000047,0.344515803795
ACH-000052,0.199759978373
ACH-000053,0.142062307831
ACH-000054,0.113826936212
ACH-000055,0.31138294116
ACH-000060,0.116619839744
ACH-000067,0.293972209009
ACH-000070,0.36284181374499996
ACH-000075,0.222789317178
ACH-000078,0.155217597139
ACH-000082,0.22576840247299998
ACH-000085,0.170621315418
ACH-000086,0.341071557376
ACH-000087,0.149298521734
ACH-000092,0.273928343151
ACH-000095,0.169990367095
ACH-000097,0.236437269173
ACH-000098,0.12593407079000002
ACH-000099,0.166161018103
ACH-000108,0.192876966021
ACH-000113,0.222517557451
ACH-000115,0.252946297466
ACH-000116,0.23931083797400002
ACH-000118,0.172141354661
ACH-000120,0.18076631000799998
ACH-000123,0.12094455012399999
ACH-000127,0.116006603976
ACH-000128,0.09272886856280001
ACH-000132,0.265110298732
ACH-000133,0.296582490122
ACH-000137,0.26644686238000004
ACH-000138,0.0327323669125
ACH-000142,0.24811347799199998
ACH-000143,0.025129417254400002
ACH-000146,0.292588693015
ACH-000148,0.06784157946380001
ACH-000150,0.220267410506
ACH-000152,0.177176186503
ACH-000153,0.12407531890699999
ACH-000159,0.0633731328781
ACH-000160,0.16492097194299998
ACH-000163,0.09270113333869999
ACH-000167,-0.18861891775800002
ACH-000168,0.290225760528
ACH-000169,0.10618987476
ACH-000178,0.223881748177
ACH-000182,0.192213300821
ACH-000183,0.108489948795
ACH-000188,0.238015795489
ACH-000189,0.288150927313
ACH-000190,-0.0221082633202
ACH-000198,0.134877912555
ACH-000204,0.226197590892
ACH-000206,0.09504731242480001
ACH-000207,0.477375744206
ACH-000211,0.144236590066
ACH-000215,0.20089867588799998
ACH-000221,0.119884874331
ACH-000222,0.09580826237870001
ACH-000223,0.0753185014617
ACH-000226,0.160223625833
ACH-000227,0.027011621881599997
ACH-000228,-0.047131240054900006
ACH-000231,0.176211386382
ACH-000232,0.0416057904806
ACH-000233,0.127975742808
ACH-000234,0.146362897941
ACH-000235,0.15596602683900002
ACH-000237,0.034427088270900005
ACH-000238,0.055318301962199994
ACH-000243,0.146548110356
ACH-000244,0.0487256093649
ACH-000246,0.11248939967800001
ACH-000248,0.319824105145
ACH-000250,0.20879356341400002
ACH-000251,0.33296463907400004
ACH-000253,0.237091502411
ACH-000255,0.157481315315
ACH-000256,0.113535545682
ACH-000257,0.20821826481
ACH-000258,0.465088505872
ACH-000259,0.139894996547
ACH-000260,0.22871126459399999
ACH-000261,0.21669810380100002
ACH-000262,0.162685304058
ACH-000263,0.0601642459245
ACH-000264,0.113600613302
ACH-000265,0.20246553161800002
ACH-000266,0.191585979183
ACH-000272,0.12514532933800002
ACH-000273,0.0437105862372
ACH-000274,0.121668135145
ACH-000277,0.148970494785
ACH-000278,0.126962388849
ACH-000279,0.0829983314802
ACH-000280,0.15041000499
ACH-000281,0.126497311695
ACH-000288,0.111776202417
ACH-000291,0.167588215216
ACH-000293,0.27686780112799997
ACH-000294,0.00308508691095
ACH-000295,-0.0780806820507
ACH-000296,0.204535923887
ACH-000302,0.0830961042689
ACH-000304,0.365801667742
ACH-000307,0.101524404488
ACH-000308,0.220761674616
ACH-000310,0.32900958651
ACH-000311,0.16903445002099998
ACH-000312,0.21616723180999997
ACH-000315,0.010443147723899999
ACH-000316,0.20666223264000003
ACH-000317,0.040596843111300004
ACH-000318,0.27867967649000003
ACH-000319,0.109925135597
ACH-000320,0.11094005965999998
ACH-000322,0.231038661763
ACH-000323,0.275258073187
ACH-000324,0.179630431181
ACH-000329,0.198762115161
ACH-000330,0.202689863193
ACH-000331,0.178070877821
ACH-000332,0.15957126818700001
ACH-000334,0.13268819886
ACH-000335,0.0811176075086
ACH-000336,-0.152242949966
ACH-000337,0.296322030238
ACH-000339,0.168097784261
ACH-000341,0.117960211342
ACH-000348,0.0981191096398
ACH-000350,0.40120279470799997
ACH-000352,0.129843275667
ACH-000356,0.18748107495299998
ACH-000361,0.06507705857400001
ACH-000362,0.215588992241
ACH-000363,0.059172389826199996
ACH-000364,0.016203223635200003
ACH-000365,-0.0339851539986
ACH-000366,0.161336318321
ACH-000368,0.12349071085100001
ACH-000374,0.136232448184
ACH-000375,0.007111463573620001
ACH-000376,0.07750092079460001
ACH-000381,0.214721249336
ACH-000383,0.13966561652599999
ACH-000387,0.176848898122
ACH-000389,0.252831304418
ACH-000390,0.200888772835
ACH-000393,0.10190818538100001
ACH-000395,0.293183044376
ACH-000397,0.224378345785
ACH-000401,0.191063225626
ACH-000402,0.0414520955057
ACH-000403,-0.0216414616145
ACH-000404,0.471201199308
