,ITM2B (9445)
ACH-000004,0.00043879188924400006
ACH-000007,-0.0843468288355
ACH-000009,0.143452746102
ACH-000011,-0.20748795836800002
ACH-000012,-0.052272287695500005
ACH-000013,-0.0441699717516
ACH-000014,0.0723759573667
ACH-000015,0.0455985793265
ACH-000017,-0.227728777722
ACH-000018,0.225386625273
ACH-000019,0.09910818655760001
ACH-000021,0.14405817884000002
ACH-000022,-0.0646489523976
ACH-000025,0.161969807042
ACH-000028,0.0345398508219
ACH-000030,0.0345856824511
ACH-000035,0.0804453181913
ACH-000036,-0.08517812114430001
ACH-000037,0.181932314875
ACH-000039,0.04625811234899999
ACH-000040,-0.305409599105
ACH-000041,0.08629651654750001
ACH-000042,-0.146310737586
ACH-000045,-0.0281721137822
ACH-000047,-0.052263185503
ACH-000052,0.270292292802
ACH-000053,-0.0902941861947
ACH-000054,-0.276914397305
ACH-000055,0.006999838921449999
ACH-000060,-0.14654921683
ACH-000067,-0.113580897168
ACH-000070,0.04251444298169999
ACH-000075,0.06283099044
ACH-000078,-0.12553917642100001
ACH-000082,-0.049222641435400005
ACH-000085,-0.08564419180880001
ACH-000086,-0.0868003702607
ACH-000087,-0.238201410832
ACH-000092,-0.0906803683701
ACH-000095,-0.12997986412100002
ACH-000097,-0.195692262256
ACH-000098,-0.06718113815740001
ACH-000099,-0.072359784139
ACH-000108,0.029788014585599997
ACH-000113,-0.214835697298
ACH-000115,-0.007133153409289999
ACH-000116,0.09641167799650001
ACH-000118,-0.09270300838199999
ACH-000120,-0.165770246605
ACH-000123,-0.0992587606305
ACH-000127,-0.0626586147736
ACH-000128,-0.08635443922630001
ACH-000132,-0.291391655818
ACH-000133,-0.22354714308200002
ACH-000137,-0.183862214128
ACH-000138,-0.043392798367300006
ACH-000142,-0.22649619346500002
ACH-000143,-0.130094359593
ACH-000146,-0.157260077643
ACH-000148,-0.07238290749699999
ACH-000150,0.057290794004300004
ACH-000152,-0.0901793925455
ACH-000153,-0.228338012539
ACH-000159,-0.162328550319
ACH-000160,-0.10807999717
ACH-000163,0.0298000740986
ACH-000167,-0.325454922691
ACH-000168,-0.0720094512897
ACH-000169,0.0279879925115
ACH-000178,0.117384150321
ACH-000182,-0.173652802532
ACH-000183,-0.0469216581334
ACH-000188,-0.214768353912
ACH-000189,-0.0256545357139
ACH-000190,-0.16153207089500002
ACH-000198,0.048670023829899996
ACH-000204,0.0849586083814
ACH-000206,-0.13307453987099999
ACH-000207,-0.48783123697400005
ACH-000211,0.037717141333400005
ACH-000215,-0.0377040096752
ACH-000221,-0.09483061785980001
ACH-000222,-0.0762827420901
ACH-000223,-0.15512125551699998
ACH-000226,-0.0630274407829
ACH-000227,-0.0513238383241
ACH-000228,-0.0298360385391
ACH-000231,-0.012388594329999999
ACH-000232,-0.19723580164
ACH-000233,0.06995872636889999
ACH-000234,0.09267621532749999
ACH-000235,-0.0240264758578
ACH-000237,-0.08619908935489999
ACH-000238,0.0514063165811
ACH-000243,0.00646263753897
ACH-000244,-0.126004357423
ACH-000246,-0.0315128637548
ACH-000248,-0.258323505508
ACH-000250,0.0628242626178
ACH-000251,-0.16549534766
ACH-000253,-0.112016265591
ACH-000255,0.0409962258823
ACH-000256,-0.21526304169100002
ACH-000257,0.357616342166
ACH-000258,-0.24844129551600003
ACH-000259,-0.0837704199582
ACH-000260,-0.16735346272
ACH-000261,-0.0947518618251
ACH-000262,0.0025252958195999997
ACH-000263,-0.0684473491904
ACH-000264,-0.105930142807
ACH-000265,-0.017359158590099996
ACH-000266,-0.00261351440228
ACH-000272,-0.0168894981314
ACH-000273,-0.0633478469765
ACH-000274,-0.08673853732629999
ACH-000277,0.212113537456
ACH-000278,-0.09873242996030002
ACH-000279,-0.120456979144
ACH-000280,0.272152312497
ACH-000281,-0.137173974186
