,PHF5A (84844)
ACH-000281,-1.77032545857
ACH-000288,-1.80419461371
ACH-000291,-1.5819604548800001
ACH-000293,-1.9702041171
ACH-000294,-1.99455092393
ACH-000295,-1.8769781117200002
ACH-000296,-1.86658380214
ACH-000302,-1.8428514304799999
ACH-000304,-1.7699278163999999
ACH-000307,-1.5253270280200002
ACH-000308,-2.02444991093
ACH-000310,-2.36439091926
ACH-000311,-1.86679996588
ACH-000312,-1.7094293408399999
ACH-000315,-1.79012303363
ACH-000316,-1.76896261223
ACH-000317,-1.6800175192
ACH-000318,-1.36040424808
ACH-000319,-1.6079276423500002
ACH-000320,-2.01788322327
ACH-000322,-1.4855350957
ACH-000323,-1.8879247216900004
ACH-000324,-1.7342607470400002
ACH-000329,-2.01519485131
ACH-000330,-1.71409999572
ACH-000331,-1.49045989877
ACH-000332,-1.60426291221
ACH-000334,-2.36764003172
ACH-000335,-1.7268977476099998
ACH-000336,-1.8244831748500001
ACH-000337,-1.8215906599400002
ACH-000339,-1.8134195633
ACH-000341,-1.75273243191
ACH-000348,-1.818288551
ACH-000350,-2.31476261465
ACH-000352,-1.9926090892200001
ACH-000356,-1.72299284275
ACH-000361,-1.39529075354
ACH-000362,-2.0709494502
ACH-000363,-1.8486543381099998
ACH-000364,-1.62249494886
ACH-000365,-1.98808573317
ACH-000366,-1.75115941945
ACH-000368,-1.60105605763
ACH-000374,-1.6901384559900001
ACH-000375,-1.7001094718799998
ACH-000376,-1.67217114123
ACH-000381,-1.9686246223700001
ACH-000383,-2.1860160515500002
ACH-000387,-1.8419888722599997
ACH-000389,-1.6449958105000002
ACH-000390,-2.0639062307700002
ACH-000393,-2.02485520625
ACH-000395,-1.93961908289
ACH-000397,-1.8022806768200001
ACH-000401,-1.82469110998
ACH-000402,-1.8077151661400002
ACH-000403,-2.23988797135
ACH-000404,-1.4142558306200002
ACH-000406,-2.08678574754
ACH-000407,-1.6942095884700001
ACH-000408,-1.5797729412600001
ACH-000410,-1.6469795163299998
ACH-000411,-1.33433456126
ACH-000414,-1.7590122239700001
ACH-000415,-1.63297591377
ACH-000416,-1.56166111815
ACH-000420,-1.7281103735599999
ACH-000421,-1.57860538095
ACH-000424,-1.6775626102899999
ACH-000425,-1.65735542918
ACH-000426,-1.9395086107599997
ACH-000427,-1.7427523564099998
ACH-000433,-1.63070628899
ACH-000436,-1.63427894104
ACH-000444,-1.65745912813
ACH-000445,-1.8298584511900002
ACH-000448,-2.04858785346
ACH-000450,-2.01957011243
ACH-000452,-1.7259805967
ACH-000454,-1.46518084984
ACH-000458,-1.61044667999
ACH-000459,-2.14396424367
ACH-000460,-1.8567921401299998
ACH-000461,-1.81076351295
ACH-000463,-1.61307203628
ACH-000464,-1.37089378801
ACH-000466,-1.8221397306099998
ACH-000467,-1.49871112595
ACH-000468,-2.34626327497
ACH-000469,-1.8581750122599998
ACH-000470,-2.09729433858
ACH-000471,-1.9125676325799998
ACH-000472,-2.01203534727
ACH-000473,-1.6011848751299997
ACH-000475,-1.9977113757099998
ACH-000476,-1.7332077200799998
ACH-000477,-1.54452408368
ACH-000480,-1.7130781844
ACH-000481,-1.5983376322100002
ACH-000483,-1.5755842958300001
ACH-000484,-2.0003328377000003
ACH-000485,-1.93945470518
ACH-000486,-1.48726019508
ACH-000487,-1.83524114276
ACH-000488,-1.6992740920500002
ACH-000490,-1.55702815954
ACH-000491,-2.02531266126
ACH-000495,-1.4426568557100001
ACH-000496,-1.7304510486400002
ACH-000499,-1.4341996291799999
ACH-000500,-1.79612943657
ACH-000502,-1.8192564854400004
ACH-000503,-1.56055294372
ACH-000505,-1.73904527436
ACH-000507,-1.8763090533200002
ACH-000510,-1.9861565864300001
ACH-000511,-1.5449610319299998
ACH-000512,-1.91072343314
ACH-000516,-1.66197343086
ACH-000517,-1.8944079979799997
ACH-000518,-1.6905886825100003
ACH-000520,-1.7543871629799999
ACH-000521,-1.7272090591299998
ACH-000522,-1.8715418688900003
ACH-000524,-1.99891009938
ACH-000527,-1.8004803537599998
ACH-000528,-1.68633545518
ACH-000537,-1.9363531180700002
ACH-000541,-1.8888344291999999
ACH-000542,-1.6514759049
ACH-000544,-1.7675763464099998
ACH-000545,-1.57974119537
ACH-000547,-1.6320170890099999
ACH-000548,-1.32281227737
ACH-000549,-1.4121844934799999
ACH-000550,-1.7181305499500001
ACH-000552,-1.7340232756599998
ACH-000556,-1.7043025197200001
ACH-000557,-2.22556627318
ACH-000570,-1.98742965852
ACH-000571,-2.10499431716
ACH-000573,-2.16256628089
ACH-000576,-1.4674251969299998
ACH-000580,-1.7757246750599998
ACH-000584,-2.02248140643
ACH-000585,-1.5376760515399999
ACH-000588,-1.95221729992
ACH-000589,-1.67879778236
ACH-000591,-1.7170422025799998
ACH-000593,-1.7823582614900002
ACH-000600,-1.75256015595
ACH-000601,-1.9631018418400001
ACH-000604,-2.19435717625
ACH-000605,-2.0350339312599997
ACH-000606,-1.3851371702200002
ACH-000608,-2.38710451306
ACH-000614,-1.27896051221
ACH-000616,-1.5729794474
ACH-000618,-1.7558909128
ACH-000619,-1.57008145755
ACH-000620,-1.61782788653
ACH-000621,-2.12039147401
ACH-000622,-1.9424516055
ACH-000623,-1.9701614988299998
ACH-000624,-1.7133971880899999
ACH-000627,-1.7338027036900001
ACH-000630,-1.5942383242200002
ACH-000632,-1.6306384252700001
ACH-000633,-2.05618559445
ACH-000637,-1.59911736689
ACH-000638,-1.70916810868
ACH-000646,-1.9914670769799998
ACH-000647,-1.82594948303
ACH-000648,-1.9222010138999999
ACH-000649,-1.67897325956
ACH-000651,-1.8578946745500002
ACH-000652,-1.891190781
ACH-000653,-1.81091484878
ACH-000657,-1.92476662574
ACH-000658,-2.22955165681
ACH-000661,-1.87712678285
ACH-000662,-1.83967227311
ACH-000663,-1.38357124292
ACH-000665,-1.49862582136
ACH-000671,-1.87758092588
ACH-000673,-1.9094284057900002
ACH-000676,-1.7176220608000001
ACH-000677,-1.70440695166
ACH-000681,-1.9536591447999998
ACH-000682,-1.75008235762
ACH-000683,-1.7954474991999998
ACH-000684,-1.3635365202899998
ACH-000688,-1.7775328483300001
ACH-000693,-1.7944630795599996
ACH-000694,-1.86475738347
ACH-000695,-1.73067848538
ACH-000696,-1.6833701565099999
ACH-000697,-1.80279967365
ACH-000699,-1.7503319592200002
ACH-000701,-1.4898388455
ACH-000706,-1.5282166771099999
ACH-000711,-1.7853547457199999
ACH-000713,-1.66318233074
ACH-000714,-1.7314894592900003
ACH-000718,-1.95850912468
ACH-000720,-1.5754569614200002
ACH-000721,-1.96436424341
ACH-000724,-2.12426404119
ACH-000725,-2.34354943216
ACH-000732,-1.3713284273100002
ACH-000734,-1.9143717001099998
ACH-000735,-1.48019168247
ACH-000736,-1.5778592832499998
ACH-000738,-1.7015435909099998
ACH-000746,-1.98239197313
ACH-000747,-1.4866383052399998
ACH-000748,-1.52254565768
ACH-000753,-1.7829942763599997
ACH-000756,-1.8460161994599997
ACH-000757,-2.1828508423599997
ACH-000758,-1.66857995945
ACH-000760,-1.80251192598
ACH-000763,-2.0925193517
ACH-000764,-1.5586463585199999
ACH-000765,-1.3382605295399999
ACH-000766,-1.8354578212700001
ACH-000767,-2.01184705557
ACH-000768,-1.67976629551
ACH-000769,-1.7749240850999999
ACH-000770,-1.82850983784
ACH-000771,-1.49020123505
ACH-000773,-1.67638648972
ACH-000776,-1.6248803195800001
ACH-000777,-1.9141030208400003
ACH-000778,-1.8578020312599999
ACH-000781,-1.83465958873
ACH-000782,-1.47826693312
ACH-000783,-1.85906337037
ACH-000784,-1.6514237771399998
ACH-000785,-2.15982544199
ACH-000787,-1.6143976615600002
ACH-000788,-1.9072659266
ACH-000791,-1.7697600874500001
ACH-000792,-1.74582852977
ACH-000794,-1.68020320012
ACH-000796,-1.8941453047499999
ACH-000799,-1.43526988206
ACH-000800,-2.28264089089
ACH-000802,-1.7111689761700002
ACH-000804,-1.7397870757299998
ACH-000805,-1.47549691152
ACH-000809,-1.5806659316
ACH-000810,-1.3585436461700002
ACH-000811,-1.66761675488
ACH-000817,-1.6974070791100002
ACH-000819,-1.68248676812
ACH-000820,-1.41595535601
ACH-000821,-2.01840251285
ACH-000822,-2.3584277132400002
ACH-000823,-1.7629512006099999
ACH-000824,-2.06067452437
ACH-000827,-1.54422305477
ACH-000829,-1.7576967592900001
ACH-000831,-1.77071260812
ACH-000832,-1.3726235728799998
ACH-000833,-1.7228191463299998
ACH-000834,-1.83459719693
ACH-000835,-1.68891488088
ACH-000836,-1.2440208098999999
ACH-000837,-1.84517875678
ACH-000838,-1.8294369842099998
ACH-000839,-1.71514864429
ACH-000840,-1.5765016332100001
ACH-000841,-1.6403715457199999
ACH-000843,-1.6370871700299998
ACH-000846,-1.02515788639
ACH-000847,-1.4765585422999998
ACH-000848,-1.5410113407100001
ACH-000849,-1.8401613601599998
ACH-000851,-1.75708065624
ACH-000855,-1.5610141887600002
ACH-000856,-1.8898765538099997
ACH-000858,-1.57041018409
ACH-000859,-1.96479894295
ACH-000861,-1.7845384986900001
ACH-000862,-1.80981700898
ACH-000865,-1.83239123884
ACH-000866,-1.80129067342
ACH-000867,-1.9335485542400002
ACH-000869,-1.9546424263799997
ACH-000872,-1.3463841693
ACH-000873,-1.7851595227900001
ACH-000876,-1.97116627105
ACH-000878,-1.59061320657
ACH-000880,-1.73463801565
ACH-000881,-1.69849995564
ACH-000882,-1.6392933879700002
ACH-000884,-1.76360215188
ACH-000885,-1.8968387141499998
ACH-000887,-1.57261689834
ACH-000888,-1.69197066581
ACH-000889,-2.11093129783
ACH-000890,-1.75282433893
ACH-000896,-1.62330731744
ACH-000898,-1.7128756249500001
ACH-000900,-1.79056741625
ACH-000901,-2.0493454004900005
ACH-000905,-1.6582440810499999
ACH-000906,-1.8773444660499998
ACH-000907,-1.6136570805300001
ACH-000910,-1.99724782271
ACH-000911,-1.54658764724
ACH-000912,-1.72382465252
ACH-000913,-1.91040759689
ACH-000915,-1.78900596116
ACH-000916,-1.79484096625
ACH-000917,-1.55439511974
ACH-000921,-1.70962888183
ACH-000924,-1.8043868970599997
ACH-000926,-2.5118609477700002
ACH-000928,-2.00536864859
ACH-000929,-1.66653399254
ACH-000932,-2.0645336241799996
ACH-000935,-1.76909385026
ACH-000936,-1.69206420712
ACH-000937,-2.0946596507299997
ACH-000938,-1.94593955582
ACH-000939,-1.3027771455600001
ACH-000941,-1.75216859493
ACH-000943,-1.63855313931
ACH-000946,-1.50735246476
ACH-000947,-1.93885856001
ACH-000948,-1.59670725817
ACH-000950,-2.0557908890400003
ACH-000953,-2.1966600504
ACH-000957,-1.67478672593
ACH-000958,-1.69853469626
ACH-000960,-2.00995084243
ACH-000963,-1.94858621961
ACH-000968,-1.39253998443
ACH-000969,-1.7729946570200001
ACH-000973,-1.7374342115099999
ACH-000974,-1.93132916151
ACH-000975,-1.7159889102
ACH-000976,-1.51820144533
ACH-000978,-2.14618444197
ACH-000980,-1.7730693830500002
ACH-000984,-1.6963403692899999
ACH-000986,-1.69275816075
ACH-000988,-1.67211032903
ACH-000993,-1.53258783937
ACH-000994,-2.06649443384
ACH-000996,-1.55494149128
ACH-001001,-1.7422637542400004
ACH-001020,-1.43653175128
ACH-001028,-1.99044358929
ACH-001031,-2.08266501357
ACH-001038,-2.09315195123
ACH-001048,-1.8284755935900003
ACH-001050,-1.59725455304
ACH-001053,-1.53068193339
ACH-001054,-1.7135078373
ACH-001061,-1.54172034655
ACH-001067,-2.0076540004
ACH-001075,-2.12343100428
ACH-001096,-1.7322644792299997
ACH-001128,-0.900188736488
ACH-001134,-1.60637101398
ACH-001151,-1.58632995164
ACH-001163,-1.9449420929299999
ACH-001164,-1.60034718666
ACH-001173,-1.66906048588
ACH-001183,-1.8121205771400002
ACH-001184,-1.8159592810900003
ACH-001190,-1.24441737952
ACH-001192,-1.9646425554499998
ACH-001193,-2.02960596527
ACH-001196,-1.67010961855
ACH-001197,-1.9156736417099998
ACH-001205,-1.77250227176
ACH-001211,-1.62228607313
ACH-001212,-1.7943603768
ACH-001228,-1.90419460352
ACH-001232,-1.426800665
ACH-001239,-1.8777253229599997
ACH-001274,-1.63850856241
ACH-001275,-2.15628180844
ACH-001277,-1.83488020251
ACH-001278,-1.67861829123
ACH-001280,-1.8658249451
ACH-001283,-1.63211130771
ACH-001289,-1.78202252875
ACH-001295,-1.96736772712
ACH-001300,-1.7356528739900001
ACH-001301,-1.75683249034
ACH-001302,-2.1096088803799997
ACH-001303,-1.8820115409599998
ACH-001306,-1.71126064823
ACH-001318,-1.7938974410799997
ACH-001322,-1.7903063884200001
ACH-001328,-1.63502874568
ACH-001332,-1.58488430373
ACH-001333,-1.7299884053499999
ACH-001336,-1.58417538787
ACH-001340,-1.59124589278
ACH-001346,-1.4622306001700003
ACH-001353,-1.84434039289
ACH-001354,-2.4848870813
ACH-001367,-1.84012795235
ACH-001368,-1.8237435508900002
ACH-001374,-1.2835605629200002
ACH-001375,-1.77658233118
ACH-001377,-1.69858793526
ACH-001380,-1.7264350945
ACH-001391,-1.82338306351
ACH-001407,-1.7730470720700002
ACH-001408,-1.4774139631799998
ACH-001413,-1.76179393
ACH-001430,-2.11921189307
ACH-001431,-1.94694779725
ACH-001450,-1.78219818532
ACH-001496,-1.29734951354
ACH-001500,-1.5722908802899997
ACH-001521,-1.8952461113699999
ACH-001523,-1.40866897958
ACH-001532,-1.878122931
ACH-001536,-1.63763010881
ACH-001550,-1.55795929854
ACH-001552,-1.8431847317400003
ACH-001554,-1.83139164241
ACH-001645,-1.8667099449400002
ACH-001654,-1.7586709272799999
ACH-001715,-1.72256058658
ACH-001735,-1.9232312359000001
ACH-001736,-2.01841339261
ACH-001737,-2.2571272891900005
ACH-001740,-1.6880575710799999
ACH-001745,-1.95929014123
ACH-001750,-1.65692858004
ACH-001765,-1.8709262321400002
ACH-001956,-1.8686198373700003
ACH-001957,-1.7284195754900002
