,NAGPA (51172)
ACH-000004,0.14423191819800002
ACH-000007,-0.193262731829
ACH-000009,-0.0223173937398
ACH-000011,-0.38395198230300004
ACH-000012,-0.18976193785300002
ACH-000013,-0.259976470398
ACH-000014,0.0299179904737
ACH-000015,-0.281393210886
ACH-000017,-0.00848760519497
ACH-000018,-0.367877161422
ACH-000019,-0.570793369407
ACH-000021,-0.21916781963399998
ACH-000022,-0.208235781079
ACH-000025,-0.142171701798
ACH-000028,-0.18629924998300001
ACH-000030,0.0016788008486500001
ACH-000035,-0.0386640407344
ACH-000036,-0.0824991021614
ACH-000037,-0.18603804978
ACH-000039,-0.21131990783500001
ACH-000040,-0.30036903633
ACH-000041,0.046245665207400005
ACH-000042,-0.037138898156199994
ACH-000045,0.0414439069039
ACH-000047,-0.326713798736
ACH-000052,-0.0361741252397
ACH-000053,-0.20396653056400002
ACH-000054,-0.164416662579
ACH-000055,0.035554119548
ACH-000060,-0.17986260350699998
ACH-000067,-0.27743374571999996
ACH-000070,-0.0072139022916999996
ACH-000075,-0.38885974832500003
ACH-000078,-0.0019371106819000001
ACH-000082,-0.36477005937
ACH-000085,-0.100201366895
ACH-000086,-0.17185469642099999
ACH-000087,-0.303724590971
ACH-000092,-0.19699270564100002
ACH-000095,-0.188354720402
ACH-000097,-0.263737618701
ACH-000098,-0.103027615026
ACH-000099,-0.07670319477469999
ACH-000108,-0.19073654348400002
ACH-000113,-0.0614485585044
ACH-000115,-0.36530646800899996
ACH-000116,-0.376623953317
ACH-000118,-0.13910043034000003
ACH-000120,0.0501719376492
ACH-000123,-0.127736795819
ACH-000127,-0.202755712106
ACH-000128,-0.300921002963
ACH-000132,-0.228315229837
ACH-000133,-0.418651009107
ACH-000137,-0.306759925375
ACH-000138,-0.24230242365899998
ACH-000142,-0.19569832820099997
ACH-000143,-0.215647986712
ACH-000146,-0.281635989034
ACH-000148,-0.250152615713
ACH-000150,-0.146591492802
ACH-000152,-0.221372656125
ACH-000153,-0.149689917156
ACH-000159,-0.0093200845271
ACH-000160,-0.128583405621
ACH-000163,-0.193014074684
ACH-000167,-0.575854722463
ACH-000168,0.0738313718372
ACH-000169,-0.316145057743
ACH-000178,-0.357026957203
ACH-000182,-0.295695883725
ACH-000183,-0.21712784673500002
ACH-000188,-0.254795194145
ACH-000189,0.0375621191295
ACH-000190,-0.0829856297662
ACH-000198,-0.21134354145999998
ACH-000204,-0.33996712637599996
ACH-000206,-0.08994276269319999
ACH-000207,-0.277984794155
ACH-000211,-0.170914723894
ACH-000215,-0.21117998393800003
ACH-000221,-0.176930375051
ACH-000222,-0.101231660545
ACH-000223,-0.169425527534
ACH-000226,-0.207486581245
ACH-000227,-0.268972993076
ACH-000228,-0.259363699048
ACH-000231,-0.145203434867
ACH-000232,-0.199028032831
ACH-000233,-0.11106951234099999
ACH-000234,-0.46519003832500005
ACH-000235,-0.20351849018399998
ACH-000237,-0.027721877727
ACH-000238,-0.0231475180533
ACH-000243,-0.266443242507
ACH-000244,-0.28787055710000004
ACH-000246,-0.330169963509
ACH-000248,-0.308023709791
ACH-000250,-0.302583538871
ACH-000251,-0.0922327989682
ACH-000253,-0.23763360934500002
ACH-000255,-0.159896600956
ACH-000256,-0.144351743705
ACH-000257,0.0105484685961
ACH-000258,0.127475240966
ACH-000259,-0.23063505451299998
ACH-000260,-0.258334894415
ACH-000261,-0.379404928793
ACH-000262,-0.217502254954
ACH-000263,-0.6141769621450001
ACH-000264,-0.22731164217799998
ACH-000265,-0.196656741311
ACH-000266,-0.0202473718824
ACH-000272,-0.178296401888
ACH-000273,-0.152503916209
ACH-000274,-0.19950091923799998
ACH-000277,-0.45478560139300006
ACH-000278,-0.18937725181600001
ACH-000279,-0.176602201934
ACH-000280,-0.197462368644
ACH-000281,0.026819969611299996
ACH-000288,-0.310233838052
ACH-000291,-0.138616913866
ACH-000293,-0.161259787836
ACH-000294,-0.0702199416978
ACH-000295,-0.39609086026900003
ACH-000296,-0.275428686879
ACH-000302,-0.110993207611
ACH-000304,0.20308504855
ACH-000307,-0.322976444418
ACH-000308,-0.209942858889
ACH-000310,-0.00277534523926
ACH-000311,-0.157279274423
ACH-000312,0.00581332651655
ACH-000315,-0.0962616240078
ACH-000316,-0.43238159771000007
ACH-000317,-0.176629593969
ACH-000318,-0.339436307916
ACH-000319,-0.37290653191100004
ACH-000320,0.0674152884778
ACH-000322,-0.165817848275
ACH-000323,-0.221263513381
ACH-000324,-0.277373427561
ACH-000329,-0.367227246951
ACH-000330,-0.23061444710499998
ACH-000331,-0.305755505828
ACH-000332,0.0776255854115
ACH-000334,-0.168618944692
ACH-000335,-0.38909997979
ACH-000336,-0.173020402447
ACH-000337,-0.269198812744
ACH-000339,-0.22092703700199998
ACH-000341,0.0293370858047
ACH-000348,-0.109921567904
ACH-000350,-0.10350008586100001
ACH-000352,-0.18613491540999996
ACH-000356,-0.152124566661
ACH-000361,-0.09972276406910001
ACH-000362,-0.0778704119109
ACH-000363,-0.28825692792700003
ACH-000364,-0.230798723352
ACH-000365,-0.366325358975
ACH-000366,-0.130040866929
ACH-000368,-0.24636507015200002
ACH-000374,-0.0527101087616
ACH-000375,-0.306571223123
ACH-000376,-0.0650118200349
ACH-000381,0.08043747997539999
ACH-000383,-0.0601491138964
ACH-000387,-0.15837135357899998
ACH-000389,-0.127334261949
ACH-000390,-0.193863197896
ACH-000393,-0.354521413779
ACH-000395,-0.147334749958
ACH-000397,-0.250460020297
ACH-000401,-0.0984385966728
ACH-000402,-0.46845536165299995
ACH-000403,-0.12108220144000001
ACH-000404,-0.223011635356
ACH-000406,-0.12476390245999999
ACH-000407,-0.289037058855
ACH-000408,-0.17002256250300002
ACH-000410,-0.15561884020400002
ACH-000411,-0.16919807624299998
ACH-000414,0.122099710234
ACH-000415,-0.252943458332
ACH-000416,-0.251913973974
ACH-000420,-0.490136707346
ACH-000421,-0.196228564506
ACH-000424,-0.389854358011
ACH-000425,-0.177684998929
ACH-000426,-0.34760795898
ACH-000427,-0.513211237275
ACH-000433,-0.393669424375
ACH-000436,-0.187761147222
ACH-000444,-0.243321092311
ACH-000445,0.07811208119919999
ACH-000448,-0.18917749848499998
ACH-000450,0.05739931655259999
ACH-000452,-0.311399729041
ACH-000454,-0.0282039066871
ACH-000458,-0.311887064814
ACH-000459,-0.10708082086100001
ACH-000460,-0.27547600197
ACH-000461,-0.292187796465
ACH-000463,-0.24062065749400002
ACH-000464,-0.372364169453
ACH-000466,-0.0194602087632
ACH-000467,0.026144282768599997
ACH-000468,-0.124852849712
ACH-000469,-0.22414537416400002
ACH-000470,-0.00169811208588
ACH-000471,-0.258203662277
ACH-000472,-0.192127661742
ACH-000473,-0.269241338229
ACH-000475,-0.235454814269
ACH-000476,-0.359011965793
ACH-000477,0.00929018405649
ACH-000480,-0.08567088433110001
ACH-000481,-0.283429758382
ACH-000483,-0.118189624283
ACH-000484,-0.35860289689900005
ACH-000485,-0.21391902785999997
ACH-000486,-0.253016604143
ACH-000487,-0.07511933220219999
ACH-000488,-0.200605857504
ACH-000490,-0.17230075666900002
ACH-000491,-0.325193948103
ACH-000495,-0.24750070371
ACH-000496,-0.162309711464
ACH-000499,-0.033920808526400004
ACH-000500,-0.227432763657
ACH-000502,-0.210785001552
ACH-000503,-0.12619767483
ACH-000505,-0.214028975507
ACH-000507,-0.171792607165
ACH-000510,-0.12439317053099999
ACH-000511,-0.157463367001
ACH-000512,0.0067150604515100005
ACH-000516,-0.244556635222
ACH-000517,-0.25208389017099997
ACH-000518,-0.316194849717
ACH-000520,-0.24442879006700002
ACH-000521,-0.239736390603
ACH-000522,-0.144021657695
ACH-000524,-0.29252365122900004
ACH-000527,-0.19504682878899998
ACH-000528,-0.188237409947
ACH-000537,-0.296302004052
ACH-000541,-0.0842827891481
ACH-000542,-0.1391852702
ACH-000544,-0.144055705377
ACH-000545,-0.18285990983300002
ACH-000547,-0.389911961616
ACH-000548,-0.333671147898
ACH-000549,-0.214737122597
ACH-000550,-0.278352128757
ACH-000552,-0.046305699062199994
ACH-000556,-0.266430087545
ACH-000557,-0.20647023669
ACH-000570,-0.219022403577
ACH-000571,-0.294705671791
ACH-000573,-0.163842606848
ACH-000576,-0.0293758752644
ACH-000580,-0.221687028107
ACH-000584,-0.189843238684
ACH-000585,-0.287585603018
ACH-000588,-0.19702311256299998
ACH-000589,-0.387285531368
ACH-000591,-0.0353875805891
ACH-000593,-0.303434519811
ACH-000600,-0.23816534469300002
ACH-000601,-0.14537995848
ACH-000604,-0.323207953893
ACH-000605,-0.22352847784000002
ACH-000606,-0.348273018844
ACH-000608,-0.39294961281999996
ACH-000614,-0.06145152682030001
ACH-000616,-0.174541631368
ACH-000618,-0.0771518330075
ACH-000619,-0.131959437001
ACH-000620,-0.116545597909
ACH-000621,-0.34592046820699995
ACH-000622,-0.18448358635899997
ACH-000623,-0.27880441648000004
ACH-000624,-0.335059301399
ACH-000627,0.09774082864880002
ACH-000630,-0.32141249776
ACH-000632,-0.256430866443
ACH-000633,-0.0319046479244
ACH-000637,-0.205481119208
ACH-000638,-0.0769764912672
ACH-000646,-0.2440130086
ACH-000647,-0.11762021678300001
ACH-000648,-0.243704065839
ACH-000649,-0.18238788380399998
ACH-000651,-0.177955880371
ACH-000652,-0.22116538165
ACH-000653,-0.164470208571
ACH-000657,-0.125396320208
ACH-000658,-0.09589373304300002
ACH-000661,-0.128061514741
ACH-000662,-0.286279268999
ACH-000663,-0.20966591748799998
ACH-000665,-0.202861911833
ACH-000671,-0.289065632678
ACH-000673,-0.0968590763453
ACH-000676,-0.177043422511
ACH-000677,-0.198640911974
ACH-000681,-0.26797049477400003
ACH-000682,-0.140531497139
ACH-000683,-0.268042608919
ACH-000684,-0.35603949622500003
ACH-000688,-0.323941604813
ACH-000693,-0.129662591878
ACH-000694,-0.185038469068
ACH-000695,0.029380694935400003
ACH-000696,-0.25790933204
ACH-000697,-0.35129100069499997
ACH-000699,-0.49826702473300005
ACH-000701,-0.303950262802
ACH-000706,-0.20271326763
ACH-000711,-0.256267679862
ACH-000713,-0.363919397624
ACH-000714,-0.364263855779
ACH-000718,0.08804124664789999
ACH-000720,0.0225362143591
ACH-000721,-0.22188985194699998
ACH-000724,-0.353696742113
ACH-000725,-0.420544761306
ACH-000732,-0.14820654432900002
ACH-000734,-0.135690750957
ACH-000735,-0.23146571329799998
ACH-000736,-0.18954760859099998
ACH-000738,-0.302982710241
ACH-000746,-0.384911931624
ACH-000747,-0.186530305656
ACH-000748,-0.207564288473
ACH-000753,-0.133433558135
ACH-000756,-0.239339630029
ACH-000757,-0.200005005936
ACH-000758,-0.245380950686
ACH-000760,-0.10024782566299999
ACH-000763,-0.308597460636
ACH-000764,-0.378818607306
ACH-000765,-0.256680905488
ACH-000766,-0.35101957888199997
ACH-000767,-0.339109183414
ACH-000768,-0.1547734289
ACH-000769,-0.0520723889562
ACH-000770,-0.133791995942
ACH-000771,-0.17925199421799998
ACH-000773,-0.20075144197900002
ACH-000776,-0.249936964404
ACH-000777,-0.0827802203401
ACH-000778,-0.198675539699
ACH-000781,-0.107524907695
ACH-000782,-0.030245622149400003
ACH-000783,-0.449490139172
ACH-000784,-0.234173600093
ACH-000785,-0.135297665309
ACH-000787,-0.108961850647
ACH-000788,-0.180443328992
ACH-000791,-0.118215202294
ACH-000792,-0.279243861616
ACH-000794,-0.00786133514995
ACH-000796,-0.232607586178
ACH-000799,-0.280022874716
ACH-000800,-0.528048371121
ACH-000802,-0.18694243413199998
ACH-000804,-0.07272791848480001
ACH-000805,-0.0093127375073
ACH-000809,-0.171797394263
ACH-000810,-0.165123647047
ACH-000811,-0.127231840844
ACH-000817,-0.37793600316
ACH-000819,-0.0112245343573
ACH-000820,-0.291416149393
ACH-000821,0.035900827119699996
ACH-000822,-0.214758034632
ACH-000823,-0.12317391617000001
ACH-000824,-0.261640188239
ACH-000827,-0.10765533434699999
ACH-000829,-0.102727893017
ACH-000831,-0.410922549736
ACH-000832,-0.6000240539
ACH-000833,-0.258822316325
ACH-000834,-0.260421602401
ACH-000835,-0.269330631242
ACH-000836,-0.246029808147
ACH-000837,-0.0267708740641
ACH-000838,-0.14618785222
ACH-000839,0.0626921981167
ACH-000840,-0.312667848204
ACH-000841,-0.11681744336
ACH-000843,-0.0205890947648
ACH-000846,-0.226285670997
ACH-000847,-0.13433848800200002
ACH-000848,-0.0928525596982
ACH-000849,-0.159884745409
ACH-000851,-0.0588411749746
ACH-000855,-0.145562492834
ACH-000856,0.0299933971809
ACH-000858,-0.153126074742
ACH-000859,0.0997303869719
ACH-000861,-0.0658065527779
ACH-000862,-0.175597237066
ACH-000865,-0.163441550839
ACH-000866,-0.205418355636
ACH-000867,-0.180800418299
ACH-000869,-0.234024003257
ACH-000872,-0.45624222931100006
ACH-000873,-0.183158937107
ACH-000876,-0.144036410784
ACH-000878,-0.025385509317400003
ACH-000880,-0.45477644975299997
ACH-000881,-0.12448595562999999
ACH-000882,-0.0574932092846
ACH-000884,-0.173039484509
ACH-000885,-0.16798789180100002
ACH-000887,-0.148331360544
ACH-000888,-0.293975612671
ACH-000889,-0.37166580336099997
ACH-000890,-0.34338861766900003
ACH-000896,-0.49396053967299997
ACH-000898,-0.343277885785
ACH-000900,-0.27442124024799996
ACH-000901,-0.169066431028
ACH-000905,-0.227838489331
ACH-000906,-0.121605967096
ACH-000907,-0.463269868447
ACH-000910,-0.17718865508200002
ACH-000911,-0.20335117270999997
ACH-000912,-0.113896864769
ACH-000913,0.005433834383800001
ACH-000915,-0.23207983273699997
ACH-000916,0.11225932747400001
ACH-000917,-0.34480929600599997
ACH-000921,-0.129701799726
ACH-000924,-0.13607698665100001
ACH-000926,-0.0896132372954
ACH-000928,-0.21074160264699998
ACH-000929,-0.408666930285
ACH-000932,-0.0959908781309
ACH-000935,-0.00784575998527
ACH-000936,-0.23019195475499998
ACH-000937,-0.142186991824
ACH-000938,-0.32160455094900003
ACH-000939,0.00245660587979
ACH-000941,-0.35685002423100004
ACH-000943,-0.202200903895
ACH-000946,-0.149082645307
ACH-000947,-0.19720088860100002
ACH-000948,-0.230452160595
ACH-000950,0.0252282926992
ACH-000953,-0.30911493026299997
ACH-000957,-0.03704964548319999
ACH-000958,-0.196250990566
ACH-000960,-0.27166284545499997
ACH-000963,-0.0363020099623
ACH-000968,-0.21703562530099998
ACH-000969,-0.0830341406755
ACH-000973,-0.305586060421
ACH-000974,-0.0536048692949
ACH-000975,-0.164868881979
ACH-000976,-0.235604787196
ACH-000978,0.11958464647700001
ACH-000980,-0.252864124402
ACH-000984,-0.07742660426039999
ACH-000986,-0.143967100689
ACH-000988,-0.164120690981
ACH-000993,-0.341526947623
ACH-000994,-0.322527627845
ACH-000996,-0.498820834173
ACH-001001,-0.19124692500799997
ACH-001020,-0.653420604075
ACH-001028,-0.103993364841
