,GOLGA6L1 (283767)
ACH-000004,-0.947783969287
ACH-000007,-0.62139230813
ACH-000009,-1.05909768801
ACH-000011,-0.262545699036
ACH-000012,-0.606185906849
ACH-000013,-0.43945097823999996
ACH-000014,-0.360708322115
ACH-000015,-0.473204604682
ACH-000017,-0.251737293227
ACH-000018,-0.583029072477
ACH-000019,-0.5311058315789999
ACH-000021,-0.871816381481
ACH-000022,-0.745060954582
ACH-000025,-0.8142172995810001
ACH-000028,-0.49757238149899996
ACH-000030,-0.493142402264
ACH-000035,-0.591339451796
ACH-000036,-0.881418174983
ACH-000037,-0.10418337201
ACH-000039,-0.5622279354649999
ACH-000040,-0.466648294931
ACH-000041,-0.676288944333
ACH-000042,-0.632801687892
ACH-000045,-0.480733510754
ACH-000047,-0.655749315101
ACH-000052,-0.8224179008939999
ACH-000053,-0.6733771825210001
ACH-000054,-0.707570782805
ACH-000055,-0.663246071418
ACH-000060,-0.5994622051990001
ACH-000067,-0.63283818882
ACH-000070,-0.670790298221
ACH-000075,-0.753168597189
ACH-000078,-0.703206024286
ACH-000082,-0.337978039239
ACH-000085,-0.541435226101
ACH-000086,-0.726120638203
ACH-000087,-0.9117427241509999
ACH-000092,-0.590348372692
ACH-000095,-0.6887430149070001
ACH-000097,-0.508187614623
ACH-000098,-0.747145681957
ACH-000099,-0.5772720912899999
ACH-000108,-0.6937346951600001
ACH-000113,-0.691606219208
ACH-000115,-0.35472491629299996
ACH-000116,-0.699263180211
ACH-000118,-0.758839872966
ACH-000120,-0.69577366516
ACH-000123,-0.754247581394
ACH-000127,-0.336623043778
ACH-000128,-0.45636802503
ACH-000132,-0.821254125629
ACH-000133,-0.421169871306
ACH-000137,-0.7322618959630001
ACH-000138,-0.515201994766
ACH-000142,-0.543397176633
ACH-000143,-0.7575938889659999
ACH-000146,-0.7259100578669999
ACH-000148,-0.6292208733519999
ACH-000150,-0.306524498726
ACH-000152,-0.41903963700900004
ACH-000153,-0.895739374716
ACH-000159,-0.44286182043399996
ACH-000160,-0.8258417481820001
ACH-000163,-0.6110223241889999
ACH-000167,-0.5616566327179999
ACH-000168,-0.7232785621410001
ACH-000169,-0.847788738752
ACH-000178,-0.877547499393
ACH-000182,-0.696391202387
ACH-000183,-0.9213213118379999
ACH-000188,-0.823121762987
ACH-000189,-0.7779867739849999
ACH-000190,-0.567824735715
ACH-000198,-0.710358962247
ACH-000204,-0.612160150654
ACH-000206,-0.332326339012
ACH-000207,-0.5759050737820001
ACH-000211,-0.6759388072370001
ACH-000215,-0.5501410448690001
ACH-000221,-0.755724184564
ACH-000222,-1.0989918554
ACH-000223,-0.6082608553
ACH-000226,-0.698014720917
ACH-000227,-0.544381883601
ACH-000228,-0.587007981225
ACH-000231,-0.622896529381
ACH-000232,-0.5594516264989999
ACH-000233,-0.685338876866
ACH-000234,-0.252320126796
ACH-000235,-0.664628554747
ACH-000237,-0.532127271912
ACH-000238,-0.40179004492799997
ACH-000243,-0.95722204491
ACH-000244,-0.8081472283069999
ACH-000246,-0.61432223394
ACH-000248,-0.635757827293
ACH-000250,-0.410474888891
ACH-000251,-0.628461925981
ACH-000253,-0.748323240231
ACH-000255,-0.8989258787369999
ACH-000256,-0.490606822735
ACH-000257,-0.552198386207
ACH-000258,-0.994293458301
ACH-000259,-0.405452143916
ACH-000260,-0.416806920177
ACH-000261,-0.8658371926909999
ACH-000262,-0.7868820048019999
ACH-000263,-0.432042147854
ACH-000264,-0.39572689395099997
ACH-000265,-0.832532223837
ACH-000266,-0.908494704718
ACH-000272,-0.7854937908220001
ACH-000273,-0.760160489606
ACH-000274,-1.0222017640999999
ACH-000277,-0.0317239252995
ACH-000278,-0.45949892414899995
ACH-000279,-0.9007075209309999
ACH-000280,-0.49797667553099995
ACH-000281,-0.803268808941
ACH-000288,-0.843889959337
ACH-000291,-0.60309293731
ACH-000293,-0.175959468243
ACH-000294,-1.2676957422600001
ACH-000295,-0.876222626373
ACH-000296,-1.05013780953
ACH-000302,-0.588937364719
ACH-000304,-0.32608300225299996
ACH-000307,-0.6142158861779999
ACH-000308,-0.280385825478
ACH-000310,-0.560141711399
ACH-000311,-0.664281413912
ACH-000312,-0.653366682011
ACH-000315,-0.7259038701639999
ACH-000316,-0.521813344751
ACH-000317,-0.993009537317
ACH-000318,-0.62616235078
ACH-000319,-0.7564403989849999
ACH-000320,-0.5928896542000001
ACH-000322,-0.266777527852
ACH-000323,-0.512245856274
ACH-000324,-0.665865712555
ACH-000329,-0.485655202054
ACH-000330,-0.188169026868
ACH-000331,-0.798727478547
ACH-000332,-0.604205505489
ACH-000334,-0.92956688941
ACH-000335,-0.783727927957
ACH-000336,-0.650991543729
ACH-000337,-0.407710907072
ACH-000339,-0.51429724181
ACH-000341,-0.402862009965
ACH-000348,-0.512888221781
ACH-000350,-0.816714685845
ACH-000352,-0.6660461097779999
ACH-000356,-0.338685747967
ACH-000361,-0.49206483656000005
ACH-000362,-0.8077508861
ACH-000363,-0.355806355814
ACH-000364,-0.623815595501
ACH-000365,-0.62315842599
ACH-000366,-0.5212247574009999
ACH-000368,-0.801917946336
ACH-000374,-0.804649131393
ACH-000375,-0.7626751462360001
ACH-000376,-0.826576459874
ACH-000381,-0.7502332914100001
ACH-000383,-0.7986185841879999
ACH-000387,-0.857508657843
ACH-000389,-0.7282654156820001
ACH-000390,-0.47896060886299996
ACH-000393,-0.710767299939
ACH-000395,-0.778532950614
ACH-000397,-0.351753055727
ACH-000401,-0.573690607641
ACH-000402,-0.42236193331200006
ACH-000403,-0.960082946681
ACH-000404,-0.555346479426
ACH-000406,-0.645213958483
ACH-000407,-0.629054988993
ACH-000408,-0.530406119907
ACH-000410,-0.7872546811560001
ACH-000411,-0.5807902136909999
ACH-000414,-0.626896572493
ACH-000415,-0.459777804753
ACH-000416,-0.6071314762250001
ACH-000420,-0.8251699301890001
ACH-000421,-0.8273390631
ACH-000424,-0.8614310144299999
ACH-000425,-0.6636275209120001
ACH-000426,-1.2030806236799998
ACH-000427,-0.7864522507709999
ACH-000433,-0.688621547532
ACH-000436,-0.855771903169
ACH-000444,-0.838178072215
ACH-000445,-0.663548927208
ACH-000448,-0.543412463454
ACH-000450,-0.809232156576
ACH-000452,-0.562154024304
ACH-000454,-0.662334763629
ACH-000458,-0.768801723373
ACH-000459,-0.80148002133
ACH-000460,-0.8690686118100001
ACH-000461,-0.75010881322
ACH-000463,-0.8126749186810001
ACH-000464,-0.6374500381620001
ACH-000466,-0.874903117589
ACH-000467,-0.680822386621
ACH-000468,-1.1420907607600002
ACH-000469,-0.7052740315389999
ACH-000470,-1.0806755398
ACH-000471,-0.502283193646
ACH-000472,-0.563029357999
ACH-000473,-0.788405056992
ACH-000475,-0.352128957152
ACH-000476,-0.5052907975500001
ACH-000477,-0.510826165981
ACH-000480,-0.723708198093
ACH-000481,-0.8801505799410001
ACH-000483,-0.839786832087
ACH-000484,-0.37882744632
ACH-000485,-0.896705723365
ACH-000486,-0.593064868461
ACH-000487,-0.6921635039899999
ACH-000488,-0.813414286481
ACH-000490,-0.829764744299
ACH-000491,-0.610792726016
ACH-000495,-0.892777801223
ACH-000496,-0.810704658664
ACH-000499,-1.01411086924
ACH-000500,-0.6243209927160001
ACH-000502,-0.727034094358
ACH-000503,-1.0813766274299998
ACH-000505,-0.722742592623
ACH-000507,-0.714790244069
ACH-000510,-0.549080156217
ACH-000511,-0.834294254746
ACH-000512,-1.038539909
ACH-000516,-0.39660136893700004
ACH-000517,-0.7075105191869999
ACH-000518,-0.722825771955
ACH-000520,-0.9316547789640001
ACH-000521,-0.695095731237
ACH-000522,-0.846901933734
ACH-000524,-0.473091130816
ACH-000527,-0.578788518571
ACH-000528,-0.650079452027
ACH-000537,-0.742288204886
ACH-000541,-0.7111824082800001
ACH-000542,-0.8982749717090001
ACH-000544,-0.597003197108
ACH-000545,-0.7465555202699999
ACH-000547,-0.9115667492120001
ACH-000548,-0.516106647817
ACH-000549,-0.5150597923219999
ACH-000550,-0.7891943948960001
ACH-000552,-0.719891105217
ACH-000556,-0.572721809369
ACH-000557,-0.478953619077
ACH-000570,-0.899290912252
ACH-000571,-0.592283204569
ACH-000573,-1.151046458
ACH-000576,-0.6161725626860001
ACH-000580,-0.839501409614
ACH-000584,-0.640636384045
ACH-000585,-0.715819899001
ACH-000588,-0.7905393350450001
ACH-000589,-0.497596946645
ACH-000591,-0.80668366434
ACH-000593,-0.7890522604279999
ACH-000600,-0.729919182122
ACH-000601,-0.687471281395
ACH-000604,-1.22807978046
ACH-000605,-0.7628611747830001
ACH-000606,-0.665155161139
ACH-000608,-0.847940072799
ACH-000614,-0.8973309155660001
ACH-000616,-0.579111802948
ACH-000618,-0.455471411664
ACH-000619,-0.734986790909
ACH-000620,-0.7217382749979999
ACH-000621,-0.5894914335270001
ACH-000622,-0.309043875081
ACH-000623,-0.7475490907410001
ACH-000624,-0.6976860272040001
ACH-000627,-0.366694085349
ACH-000630,-0.853639607963
ACH-000632,-0.8720877846089999
ACH-000633,-0.301999296776
ACH-000637,-0.42985265563
ACH-000638,-0.6648722460459999
ACH-000646,-0.7414864848980001
ACH-000647,-0.7722639627
ACH-000648,-0.6775405785840001
ACH-000649,-0.859728724736
ACH-000651,-0.775084189711
ACH-000652,-0.701176297801
