,PIGY (84992)
ACH-000376,-0.120317954102
ACH-000381,-0.18872858050799998
ACH-000383,-0.115627169258
ACH-000387,-0.256550766038
ACH-000389,-0.273620200962
ACH-000390,-0.170354071371
ACH-000393,-0.10158389453
ACH-000395,-0.245127454776
ACH-000397,-0.165655133879
ACH-000401,-0.0861145844244
ACH-000402,-0.144926787402
ACH-000403,-0.15997956031500002
ACH-000404,0.28326588401700004
ACH-000406,-0.09012890715369999
ACH-000407,-0.177415612024
ACH-000408,-0.31525887630800004
ACH-000410,-0.393920117905
ACH-000411,-0.352006717582
ACH-000414,-0.210427439681
ACH-000415,-0.250503615539
ACH-000416,-0.141658108544
ACH-000420,-0.11575268445800001
ACH-000421,-0.228711330356
ACH-000424,0.0806166674513
ACH-000425,-0.328174241263
ACH-000426,0.08997149740900001
ACH-000427,-0.17553398033300002
ACH-000433,-0.227453804484
ACH-000436,-0.034481906266800005
ACH-000444,-0.16704047426
ACH-000445,-0.606269792081
ACH-000448,-0.26493695178800003
ACH-000450,-0.26347607949499996
ACH-000452,-0.0826697706689
ACH-000454,-0.0772673542193
ACH-000458,-0.157197278549
ACH-000459,0.12470194209100001
ACH-000460,-0.0850063285664
ACH-000461,-0.215413883873
ACH-000463,-0.307719738999
ACH-000464,0.034682569244599996
ACH-000466,-0.43316991906400004
ACH-000467,-0.317483080922
ACH-000468,-0.30922654118
ACH-000469,-0.0388280356283
ACH-000470,-0.18192360673
ACH-000471,-0.277564823751
ACH-000472,-0.0605497992959
ACH-000473,-0.559047326127
ACH-000475,-0.228698901859
ACH-000476,-0.285823941767
ACH-000477,0.014186633931599999
ACH-000480,-0.0824857109816
ACH-000481,0.010872201527499998
ACH-000483,-0.417485452759
ACH-000484,-0.14910166307800002
ACH-000485,-0.13141829077199998
ACH-000486,-0.182925795497
ACH-000487,-0.11412895628799999
ACH-000488,-0.10938167994999999
ACH-000490,-0.5530917005629999
ACH-000491,-0.132760830516
ACH-000495,-0.223910435612
ACH-000496,-0.146728483257
ACH-000499,-0.0755221563469
ACH-000500,-0.0154093205981
ACH-000502,-0.166538189586
ACH-000503,-0.18535309973
ACH-000505,0.00344534644967
ACH-000507,-0.18492083951699997
ACH-000510,-0.314663243486
ACH-000511,-0.0328979735782
ACH-000512,-0.0280783945286
ACH-000516,-0.17573401579
ACH-000517,-0.177451338797
ACH-000518,-0.0204709625176
ACH-000520,-0.06740438272890001
ACH-000521,-0.125595787154
ACH-000522,-0.41315510413199996
ACH-000524,-0.125751808067
ACH-000527,-0.252114047148
ACH-000528,-0.23344299709600003
ACH-000537,-0.309016320526
ACH-000541,-0.428748320614
ACH-000542,-0.19890148087499998
ACH-000544,0.0581806345438
ACH-000545,-0.329439754302
ACH-000547,-0.488548886671
ACH-000548,-0.160832704182
ACH-000549,-0.106670943226
ACH-000550,-0.0861055153469
ACH-000552,-0.287153665944
ACH-000556,-0.22323275415
ACH-000557,-0.136199224731
ACH-000570,-0.358310141109
ACH-000571,-0.10712933466
ACH-000573,-0.30886778388
ACH-000576,-0.050263190478099996
ACH-000580,-0.303254783624
ACH-000584,-0.0759689514031
ACH-000585,-0.0749564326445
ACH-000588,-0.056688842791099994
ACH-000589,-0.158650794691
ACH-000591,-0.251020134195
ACH-000593,-0.424074026338
ACH-000600,-0.246283274925
ACH-000601,-0.188530382402
ACH-000604,-0.183502324581
ACH-000605,-0.0497767340884
ACH-000606,-0.261027902753
ACH-000608,-0.128499082064
ACH-000614,-0.1628526149
ACH-000616,-0.26162554146899997
ACH-000618,-0.15873409089999999
ACH-000619,-0.303413334742
ACH-000620,-0.368645202619
ACH-000621,-0.17506663534000003
ACH-000622,-0.112910860503
ACH-000623,-0.24223820442400001
ACH-000624,-0.19975438594099998
ACH-000627,-0.175150945672
ACH-000630,-0.300506982604
ACH-000632,-0.09279729012
ACH-000633,-0.082824379918
ACH-000637,-0.239835454226
ACH-000638,-0.274780859178
ACH-000646,-0.590284119525
ACH-000647,-0.140595030277
ACH-000648,-0.18252538822099998
ACH-000649,-0.220367479614
ACH-000651,-0.11200108960300001
ACH-000652,0.0967690128146
ACH-000653,-0.07425772179710001
ACH-000657,-0.21743982015399999
ACH-000658,-0.0777505486536
ACH-000661,-0.22863967024999998
ACH-000662,-0.112803859827
ACH-000663,0.10777332233100001
ACH-000665,-0.397885873466
ACH-000671,-0.564192224218
ACH-000673,-0.32771069930700003
ACH-000676,-0.0749095414514
ACH-000677,-0.23646665084399998
ACH-000681,-0.328386684536
ACH-000682,-0.202047991611
ACH-000683,-0.13253128698
ACH-000684,-0.148108222721
ACH-000688,-0.210344985053
ACH-000693,-0.313759866666
ACH-000694,-0.194800702657
ACH-000695,-0.317333378417
ACH-000696,-0.346937360549
ACH-000697,0.018592370698799997
ACH-000699,-0.17262680390700003
ACH-000701,-0.374911601308
ACH-000706,-0.150473443849
ACH-000711,-0.220233065244
ACH-000713,-0.32616169237799997
ACH-000714,-0.0935054069116
ACH-000718,-0.148089738664
ACH-000720,-0.144587888523
ACH-000721,-0.12470774889399999
ACH-000724,0.111182739111
ACH-000725,-0.215662827076
ACH-000732,-0.0488350768487
ACH-000734,-0.37362622200400003
ACH-000735,-0.232004984982
ACH-000736,0.138348389762
ACH-000738,-0.232893413813
ACH-000746,-0.0691695480574
ACH-000747,-0.273117908259
ACH-000748,-0.07880896654889999
ACH-000753,-0.09001677485710001
ACH-000756,-0.336143851163
ACH-000757,0.0634804451594
ACH-000758,-0.0341319093011
ACH-000760,-0.161425415085
ACH-000763,-0.153389598985
ACH-000764,-0.329641540636
ACH-000765,-0.144734766343
ACH-000766,-0.228766412161
ACH-000767,-0.16554447819
ACH-000768,-0.23020218671
ACH-000769,-0.164911325704
ACH-000770,-0.227034577254
ACH-000771,-0.243385243959
ACH-000773,-0.16058761011800002
ACH-000776,0.164023402747
ACH-000777,-0.347401066649
ACH-000778,-0.09147118860310001
ACH-000781,-0.28939754616999996
ACH-000782,0.014278915161899998
ACH-000783,-0.31025941174000005
ACH-000784,0.049491974593799996
ACH-000785,-0.30110473934500004
ACH-000787,-0.314965581891
ACH-000788,-0.280753099352
ACH-000791,-0.184972391112
ACH-000792,-0.28553888996800003
ACH-000794,-0.545226283433
ACH-000796,-0.262588126382
ACH-000799,-0.450220336481
ACH-000800,-0.241738441981
ACH-000802,-0.0157706492478
ACH-000804,-0.16857768798099998
ACH-000805,0.0332080761787
ACH-000809,-0.044239657460400005
ACH-000810,-0.277994689901
ACH-000811,-0.123249999558
ACH-000817,-0.396691449256
ACH-000819,-0.117954349576
ACH-000820,-0.39924749521499997
ACH-000821,-0.13981663287
ACH-000822,-0.037114931964500004
ACH-000823,-0.671743162389
ACH-000824,-0.139380746822
ACH-000827,-0.0832276830185
ACH-000829,-0.0813878748423
ACH-000831,-0.15602777648900001
ACH-000832,-0.31167482078200004
ACH-000833,-0.47334737586000003
ACH-000834,-0.211268854523
ACH-000835,-0.13005860674
ACH-000836,-0.38088640913800004
ACH-000837,-0.0968100912485
ACH-000838,-0.0964658864944
ACH-000839,-0.394452062785
ACH-000840,-0.529896884432
ACH-000841,-0.0682736189042
ACH-000843,0.037605176558400004
ACH-000846,-0.187893784241
ACH-000847,-0.17504888423300002
ACH-000848,-0.267066568777
ACH-000849,-0.173478589469
ACH-000851,-0.301968132781
ACH-000855,-0.133769371916
ACH-000856,-0.24185866957899999
ACH-000858,-0.0606022158853
ACH-000859,-0.24593822718000002
ACH-000861,-0.143002583075
ACH-000862,-0.263930676958
ACH-000865,0.0968541339597
ACH-000866,-0.223101652643
ACH-000867,-0.21957268228799998
ACH-000869,-0.118529765411
ACH-000872,-0.331977446312
ACH-000873,-0.15566041357899998
ACH-000876,-0.156134061983
ACH-000878,-0.542666547113
ACH-000880,-0.284180497195
ACH-000881,-0.08688728735469999
ACH-000882,-0.0970793013951
ACH-000884,-0.278147728883
ACH-000885,-0.502598335503
ACH-000887,-0.187074792636
ACH-000888,-0.375637089104
ACH-000889,-0.006853912121369999
ACH-000890,-0.184798159681
ACH-000896,-0.228464884246
ACH-000898,-0.037953644413900006
ACH-000900,-0.254890811428
ACH-000901,-0.148656538433
ACH-000905,-0.13240098223400001
ACH-000906,-0.38677775943099996
ACH-000907,-0.327434072773
ACH-000910,-0.375346761827
ACH-000911,-0.391536681331
ACH-000912,-0.140736454394
ACH-000913,-0.103836165067
ACH-000915,-0.0804440425529
ACH-000916,-0.304692834209
ACH-000917,-0.06021221118290001
ACH-000921,-0.251238623808
ACH-000924,-0.196448557919
ACH-000926,-0.09833550794960001
ACH-000928,-0.117923339181
ACH-000929,-0.36276697317699996
ACH-000932,-0.142855610241
ACH-000935,-0.490699731363
ACH-000936,-0.0681996350907
ACH-000937,-0.218780447607
ACH-000938,-0.192210968088
ACH-000939,-0.198333303412
ACH-000941,-0.209391871974
ACH-000943,-0.153188403685
ACH-000946,-0.187739346527
ACH-000947,-0.174300867538
ACH-000948,-0.242094816792
ACH-000950,-0.19469739748599998
ACH-000953,-0.12051873915200001
ACH-000957,-0.144839472494
ACH-000958,-0.060796711993000005
ACH-000960,-0.124369757338
ACH-000963,-0.552838513737
ACH-000968,0.00563759414862
ACH-000969,-0.401522365901
ACH-000973,-0.176207224278
ACH-000974,-0.275759027718
ACH-000975,-0.17950198186900002
ACH-000976,-0.0370972228186
ACH-000978,-0.305488405419
ACH-000980,-0.18477295058600002
ACH-000984,-0.217950090055
ACH-000986,-0.28998217777199997
ACH-000988,-0.21182179743700003
ACH-000993,0.0428224730992
ACH-000994,-0.0524861504983
ACH-000996,-0.387882106284
ACH-001001,-0.120618048444
ACH-001020,0.140222422166
ACH-001028,-0.131522728142
ACH-001031,-0.259693948099
ACH-001038,-0.32709305209899997
ACH-001048,-0.0934646290048
ACH-001050,-0.0802976556729
ACH-001053,-0.42943333154799995
ACH-001054,-0.450896345436
ACH-001061,-0.194410978134
ACH-001067,-0.15415246722
ACH-001075,-0.475484631883
ACH-001096,-0.297935186342
ACH-001128,-0.245950806054
ACH-001134,0.180389028683
ACH-001151,-0.321474154044
ACH-001163,-0.115513791349
ACH-001164,-0.109486445975
ACH-001173,-0.22647844535
ACH-001183,-0.460606051911
ACH-001184,-0.27909921197299997
ACH-001190,-0.5267928127
ACH-001192,-0.174070430695
ACH-001193,0.27331573016800004
ACH-001196,-0.45494576092699995
ACH-001197,-0.136216576338
ACH-001205,-0.348781779987
ACH-001211,-0.511167965391
ACH-001212,0.0837349547853
ACH-001228,-0.0601544493146
ACH-001232,-0.261227770392
ACH-001239,-0.160459310917
ACH-001274,-0.28179196854899996
ACH-001275,-0.39180963451899997
ACH-001277,-0.124753410757
ACH-001278,-0.286496068247
ACH-001280,-0.267885519494
ACH-001283,0.000669443110383
ACH-001289,-0.31179174229
ACH-001295,-0.11236790701400001
ACH-001300,-0.08084631288289999
ACH-001301,-0.16894556876400002
ACH-001302,-0.29891715003
ACH-001303,-0.21172684085299998
ACH-001306,-0.20750201515900002
ACH-001318,-0.346633639018
ACH-001322,-0.5586356457289999
ACH-001328,-0.219111420227
ACH-001332,-0.0591941562474
ACH-001333,-0.150553286009
ACH-001336,-0.17013367644000002
ACH-001340,-0.263259283524
ACH-001346,-0.24379378855300002
ACH-001353,-0.0888349716956
ACH-001354,-0.442764597323
ACH-001367,-0.36455929500600004
ACH-001368,-0.09825284732589999
ACH-001374,-0.43206852827799996
ACH-001375,-0.485400102239
ACH-001377,-0.15193187445
ACH-001380,-0.277508459333
ACH-001391,-0.26803768920800003
ACH-001407,-0.102262056807
ACH-001408,-0.17773049767000001
ACH-001413,-0.11884240064099999
ACH-001430,-0.413442551999
ACH-001431,0.00269895152994
ACH-001450,-0.16757046861
ACH-001496,-0.210816086287
ACH-001500,-0.39574286701899997
ACH-001521,-0.0754708663803
ACH-001523,-0.157744406952
ACH-001532,-0.179848130572
ACH-001536,-0.422690667236
ACH-001550,-0.323640993764
ACH-001552,-0.09074769607750001
ACH-001554,-0.104789504198
ACH-001645,-0.112153063791
ACH-001654,-0.16178384842399998
ACH-001715,-0.312104820862
ACH-001735,-0.112284935264
ACH-001736,-0.021322370242
ACH-001737,-0.375488714545
ACH-001740,-0.12897639692500001
ACH-001745,-0.259030818348
ACH-001750,-0.19957593791099998
ACH-001765,-0.157183795166
ACH-001956,-0.12680648854499998
ACH-001957,-0.332598096003
