,SH3GL2 (6456)
ACH-000004,-0.118136071388
ACH-000007,0.393425168483
ACH-000009,0.10570722051300001
ACH-000011,0.0586610041352
ACH-000012,0.129459175417
ACH-000013,0.104414455748
ACH-000014,0.0101078205975
ACH-000015,0.140841069869
ACH-000017,-0.06120049484759999
ACH-000018,0.153837342835
ACH-000019,0.225572442953
ACH-000021,0.0249911554003
ACH-000022,-0.0110800722845
ACH-000025,0.12046766504699999
ACH-000028,0.0978392970795
ACH-000030,0.051879772344699995
ACH-000035,0.142497734224
ACH-000036,0.09642420874289999
ACH-000037,0.0832609785669
ACH-000039,0.179153998613
ACH-000040,0.0490421021978
ACH-000041,0.0962487809738
ACH-000042,0.0659118294657
ACH-000045,0.100287471022
ACH-000047,0.121309513148
ACH-000052,0.201069186809
ACH-000053,0.036669307191
ACH-000054,0.182417959481
ACH-000055,-0.103489644677
ACH-000060,0.10729372378699999
ACH-000067,0.164377060604
ACH-000070,-0.11096867209200001
ACH-000075,0.239040006241
ACH-000078,0.0066322344749399995
ACH-000082,0.0548607616775
ACH-000085,0.390183484343
ACH-000086,0.0614330860511
ACH-000087,0.221501669306
ACH-000092,0.0260625857677
ACH-000095,0.039433726367599994
ACH-000097,0.164011706579
ACH-000098,0.194960418398
ACH-000099,0.0489058686653
ACH-000108,0.23504971483000003
ACH-000113,0.23535716473499999
ACH-000115,0.214657685905
ACH-000116,0.22671308843199997
ACH-000118,0.12795623207
ACH-000120,0.08004083831389999
ACH-000123,0.023873047763299998
ACH-000127,-0.00138985984685
ACH-000128,-0.230789809124
ACH-000132,0.0122227849575
ACH-000133,0.18043354809099998
ACH-000137,-0.0655219921339
ACH-000138,-0.141577379136
ACH-000142,0.11276185881300001
ACH-000143,0.00818913284021
ACH-000146,0.0017884654550799999
ACH-000148,-0.036417768098499996
ACH-000150,0.0108659085164
ACH-000152,-0.014794158125599999
ACH-000153,0.15086415520500002
ACH-000159,-0.12270251409399999
ACH-000160,-0.0696901001477
ACH-000163,-0.0451101715063
ACH-000167,-0.283290609632
ACH-000168,0.0648265507016
ACH-000169,0.0493114757097
ACH-000178,0.112914014923
ACH-000182,-0.00574741212695
ACH-000183,-0.0462993897535
ACH-000188,0.08226183863560001
ACH-000189,0.009863246913610001
ACH-000190,-0.058376044105599996
ACH-000198,0.0745901072279
ACH-000204,-0.10807570649499999
ACH-000206,-0.08046996300260001
ACH-000207,0.028799548931
ACH-000211,0.169417712707
ACH-000215,0.0058103093160799995
ACH-000221,0.017630352416
ACH-000222,-0.180870594694
ACH-000223,0.0346795100988
ACH-000226,0.08496204342569999
ACH-000227,-0.226987286118
ACH-000228,0.138610417877
ACH-000231,0.05983910718669999
ACH-000232,0.120056044254
ACH-000233,0.12842220989
ACH-000234,-0.0644231982396
ACH-000235,0.0577949574266
ACH-000237,-0.00018326818111099997
ACH-000238,0.138512539284
ACH-000243,-0.118599087799
ACH-000244,0.0412004651787
ACH-000246,-0.033998423555400004
ACH-000248,0.16503571147600002
ACH-000250,0.108427844607
ACH-000251,0.285228471291
ACH-000253,0.0229981732075
ACH-000255,0.00282130827045
ACH-000256,-0.136357295706
ACH-000257,0.029886780517099996
ACH-000258,0.154486077612
ACH-000259,0.0482520811073
ACH-000260,0.020277850963400002
ACH-000261,0.150438614692
ACH-000262,0.192507859376
ACH-000263,0.48376362643299997
ACH-000264,0.0928245393569
ACH-000265,-0.150312400411
ACH-000266,0.0928408019944
ACH-000272,0.047510057209
ACH-000273,0.123812704793
ACH-000274,0.117737543614
ACH-000277,0.218443709791
ACH-000278,0.08635021839670001
ACH-000279,-0.0398182872429
ACH-000280,0.120450351772
ACH-000281,-0.0241949172299
ACH-000288,0.052290386279499994
ACH-000291,-0.0301500151718
ACH-000293,0.10297111908600001
ACH-000294,0.204777437638
ACH-000295,0.10225239597899999
ACH-000296,0.129747802676
ACH-000302,0.162025350381
ACH-000304,0.167409640336
ACH-000307,0.09764939886639999
ACH-000308,-0.046787483756999995
ACH-000310,0.0667732702432
ACH-000311,-0.0047800861308900005
ACH-000312,-0.0045920831068
ACH-000315,0.262470670183
ACH-000316,-0.22182729092300002
ACH-000317,0.0263901651517
ACH-000318,0.0349254099356
ACH-000319,0.115295222407
ACH-000320,0.25829468516
ACH-000322,0.135732083311
ACH-000323,0.041312548475
ACH-000324,0.009415952005190001
ACH-000329,-0.20153861374600002
ACH-000330,-0.06721394505219999
ACH-000331,0.0739495077483
ACH-000332,0.0638319449368
ACH-000334,-0.0576834209959
ACH-000335,-0.102385057228
ACH-000336,-0.157529784656
ACH-000337,0.117068980007
ACH-000339,0.0639325620951
ACH-000341,0.08479081109549999
ACH-000348,-0.0573525594334
ACH-000350,0.327727500271
ACH-000352,0.0130012962906
ACH-000356,0.00837175823537
ACH-000361,-0.217131055696
ACH-000362,-0.11695837544900001
ACH-000363,0.027987750271799998
ACH-000364,0.13368276306
ACH-000365,0.128467281133
ACH-000366,-0.00150055930158
ACH-000368,0.108398741285
ACH-000374,-0.0266990631347
ACH-000375,0.0658427640575
ACH-000376,0.161180496272
ACH-000381,0.143530319773
ACH-000383,0.0364506478239
ACH-000387,0.17592141637400002
ACH-000389,0.14307961905400002
ACH-000390,0.046321114123
ACH-000393,-0.145041283891
ACH-000395,0.00452162093006
ACH-000397,-0.0626369285942
ACH-000401,-0.13690175851800002
ACH-000402,0.0737079562653
ACH-000403,0.129106563256
ACH-000404,-0.0285078033346
ACH-000406,0.0144309134369
ACH-000407,0.00843183826586
ACH-000408,-0.156657308811
ACH-000410,0.0862722780406
ACH-000411,0.103253215081
ACH-000414,0.150511696911
ACH-000415,0.0499112318231
ACH-000416,0.09747071701
ACH-000420,0.0755954047221
ACH-000421,0.167807953192
ACH-000424,-8.50552466887e-05
ACH-000425,0.0062275175645
ACH-000426,0.220390340698
ACH-000427,-0.0787788800405
ACH-000433,0.033153613284900005
ACH-000436,0.0009754595793600001
ACH-000444,-0.0278521166469
ACH-000445,0.0855810614257
ACH-000448,-0.11882127460200001
ACH-000450,-0.0455350491459
