,DPAGT1 (1798)
ACH-000792,-2.10462086424
ACH-000794,-1.78125337354
ACH-000796,-1.82839465742
ACH-000799,-1.2771125314799998
ACH-000800,-2.1322576615099997
ACH-000802,-1.8294747541900003
ACH-000804,-2.4096547898700003
ACH-000805,-1.61279770057
ACH-000809,-1.6846678251499998
ACH-000810,-2.24665423305
ACH-000811,-2.22852144493
ACH-000817,-1.89433232643
ACH-000819,-1.64788827861
ACH-000820,-1.8806987139900002
ACH-000821,-1.2994787140000001
ACH-000822,-1.94459343123
ACH-000823,-1.88761981774
ACH-000824,-2.35465022979
ACH-000827,-1.84691429127
ACH-000829,-1.7358046041599997
ACH-000831,-1.7251482513599998
ACH-000832,-1.55429047147
ACH-000833,-1.88080536497
ACH-000834,-1.83987994621
ACH-000835,-1.50543850962
ACH-000836,-2.01227921346
ACH-000837,-1.8578764190700001
ACH-000838,-1.9774932551900002
ACH-000839,-1.6906181227500001
ACH-000840,-1.51458935558
ACH-000841,-2.08193027417
ACH-000843,-1.8782047491299998
ACH-000846,-1.7016568612399998
ACH-000847,-1.71980540589
ACH-000848,-1.8280799476299998
ACH-000849,-1.9439280293999999
ACH-000851,-1.33806356008
ACH-000855,-2.23374633626
ACH-000856,-1.85798629006
ACH-000858,-1.7250364378799998
ACH-000859,-1.6190479929600001
ACH-000861,-2.1083120593099998
ACH-000862,-1.9935092162299999
ACH-000865,-2.04142379328
ACH-000866,-1.76500652029
ACH-000867,-1.6179771929
ACH-000869,-1.5503085268
ACH-000872,-1.94989742336
ACH-000873,-1.7310089201099998
ACH-000876,-1.16194664555
ACH-000878,-2.0498517108099996
ACH-000880,-1.9292939672299998
ACH-000881,-2.08125267545
ACH-000882,-1.8384338141999998
ACH-000884,-1.86142603779
ACH-000885,-1.55692268322
ACH-000887,-1.68054836538
ACH-000888,-1.7732209323599997
ACH-000889,-1.87041668115
ACH-000890,-1.81274533631
ACH-000896,-2.02774464866
ACH-000898,-1.1938033103799999
ACH-000900,-1.5046867510799997
ACH-000901,-2.12633572808
ACH-000905,-1.62381285641
ACH-000906,-1.7305327883400001
ACH-000907,-1.7220775085099997
ACH-000910,-1.5503758456299999
ACH-000911,-1.75352894074
ACH-000912,-1.7297925039900002
ACH-000913,-1.6292842219299999
ACH-000915,-1.67283889868
ACH-000916,-0.744144077861
ACH-000917,-1.89659139115
ACH-000921,-1.5658978914200001
ACH-000924,-1.57252704459
ACH-000926,-1.8704696547
ACH-000928,-1.70623939479
ACH-000929,-2.13631234561
ACH-000932,-1.85873793447
ACH-000935,-1.8245252529099998
ACH-000936,-1.7001794102
ACH-000937,-2.34462466169
ACH-000938,-2.08383108819
ACH-000939,-2.42603590627
ACH-000941,-2.06677343692
ACH-000943,-1.95721843854
ACH-000946,-1.76132906773
ACH-000947,-1.84889205408
ACH-000948,-1.9179632498299999
ACH-000950,-2.14040684007
ACH-000953,-2.13458728537
ACH-000957,-1.90109664308
ACH-000958,-1.78634515387
ACH-000960,-2.31701347629
ACH-000963,-1.08690398369
ACH-000968,-2.1923353628999998
ACH-000969,-1.45196460072
ACH-000973,-1.7528703611200003
ACH-000974,-1.8707224033400003
ACH-000975,-1.4545187532799997
ACH-000976,-1.79615893931
ACH-000978,-2.01792827911
ACH-000980,-1.6132140063799998
ACH-000984,-1.85134549437
ACH-000986,-1.6467777509700001
ACH-000988,-2.47806296335
ACH-000993,-1.9563771913499999
ACH-000994,-1.92584222442
ACH-000996,-1.58350368055
ACH-001001,-1.86812025667
ACH-001020,-1.47451407352
ACH-001028,-1.75590074292
ACH-001031,-1.91951683373
ACH-001038,-1.67777037287
ACH-001048,-1.8640547773700002
ACH-001050,-1.6913433386399999
ACH-001053,-1.67957894819
ACH-001054,-1.72944584286
ACH-001061,-1.8905645260599997
ACH-001067,-1.5049056681900002
ACH-001075,-1.79439721188
ACH-001096,-1.8984007182499998
ACH-001128,-2.02435475385
ACH-001134,-1.2803862245
ACH-001151,-1.9674701120200002
ACH-001163,-1.6341687073299997
ACH-001164,-1.90128672708
ACH-001173,-1.7555675205
ACH-001183,-1.8802080885499999
ACH-001184,-1.76855748563
ACH-001190,-1.62747610253
ACH-001192,-1.8324217128599998
ACH-001193,-2.2164133059299997
ACH-001196,-1.9934962073900002
ACH-001197,-1.76283478205
ACH-001205,-1.87067687105
ACH-001211,-1.6184712712600002
ACH-001212,-1.92236278868
ACH-001228,-2.1916599894099997
ACH-001232,-1.9880894310900004
ACH-001239,-1.87075673805
ACH-001274,-1.88481626653
ACH-001275,-1.7048214431600002
ACH-001277,-1.9276065610900002
ACH-001278,-1.8591048813599997
ACH-001280,-1.00076135373
ACH-001283,-2.19274891302
ACH-001289,-1.8395618498299997
ACH-001295,-1.86855010063
ACH-001300,-1.9106168865200002
ACH-001301,-1.7254401352000002
ACH-001302,-1.47128451055
ACH-001303,-2.04180190368
ACH-001306,-1.5913051228200001
ACH-001318,-1.9284998791599999
ACH-001322,-1.4190114254600001
ACH-001328,-1.79460232474
ACH-001332,-1.62748491176
ACH-001333,-1.73747941995
ACH-001336,-1.70603916183
ACH-001340,-1.9396740792700002
ACH-001346,-1.9134194159400002
ACH-001353,-1.95361578599
ACH-001354,-1.68670132078
ACH-001367,-1.5036220719600002
ACH-001368,-1.79135678222
ACH-001374,-2.0856929598
ACH-001375,-1.6104159283000001
ACH-001377,-2.011515282
ACH-001380,-1.5619393883500001
ACH-001391,-1.6698458645299998
ACH-001407,-1.8265648804900003
ACH-001408,-2.1885608191
ACH-001413,-1.32759725816
ACH-001430,-1.8947098779799998
ACH-001431,-2.2750753541
ACH-001450,-2.05440772634
ACH-001496,-1.8128526950400001
ACH-001500,-1.55966455049
ACH-001521,-3.32660791152
ACH-001523,-2.0041550779
ACH-001532,-1.6650784797
ACH-001536,-1.6911962773
ACH-001550,-2.27945754017
ACH-001552,-2.0368120855400003
ACH-001554,-2.13063455282
ACH-001645,-1.74775876765
ACH-001654,-1.92527234785
ACH-001715,-1.6061599846
ACH-001735,-1.87270958538
ACH-001736,-2.0503927514
ACH-001737,-2.26791405088
ACH-001740,-1.8595093920299999
ACH-001745,-1.67142830982
ACH-001750,-1.62250401347
ACH-001765,-1.7861964093
ACH-001956,-2.00559286826
ACH-001957,-1.77788734783
