,DPAGT1 (1798)
ACH-000004,-1.35065117114
ACH-000007,-1.64380338611
ACH-000009,-1.62891363514
ACH-000011,-2.344843729
ACH-000012,-1.5107749258399998
ACH-000013,-2.18529530229
ACH-000014,-2.0755151056
ACH-000015,-1.857324824
ACH-000017,-1.5386302154
ACH-000018,-1.6706160199899998
ACH-000019,-0.8328166549930001
ACH-000021,-0.898760680969
ACH-000022,-1.7528297064099998
ACH-000025,-1.74368030623
ACH-000028,-1.8494216780700001
ACH-000030,-1.9515468689900002
ACH-000035,-1.61545401954
ACH-000036,-1.7097916651499998
ACH-000037,-1.47695467373
ACH-000039,-2.29051363839
ACH-000040,-1.37940113535
ACH-000041,-1.9909639493
ACH-000042,-2.13523789855
ACH-000045,-2.02650263976
ACH-000047,-1.9590371613099997
ACH-000052,-1.52851824152
ACH-000053,-1.7284762679499999
ACH-000054,-1.6907604196700001
ACH-000055,-1.5645315007
ACH-000060,-1.723011377
ACH-000067,-1.6404675419699999
ACH-000070,-1.8142610356599997
ACH-000075,-2.02209094627
ACH-000078,-1.89278984995
ACH-000082,-1.5915849827200002
ACH-000085,-1.6296224770299998
ACH-000086,-1.3710961418799998
ACH-000087,-1.50107684875
ACH-000092,-1.7701071857599997
ACH-000095,-1.69948146968
ACH-000097,-1.85643572777
ACH-000098,-1.75583577648
ACH-000099,-1.8391830253299999
ACH-000108,-1.86759699192
ACH-000113,-1.7401987283099998
ACH-000115,-2.4702482126400005
ACH-000116,-1.9505330090400002
ACH-000118,-1.9189611865
ACH-000120,-1.73792060475
ACH-000123,-1.83052224086
ACH-000127,-1.6840539231099998
ACH-000128,-1.7443362360499999
ACH-000132,-2.04927549009
ACH-000133,-1.7490779636400002
ACH-000137,-1.9804317356
ACH-000138,-1.85098754027
ACH-000142,-1.67305929196
ACH-000143,-1.7830151621299999
ACH-000146,-1.19665949534
ACH-000148,-2.24473689566
ACH-000150,-1.8124471883000002
ACH-000152,-1.45198925426
ACH-000153,-2.38466044074
ACH-000159,-1.6671745363
ACH-000160,-2.18944659243
ACH-000163,-2.0054896848299997
ACH-000167,-2.71686938427
ACH-000168,-2.2334382378099997
ACH-000169,-1.9546859257599998
ACH-000178,-1.9029039512
ACH-000182,-1.5986373287600002
ACH-000183,-1.85871301698
ACH-000188,-1.7606956185599998
ACH-000189,-1.8696180967900002
ACH-000190,-1.61669733378
ACH-000198,-1.8050152561900001
ACH-000204,-2.05793997927
ACH-000206,-2.1420784647
ACH-000207,-1.64499396289
ACH-000211,-1.5069649814700001
ACH-000215,-1.7849001132599998
ACH-000221,-1.88128509305
ACH-000222,-2.0335259201700002
ACH-000223,-1.3714947306799998
ACH-000226,-1.5918179341999998
ACH-000227,-1.5425068412600003
ACH-000228,-1.7595282361400002
ACH-000231,-1.58232999803
ACH-000232,-1.8150971945299998
ACH-000233,-1.91771761508
ACH-000234,-2.0610408404
ACH-000235,-1.90311124772
ACH-000237,-1.94774678409
ACH-000238,-1.8126595960099998
ACH-000243,-1.9124691536400003
ACH-000244,-1.72499384619
ACH-000246,-1.9235116847799998
ACH-000248,-1.7724547617
ACH-000250,-1.9089361149700002
ACH-000251,-2.19573950984
ACH-000253,-1.9267210363
ACH-000255,-1.82621115028
ACH-000256,-1.8047576053599999
ACH-000257,-1.72161243904
ACH-000258,-1.38455488408
ACH-000259,-2.2228775256
ACH-000260,-2.0369305684400003
ACH-000261,-1.8115035212700001
ACH-000262,-2.0586881852700003
ACH-000263,-1.41465577647
ACH-000264,-1.9754274698900003
ACH-000265,-1.8413267813799998
ACH-000266,-1.57560493675
ACH-000272,-1.9421530358
ACH-000273,-1.66886147317
ACH-000274,-2.10491588893
ACH-000277,-1.8118527331599998
ACH-000278,-2.0157803569
ACH-000279,-1.7688565392299997
ACH-000280,-1.91974513395
ACH-000281,-1.92248770729
ACH-000288,-1.8399698995500002
ACH-000291,-1.80555594308
ACH-000293,-1.2648514736499998
ACH-000294,-2.11255609408
ACH-000295,-1.70329662132
ACH-000296,-1.49796853729
ACH-000302,-1.3724643541400001
ACH-000304,-2.9656469441000004
ACH-000307,-2.0669133574500003
ACH-000308,-1.7312923320599998
ACH-000310,-1.1180003436
ACH-000311,-2.1562537992900004
ACH-000312,-1.98484842248
ACH-000315,-1.5823125202500001
ACH-000316,-1.7401564902900002
ACH-000317,-2.23480994284
ACH-000318,-1.7793690457299998
ACH-000319,-1.7955165820900003
ACH-000320,-2.09062265051
ACH-000322,-1.5232748833399998
ACH-000323,-1.57378374711
ACH-000324,-1.63657560693
ACH-000329,-1.91388932232
ACH-000330,-1.8146316414800001
ACH-000331,-1.70687973163
ACH-000332,-1.75085794912
ACH-000334,-0.841015411786
ACH-000335,-1.6975720721
ACH-000336,-1.95177429118
ACH-000337,-1.5829086800499998
ACH-000339,-1.73052709762
ACH-000341,-1.01949583511
ACH-000348,-2.2709060825200003
ACH-000350,-2.39290035082
ACH-000352,-1.4477189121399998
ACH-000356,-1.7004656403100002
ACH-000361,-2.02065101679
ACH-000362,-1.9602519809099999
ACH-000363,-1.41217524466
ACH-000364,-1.8398388977000002
ACH-000365,-1.9436626321700001
ACH-000366,-2.16102709985
ACH-000368,-1.9876915176900003
ACH-000374,-2.00573801803
ACH-000375,-1.9528840580000002
ACH-000376,-1.79092095911
ACH-000381,-1.81760883115
ACH-000383,-1.88865710148
ACH-000387,-1.88812551888
ACH-000389,-1.6312059995200001
ACH-000390,-1.95560414213
ACH-000393,-1.8752999641299999
ACH-000395,-1.80178616938
ACH-000397,-2.0769766177799998
ACH-000401,-2.25926334093
ACH-000402,-1.9253952368400002
ACH-000403,-1.6951951210799998
ACH-000404,-1.91295830189
ACH-000406,-2.08675968822
ACH-000407,-1.90323576717
ACH-000408,-2.05776417079
ACH-000410,-1.65868121318
ACH-000411,-2.13711699644
ACH-000414,-2.3608917365
ACH-000415,-1.9810052862599998
ACH-000416,-1.81637749882
ACH-000420,-1.8364564642299999
ACH-000421,-1.6330495016600002
ACH-000424,-1.77575501488
ACH-000425,-1.61548321206
ACH-000426,-1.96636421351
ACH-000427,-1.6178715170200002
ACH-000433,-1.89558757649
ACH-000436,-1.6788554054700002
ACH-000444,-1.59362807967
ACH-000445,-1.5816663032
ACH-000448,-1.75883472662
ACH-000450,-2.42045416538
ACH-000452,-2.01378385282
ACH-000454,-1.79107145725
ACH-000458,-1.9192389113900004
ACH-000459,-1.4912052068200001
ACH-000460,-1.61968629653
ACH-000461,-1.75298635012
ACH-000463,-1.9092056027700002
ACH-000464,-1.8767520279799998
ACH-000466,-2.5377824703200003
ACH-000467,-1.9558324143299999
ACH-000468,-1.8861514211300001
ACH-000469,-1.81208469979
ACH-000470,-1.9766590720500001
ACH-000471,-1.78060348107
ACH-000472,-1.8359115736700002
ACH-000473,-2.14134680978
ACH-000475,-1.82372118068
ACH-000476,-2.08233918064
ACH-000477,-3.29240320538
ACH-000480,-1.9759105187900001
ACH-000481,-1.02864781751
ACH-000483,-1.56206422965
ACH-000484,-1.75456714138
ACH-000485,-1.9631558626099999
ACH-000486,-1.97303952854
ACH-000487,-1.95539273004
ACH-000488,-1.71575186276
ACH-000490,-1.8111544269799997
ACH-000491,-1.5558870092299997
ACH-000495,-1.5447561945200001
ACH-000496,-1.91852574868
ACH-000499,-1.7322595107499998
ACH-000500,-2.72849475802
ACH-000502,-1.8289431459999999
ACH-000503,-2.23627387141
ACH-000505,-1.9597165699799999
ACH-000507,-1.90391227935
ACH-000510,-1.65031202609
ACH-000511,-1.54144323103
ACH-000512,-1.27063098
ACH-000516,-1.85062688646
ACH-000517,-1.9557244220900003
ACH-000518,-2.01190076965
ACH-000520,-1.7210633055000002
ACH-000521,-1.8094210054900002
ACH-000522,-1.79777205413
ACH-000524,-1.97019607586
ACH-000527,-1.91140316931
ACH-000528,-1.4316212482
ACH-000537,-1.9240038904700003
ACH-000541,-1.53512075831
ACH-000542,-1.5813192337600002
ACH-000544,-1.7409666973599998
ACH-000545,-1.80695029926
ACH-000547,-1.63922301454
ACH-000548,-1.76453454591
ACH-000549,-1.93433761098
ACH-000550,-2.05473062835
ACH-000552,-1.71116684713
ACH-000556,-1.9404172675
ACH-000557,-2.38374100231
ACH-000570,-2.0650758427500002
ACH-000571,-2.7349034103500003
ACH-000573,-1.9934192721400001
ACH-000576,-2.0557519221500002
ACH-000580,-2.29814203621
ACH-000584,-1.9064909369999998
ACH-000585,-2.03086846969
ACH-000588,-2.09353663931
ACH-000589,-1.7938150881700001
ACH-000591,-1.7775385949400002
ACH-000593,-1.7858204991099997
ACH-000600,-1.92131824567
ACH-000601,-1.7271152475099998
ACH-000604,-0.688421328407
ACH-000605,-1.72919494363
ACH-000606,-1.9404383952000002
ACH-000608,-1.51465075129
ACH-000614,-2.35169486121
ACH-000616,-1.7843784714400002
ACH-000618,-2.0086389892099996
ACH-000619,-1.93733327116
ACH-000620,-2.01938456711
ACH-000621,-1.5154171272499999
ACH-000622,-1.69903651968
ACH-000623,-2.1835489915
ACH-000624,-1.56078331863
ACH-000627,-1.43642335605
ACH-000630,-1.65594607372
ACH-000632,-2.12525114074
ACH-000633,-2.21766138921
ACH-000637,-2.3165571743799998
ACH-000638,-1.7888714239099996
ACH-000646,-2.72183201413
ACH-000647,-1.8293100646200002
ACH-000648,-2.21587863583
ACH-000649,-1.8378119789099998
ACH-000651,-1.7144751214200002
ACH-000652,-1.89614042724
ACH-000653,-1.49258932368
ACH-000657,-1.8142010477700001
ACH-000658,-1.90760177143
ACH-000661,-2.6326500467900003
ACH-000662,-1.7711685400400001
ACH-000663,-2.28542321711
ACH-000665,-1.91605146991
ACH-000671,-1.9793182807499998
ACH-000673,-1.7846781666799998
ACH-000676,-1.63371778305
ACH-000677,-1.43069989701
ACH-000681,-2.2129271150400003
ACH-000682,-1.8396447127200002
ACH-000683,-2.14603061272
ACH-000684,-1.98910224194
ACH-000688,-1.9907801348599996
ACH-000693,-1.67800193195
ACH-000694,-1.81531331449
ACH-000695,-1.67827571575
ACH-000696,-1.7309649772599998
ACH-000697,-1.4682735880899997
ACH-000699,-1.4546347478200001
ACH-000701,-1.5985399339200002
ACH-000706,-1.9255633538799999
ACH-000711,-1.6658144649700002
ACH-000713,-2.05773440581
ACH-000714,-2.1309595779299997
ACH-000718,-1.7477304661400002
ACH-000720,-1.7975993078799999
ACH-000721,-1.8018113504099997
ACH-000724,-2.08545223003
ACH-000725,-0.941771147411
ACH-000732,-1.8686992644
ACH-000734,-1.8433844563400001
ACH-000735,-1.64031834309
ACH-000736,-1.94157282007
ACH-000738,-1.64244115494
ACH-000746,-2.0348973520599998
ACH-000747,-1.63801777956
ACH-000748,-1.69031602651
ACH-000753,-1.9601061575999998
ACH-000756,-1.8289350619799998
ACH-000757,-1.49804975488
ACH-000758,-1.6230283834900001
ACH-000760,-1.61275013431
ACH-000763,-1.7829611871400002
ACH-000764,-1.41248627475
ACH-000765,-2.26819097988
ACH-000766,-1.96562371558
ACH-000767,-1.132399255
ACH-000768,-1.72733404199
ACH-000769,-1.8054676621799999
ACH-000770,-1.8347797185599997
ACH-000771,-1.9604970270099997
ACH-000773,-1.5747002708500002
ACH-000776,-2.02369323306
ACH-000777,-2.02586309471
ACH-000778,-3.49050792823
ACH-000781,-1.9487820981200001
ACH-000782,-1.9911585475799998
ACH-000783,-1.34580707745
ACH-000784,-1.93605366655
ACH-000785,-1.1815487466799999
ACH-000787,-1.77255173588
ACH-000788,-1.8301366543400002
ACH-000791,-2.01092262821
