,UBE2L3 (7332)
ACH-000004,-0.961651291091
ACH-000007,-0.940374053063
ACH-000009,-0.840474765118
ACH-000011,-0.67408699368
ACH-000012,-1.0403680737899998
ACH-000013,-0.891887247976
ACH-000014,-0.980189300724
ACH-000015,-1.10485792033
ACH-000017,-0.9505102636130001
ACH-000018,-1.02552697439
ACH-000019,-0.693947509152
ACH-000021,-0.9913887347910001
ACH-000022,-0.861934848222
ACH-000025,-0.894097858089
ACH-000028,-0.805484154145
ACH-000030,-1.16970168804
ACH-000035,-0.671344690363
ACH-000036,-1.0039677551700001
ACH-000037,-1.12080942266
ACH-000039,-0.792335931176
ACH-000040,-1.01481920267
ACH-000041,-1.12952665136
ACH-000042,-1.14419901584
ACH-000045,-0.978901568782
ACH-000047,-0.9088214620630001
ACH-000052,-0.999280323404
ACH-000053,-0.8283613193800001
ACH-000054,-0.876100255975
ACH-000055,-0.9426592459550001
ACH-000060,-1.1532214610200002
ACH-000067,-1.05882967233
ACH-000070,-0.9718853900259999
ACH-000075,-0.639982976852
ACH-000078,-0.981879366875
ACH-000082,-0.8582080355600001
ACH-000085,-1.05763831864
ACH-000086,-0.9303972590999999
ACH-000087,-1.0273500197
ACH-000092,-1.1385928858299998
ACH-000095,-1.12390156132
ACH-000097,-0.925200734754
ACH-000098,-0.680659748264
ACH-000099,-0.963899906741
ACH-000108,-0.86170046716
ACH-000113,-1.0445475151399999
ACH-000115,-1.0322009688200002
ACH-000116,-0.771838623714
ACH-000118,-0.994879520007
ACH-000120,-1.12562645264
ACH-000123,-0.956274698696
ACH-000127,-0.815245722948
ACH-000128,-1.20787485693
ACH-000132,-0.9383112015970001
ACH-000133,-0.917584657457
ACH-000137,-0.906795267694
ACH-000138,-0.814870183012
ACH-000142,-1.05401180823
ACH-000143,-1.10628748141
ACH-000146,-0.9006732114429999
ACH-000148,-0.8343474567829999
ACH-000150,-0.935292749656
ACH-000152,-0.635729480198
ACH-000153,-0.6851276541689999
ACH-000159,-0.863207992932
ACH-000160,-0.394532674763
ACH-000163,-0.977868462121
ACH-000167,-0.0746795637457
ACH-000168,-1.1788169833
ACH-000169,-0.799869795052
ACH-000178,-0.89161679634
ACH-000182,-0.7485825167319999
ACH-000183,-1.03372472716
ACH-000188,-1.17068754911
ACH-000189,-1.00172200719
ACH-000190,-0.47360253242399997
ACH-000198,-0.600294159545
ACH-000204,-0.947446662119
ACH-000206,-0.803896424108
ACH-000207,-1.30304855789
ACH-000211,-0.9418759065189999
ACH-000215,-0.684381728086
ACH-000221,-1.23489531014
ACH-000222,-1.08474005434
ACH-000223,-1.00937477546
ACH-000226,-0.862794200369
ACH-000227,-1.09997419285
ACH-000228,-0.7104028935619999
ACH-000231,-0.550184619041
ACH-000232,-1.0348648138
ACH-000233,-1.0729773933600002
ACH-000234,-1.04629341399
ACH-000235,-0.880078720082
ACH-000237,-0.7106050797589999
ACH-000238,-0.855250452808
ACH-000243,-1.0712949757999999
ACH-000244,-0.80984413009
ACH-000246,-0.8820160133660001
ACH-000248,-0.8166058150450001
ACH-000250,-0.613711211105
ACH-000251,-1.06177532025
ACH-000253,-1.0878783862899999
ACH-000255,-0.973770334209
ACH-000256,-1.0716222576
ACH-000257,-0.7149874138760001
ACH-000258,-0.938379531192
ACH-000259,-0.8085237165770001
ACH-000260,-0.620293738715
ACH-000261,-1.0261020923100002
ACH-000262,-1.40152439772
ACH-000263,-0.998988431232
ACH-000264,-1.22253483219
ACH-000265,-1.1503894268700001
ACH-000266,-0.7955908357089999
ACH-000272,-1.10440505798
ACH-000273,-0.93992680956
ACH-000274,-0.687124995466
ACH-000277,-0.46018815542499997
ACH-000278,-0.6862408800450001
ACH-000279,-1.26529197381
ACH-000280,-0.9836887284289999
ACH-000281,-0.869945924068
ACH-000288,-1.0551825615000001
ACH-000291,-0.978709418333
ACH-000293,-0.8491994903360001
ACH-000294,-0.8317137751929999
ACH-000295,-0.545998708984
ACH-000296,-1.03557155169
ACH-000302,-1.07494846065
ACH-000304,-0.8274948040510001
ACH-000307,-0.8579391729610001
ACH-000308,-0.958963555047
ACH-000310,-1.0761338465799999
ACH-000311,-0.9257353033329999
ACH-000312,-0.9086783717550001
ACH-000315,-0.948892057359
ACH-000316,-0.6966301911
ACH-000317,-0.955602807053
ACH-000318,-0.7766904528059999
ACH-000319,-0.8228785173540001
ACH-000320,-1.17155871367
ACH-000322,-0.7998712099590001
ACH-000323,-0.9546505813959999
ACH-000324,-0.958608083925
ACH-000329,-0.832438278987
ACH-000330,-1.22646866745
ACH-000331,-0.898255041284
