,TUBA1B (10376)
ACH-000537,-0.37776328819300004
ACH-000541,-0.46388784542499995
ACH-000542,-0.7484905516689999
ACH-000544,-0.4927731136399999
ACH-000545,-0.5124815642539999
ACH-000547,-0.308198913125
ACH-000548,-0.830577997201
ACH-000549,-0.912072244136
ACH-000550,-1.09608798968
ACH-000552,-0.38971864913800003
ACH-000556,-0.46201614320600004
ACH-000557,-0.196102824846
ACH-000570,-0.733025434008
ACH-000571,-0.7266726627069999
ACH-000573,-0.805236389861
ACH-000576,-0.829205590246
ACH-000580,-0.262769254833
ACH-000584,-0.8473748495119999
ACH-000585,-0.9343253213770001
ACH-000588,-0.8348649090350001
ACH-000589,-0.455740857218
ACH-000591,-0.766809904408
ACH-000593,-0.503459299084
ACH-000600,-0.7870562798109999
ACH-000601,-0.967494510124
ACH-000604,-0.623978202954
ACH-000605,-0.503640400506
ACH-000606,-0.876034381947
ACH-000608,-0.400797103169
ACH-000614,-0.531558761598
ACH-000616,-0.661324862751
ACH-000618,-0.330187608946
ACH-000619,-0.562588415802
ACH-000620,-0.332364936825
ACH-000621,-1.13199275101
ACH-000622,-0.5651236457150001
ACH-000623,-0.552102324971
ACH-000624,-0.739372821494
ACH-000627,-0.956104653943
ACH-000630,-0.8488719711130001
ACH-000632,-0.855214073009
ACH-000633,-0.38658517367399997
ACH-000637,-0.704059692289
ACH-000638,-0.776424910908
ACH-000646,-0.478203489521
ACH-000647,-0.725179789201
ACH-000648,-0.7917000952519999
ACH-000649,-0.587218968463
ACH-000651,-0.177327214162
ACH-000652,-0.43108027456200004
ACH-000653,-0.839642836592
ACH-000657,-0.617991573927
ACH-000658,-0.490525903537
ACH-000661,-0.834382713097
ACH-000662,-0.74034486185
ACH-000663,-0.657213070225
ACH-000665,-0.443031160107
ACH-000671,-0.683787938336
ACH-000673,-1.03465317981
ACH-000676,-0.717579598543
ACH-000677,-0.402739506504
ACH-000681,-0.49060486321999996
ACH-000682,-0.8897101031899999
ACH-000683,-0.245257107085
ACH-000684,-0.674457507304
ACH-000688,-0.632981382139
ACH-000693,-0.6259831804529999
ACH-000694,-0.552983241452
ACH-000695,-0.842931726341
ACH-000696,-0.829659248654
ACH-000697,-0.736012726487
ACH-000699,-1.01647384682
ACH-000701,-0.534267108171
ACH-000706,-0.530626966251
ACH-000711,-0.791115822701
ACH-000713,-0.9368509286869999
ACH-000714,-0.6918642137450001
ACH-000718,-0.368184895505
ACH-000720,-0.549062209555
ACH-000721,-0.788203668115
ACH-000724,-1.1588613373899999
ACH-000725,-1.22209604006
ACH-000732,-0.723935151998
ACH-000734,-0.627578753655
ACH-000735,-0.9140059313879999
ACH-000736,-0.627641914256
ACH-000738,-0.551667931561
ACH-000746,-0.21569223574299998
ACH-000747,-0.942281761999
ACH-000748,-0.8830105360930001
ACH-000753,-0.575705634511
ACH-000756,-0.9578811696289999
ACH-000757,-0.889946392023
ACH-000758,-0.8537070496250001
ACH-000760,-0.374950167499
ACH-000763,-0.5630094432399999
ACH-000764,-0.8722235698690001
ACH-000765,-1.00339548857
ACH-000766,-0.607480931704
ACH-000767,-0.168297030209
ACH-000768,-0.763590695313
ACH-000769,-0.42880362897
ACH-000770,-0.509841839849
ACH-000771,-0.735541066153
ACH-000773,-0.800190523212
ACH-000776,-0.7518218044089999
ACH-000777,-0.904051776209
ACH-000778,-0.326970440599
ACH-000781,-0.48259272145000004
ACH-000782,-0.770195011902
ACH-000783,-1.04293046311
ACH-000784,-0.611580146075
ACH-000785,-0.23000279810600002
ACH-000787,-0.313631913988
ACH-000788,-0.7658897075509999
ACH-000791,-0.298505725449
ACH-000792,-0.7960295018350001
ACH-000794,-0.8069091405259999
ACH-000796,-0.803002067449
ACH-000799,-0.5260743004330001
ACH-000800,-0.45153455541000004
ACH-000802,-0.5434833910069999
ACH-000804,-0.347254774457
ACH-000805,-0.8439512056849999
ACH-000809,-0.231138321707
ACH-000810,-0.905905748528
ACH-000811,-0.693581696251
ACH-000817,-0.7795061120460001
ACH-000819,-0.6658352968060001
ACH-000820,-1.06818653683
ACH-000821,-0.482304815937
ACH-000822,-0.457516943803
ACH-000823,-0.333165498769
ACH-000824,-0.480086932411
ACH-000827,-0.9224965093780001
ACH-000829,-0.545421458007
ACH-000831,-0.668815866652
ACH-000832,-0.718563862699
ACH-000833,-0.696479261129
ACH-000834,-0.585462427472
ACH-000835,-0.646531702447
ACH-000836,-0.635138874129
ACH-000837,-0.513810737437
ACH-000838,-0.47133283241499996
ACH-000839,-0.42818535147799996
ACH-000840,-0.9730005222589999
ACH-000841,-0.30548052752099997
ACH-000843,-0.905365844033
ACH-000846,-0.698130081611
ACH-000847,-0.560750106456
ACH-000848,-0.620484261977
ACH-000849,-0.641583553085
ACH-000851,-0.885625431292
ACH-000855,-0.7307913512819999
ACH-000856,-0.589140674168
ACH-000858,-0.376079807413
ACH-000859,-0.919979895406
ACH-000861,-0.873407461554
ACH-000862,-0.928725373502
ACH-000865,-0.42927236593699997
ACH-000866,-0.125161328088
ACH-000867,-0.586092444334
ACH-000869,-0.22992648516
ACH-000872,-0.6059782622469999
ACH-000873,-0.81182822234
ACH-000876,-0.961556081282
ACH-000878,-1.0508058139899998
ACH-000880,-0.435412956817
ACH-000881,-0.588749818698
ACH-000882,-1.11929420324
ACH-000884,-0.9652043270630001
ACH-000885,-0.44638319270300003
ACH-000887,-0.8659233583210001
ACH-000888,-0.285588584679
ACH-000889,-0.6828127092190001
ACH-000890,-0.485251108808
ACH-000896,-0.9592544519410001
ACH-000898,-0.049735166887800004
ACH-000900,-0.710625464885
ACH-000901,-0.771721147775
ACH-000905,-0.238545205198
ACH-000906,-0.570336804258
ACH-000907,-0.6639582794560001
ACH-000910,-0.490530997177
ACH-000911,-0.7568503953
ACH-000912,-0.670159541701
ACH-000913,-0.733392509505
ACH-000915,-0.876680464316
ACH-000916,-1.29511486176
ACH-000917,-0.575349553956
ACH-000921,-0.771076014946
ACH-000924,-1.11759082483
ACH-000926,-0.328250882212
ACH-000928,-0.522732040731
ACH-000929,-0.40386808101899996
ACH-000932,-0.611820999171
ACH-000935,-0.816739097244
ACH-000936,-0.277119428272
ACH-000937,-0.7848716986750001
ACH-000938,-0.770239250405
ACH-000939,-0.522752290217
ACH-000941,-0.051498166777599996
ACH-000943,-0.376490710885
ACH-000946,-0.18812943454300002
ACH-000947,-0.546332563445
ACH-000948,-0.412685144668
ACH-000950,-0.8675291604709999
ACH-000953,-1.05213446587
ACH-000957,-0.578129046567
ACH-000958,-0.755904848705
ACH-000960,-0.867634865476
ACH-000963,-0.570917890405
ACH-000968,-0.521665343213
ACH-000969,-0.632201509094
ACH-000973,-0.755307917112
ACH-000974,-0.35053130074100003
ACH-000975,-0.6940790458670001
ACH-000976,-0.35616325320500003
ACH-000978,-0.404116776585
ACH-000980,-0.706902228122
ACH-000984,-0.614259445475
ACH-000986,-0.61131462961
ACH-000988,-0.0799943083653
ACH-000993,-0.430321724063
ACH-000994,-0.5152403048749999
ACH-000996,-0.933275688638
ACH-001001,-0.675231143694
ACH-001020,-0.719417619299
ACH-001028,-0.7876841098139999
ACH-001031,-0.159427859475
ACH-001038,-0.793422651532
ACH-001048,-0.633256031633
ACH-001050,-0.8063827581999999
ACH-001053,-0.822296267745
ACH-001054,-0.70180226595
ACH-001061,-0.422107651293
ACH-001067,-0.783244405519
ACH-001075,-0.274881707686
ACH-001096,-0.293309622542
ACH-001128,-1.22410821429
ACH-001134,-0.822746921095
ACH-001151,-0.325084452727
ACH-001163,-0.596533783706
ACH-001164,-0.486969627636
ACH-001173,-1.08249555683
ACH-001183,-0.688435102791
ACH-001184,-0.579403063759
ACH-001190,-0.963264979499
ACH-001192,-0.481231376522
ACH-001193,-0.91041102582
ACH-001196,-0.8928048976530001
ACH-001197,-0.745708285054
ACH-001205,-0.62008357516
ACH-001211,-0.635587753112
ACH-001212,-0.8237905370980001
ACH-001228,-0.484102819375
ACH-001232,-0.6716483684110001
ACH-001239,-0.623786600576
ACH-001274,-0.8415924436200001
ACH-001275,-0.66139303557
ACH-001277,-0.753311369279
ACH-001278,-0.793816606779
ACH-001280,-0.22281756342700001
ACH-001283,-0.481969332131
ACH-001289,-0.500321739429
ACH-001295,-0.899615632579
ACH-001300,-0.310855537211
ACH-001301,-0.475963172437
ACH-001302,-0.666768064132
ACH-001303,-0.670615035451
ACH-001306,-0.6684558370929999
ACH-001318,-0.652298930283
ACH-001322,-0.7027159706530001
ACH-001328,-1.23767506099
ACH-001332,-0.8137459742209999
ACH-001333,-0.522351355029
ACH-001336,-0.635189755821
ACH-001340,-0.5593241710819999
ACH-001346,-0.567962168944
ACH-001353,-0.0965441064223
ACH-001354,-0.603937823508
ACH-001367,-0.7141286756380001
ACH-001368,-0.637049930634
ACH-001374,-1.03427980215
ACH-001375,-0.940654949954
ACH-001377,-0.384501721812
ACH-001380,-0.513390724358
ACH-001391,-0.0594825034783
ACH-001407,-0.658466945401
ACH-001408,-0.28134930145
ACH-001413,-0.8504405865539999
ACH-001430,-0.660395843854
ACH-001431,-0.349739064425
ACH-001450,-0.7042618778149999
ACH-001496,-0.727183037799
ACH-001500,-1.07711354255
ACH-001521,-0.36667268908100004
ACH-001523,-0.7069119284759999
ACH-001532,-0.658855327988
ACH-001536,-0.776136878661
ACH-001550,-0.612274822998
ACH-001552,-0.794496956588
ACH-001554,-0.5297935509130001
ACH-001645,-0.7100047063189999
ACH-001654,-0.62156053204
ACH-001715,-0.790098938921
ACH-001735,-0.512185811484
ACH-001736,-0.9638409799330001
ACH-001737,-0.385544194365
ACH-001740,-0.6195945597879999
ACH-001745,-0.653195895061
ACH-001750,-0.517072396632
ACH-001765,-0.862299688284
ACH-001956,-0.209567457429
ACH-001957,-0.7105262626450001
