,TUBA1B (10376)
ACH-000004,-0.33087538238200004
ACH-000007,-0.385952945576
ACH-000009,-0.369121168577
ACH-000011,-1.05036273574
ACH-000012,-0.38406390652500005
ACH-000013,-0.23019640999899998
ACH-000014,-0.573312283428
ACH-000015,-0.856246116548
ACH-000017,-0.7016211999680001
ACH-000018,-0.8421190656890001
ACH-000019,-0.694788460749
ACH-000021,-0.27720211771
ACH-000022,-0.281456014611
ACH-000025,-0.9191079126520001
ACH-000028,-0.6847083862610001
ACH-000030,-0.726843534868
ACH-000035,-0.216602963288
ACH-000036,-0.573697758238
ACH-000037,-1.1812231311399999
ACH-000039,-0.709516333414
ACH-000040,-0.718270538804
ACH-000041,-0.5902112811860001
ACH-000042,-0.35389692875699996
ACH-000045,-0.625474526084
ACH-000047,-0.43929502578100005
ACH-000052,-0.716007776956
ACH-000053,-0.72748904431
ACH-000054,-0.7019523906290001
ACH-000055,-0.8482205819670001
ACH-000060,-0.6862961580689999
ACH-000067,-0.7372232147579999
ACH-000070,-0.62639551039
ACH-000075,-0.47758841304
ACH-000078,-0.362650992254
ACH-000082,-0.292225713248
ACH-000085,-0.778015160826
ACH-000086,-0.699466239869
ACH-000087,-0.7912434604530001
ACH-000092,-0.5080615027000001
ACH-000095,-0.547444316964
ACH-000097,-0.474924546893
ACH-000098,-0.541309417035
ACH-000099,-0.44446248026199997
ACH-000108,-0.440208539328
ACH-000113,-0.441984431893
ACH-000115,-0.381189010288
ACH-000116,-0.666033490434
ACH-000118,-0.764088160171
ACH-000120,-0.697905866788
ACH-000123,-0.675775879788
ACH-000127,-0.28631537273400004
ACH-000128,-0.8549622599410001
ACH-000132,-0.6758012553980001
ACH-000133,-0.682711744155
ACH-000137,-0.8299526746510001
ACH-000138,-0.575298010803
ACH-000142,-0.39406838540600003
ACH-000143,-0.550268395227
ACH-000146,-0.7694340695499999
ACH-000148,-0.69797387402
ACH-000150,-1.12551742267
ACH-000152,-0.692894482049
ACH-000153,-0.586564338856
ACH-000159,-0.46234992198299996
ACH-000160,-0.780756152476
ACH-000163,-0.416961162594
ACH-000167,0.717856960703
ACH-000168,-0.499301769748
ACH-000169,-0.896685303458
ACH-000178,-0.615164115612
ACH-000182,-0.24911010301999997
ACH-000183,-0.2584505912
ACH-000188,-0.602535205849
ACH-000189,-0.670907959424
ACH-000190,-0.770414778488
ACH-000198,-0.666636161053
ACH-000204,-0.8295432183529999
ACH-000206,-0.736211752737
ACH-000207,-0.690630582866
ACH-000211,-0.957981689632
ACH-000215,-0.7434682260709999
ACH-000221,-0.587389012356
ACH-000222,-0.431246723813
ACH-000223,-0.546772260484
ACH-000226,-0.629518912192
ACH-000227,-0.36344213458499997
ACH-000228,-0.663786908588
ACH-000231,-0.930139250596
ACH-000232,-0.516585550228
ACH-000233,-0.944465168579
ACH-000234,-0.8842245641750001
ACH-000235,-0.09376689942939999
ACH-000237,-0.23085980567400002
ACH-000238,-0.680578651972
ACH-000243,-0.577965896917
ACH-000244,-0.607989445861
ACH-000246,-0.623361477989
ACH-000248,-0.9539793566670001
ACH-000250,-1.0080334365999999
ACH-000251,-0.644624301662
ACH-000253,-0.121573675287
ACH-000255,-0.5890487501430001
ACH-000256,-0.914484467605
ACH-000257,-0.28970112181200003
ACH-000258,-0.646693888997
ACH-000259,-0.46736942620099997
ACH-000260,-0.8641600114700001
ACH-000261,-0.7573403168619999
ACH-000262,-0.962733009044
ACH-000263,-0.695438368324
ACH-000264,-0.595319532182
ACH-000265,-0.6712081133769999
ACH-000266,-0.46414882293399995
ACH-000272,-0.434737002426
ACH-000273,-0.917134362755
ACH-000274,-0.439269956105
ACH-000277,-0.5547501215
ACH-000278,-0.44066176247199995
ACH-000279,-0.508071621257
ACH-000280,-0.673131358769
ACH-000281,-0.75910641803
ACH-000288,-0.8934512791920001
ACH-000291,-0.753434344045
ACH-000293,-0.7248052381119999
ACH-000294,-0.33681449799
ACH-000295,-0.885482595863
ACH-000296,-0.687362204056
ACH-000302,-0.438213106624
ACH-000304,-0.830460715536
ACH-000307,-0.267469569761
ACH-000308,-0.331307469219
ACH-000310,-0.23721896661699998
ACH-000311,-0.465719879993
ACH-000312,-0.200396002003
ACH-000315,-0.846871257633
ACH-000316,-0.6801842785850001
ACH-000317,-0.357603189369
ACH-000318,-0.387642929677
ACH-000319,-0.431719581501
ACH-000320,-0.416210949703
ACH-000322,-0.721866798888
ACH-000323,-0.478361896321
ACH-000324,-0.8125985228620001
ACH-000329,-0.895449970359
ACH-000330,-0.340109724319
ACH-000331,-0.516089117595
ACH-000332,-0.185956222029
ACH-000334,-1.11892977295
ACH-000335,-0.951933144913
ACH-000336,-0.654947135419
ACH-000337,-0.625638789619
ACH-000339,-0.6880912334520001
ACH-000341,-0.16404297559
ACH-000348,-0.7230934784559999
ACH-000350,-0.689658299533
ACH-000352,-0.665826387458
ACH-000356,-0.535082542011
ACH-000361,-0.316070467575
ACH-000362,-0.5735154408340001
ACH-000363,-0.524120265184
ACH-000364,-0.7653146635870001
ACH-000365,-0.135159558734
ACH-000366,-0.5109125029079999
ACH-000368,-0.843494960068
ACH-000374,-0.9022729507580001
ACH-000375,-0.69456097876
ACH-000376,-0.43954380994099995
ACH-000381,-0.362696155885
ACH-000383,-0.384837029815
ACH-000387,-0.197945645176
ACH-000389,-0.8103469634010001
ACH-000390,-0.450226354526
ACH-000393,-0.7697192566609999
ACH-000395,-0.565828394511
ACH-000397,-0.298937483525
ACH-000401,-0.968151646578
ACH-000402,-0.901482308644
ACH-000403,-0.280229683271
ACH-000404,-0.40714704839599997
ACH-000406,-0.43779186758500005
ACH-000407,-1.08807313939
ACH-000408,-0.6108618113840001
ACH-000410,-0.496787226275
ACH-000411,-0.997160120166
ACH-000414,-0.553538486665
ACH-000415,-0.547464223847
ACH-000416,-0.233687343169
ACH-000420,-0.536468638952
ACH-000421,-0.103241503804
ACH-000424,-0.713249497059
ACH-000425,-0.42104815182800004
ACH-000426,-0.484461203427
ACH-000427,-0.88891766081
ACH-000433,-0.733932684897
ACH-000436,-1.21715999923
ACH-000444,-0.850751172409
ACH-000445,-0.8110938614569999
ACH-000448,-0.705964628017
ACH-000450,-0.734992689929
ACH-000452,-0.74789429175
ACH-000454,-0.680688310064
ACH-000458,-0.7099108028300001
ACH-000459,-0.757159883124
ACH-000460,-0.8849809934370001
ACH-000461,-0.973991306464
ACH-000463,-0.685988201239
ACH-000464,-0.918735851603
ACH-000466,-0.5155371788090001
ACH-000467,-0.38439001409
ACH-000468,-0.355690983811
ACH-000469,-0.812628347197
ACH-000470,0.07923957021099999
ACH-000471,-0.461509706919
ACH-000472,-0.294683973969
ACH-000473,-0.665280638382
ACH-000475,-0.619838800388
ACH-000476,-0.878220448522
ACH-000477,-0.6945800293559999
ACH-000480,-0.64001877877
ACH-000481,-0.9358876980609999
ACH-000483,-0.444921140391
ACH-000484,-0.649061260515
ACH-000485,-0.38011868146600003
ACH-000486,-0.8286310862720001
ACH-000487,-0.650840037226
ACH-000488,-0.334081916336
ACH-000490,-0.8151732767829999
ACH-000491,-0.474462201846
ACH-000495,-0.654611750945
ACH-000496,-0.32264308834800004
ACH-000499,-0.495427998916
ACH-000500,-0.51847809986
ACH-000502,-0.541544310475
ACH-000503,-0.180457026509
ACH-000505,-0.839889483273
ACH-000507,-0.7997373659270001
ACH-000510,-0.47142520592799997
ACH-000511,-0.372173417138
ACH-000512,-0.48998317965300003
ACH-000516,-1.21077500137
ACH-000517,-0.512363714687
ACH-000518,-0.587104603032
ACH-000520,-1.00130787582
ACH-000521,-0.469521964902
ACH-000522,-0.549637960028
ACH-000524,-0.60269907415
ACH-000527,-0.707555013819
ACH-000528,-0.38774973331600004
