,ATG4C (84938)
ACH-000004,-0.08639046048049999
ACH-000007,-0.295766003235
ACH-000009,-0.070939227921
ACH-000011,-0.20596032641800002
ACH-000012,-0.062384875907300005
ACH-000013,-0.0435217414125
ACH-000014,-0.09501556087999999
ACH-000015,-0.062315204767000004
ACH-000017,-0.029231186426599998
ACH-000018,0.123350088255
ACH-000019,0.0546414616096
ACH-000021,-0.399528310025
ACH-000022,0.12932282212
ACH-000025,-0.175905211982
ACH-000028,-0.130430902076
ACH-000030,-0.0334058311227
ACH-000035,-0.11929650969200001
ACH-000036,-0.0848675918888
ACH-000037,-0.08365546538680001
ACH-000039,-0.0819509367283
ACH-000040,0.087426326629
ACH-000041,-0.29923184088599997
ACH-000042,0.0753490868869
ACH-000045,-0.0757239287778
ACH-000047,0.012308589679700001
ACH-000052,-0.154746782582
ACH-000053,0.050015697092199995
ACH-000054,-0.07629996351089999
ACH-000055,0.00205447109787
ACH-000060,-0.194725933506
ACH-000067,-0.0129755933412
ACH-000070,0.0301866000897
ACH-000075,0.00731604388204
ACH-000078,-0.345291047305
ACH-000082,0.08835790923239999
ACH-000085,-0.0344089483445
ACH-000086,-0.0681581353397
ACH-000087,-0.139199794647
ACH-000092,-0.35866476309600004
ACH-000095,-0.106406796726
ACH-000097,0.0182745676072
ACH-000098,0.238083794227
ACH-000099,-0.100988516484
ACH-000108,-0.0460148314325
ACH-000113,-0.0932242767571
ACH-000115,-0.273169600123
ACH-000116,0.00823210351704
ACH-000118,-0.0204827262619
ACH-000120,-0.38641548195000003
ACH-000123,-0.301570455418
ACH-000127,-0.129450874133
ACH-000128,-0.00662502155621
ACH-000132,-0.17318583478500002
ACH-000133,-0.156019783781
ACH-000137,-0.004509059219359999
ACH-000138,-0.19081889694
ACH-000142,-0.069009582225
ACH-000143,-0.071187159438
ACH-000146,0.024419076518399998
ACH-000148,-0.031575291340099995
ACH-000150,-0.145106469593
ACH-000152,-0.011185141928
ACH-000153,-0.00305239001635
ACH-000159,0.011284827916700001
ACH-000160,-0.0554272065373
ACH-000163,-0.108376351643
ACH-000167,-0.139933335997
ACH-000168,0.06555153827560001
ACH-000169,0.0205713336827
ACH-000178,-0.0935231404545
ACH-000182,0.000852560650679
ACH-000183,-0.13330953442500001
ACH-000188,-0.019467238668099997
ACH-000189,0.240121228853
ACH-000190,-0.0296423336258
ACH-000198,-0.0416287975453
ACH-000204,0.101338797932
ACH-000206,0.162319769593
ACH-000207,0.0048968752143100005
ACH-000211,-0.0358843799768
ACH-000215,0.0225161230643
ACH-000221,0.00670329236331
ACH-000222,-0.0649272044938
ACH-000223,-0.0410734944914
ACH-000226,0.020889241757200003
ACH-000227,-0.053840007899500004
ACH-000228,-0.09448649080499999
ACH-000231,0.019075903584400002
ACH-000232,-0.0502140751535
ACH-000233,-0.058126835655899996
ACH-000234,0.10940830371600001
ACH-000235,-0.0887160130762
ACH-000237,-0.189360235273
ACH-000238,-0.0994634863403
ACH-000243,-0.0808454201012
ACH-000244,-0.28687039770399997
ACH-000246,-0.178862588961
ACH-000248,-0.041798029225400005
ACH-000250,-0.107852128509
ACH-000251,-0.37188230152199997
ACH-000253,-0.010438865785299999
ACH-000255,-0.0979787973164
ACH-000256,-0.21728468250799998
ACH-000257,0.0894372058439
ACH-000258,0.0976991395128
ACH-000259,-0.0428568506388
ACH-000260,-0.136953006035
ACH-000261,0.013164138020600001
ACH-000262,-0.22015704609499998
ACH-000263,-0.058462538737900006
ACH-000264,-0.027657533322
ACH-000265,-0.08741252915210002
ACH-000266,-0.038453160014
ACH-000272,-0.383020407142
ACH-000273,-0.15284403488099998
ACH-000274,-0.0128342804276
ACH-000277,0.0989383744122
ACH-000278,-0.000680462054523
ACH-000279,-0.0294232866499
ACH-000280,-0.0730823295066
ACH-000281,-0.0268934446594
ACH-000288,-0.0199622844495
ACH-000291,-0.09567643250050001
ACH-000293,-0.0942669766616
ACH-000294,-0.010725538391
ACH-000295,0.124524142252
ACH-000296,-0.21554475904399997
ACH-000302,-0.0618591148872
ACH-000304,-0.0177174331025
ACH-000307,-0.103962706076
ACH-000308,-0.118048225925
ACH-000310,-0.281528903609
ACH-000311,-0.0261774580601
ACH-000312,-0.0294265017991
ACH-000315,0.011613081418000002
ACH-000316,0.045065010502899995
ACH-000317,0.107795146337
ACH-000318,-0.0801181145995
ACH-000319,-0.309771408394
ACH-000320,-0.44375075719400003
ACH-000322,-0.13807209252699998
ACH-000323,-0.26798131621800003
ACH-000324,-0.13227285959
ACH-000329,0.0372508678014
ACH-000330,-0.0149220106152
ACH-000331,-0.104268055547
ACH-000332,0.00829416707632
ACH-000334,-0.228832945053
ACH-000335,-0.0310007293994
ACH-000336,-0.010562805319100001
ACH-000337,0.147767874413
ACH-000339,0.0589768107909
ACH-000341,0.19479617745799999
ACH-000348,-0.0997463284991
ACH-000350,0.0291735495585
ACH-000352,-0.210118124673
ACH-000356,-0.260935009051
ACH-000361,-0.122344923374
ACH-000362,0.04559125599230001
ACH-000363,0.196836336504
ACH-000364,-0.256205426728
ACH-000365,-0.0159985737359
ACH-000366,-0.11488338370100001
ACH-000368,-0.11015237895199999
ACH-000374,-0.148284245167
ACH-000375,-0.225283844885
ACH-000376,-0.0529303195716
ACH-000381,-0.125701058388
ACH-000383,-0.227962084699
ACH-000387,-0.014895537742899999
ACH-000389,-0.09491636925689999
ACH-000390,-0.12469495546399999
ACH-000393,-0.0133654821711
ACH-000395,0.0121693674354
ACH-000397,-0.0729104029451
ACH-000401,-0.0108093361532
ACH-000402,0.199066418515
ACH-000403,-0.145994493296
ACH-000404,-0.16593468769
ACH-000406,-0.0582300770137
ACH-000407,-0.12335715318700001
ACH-000408,-0.0319082977894
ACH-000410,-0.127707918177
ACH-000411,-0.12294281622000001
ACH-000414,-0.249612214774
ACH-000415,-0.07882482048089999
ACH-000416,0.00875125984893
ACH-000420,-0.140100253682
ACH-000421,-0.022704669213099996
ACH-000424,0.10338956840199999
ACH-000425,-0.173603655832
ACH-000426,0.123735935582
ACH-000427,-0.00313701158463
ACH-000433,-0.0959399226283
ACH-000436,-0.129574880873
ACH-000444,-0.00462088136485
ACH-000445,0.0772950212136
ACH-000448,-0.14635787104599998
ACH-000450,-0.0388356945633
ACH-000452,0.0255228854541
ACH-000454,0.0479029775028
ACH-000458,0.0430125283849
ACH-000459,-0.118666554352
ACH-000460,-0.18617284853500002
ACH-000461,-0.107161031874
ACH-000463,-0.0668502592986
ACH-000464,-0.22644085859000002
ACH-000466,0.252905571572
ACH-000467,-0.187521172445
ACH-000468,0.0808371894371
ACH-000469,-0.032216209770999996
ACH-000470,-0.05884388338830001
ACH-000471,0.0887410486957
ACH-000472,0.0267738043278
ACH-000473,-0.04950434066869999
ACH-000475,-0.020042678170099998
ACH-000476,-0.177833945077
ACH-000477,-0.309810770744
ACH-000480,-0.16292218375700002
ACH-000481,0.0905486792652
ACH-000483,-0.15271227077299998
ACH-000484,-0.0477968999182
ACH-000485,-0.0514666643111
ACH-000486,-0.167602974307
ACH-000487,-0.235586106098
ACH-000488,0.0280008359122
ACH-000490,0.149101505383
ACH-000491,-0.07877365158010001
ACH-000495,-0.333973511808
ACH-000496,-0.262925632543
ACH-000499,-0.334127073163
ACH-000500,-0.136869912167
ACH-000502,-0.0379455559496
ACH-000503,0.0381876163692
ACH-000505,-0.232273305057
ACH-000507,-0.049707379104000006
ACH-000510,0.011524652054099999
ACH-000511,-0.130712891581
ACH-000512,0.023795636032099998
ACH-000516,0.022023437684400002
ACH-000517,0.0338504661897
ACH-000518,0.0967309929428
ACH-000520,-0.254334236705
ACH-000521,-0.185405789012
ACH-000522,-0.17420835447799998
ACH-000524,-0.00171687569771
ACH-000527,-0.0874673203837
ACH-000528,-0.044711753081800004
ACH-000537,0.0119686851984
ACH-000541,-0.101093425272
ACH-000542,-0.0969153369366
ACH-000544,-0.0426026745802
ACH-000545,-0.154002036554
ACH-000547,-0.0166485183475
ACH-000548,-0.22059958770100002
ACH-000549,-0.07375189154739999
ACH-000550,-0.124332494202
ACH-000552,-0.0674200796333
ACH-000556,0.0193828520674
ACH-000557,0.0674258161607
ACH-000570,0.0195314250178
ACH-000571,-0.115831755273
ACH-000573,-0.018696652185500002
ACH-000576,-0.009506828977009999
ACH-000580,0.0737976213327
ACH-000584,-0.047281921971699996
ACH-000585,-0.145038290459
ACH-000588,0.0236653280831
ACH-000589,-0.102932325242
ACH-000591,-0.06840007652800001
ACH-000593,-0.08941408133749999
ACH-000600,0.025009571913700002
ACH-000601,-0.052202624904500006
ACH-000604,-0.570590271122
ACH-000605,0.0662647740627
ACH-000606,-0.07729575416079999
ACH-000608,0.13795479002900002
ACH-000614,-0.08166688653780001
ACH-000616,0.10972705203199999
ACH-000618,0.052438131417399995
ACH-000619,0.047724167464199996
ACH-000620,-0.282186777603
ACH-000621,-0.109312404588
ACH-000622,0.0575927059315
ACH-000623,-0.00131467259054
ACH-000624,0.017668621856500002
ACH-000627,-0.077274777878
ACH-000630,-0.06593410363300001
ACH-000632,-0.18248787456
ACH-000633,-0.124211854833
ACH-000637,0.18712355084100002
ACH-000638,-0.149557864288
ACH-000646,0.155842428268
ACH-000647,0.026136498502099998
ACH-000648,-0.258335947592
ACH-000649,-0.273096005189
ACH-000651,-0.0628811413191
ACH-000652,-0.015918673427200002
ACH-000653,-0.05447067543050001
ACH-000657,-0.206985935782
ACH-000658,0.146675664071
ACH-000661,0.0559903767284
ACH-000662,-0.5629470371809999
ACH-000663,-0.09448941054099999
ACH-000665,-0.08873943749060001
ACH-000671,0.00153075234902
ACH-000673,0.052021858566300004
ACH-000676,-0.0817310473999
ACH-000677,-0.16805064031599998
ACH-000681,0.037633975527
ACH-000682,-0.132247629353
ACH-000683,-0.137688604649
ACH-000684,-0.0670666300797
ACH-000688,-0.08062084441980001
ACH-000693,-0.08683053274710001
ACH-000694,-0.0327643592855
ACH-000695,-0.0165243331589
ACH-000696,-0.0321903777484
ACH-000697,-0.49243956121699994
ACH-000699,-0.09702686085719998
ACH-000701,-0.008954490214219998
ACH-000706,-0.116682378944
ACH-000711,-0.152523311396
ACH-000713,-0.206281698686
ACH-000714,0.0680657463294
ACH-000718,-0.028957169475400002
ACH-000720,-0.0504223929813
ACH-000721,-0.127101755151
ACH-000724,-0.100466805372
ACH-000725,0.211633027028
ACH-000732,0.0045307147561
ACH-000734,-0.253347253023
ACH-000735,-0.206589863979
ACH-000736,-0.136500766794
ACH-000738,0.040467633689800005
ACH-000746,0.0862262787173
ACH-000747,-0.00310926973352
ACH-000748,0.191594259375
ACH-000753,0.020509659914099997
ACH-000756,0.0599237995811
ACH-000757,-0.41039223759300003
ACH-000758,-0.0244294631462
ACH-000760,-0.157283925025
ACH-000763,0.0949018661486
ACH-000764,-0.246932436182
ACH-000765,-0.0790826980078
ACH-000766,0.0444718361773
ACH-000767,-0.143980107279
ACH-000768,-0.0564672182311
ACH-000769,-0.133863963236
ACH-000770,-0.101160821203
ACH-000771,-0.14468860053500002
ACH-000773,-0.014724286340299998
ACH-000776,-0.0525112859387
ACH-000777,-0.205821706917
ACH-000778,-0.029248467102799998
ACH-000781,0.006954071643449999
ACH-000782,-0.115726572762
ACH-000783,-0.135908248396
ACH-000784,0.0388048728898
ACH-000785,-0.186444396739
ACH-000787,-0.06342904594019999
ACH-000788,-0.102621089278
ACH-000791,-0.23162369794100002
ACH-000792,-0.022206573166799998
ACH-000794,-0.07019947695
ACH-000796,-0.022165059610700002
ACH-000799,-0.210612567649
ACH-000800,-0.0920403289164
ACH-000802,-0.040368383085
ACH-000804,-0.138938159915
ACH-000805,-0.0855069284361
ACH-000809,-0.00472113989264
ACH-000810,-0.13131859473899998
ACH-000811,-0.11129418156899999
ACH-000817,-0.136270553557
ACH-000819,-0.09597713111369999
ACH-000820,-0.218219499281
ACH-000821,-0.178423319547
ACH-000822,-0.038967526926500004
ACH-000823,-0.109929918818
ACH-000824,0.029506326099499998
ACH-000827,0.030983763514
ACH-000829,0.06530988776819999
ACH-000831,-0.284801292581
ACH-000832,-0.239221340554
ACH-000833,0.0460280394081
ACH-000834,-0.0882340495017
ACH-000835,-0.0305176855259
ACH-000836,-0.019045285668799997
ACH-000837,-0.11782818077
ACH-000838,-0.22479315917
ACH-000839,0.029406890706700002
ACH-000840,-0.00211637900941
ACH-000841,-0.245469101439
ACH-000843,-0.087968433849
ACH-000846,-0.00356536095171
ACH-000847,-0.206945243234
ACH-000848,0.115712754882
ACH-000849,-0.0142669128203
ACH-000851,-0.219139551672
ACH-000855,0.0188063726574
ACH-000856,-0.301190724864
ACH-000858,0.0100825095858
ACH-000859,0.07207184747939999
ACH-000861,-0.312545629234
ACH-000862,0.0027535176453699997
ACH-000865,0.00972987629257
ACH-000866,-0.009430740559
ACH-000867,-0.0834655087925
ACH-000869,-0.371292387596
ACH-000872,-0.287804789342
ACH-000873,-0.000963529319338
ACH-000876,-0.11756901088300001
ACH-000878,0.371103829256
ACH-000880,-0.0570825235714
ACH-000881,-6.40095172101e-05
ACH-000882,-0.0149767324455
ACH-000884,0.136014222495
ACH-000885,-0.240884929379
ACH-000887,-0.144832494207
ACH-000888,0.00875169917625
ACH-000889,-0.200231724269
ACH-000890,-0.059414367113300004
ACH-000896,-0.05408174098830001
ACH-000898,-0.162491542521
ACH-000900,-0.203801879513
ACH-000901,-0.129904564132
ACH-000905,-0.0370403346097
ACH-000906,-0.155156158982
ACH-000907,-0.28536296144699996
ACH-000910,-0.03553092861169999
ACH-000911,-0.0339768010047
ACH-000912,0.05585100281
ACH-000913,-0.0518717300029
ACH-000915,-0.163652759018
ACH-000916,0.46163081092
ACH-000917,-0.124998029184
ACH-000921,0.030960132083900003
ACH-000924,-0.019760296884099998
ACH-000926,-0.355799224613
ACH-000928,0.122469222359
ACH-000929,-0.18102129541900003
ACH-000932,-0.0504946067363
ACH-000935,0.0035037796670700006
ACH-000936,-0.23703449824099998
ACH-000937,-0.0283484502223
ACH-000938,0.240357886281
ACH-000939,-0.0061183627158000005
ACH-000941,-0.0574065377164
ACH-000943,0.0155852849636
ACH-000946,-0.210923015964
ACH-000947,-0.12481083472400001
ACH-000948,-0.097836718035
ACH-000950,-0.00590502653702
ACH-000953,-0.0780626371119
ACH-000957,0.031388325884099996
ACH-000958,-0.0988065733428
ACH-000960,0.051956287505999996
ACH-000963,-0.38687470996600004
ACH-000968,-0.0812271413902
ACH-000969,0.0539145978324
ACH-000973,0.017622276760200003
ACH-000974,-0.10127923093699999
ACH-000975,-0.102433955603
ACH-000976,-0.142222541323
ACH-000978,0.49195349284100004
ACH-000980,-0.144975576444
ACH-000984,-0.230763113349
ACH-000986,-0.0963952647601
ACH-000988,0.037994344938300006
ACH-000993,-0.30698218801
ACH-000994,0.08601711919060001
ACH-000996,-0.0891006304969
ACH-001001,-0.165042302085
ACH-001020,-0.176960993953
ACH-001028,-0.09127820905799999
ACH-001031,-0.088722559933
ACH-001038,-0.0737755093267
ACH-001048,-0.22317095737300002
ACH-001050,-0.255853270738
ACH-001053,0.0036755258136
ACH-001054,-0.125296558507
ACH-001061,-0.023678972143700003
ACH-001067,0.0406847730956
ACH-001075,-0.115996164847
ACH-001096,-0.0809536095652
ACH-001128,-0.198708550834
ACH-001134,0.00811016818612
ACH-001151,-0.0359762792061
ACH-001163,-0.0006632183370809999
ACH-001164,0.0984454493307
ACH-001173,0.0693985181557
ACH-001183,0.114756178409
ACH-001184,-0.348387590194
ACH-001190,-0.326083940004
ACH-001192,-0.0482141154416
ACH-001193,-0.325233446792
ACH-001196,-0.197019331852
ACH-001197,-0.14495657044500002
ACH-001205,-0.23495630543999999
ACH-001211,-0.09795362019239999
ACH-001212,-0.0259756315747
ACH-001228,-0.08782029550489999
ACH-001232,0.0386767677982
ACH-001239,0.031194200409599998
ACH-001274,0.0114087893537
ACH-001275,0.0117870555113
ACH-001277,0.09241434092939999
ACH-001278,-0.097198789363
ACH-001280,-0.44059927184799996
ACH-001283,0.0331794037054
ACH-001289,0.10854330852199999
ACH-001295,-0.22684140645999998
ACH-001300,-0.0018642204974099999
ACH-001301,-0.329101908612
ACH-001302,-0.00433003273757
ACH-001303,-0.13242329743200001
ACH-001306,-0.036497397871300005
ACH-001318,-0.184296000885
ACH-001322,-0.00591049291412
ACH-001328,-0.0632563512385
ACH-001332,-0.0528647830888
ACH-001333,-0.021607353811699998
ACH-001336,-0.0168240898587
ACH-001340,-0.13784571058800002
ACH-001346,-0.131658558379
ACH-001353,-0.0782832043262
ACH-001354,-0.09996166292929999
ACH-001367,-0.46697072286200003
ACH-001368,0.021181995764900003
ACH-001374,-0.131120035852
ACH-001375,-0.14389993577500002
ACH-001377,0.0029020171615400004
ACH-001380,-0.0553347606814
ACH-001391,0.0041240105616700004
ACH-001407,-0.037294910341800006
ACH-001408,-0.00727895497814
ACH-001413,-0.134427829345
ACH-001430,0.0195931000316
ACH-001431,-0.0314131506431
ACH-001450,-0.019069174161799998
ACH-001496,-0.21811431217900001
ACH-001500,-0.224409980066
ACH-001521,-0.0412140530904
ACH-001523,-0.176212416768
ACH-001532,-0.124942150056
ACH-001536,-0.039478482084199996
ACH-001550,-0.0355713337223
ACH-001552,-0.228195849647
ACH-001554,0.0407636678602
ACH-001645,0.0975997617129
ACH-001654,0.0408363894542
ACH-001715,-0.136377800373
ACH-001735,0.046140265641300006
ACH-001736,0.140211008419
ACH-001737,0.24900165510000002
ACH-001740,-0.473266312047
ACH-001745,-0.106123296025
ACH-001750,0.0173132169998
ACH-001765,-0.137195374484
ACH-001956,-0.199263128957
ACH-001957,0.0102670661936
