,CYP2C18 (1562)
ACH-000004,-0.141669979988
ACH-000007,-0.202518521182
ACH-000009,-0.256338547448
ACH-000011,-0.163629251531
ACH-000012,-0.0773957475072
ACH-000013,-0.252238383125
ACH-000014,-0.27141256245
ACH-000015,-0.22388643948000003
ACH-000017,-0.20413526418900002
ACH-000018,-0.212948396888
ACH-000019,-0.261135115746
ACH-000021,-0.117378238333
ACH-000022,-0.190025204158
ACH-000025,-0.31119300331099997
ACH-000028,-0.17462188225699998
ACH-000030,-0.233228282849
ACH-000035,-0.16640440487400002
ACH-000036,-0.190961779709
ACH-000037,-0.250354010966
ACH-000039,-0.0811237387303
ACH-000040,-0.248461462576
ACH-000041,-0.32145511305700003
ACH-000042,-0.19823812657499998
ACH-000045,-0.038500887035699996
ACH-000047,-0.191532441443
ACH-000052,-0.0542613539905
ACH-000053,-0.04330749036309999
ACH-000054,-0.258290523968
ACH-000055,-0.0202021945863
ACH-000060,-0.314599434968
ACH-000067,-0.40040862083800005
ACH-000070,-0.106654705022
ACH-000075,-0.20529763400400003
ACH-000078,-0.363257785396
ACH-000082,-0.288398042703
ACH-000085,-0.299761880223
ACH-000086,-0.17723366278
ACH-000087,0.039675131827
ACH-000092,-0.152371396534
ACH-000095,-0.404960219632
ACH-000097,-0.276006317879
ACH-000098,-0.130338406883
ACH-000099,-0.385967030009
ACH-000108,-0.156872736209
ACH-000113,-0.13856996600500002
ACH-000115,-0.32958454376400004
ACH-000116,-0.22856511365200002
ACH-000118,-0.167326685449
ACH-000120,-0.023445295323200003
ACH-000123,-0.21896631745900003
ACH-000127,-0.264130386148
ACH-000128,-0.365311097779
ACH-000132,-0.2888703913
ACH-000133,-0.301926510556
ACH-000137,-0.14318906447899998
ACH-000138,-0.0895811580288
ACH-000142,-0.276976732634
ACH-000143,-0.194120853859
ACH-000146,-0.17276410197500003
ACH-000148,-0.21759973161499999
ACH-000150,-0.10674638460300001
ACH-000152,-0.285236607706
ACH-000153,-0.08917500394950001
ACH-000159,-0.22046819037300003
ACH-000160,-0.20325222332000004
ACH-000163,-0.202282332627
ACH-000167,-0.243280927731
ACH-000168,-0.199151000843
ACH-000169,-0.156599138279
ACH-000178,-0.199233022842
ACH-000182,-0.216439346881
ACH-000183,-0.0833635473695
ACH-000188,-0.19958627393800002
ACH-000189,-0.0333276696105
ACH-000190,-0.300920359945
ACH-000198,-0.12494690450099999
ACH-000204,-0.334860329301
ACH-000206,-0.14466353821
ACH-000207,-0.244963442674
ACH-000211,-0.408781455921
ACH-000215,-0.270590169668
ACH-000221,-0.159739312609
ACH-000222,-0.169223378469
ACH-000223,-0.343650672927
ACH-000226,-0.15269198308
ACH-000227,-0.296789869981
ACH-000228,-0.338421190357
ACH-000231,-0.302091028422
ACH-000232,-0.322895956892
ACH-000233,-0.10749447302500001
ACH-000234,-0.11853429136
ACH-000235,-0.26011623659899996
ACH-000237,-0.31715377103500003
ACH-000238,-0.200601477797
ACH-000243,-0.129635268332
ACH-000244,-0.174628646928
ACH-000246,-0.11328062641100001
ACH-000248,-0.35793652854900004
ACH-000250,-0.277571561853
ACH-000251,-0.16935523859700002
ACH-000253,-0.128980237555
ACH-000255,-0.204581933818
ACH-000256,-0.208880984499
ACH-000257,-0.155893023433
ACH-000258,-0.09029054972239998
ACH-000259,-0.282267784563
ACH-000260,-0.240175293917
ACH-000261,-0.192434263095
ACH-000262,-0.15179245272199998
ACH-000263,-0.0852510193807
ACH-000264,-0.303857496417
ACH-000265,-0.175573248004
ACH-000266,-0.234412569246
ACH-000272,-0.24512699122499998
ACH-000273,-0.18297920835
ACH-000274,-0.255053226743
ACH-000277,-0.192467928638
ACH-000278,-0.189138756956
ACH-000279,-0.24536048994000004
ACH-000280,-0.282991703289
ACH-000281,-0.295535917545
ACH-000288,-0.205850056206
ACH-000291,-0.038744590547199996
ACH-000293,-0.17834527116999999
ACH-000294,-0.161336738464
ACH-000295,-0.24435608890000002
ACH-000296,-0.19163509303800003
ACH-000302,-0.241925311394
ACH-000304,-0.26237805158000005
ACH-000307,-0.11673853688899999
ACH-000308,-0.269153974186
ACH-000310,-0.535087480365
ACH-000311,-0.114899287088
ACH-000312,-0.21436377602
ACH-000315,0.09352592720280001
ACH-000316,-0.236966605648
ACH-000317,-0.294395491
ACH-000318,-0.287429666783
ACH-000319,-0.0258380787329
ACH-000320,-0.299991831891
ACH-000322,-0.0587896193403
ACH-000323,-0.0686357057092
ACH-000324,-0.245951706328
ACH-000329,-0.200725985454
ACH-000330,-0.196646085306
ACH-000331,-0.266006198568
ACH-000332,-0.1865471035
ACH-000334,-0.0648263707297
ACH-000335,-0.333904872308
ACH-000336,-0.13901840565999998
ACH-000337,-0.517891917187
ACH-000339,-0.18719361261300002
ACH-000341,-0.192830721695
ACH-000348,-0.247252254453
ACH-000350,-0.270807970502
ACH-000352,-0.18487427338100001
ACH-000356,-0.183289420507
ACH-000361,-0.148895423501
ACH-000362,-0.0719860915274
ACH-000363,-0.192473233868
ACH-000364,-0.189712284309
ACH-000365,-0.10649014444800001
ACH-000366,-0.20656039650199998
ACH-000368,-0.22523372134199998
ACH-000374,-0.36917787857199996
ACH-000375,0.0232447862754
ACH-000376,-0.295074941682
ACH-000381,-0.312610684261
ACH-000383,-0.15566569022600002
ACH-000387,-0.255437429263
ACH-000389,-0.0385369079014
ACH-000390,-0.333517262215
ACH-000393,-0.247970188104
ACH-000395,-0.427773785707
ACH-000397,-0.23366662208099997
ACH-000401,-0.0194106561745
ACH-000402,-0.471314438944
ACH-000403,-0.154196302597
ACH-000404,-0.14646486529000002
ACH-000406,-0.125190450574
ACH-000407,-0.138012411137
ACH-000408,-0.21455863763
ACH-000410,-0.356281369388
ACH-000411,-0.19060714320900002
ACH-000414,-0.27886798003400004
ACH-000415,-0.350103929281
ACH-000416,-0.317089767974
ACH-000420,-0.16632988798
ACH-000421,-0.108134848291
ACH-000424,-0.356459196859
ACH-000425,-0.23866186952100002
ACH-000426,-0.106155685631
ACH-000427,-0.442741341236
ACH-000433,-0.10708114589199999
ACH-000436,-0.185068810668
ACH-000444,-0.052386210063500006
ACH-000445,-0.235652213639
ACH-000448,-0.265056927979
ACH-000450,-0.0890746451935
ACH-000452,-0.42753865646399997
ACH-000454,-0.125588781809
ACH-000458,-0.142656004241
ACH-000459,0.15258857057
ACH-000460,-0.182434988324
ACH-000461,-0.27801870536999995
ACH-000463,-0.16751763039200002
ACH-000464,-0.159052176613
ACH-000466,-0.11994638966900001
ACH-000467,-0.235902660751
ACH-000468,-0.204414556937
ACH-000469,-0.0932692878208
ACH-000470,-0.223202013827
ACH-000471,-0.243403811755
ACH-000472,-0.19027924214400002
ACH-000473,-0.189081269939
ACH-000475,-0.22808655418
ACH-000476,-0.155190531416
ACH-000477,-0.335926112444
ACH-000480,-0.234831924634
ACH-000481,-0.403226764507
ACH-000483,-0.291926477791
ACH-000484,-0.029548197568700002
ACH-000485,-0.0615928196459
ACH-000486,-0.296911963237
ACH-000487,-0.220594552577
ACH-000488,-0.148260629718
ACH-000490,-0.159175119347
ACH-000491,-0.204935791748
