,DDRGK1 (65992)
ACH-000004,-0.6752039158159999
ACH-000007,-0.311624252102
ACH-000009,-0.34506302604500005
ACH-000011,-0.350564228523
ACH-000012,-0.399175203764
ACH-000013,-0.228893977049
ACH-000014,-0.498901552047
ACH-000015,-0.276159307115
ACH-000017,-0.30430916405999997
ACH-000018,-0.499431841115
ACH-000019,-0.114794719903
ACH-000021,-0.191309870949
ACH-000022,-0.150131306489
ACH-000025,-0.141848440067
ACH-000028,-0.464117843959
ACH-000030,-0.16730621132200002
ACH-000035,-0.87013211615
ACH-000036,-0.37825602160099997
ACH-000037,-0.12385291242900001
ACH-000039,-0.102026276432
ACH-000040,-0.507107244892
ACH-000041,0.00928630132197
ACH-000042,-0.5461998524589999
ACH-000045,-0.714882358075
ACH-000047,-0.429466979688
ACH-000052,-0.209486495159
ACH-000053,-0.28270000053100003
ACH-000054,-0.34252663149499996
ACH-000055,-0.36027131604
ACH-000060,-0.377491425133
ACH-000067,-0.5600379205279999
ACH-000070,-0.0625671709024
ACH-000075,-0.636919790345
ACH-000078,-0.22857169640900002
ACH-000082,-0.271985657316
ACH-000085,-0.35079134783
ACH-000086,-0.328037803141
ACH-000087,-0.194316072335
ACH-000092,-0.41864522511999996
ACH-000095,-0.274434248536
ACH-000097,-0.5906399767189999
ACH-000098,-0.101111885536
ACH-000099,-0.359134307506
ACH-000108,-0.749317684287
ACH-000113,-0.23035317730799998
ACH-000115,-0.24042577876999996
ACH-000116,-0.171904233514
ACH-000118,-0.533125009285
ACH-000120,-0.540494055634
ACH-000123,-0.493486649028
ACH-000127,-0.12711354584
ACH-000128,-0.410379957332
ACH-000132,-0.3412876811
ACH-000133,-0.558094125096
ACH-000137,-0.359953244023
ACH-000138,-0.339772909225
ACH-000142,-0.245652442028
ACH-000143,-0.22718162973900002
ACH-000146,-0.703559188681
ACH-000148,-0.254015181113
ACH-000150,-0.336720492888
ACH-000152,-0.23191038400699998
ACH-000153,-0.317828927167
ACH-000159,-0.397891323668
ACH-000160,-0.222735240743
ACH-000163,-0.313394488638
ACH-000167,-0.47364262236500004
ACH-000168,-0.52405865381
ACH-000169,-0.23821976015000002
ACH-000178,-0.436039135504
ACH-000182,-0.574497539528
ACH-000183,-0.252651380232
ACH-000188,-0.35034511187899997
ACH-000189,-0.43791959169399997
ACH-000190,-0.7808797383849999
ACH-000198,-0.310341566982
ACH-000204,-0.27081658883000004
ACH-000206,-0.355914606508
ACH-000207,-0.591371024033
ACH-000211,-0.245520751449
ACH-000215,-0.4842798317
ACH-000221,-0.34166846271300005
ACH-000222,-0.316441112528
ACH-000223,-0.428928252188
ACH-000226,-0.0936946114387
ACH-000227,0.025630590386099997
ACH-000228,-0.441969392505
ACH-000231,-0.587296500989
ACH-000232,-0.405624290424
ACH-000233,-0.371988927713
ACH-000234,-0.344745817673
ACH-000235,-0.597517182698
ACH-000237,-0.336200803447
ACH-000238,-0.281621783352
ACH-000243,-0.564183096633
ACH-000244,-0.5024547362640001
ACH-000246,-0.482131894448
ACH-000248,-0.0839609186173
ACH-000250,-0.47640617549
ACH-000251,-0.714375639306
ACH-000253,-0.535169512739
ACH-000255,-0.645074536589
ACH-000256,-0.199536580584
ACH-000257,-0.04921902373769999
ACH-000258,-0.5470522989509999
ACH-000259,-0.263045670527
ACH-000260,-0.486058278364
ACH-000261,-0.34717913608400003
ACH-000262,-0.260739209285
ACH-000263,-0.365824706831
ACH-000264,-0.22007827045000003
ACH-000265,-0.385487455723
ACH-000266,-0.8775929093279999
ACH-000272,-0.320501081902
ACH-000273,-0.47591317042099995
ACH-000274,-0.271584280331
ACH-000277,-0.459252007479
ACH-000278,-0.31481420245499997
ACH-000279,-0.144112178841
ACH-000280,-0.303257195912
ACH-000281,-0.420287113368
ACH-000288,-0.265260827142
ACH-000291,-0.6699907807209999
ACH-000293,-0.215935513809
ACH-000294,-0.515986024688
ACH-000295,-0.356727640898
ACH-000296,-0.39970361776999996
ACH-000302,-0.170223809464
ACH-000304,-0.22671910256900002
ACH-000307,-0.17816515221700002
ACH-000308,-0.643159832202
ACH-000310,-0.164502835128
ACH-000311,-0.347854128123
ACH-000312,-0.44946207943800004
ACH-000315,-0.0337092102661
ACH-000316,-0.343886499899
ACH-000317,-0.280780310348
ACH-000318,-0.238418022669
ACH-000319,-0.241027700905
ACH-000320,-0.238253130037
ACH-000322,-0.362799179327
ACH-000323,-0.484642691246
ACH-000324,-0.463035534541
ACH-000329,-0.39854180065899997
ACH-000330,-0.127341504074
ACH-000331,-0.448274140284
ACH-000332,-0.45973649883900003
ACH-000334,-0.196210332828
ACH-000335,-0.399534076444
ACH-000336,-0.521581321387
ACH-000337,-0.061452681804
ACH-000339,-0.616646607197
ACH-000341,-0.16653364092599998
ACH-000348,-0.415774742656
ACH-000350,-0.435768470467
ACH-000352,-0.6523957768249999
ACH-000356,-0.451385930832
ACH-000361,-0.376138980844
ACH-000362,-0.445549899927
ACH-000363,-0.7089088631460001
ACH-000364,-0.44367359821099994
ACH-000365,-0.46672724059299997
ACH-000366,-0.235299650178
ACH-000368,-0.43468619294
ACH-000374,-0.166040497688
ACH-000375,-0.458357966876
ACH-000376,-0.44677538358499996
ACH-000381,-0.40688968466799996
ACH-000383,-0.18004581288600002
ACH-000387,-0.5747126483789999
ACH-000389,-0.486526906859
ACH-000390,-0.125838908739
ACH-000393,-0.158293793874
ACH-000395,-0.60880625253
ACH-000397,-0.24338101406399998
ACH-000401,-0.46036661062299994
ACH-000402,-0.140346328207
ACH-000403,-0.40635843616899997
ACH-000404,-0.525215027521
ACH-000406,-0.186253164329
ACH-000407,-0.152831783158
ACH-000408,-0.669455541509
ACH-000410,-0.55790921869
ACH-000411,-0.481230526086
ACH-000414,-0.50535523543
ACH-000415,-0.135308166887
ACH-000416,-0.48456619732199996
ACH-000420,-0.46243619562399996
ACH-000421,-0.614519900696
ACH-000424,-0.36986129960600006
ACH-000425,-0.522973851126
ACH-000426,-0.839788466937
ACH-000427,0.029356056524
ACH-000433,-0.223272107335
ACH-000436,-0.37836092850599995
ACH-000444,-0.265335774731
ACH-000445,-0.209927294731
ACH-000448,-0.305914953589
ACH-000450,-0.402847717063
ACH-000452,-0.234983076023
ACH-000454,-0.154606270657
ACH-000458,-0.515471383884
ACH-000459,0.0334831961239
ACH-000460,-0.373195696066
ACH-000461,-0.361013386034
ACH-000463,-0.316831619857
ACH-000464,-0.233001860419
ACH-000466,-0.7401456486810001
ACH-000467,-0.400649699352
ACH-000468,-0.28192896794
ACH-000469,-0.534413906096
ACH-000470,-0.608685113734
ACH-000471,-0.42244869058300005
ACH-000472,-0.414308729432
ACH-000473,-0.362366698715
ACH-000475,-0.5840971983340001
ACH-000476,-0.508411365912
ACH-000477,-0.35172530529
ACH-000480,-0.715717043954
ACH-000481,-0.357363377096
ACH-000483,-0.476928625446
ACH-000484,-1.1092502545799998
ACH-000485,-0.274179021664
ACH-000486,-0.416212454801
ACH-000487,-0.144300751399
ACH-000488,-0.512100798693
ACH-000490,-0.24405576970800003
ACH-000491,-0.474032998635
ACH-000495,-0.22419221675599998
ACH-000496,-0.373242852198
ACH-000499,-0.445596249774
ACH-000500,-1.0336265116299999
ACH-000502,-0.727783280262
ACH-000503,-0.413652881061
ACH-000505,-0.246370932447
ACH-000507,-0.183852099089
ACH-000510,-0.28064713604
ACH-000511,-0.449383021114
ACH-000512,-0.452526425475
ACH-000516,-0.166111463171
ACH-000517,-0.547234654119
