,PPM1K (152926)
ACH-000004,0.023932403681099997
ACH-000007,-0.0148565481974
ACH-000009,0.23522352463000004
ACH-000011,0.045902822397
ACH-000012,0.0948014003173
ACH-000013,0.0850938452585
ACH-000014,0.140294190195
ACH-000015,-0.06775581346830001
ACH-000017,0.0603055538165
ACH-000018,-0.007325368958520001
ACH-000019,-0.039058289864099996
ACH-000021,0.0418168508681
ACH-000022,-0.0261630355123
ACH-000025,0.126131100745
ACH-000028,-0.07773323719889999
ACH-000030,0.119424442687
ACH-000035,-0.0395332517957
ACH-000036,-0.0280796610385
ACH-000037,0.0379722396144
ACH-000039,0.060035807761500005
ACH-000040,0.0813768257667
ACH-000041,-0.171131199474
ACH-000042,-0.0102830745811
ACH-000045,-0.0442673054299
ACH-000047,0.05614105615019999
ACH-000052,0.146640081659
ACH-000053,0.0452808536984
ACH-000054,0.0715725465575
ACH-000055,0.011224595312700002
ACH-000060,-0.048131460452899996
ACH-000067,-0.11365933107899999
ACH-000070,0.0263162439454
ACH-000075,0.164914388873
ACH-000078,0.139850310679
ACH-000082,-0.0424209084521
ACH-000085,0.0686082915113
ACH-000086,0.155225501303
ACH-000087,-0.0431994393188
ACH-000092,0.170806565478
ACH-000095,0.172389128314
ACH-000097,0.13119834755100002
ACH-000098,-0.12647072914000002
ACH-000099,0.109504027675
ACH-000108,0.20104959227400002
ACH-000113,-0.0667737699864
ACH-000115,-0.265101755228
ACH-000116,0.0749047959831
ACH-000118,0.057514030133699996
ACH-000120,-0.0411166323128
ACH-000123,0.23428145536699999
ACH-000127,-0.0072785630805
ACH-000128,-0.09403282299560001
ACH-000132,0.00737594983306
ACH-000133,0.117048435527
ACH-000137,-0.10521665051899999
ACH-000138,0.168313575887
ACH-000142,-0.0133445602986
ACH-000143,-0.08145874859230001
ACH-000146,0.0927249599928
ACH-000148,0.030149023203400002
ACH-000150,-0.111878009535
ACH-000152,0.022728529536200002
ACH-000153,-0.10941580171599999
ACH-000159,0.01059223152
ACH-000160,-0.0905427953588
ACH-000163,-0.06378906113669999
ACH-000167,-0.441968251729
ACH-000168,0.19484062401500002
ACH-000169,0.027187944263
ACH-000178,0.062032485392899996
ACH-000182,0.06145339399330001
ACH-000183,-0.0146560092081
ACH-000188,0.13178978762399998
ACH-000189,-0.06453656464980001
ACH-000190,0.0326388081009
ACH-000198,-0.134978612759
ACH-000204,0.218826998676
ACH-000206,-0.144271861454
ACH-000207,-0.06945122092469999
ACH-000211,-0.0109544168988
ACH-000215,-0.043928073
ACH-000221,-0.0513508107625
ACH-000222,-0.07914944523049999
ACH-000223,-0.100136422405
ACH-000226,0.15879595529999999
ACH-000227,0.0332442942147
ACH-000228,-0.028835087211099997
ACH-000231,0.0212979902718
ACH-000232,0.07981649395689999
ACH-000233,0.19499636923500002
ACH-000234,-0.037877490614900006
ACH-000235,0.0392683671558
ACH-000237,-0.00011521771307200001
ACH-000238,0.0547855931276
ACH-000243,-0.009203977513229999
ACH-000244,0.181440880165
ACH-000246,0.075645452883
ACH-000248,-0.0867889190826
ACH-000250,0.105304918452
ACH-000251,-0.0117321112209
ACH-000253,0.072273547173
ACH-000255,0.120294256703
ACH-000256,0.100723730858
ACH-000257,-0.102985166305
ACH-000258,-0.0328682446639
ACH-000259,0.0513205243397
ACH-000260,0.11796689045
ACH-000261,0.0484906511949
ACH-000262,-0.00566740602235
ACH-000263,0.133906304164
ACH-000264,-0.094007293822
ACH-000265,-0.0696287393711
ACH-000266,-0.0535050736875
ACH-000272,-0.08697061280169999
ACH-000273,-0.09731656112989999
ACH-000274,0.0658861555485
ACH-000277,-0.349803378095
ACH-000278,-0.015876410257899997
ACH-000279,-0.146232874615
ACH-000280,0.07894668111610001
ACH-000281,-0.0749584262625
ACH-000288,0.108973384794
ACH-000291,-0.0283930651764
ACH-000293,0.135130902394
ACH-000294,0.138492744231
ACH-000295,0.00897581618961
ACH-000296,0.0015919468106099998
ACH-000302,-0.12049809601099999
ACH-000304,-0.148005315661
ACH-000307,0.09281038067269999
ACH-000308,-0.008621487031
ACH-000310,0.260261723397
ACH-000311,0.052714047537699996
ACH-000312,0.021160203272199998
ACH-000315,0.140101362655
ACH-000316,-0.152307567053
ACH-000317,0.00996353170204
ACH-000318,0.0852860824366
ACH-000319,0.057096583614999995
ACH-000320,-0.24709669420699998
ACH-000322,-0.0041513241447100006
ACH-000323,-0.0682757533182
ACH-000324,0.150492591027
ACH-000329,-0.0209325124634
ACH-000330,0.0337719342511
ACH-000331,0.142338553757
ACH-000332,0.00322430863067
ACH-000334,0.0776521683623
ACH-000335,0.160252386906
ACH-000336,-0.0473319204679
ACH-000337,0.0564921761725
ACH-000339,0.037354444723
ACH-000341,-0.172791797386
ACH-000348,-0.116869394747
ACH-000350,0.011197219507299998
ACH-000352,0.18089277124000003
ACH-000356,-0.0918862793772
ACH-000361,0.14925292489800002
ACH-000362,0.0934444368228
ACH-000363,-0.00704392706079
ACH-000364,0.00877406068864
ACH-000365,-0.145042668181
ACH-000366,0.09655423410219999
ACH-000368,-0.07683889214289999
ACH-000374,0.145699589548
ACH-000375,0.17404396762200003
ACH-000376,-0.0256187819405
ACH-000381,0.09953598699060001
ACH-000383,0.0718612034128
ACH-000387,0.038608042825899996
ACH-000389,0.0134177975737
ACH-000390,-0.161431748641
ACH-000393,0.14513950118799998
ACH-000395,0.0769200525539
ACH-000397,-0.0250552223294
ACH-000401,0.0788070610543
ACH-000402,-0.18695276727600002
ACH-000403,0.048386300716500005
ACH-000404,-0.547309090224
ACH-000406,0.0834707430936
ACH-000407,-0.0163388618823
ACH-000408,0.035752891678
ACH-000410,-0.0226448671044
ACH-000411,0.09031042261939999
ACH-000414,0.0266036506955
ACH-000415,0.0671826381824
ACH-000416,-0.054590307655999995
ACH-000420,0.11599986572999998
ACH-000421,-0.0191295054803
ACH-000424,0.0277599981864
ACH-000425,-0.0853296742327
ACH-000426,0.00185628149202
ACH-000427,-0.21941505299800002
ACH-000433,-0.06341313075209999
ACH-000436,-0.17982778840799998
ACH-000444,0.026099130166599996
ACH-000445,-0.0634041580141
ACH-000448,-0.026656125062099998
ACH-000450,-0.0251762879328
ACH-000452,0.0676482705678
ACH-000454,-0.0809580569414
