,WFDC10A (140832)
ACH-000004,-0.230255338645
ACH-000007,-0.113143150766
ACH-000009,0.0821284603955
ACH-000011,0.0777257727076
ACH-000012,0.129213374683
ACH-000013,0.0841507521153
ACH-000014,-0.25085910604600004
ACH-000015,0.0114182164674
ACH-000017,0.10564492745899999
ACH-000018,0.0863248596619
ACH-000019,0.008103496477270001
ACH-000021,-0.0479748150971
ACH-000022,0.0340936656718
ACH-000025,-0.0438952385049
ACH-000028,0.134010251343
ACH-000030,-0.00802918079395
ACH-000035,0.24634213175900002
ACH-000036,-0.132495762781
ACH-000037,-0.17012152370499997
ACH-000039,0.131956525254
ACH-000040,-0.0718707823408
ACH-000041,0.073310982402
ACH-000042,-0.0197137746049
ACH-000045,-0.16192155464299998
ACH-000047,-0.0100552181427
ACH-000052,-0.26981721257
ACH-000053,0.0314545658791
ACH-000054,0.00256551389107
ACH-000055,-0.0165136220055
ACH-000060,-0.0201089782628
ACH-000067,-0.009707155530080001
ACH-000070,0.06936763673969999
ACH-000075,-0.30371071980000003
ACH-000078,0.0136823460625
ACH-000082,-0.23906121448399997
ACH-000085,-0.044029522866
ACH-000086,0.00746279982768
ACH-000087,0.0526729789819
ACH-000092,-0.148600191964
ACH-000095,0.0674428649975
ACH-000097,-0.139907511392
ACH-000098,0.05720056514909999
ACH-000099,0.07678418803760001
ACH-000108,-0.0284856774714
ACH-000113,-0.00452108738698
ACH-000115,-0.0133646095278
ACH-000116,-0.10395375983899999
ACH-000118,0.0246738865873
ACH-000120,-0.104228274599
ACH-000123,0.0566138917948
ACH-000127,0.0399267570887
ACH-000128,0.12994342827299998
ACH-000132,0.137313170578
ACH-000133,-0.223283757942
ACH-000137,-0.08358211007289999
ACH-000138,0.0286430514516
ACH-000142,0.0231822373997
ACH-000143,-0.0490168091556
ACH-000146,-0.058435938732900004
ACH-000148,-0.0875052067901
ACH-000150,0.20327705182300002
ACH-000152,-0.22528594461399998
ACH-000153,0.0390877525882
ACH-000159,0.025079099700700002
ACH-000160,0.0549479168635
ACH-000163,-0.07406313357989999
ACH-000167,0.0117192918316
ACH-000168,-0.263625088452
ACH-000169,-0.0879091790534
ACH-000178,-0.03294635421309999
ACH-000182,-0.0317092803084
ACH-000183,-0.044563105489499995
ACH-000188,0.08775487609999999
ACH-000189,0.0590188864936
ACH-000190,0.0608283594061
ACH-000198,-0.077784440891
ACH-000204,0.032859441127999996
ACH-000206,-0.0234063779308
ACH-000207,-0.031218497622199998
ACH-000211,-0.16446508514
ACH-000215,0.0845877790539
ACH-000221,-0.020790307735500002
ACH-000222,0.210970241027
ACH-000223,0.105321770275
ACH-000226,-0.0921256365752
ACH-000227,0.21936116336
ACH-000228,-0.161639316379
ACH-000231,-0.119097669209
ACH-000232,-0.0003049994363
ACH-000233,0.042873203811599994
ACH-000234,0.00951818766429
ACH-000235,-0.0770681215001
ACH-000237,0.10677208540300001
ACH-000238,-0.0388732161163
ACH-000243,0.00901385554066
ACH-000244,-0.272994327972
ACH-000246,-0.0765657540403
ACH-000248,0.0509979638036
ACH-000250,0.00485740995727
ACH-000251,0.229679648535
ACH-000253,-0.117022339579
ACH-000255,-0.0395573990371
ACH-000256,0.10363935098400001
ACH-000257,0.0197144296572
ACH-000258,-0.39459419315399996
ACH-000259,-0.0869423128892
ACH-000260,0.082757277965
ACH-000261,-0.05820985794840001
ACH-000262,-0.04636959912330001
ACH-000263,0.223875037538
ACH-000264,-0.0144798864193
ACH-000265,0.0495533742392
ACH-000266,-0.126633173434
ACH-000272,-0.07966437239350001
ACH-000273,-0.125369651083
ACH-000274,-0.18889703036400002
ACH-000277,-0.257888257459
ACH-000278,0.07157063967749999
ACH-000279,0.09491398308980001
ACH-000280,-0.061320383440699996
ACH-000281,-0.0342348556804
ACH-000288,-0.13721434012
ACH-000291,-0.135805568593
ACH-000293,0.00418934250284
ACH-000294,-0.075482556789
ACH-000295,-0.286798933643
ACH-000296,0.20210681572
ACH-000302,0.026402581979099997
ACH-000304,0.20797032734999998
ACH-000307,-0.07474409675310001
ACH-000308,0.010782158170600001
ACH-000310,0.0910480127451
ACH-000311,0.052070907329699996
ACH-000312,-0.05249496161719999
ACH-000315,0.135650430312
ACH-000316,0.024528374583299997
ACH-000317,0.0720211604148
ACH-000318,-0.107723172984
ACH-000319,0.072610190716
ACH-000320,0.30372781757
ACH-000322,-0.24634800646299998
ACH-000323,-0.054908633783999995
ACH-000324,0.01624192918
ACH-000329,-0.16489907093
ACH-000330,-0.0321889295695
ACH-000331,-0.0818900457419
ACH-000332,-0.10517641274499999
ACH-000334,0.008038039900109999
ACH-000335,0.15252801546800002
ACH-000336,-0.09523068292020001
ACH-000337,0.229563858972
ACH-000339,0.0300275593674
ACH-000341,-0.118461666393
ACH-000348,-0.161777404901
ACH-000350,-0.126522691581
ACH-000352,0.0846978058934
ACH-000356,-0.0219227944008
ACH-000361,-0.141915605059
ACH-000362,0.0446557732464
ACH-000363,-0.0630134503306
ACH-000364,0.148022680124
ACH-000365,-0.11428157780999999
ACH-000366,-0.00844212655616
ACH-000368,-0.221688093074
ACH-000374,0.07667305032920001
ACH-000375,-0.117549208716
ACH-000376,-0.18566653493700003
ACH-000381,-0.021868530306
ACH-000383,0.107287501789
ACH-000387,0.0721101317608
ACH-000389,0.155407642323
ACH-000390,0.029273592019599996
ACH-000393,0.115532434324
ACH-000395,-0.33993308969
ACH-000397,-0.0171524681621
ACH-000401,0.123231000061
ACH-000402,0.33993877310099996
ACH-000403,-0.114053681347
ACH-000404,0.097090387625
ACH-000406,0.0315180613271
ACH-000407,0.047725597382199995
ACH-000408,0.116230069208
ACH-000410,0.020847991471400002
ACH-000411,-0.0808414732533
ACH-000414,0.154690558347
ACH-000415,0.0711704051954
ACH-000416,0.0877337174072
ACH-000420,-0.28813574555599997
ACH-000421,0.012734142650799998
ACH-000424,-0.09107941324049999
ACH-000425,-0.061407378690800006
ACH-000426,-0.09394240108660001
ACH-000427,-0.25224653262200003
ACH-000433,0.208291058479
ACH-000436,-0.167022567368
ACH-000444,-0.08360407418
ACH-000445,-0.08569108215919999
ACH-000448,-0.0910379724001
ACH-000450,0.0191266397887
ACH-000452,-0.056152637916
ACH-000454,0.216361144749
ACH-000458,-0.0422860008575
ACH-000459,0.0979800003998
ACH-000460,0.0559673887556
ACH-000461,0.0688275655718
ACH-000463,-0.014769696680999998
ACH-000464,0.00819407389896
ACH-000466,-0.0729655625225
ACH-000467,-0.220867752848
ACH-000468,-0.082652453546
ACH-000469,-0.173325831978
ACH-000470,0.0240403459553
ACH-000471,0.0195338285334
ACH-000472,-0.0311503874177
ACH-000473,0.0816733942565
ACH-000475,-0.00471779659163
ACH-000476,-0.136313210457
ACH-000477,-0.020793298483400002
ACH-000480,0.0809856308025
ACH-000481,-0.0308589337626
ACH-000483,-0.230907656714
ACH-000484,-0.146409692713
ACH-000485,-0.034369244578199995
ACH-000486,-0.000803397250045
ACH-000487,-0.04766983485449999
ACH-000488,-0.0237263501796
ACH-000490,-0.042421467465199994
ACH-000491,0.236621623197
ACH-000495,-0.00510405338246
ACH-000496,-0.00855679628942
ACH-000499,0.110623498431
ACH-000500,-0.25768915875500004
ACH-000502,0.09221881654030001
ACH-000503,0.017891254468300002
ACH-000505,0.007908932165619999
ACH-000507,0.0247074370739
ACH-000510,-0.00120683593565
ACH-000511,-0.0040483348069599995
ACH-000512,-0.202213741873
ACH-000516,-0.00412181808831
ACH-000517,-0.00516593309357
ACH-000518,-0.260720170758
ACH-000520,-0.284206833539
ACH-000521,-0.125366762174
ACH-000522,-0.096712630921
ACH-000524,0.026823072363999997
ACH-000527,-0.0634927639025
ACH-000528,0.029539973429400002
ACH-000537,0.014413423730200001
ACH-000541,-0.10924082207800001
ACH-000542,-0.037347851664199995
ACH-000544,0.12874321135800001
ACH-000545,-0.0681204986205
ACH-000547,-0.0784058954663
ACH-000548,-0.000643540717664
ACH-000549,-0.07487843813110001
ACH-000550,0.0631946224513
ACH-000552,0.118685569178
ACH-000556,-0.0985469526038
ACH-000557,-0.279517621896
ACH-000570,0.043346138343599995
ACH-000571,-0.0733891958682
ACH-000573,-0.0689195748422
ACH-000576,-0.0913904717777
ACH-000580,0.291899519842
ACH-000584,0.024965948239599998
ACH-000585,0.139112179882
ACH-000588,-0.282753477909
ACH-000589,0.0696569168321
ACH-000591,-0.0247031568123
ACH-000593,-0.0169258295006
ACH-000600,0.040203800462000006
ACH-000601,0.035968697273400005
