,ZIK1 (284307)
ACH-000004,0.0777559932882
ACH-000007,0.081581675375
ACH-000009,-0.010247922598
ACH-000011,-0.0671361548727
ACH-000012,0.0817868656632
ACH-000013,0.04445497762969999
ACH-000014,0.161510411985
ACH-000015,0.0367717344589
ACH-000017,0.163273084975
ACH-000018,0.22356014997499998
ACH-000019,0.146161449034
ACH-000021,0.012979309013200001
ACH-000022,0.0630425010397
ACH-000025,0.192344349794
ACH-000028,0.0450408169359
ACH-000030,-0.086892034727
ACH-000035,0.0843315927819
ACH-000036,0.10544446894099999
ACH-000037,0.189829113762
ACH-000039,0.0072397166015
ACH-000040,-0.152241115092
ACH-000041,0.210468548645
ACH-000042,0.166559173089
ACH-000045,0.014587499794299998
ACH-000047,-0.00934966788779
ACH-000052,0.307732803331
ACH-000053,0.0660655402298
ACH-000054,-0.0404485194184
ACH-000055,0.0265989147376
ACH-000060,-0.0549089967889
ACH-000067,0.0124570992558
ACH-000070,0.129088172063
ACH-000075,0.130564477767
ACH-000078,0.0296332685802
ACH-000082,0.143422708692
ACH-000085,-0.124124466404
ACH-000086,0.00260171379307
ACH-000087,0.20277872333500002
ACH-000092,0.15067619894099998
ACH-000095,0.059374538847599995
ACH-000097,-0.045634753513799996
ACH-000098,0.09282887175860001
ACH-000099,-0.053140668352499996
ACH-000108,0.11567475180600001
ACH-000113,0.11108814335999999
ACH-000115,0.0374941000225
ACH-000116,0.07426479757660001
ACH-000118,0.00706549757477
ACH-000120,0.14547714582000001
ACH-000123,-0.114190381895
ACH-000127,0.0969221989693
ACH-000128,0.158876060814
ACH-000132,0.0186745867325
ACH-000133,0.05465881556030001
ACH-000137,-0.0630628552707
ACH-000138,0.0178759567861
ACH-000142,0.163596004971
ACH-000143,-0.0321705839111
ACH-000146,0.0825169608952
ACH-000148,-0.0115480823632
ACH-000150,0.07783082891410001
ACH-000152,-0.06312981026959999
ACH-000153,0.344214075436
ACH-000159,0.141213580314
ACH-000160,0.06539784409659999
ACH-000163,0.0289022618513
ACH-000167,0.00250587594766
ACH-000168,0.020778530346400002
ACH-000169,0.09343916069460001
ACH-000178,0.0605473226604
ACH-000182,0.17243186282099998
ACH-000183,0.00824216666852
ACH-000188,0.11497007502800001
ACH-000189,0.08516042200200001
ACH-000190,-0.06918983146180001
ACH-000198,0.127040007802
ACH-000204,0.177962143832
ACH-000206,0.031580740358899996
ACH-000207,-0.044648313558300005
ACH-000211,-0.0501297199069
