,SUPT3H (8464)
ACH-000004,0.0170723393214
ACH-000007,0.19650908835
ACH-000009,0.0500512176219
ACH-000011,-0.00196042232913
ACH-000012,-0.36722219266
ACH-000013,-0.177866629478
ACH-000014,-0.0823125594595
ACH-000015,-0.0886905419307
ACH-000017,-0.0026916512310799995
ACH-000018,-0.039913182849300004
ACH-000019,-0.12389691074
ACH-000021,0.06562986488889999
ACH-000022,0.19662404226100003
ACH-000025,-0.011473411366
ACH-000028,-0.521897041359
ACH-000030,-0.286735186827
ACH-000035,-0.27797536282699997
ACH-000036,-0.250927843432
ACH-000037,-0.0562237933197
ACH-000039,-0.009883341045700001
ACH-000040,-0.106673610993
ACH-000041,-0.27092361613899996
ACH-000042,-0.8111882199680001
ACH-000045,0.034429504405400005
ACH-000047,-0.09734621947830001
ACH-000052,-0.406715655711
ACH-000053,-0.0294609201747
ACH-000054,0.028587690120299998
ACH-000055,-0.24414615563900002
ACH-000060,-0.12131944013
ACH-000067,-0.250578480066
ACH-000070,-0.25185927705600003
ACH-000075,0.16957119496
ACH-000078,0.07904539537939999
ACH-000082,-0.335443523651
ACH-000085,-0.184461254199
ACH-000086,-0.0241365892053
ACH-000087,-0.047114131191099994
ACH-000092,0.0323553890362
ACH-000095,0.08830374774949999
ACH-000097,-0.737377924955
ACH-000098,0.014143382528600002
ACH-000099,0.0762659136458
ACH-000108,-0.09265927171039999
ACH-000113,-0.139200252676
ACH-000115,-0.33087648172600004
ACH-000116,-0.616631684547
ACH-000118,-0.20930823153099998
ACH-000120,-0.156192636721
ACH-000123,0.118696219911
ACH-000127,-0.0390134726034
ACH-000128,-0.134686205891
ACH-000132,0.0439210415359
ACH-000133,-0.0724083673298
ACH-000137,-0.0630015952283
ACH-000138,-0.07724644287280001
ACH-000142,-0.33146103403099997
ACH-000143,-0.007156237129729999
ACH-000146,-0.0802150413927
ACH-000148,0.029614674997
ACH-000150,0.023699095871299997
ACH-000152,-0.241373440405
ACH-000153,-0.0027555422859399997
ACH-000159,-0.348061834659
ACH-000160,0.513714388419
ACH-000163,-0.304684807208
ACH-000167,0.351171014485
ACH-000168,-0.155530675493
ACH-000169,-0.193901695957
ACH-000178,-0.16662922178300002
ACH-000182,0.05774955105880001
ACH-000183,-0.31507303519900004
ACH-000188,-0.08981006741460001
ACH-000189,-0.038144106764099996
ACH-000190,0.106930174139
ACH-000198,0.169088464843
ACH-000204,-0.26428132380999997
ACH-000206,-0.334805360626
ACH-000207,-0.33317469356
ACH-000211,-0.220260138596
ACH-000215,-0.0176315580949
ACH-000221,-0.38638061318800004
ACH-000222,0.266655312425
ACH-000223,-0.15054766440300002
ACH-000226,-0.266852760359
ACH-000227,0.0269179542803
ACH-000228,-0.267170742979
ACH-000231,-0.706679480419
ACH-000232,-0.46110419438600003
ACH-000233,0.0196983400675
ACH-000234,-0.07060221075939999
ACH-000235,0.019807320722299997
ACH-000237,-0.713183121987
ACH-000238,0.09718138476220001
ACH-000243,-0.6582865671270001
ACH-000244,-0.646324111751
ACH-000246,-0.10153583231499999
ACH-000248,-0.11690680047900001
ACH-000250,-0.313253775111
ACH-000251,0.055715720773300004
ACH-000253,0.0650139283931
ACH-000255,0.0574730872977
ACH-000256,-0.219213874056
ACH-000257,-0.0323869065472
ACH-000258,-0.110385168185
ACH-000259,0.0326621185594
ACH-000260,0.09003975207789998
ACH-000261,-0.161942142455
ACH-000262,-0.8873718823360001
ACH-000263,-0.0159980183339
ACH-000264,0.0690501336698
ACH-000265,-0.08050803156729999
ACH-000266,0.036863954460100004
ACH-000272,0.0885066756566
ACH-000273,-0.584777500358
ACH-000274,0.0724321018112
ACH-000277,0.174150458176
ACH-000278,-0.0815880405577
ACH-000279,-0.5373480777740001
ACH-000280,-0.377989564556
ACH-000281,-0.305602660087
ACH-000288,-0.14679206419399998
ACH-000291,-0.119191999164
ACH-000293,0.120716979912
ACH-000294,0.0233824540524
ACH-000295,0.0583651783889
ACH-000296,-0.340338433766
ACH-000302,0.0466278544587
ACH-000304,-0.046686902465000006
ACH-000307,-0.057887633214600005
ACH-000308,-0.0366743141261
ACH-000310,-0.09377223734480002
ACH-000311,-0.384128248702
ACH-000312,-0.08204230327789999
ACH-000315,-0.346672250775
ACH-000316,-0.00447683828014
ACH-000317,-0.18269108344999999
ACH-000318,-0.0370092515342
