,PMEL (6490)
ACH-000004,-0.051500000146300004
ACH-000007,0.000266956302316
ACH-000009,-0.07704320460530001
ACH-000011,-0.17177913763099997
ACH-000012,-0.400302253183
ACH-000013,-0.17929239652600001
ACH-000014,-0.275372297595
ACH-000015,-0.228507016048
ACH-000017,0.00124614286868
ACH-000018,-0.18818545465199998
ACH-000019,-0.164533529048
ACH-000021,-0.0111963740885
ACH-000022,0.0067039888506800005
ACH-000025,-0.221349470141
ACH-000028,-0.116724826908
ACH-000030,-0.12788839684699999
ACH-000035,-0.16501668967299998
ACH-000036,-0.0353883391521
ACH-000037,-0.237331483933
ACH-000039,-0.26144866655
ACH-000040,0.014094824247900001
ACH-000041,-0.46707224763300004
ACH-000042,-0.0884639272911
ACH-000045,-0.17916874700100002
ACH-000047,-0.20822000864
ACH-000052,-0.23035557860199998
ACH-000053,-0.0288633412188
ACH-000054,-0.057357556147800005
ACH-000055,0.24927583741599998
ACH-000060,-0.05683249899040001
ACH-000067,-0.08414715464610001
ACH-000070,-0.121789263747
ACH-000075,-0.185384721225
ACH-000078,0.016579694586399997
ACH-000082,-0.14855052859999998
ACH-000085,-0.180764451659
ACH-000086,-0.213468523492
ACH-000087,-0.336106676612
ACH-000092,-0.17590676164799998
ACH-000095,-0.237964902953
ACH-000097,-0.230347552214
ACH-000098,-0.1717721856
ACH-000099,-0.041213796317
ACH-000108,0.0251855742483
ACH-000113,-0.12682114229699998
ACH-000115,-0.12338061304600001
ACH-000116,-0.0885934586201
ACH-000118,-0.177072327949
ACH-000120,-0.156666694946
ACH-000123,-0.0983621348176
ACH-000127,-0.0983175844556
ACH-000128,-0.0631827257096
ACH-000132,0.08723777554819999
ACH-000133,-0.270902588364
ACH-000137,-0.224010098661
ACH-000138,-0.109781517478
ACH-000142,0.153001435799
ACH-000143,-0.041311980365499996
ACH-000146,-0.19809110645599998
ACH-000148,-0.232585153268
ACH-000150,-0.527788976812
ACH-000152,-0.21584820595899998
ACH-000153,-0.253044144804
ACH-000159,-0.131150162947
ACH-000160,-0.202081450258
ACH-000163,-0.228391461164
ACH-000167,0.0666548699158
ACH-000168,-0.09003263807550001
ACH-000169,-0.0334996040097
ACH-000178,0.053708640503000005
ACH-000182,0.0878553575384
ACH-000183,-0.0313503583028
ACH-000188,0.0515041427864
ACH-000189,-0.580457968166
ACH-000190,-0.106392795164
ACH-000198,-0.158725382199
ACH-000204,-0.0288178224223
ACH-000206,0.0126287528223
ACH-000207,0.35366491534100003
ACH-000211,-0.07482497120010001
ACH-000215,-0.20721097181200002
ACH-000221,-0.004204840420389999
ACH-000222,-0.07526704387210001
ACH-000223,-0.225180721932
ACH-000226,-0.10474073039899999
ACH-000227,-0.0803815438985
ACH-000228,0.07998465502180001
ACH-000231,-0.172814805153
ACH-000232,-0.0605005860425
ACH-000233,0.06313917285609999
ACH-000234,-0.134373017194
ACH-000235,-0.0534362964937
ACH-000237,-0.200801922211
ACH-000238,0.022858653794299997
ACH-000243,-0.162371574451
ACH-000244,-0.353861651511
ACH-000246,-0.294402996352
ACH-000248,-0.326750363419
ACH-000250,-0.0165427700814
ACH-000251,-0.228941995136
ACH-000253,-0.0834879816878
ACH-000255,-0.0787141911738
ACH-000256,-0.19410579737599998
ACH-000257,-0.0810346319727
ACH-000258,0.193506330297
