,LGALS9C (654346)
ACH-000004,-0.126480834577
ACH-000007,-0.130680448154
ACH-000009,0.15479302767
ACH-000011,-0.24393100485599997
ACH-000012,0.11034495857000001
ACH-000013,0.013671840259100001
ACH-000014,0.11740312769099999
ACH-000015,-0.0864371461358
ACH-000017,-0.145102268931
ACH-000018,0.142970211402
ACH-000019,-0.09928309069360002
ACH-000021,-0.187470353164
ACH-000022,-0.514258739743
ACH-000025,-0.17407754746399998
ACH-000028,-0.10315908728499999
ACH-000030,-0.0994305929978
ACH-000035,0.060267395598800004
ACH-000036,-0.0909214684076
ACH-000037,-0.0282353438998
ACH-000039,0.0220769685638
ACH-000040,-0.08315402995019999
ACH-000041,-0.23259723134
ACH-000042,0.22432856320500003
ACH-000045,0.146763694177
ACH-000047,-0.243291942443
ACH-000052,-0.189939750591
ACH-000053,-0.0241974180321
ACH-000054,-0.128265286274
ACH-000055,-0.135363247151
ACH-000060,-0.322966158505
ACH-000067,-0.180696738898
ACH-000070,-0.0401431732998
ACH-000075,-0.192865560455
ACH-000078,-0.243159563858
ACH-000082,-0.550056951802
ACH-000085,0.21973701265
ACH-000086,-0.0927176676237
ACH-000087,0.00623618678061
ACH-000092,0.0284268971694
ACH-000095,-0.05785929009719999
ACH-000097,-0.019370571309799998
ACH-000098,0.00792635540972
ACH-000099,-0.0414585276458
ACH-000108,0.0274969388523
ACH-000113,-0.11982193453
ACH-000115,-0.229475593784
ACH-000116,-0.285151064459
ACH-000118,0.0629442108656
ACH-000120,-0.17169994587
ACH-000123,-0.104173447477
ACH-000127,0.012435775361799998
ACH-000128,-0.060881779933699996
ACH-000132,-0.0330992046868
ACH-000133,0.027662150968
ACH-000137,0.0725348778265
ACH-000138,0.0589345699579
ACH-000142,-0.141559772554
ACH-000143,-0.268410629419
ACH-000146,-0.08047568646099999
ACH-000148,-0.11058870412499999
ACH-000150,0.0336973227141
ACH-000152,-0.36861122453699996
ACH-000153,-0.8177572043729999
ACH-000159,0.057083197592099996
ACH-000160,-0.149761254638
ACH-000163,-0.0804540696511
ACH-000167,-0.0730305851877
ACH-000168,0.0331898087824
ACH-000169,-0.136548223782
ACH-000178,-0.0276143127788
ACH-000182,-0.0773733160395
ACH-000183,-0.205972260438
ACH-000188,-0.11348180443099999
ACH-000189,0.015981552338799998
ACH-000190,0.125272449426
ACH-000198,-0.159239887861
ACH-000204,0.159925738827
ACH-000206,0.228858195586
ACH-000207,-0.10329284268200001
ACH-000211,-0.153477064692
ACH-000215,-0.21109999299600002
ACH-000221,0.10105970434
ACH-000222,-0.183514176659
ACH-000223,-0.189307489427
ACH-000226,-0.176734764802
ACH-000227,-0.10068450381100001
ACH-000228,-0.20326647722199997
ACH-000231,-0.149389695194
ACH-000232,-0.0771316691263
ACH-000233,-0.0194928803569
ACH-000234,0.049223826150000004
ACH-000235,0.0995148246676
ACH-000237,-0.00720789615119
ACH-000238,-0.705018840044
ACH-000243,-0.11415402789000001
ACH-000244,-0.313267914302
ACH-000246,-0.0277567597948
ACH-000248,-0.00685698259962
ACH-000250,-0.180953879779
ACH-000251,0.05019357762630001
ACH-000253,-0.10126077668500001
ACH-000255,-0.145166804162
ACH-000256,0.0265800335869
ACH-000257,0.0664193239754
ACH-000258,-0.348079766527
ACH-000259,0.0175947012417
ACH-000260,0.018444200368400002
ACH-000261,-0.154302430926
ACH-000262,-0.282136521155
ACH-000263,-0.025175026238099998
ACH-000264,-0.0342345882756
ACH-000265,-0.104383772579
ACH-000266,-0.131809643927
ACH-000272,-0.139361491378
ACH-000273,-0.08559435021739999
ACH-000274,-0.17229727275600001
ACH-000277,-0.208887575103
ACH-000278,0.09268220852499999
ACH-000279,-0.019706057267900003
ACH-000280,-0.300486436658
ACH-000281,-0.011660323323600001
ACH-000288,0.039369622726199996
ACH-000291,-0.0653000403993
ACH-000293,-0.175781048962
ACH-000294,0.05290374380969999
ACH-000295,0.356456728568
ACH-000296,-0.30804286798
ACH-000302,-0.16528623157
ACH-000304,-0.09948689918580002
ACH-000307,-0.00938106766758
ACH-000308,0.08227509557939999
ACH-000310,-0.241427735804
ACH-000311,0.0277772399989
ACH-000312,-0.17706369375199998
ACH-000315,-0.12031597901499999
ACH-000316,-0.07044500036410001
ACH-000317,0.13123090741
ACH-000318,-0.20819648814800001
ACH-000319,-0.0779840923575
ACH-000320,0.119615342309
ACH-000322,0.0191853742193
ACH-000323,-0.0929363171443
ACH-000324,-0.130729822252
ACH-000329,-0.217676668663
ACH-000330,-0.051670316718499996
ACH-000331,-0.184626495028
ACH-000332,0.034755955669699995
ACH-000334,0.141979248383
ACH-000335,-0.384792787443
ACH-000336,-0.226442577003
ACH-000337,-0.044350021625499995
ACH-000339,-0.18409264625500002
ACH-000341,-0.0676405902519
ACH-000348,-0.07278198813839999
ACH-000350,0.167641649001
ACH-000352,-0.119487536271
ACH-000356,-0.0269113710211
ACH-000361,-0.22754794639400003
ACH-000362,-0.117448247609
ACH-000363,-0.22195385616399999
ACH-000364,-0.17011743423599998
ACH-000365,-0.00695772572451
ACH-000366,0.16452729980900002
ACH-000368,-0.0990471679205
ACH-000374,-0.045000579876699996
ACH-000375,-0.08738717511010001
ACH-000376,-0.09057260212510002
ACH-000381,0.0352269086454
ACH-000383,0.047168012548500005
ACH-000387,-0.0735626173054
ACH-000389,-0.0450530674076
ACH-000390,0.126443241998
ACH-000393,0.0190384518909
ACH-000395,-0.0213011537523
ACH-000397,-0.0350184079642
ACH-000401,-0.0360435200626
ACH-000402,-0.0960455910895
ACH-000403,-0.13156672822499998
ACH-000404,-0.41256210060000004
ACH-000406,0.0506578248852
ACH-000407,-0.118722642085
ACH-000408,-0.130460482948
ACH-000410,0.046256062562199995
ACH-000411,-0.10671085190099999
ACH-000414,-0.0965496151401
ACH-000415,-0.252966217969
ACH-000416,-0.057417957298600004
ACH-000420,-0.126939873846
ACH-000421,0.0953686288393
ACH-000424,-0.19110505507
ACH-000425,-0.188573045943
ACH-000426,-0.0788648718026
ACH-000427,-0.0567162396126
ACH-000433,0.057943988761
ACH-000436,-0.302025179978
ACH-000444,0.08872711612960002
ACH-000445,-0.245613995033
ACH-000448,-0.289722834694
ACH-000450,-0.056939317022199995
ACH-000452,0.132184606249
ACH-000454,-0.288204266408
ACH-000458,-0.197166472122
ACH-000459,0.0929517820625
ACH-000460,-0.020419238168
ACH-000461,-0.13580219665999999
ACH-000463,0.0479381221371
ACH-000464,-0.40042406065999997
ACH-000466,-0.327762118271
ACH-000467,-0.119703579617
ACH-000468,0.0038674566472900003
ACH-000469,-0.156900281014
ACH-000470,0.130062918955
ACH-000471,0.05751075966969999
ACH-000472,-0.0399741378376
ACH-000473,-0.49844290816299996
ACH-000475,-0.225204469206
ACH-000476,-0.0993233946336
ACH-000477,-0.0464465007398
ACH-000480,0.054259661156699994
ACH-000481,-0.379196707831
ACH-000483,-0.47526583649099996
ACH-000484,-0.031739655293099994
ACH-000485,-0.0992085663838
ACH-000486,0.0246390489553
ACH-000487,-0.12061842541300001
ACH-000488,-0.13399847406999998
ACH-000490,-0.000619870255506
ACH-000491,-0.0870840073752
ACH-000495,0.0777898673036
ACH-000496,0.029235300861200002
ACH-000499,-0.00667584687642
ACH-000500,-0.25055573452700003
ACH-000502,-0.183011529412
ACH-000503,-0.117717115242
ACH-000505,-0.0024797841289400002
ACH-000507,-0.229242231283
ACH-000510,0.021607246754
ACH-000511,-0.0761286647453
ACH-000512,0.0027220236729199997
ACH-000516,-0.331200302456
ACH-000517,-0.176364661215
ACH-000518,-0.033617474926499996
ACH-000520,-0.145229366506
ACH-000521,0.0410441176282
ACH-000522,-0.00479375899738
ACH-000524,-0.10052487321699999
ACH-000527,-0.0697423475846
ACH-000528,0.0004937745249
ACH-000537,-0.0456026641024
ACH-000541,-0.015554059299299998
ACH-000542,-0.00197907929516
ACH-000544,0.00428960424831
ACH-000545,-0.00523954948473
ACH-000547,-0.06002983264430001
ACH-000548,-0.14876538339700002
ACH-000549,-0.173759357016
ACH-000550,-0.129408588166
ACH-000552,-0.23219838765999998
ACH-000556,-0.0177214376844
ACH-000557,-0.0687443843096
ACH-000570,0.11926265787000001
ACH-000571,-0.232762515964
ACH-000573,-0.0262454519014
ACH-000576,0.0175378451595
ACH-000580,0.0938618182436
ACH-000584,-0.20417096614100003
ACH-000585,-0.08405238187860001
ACH-000588,-0.312311572981
ACH-000589,-0.0935736880401
ACH-000591,0.0054097851096499994
ACH-000593,0.0304411046913
ACH-000600,-0.17397667831
ACH-000601,0.0721834386552
ACH-000604,0.203919711663
ACH-000605,-0.0340219498637
ACH-000606,-0.259758039368
ACH-000608,-0.0785361180653
ACH-000614,0.112837351862
ACH-000616,-0.126422712979
ACH-000618,0.009027997033760001
ACH-000619,0.0683171875281
ACH-000620,-0.0641776690562
ACH-000621,-0.289053186829
ACH-000622,0.0182794441179
ACH-000623,-0.105426751658
ACH-000624,0.04216960089769999
ACH-000627,0.0714448091763
ACH-000630,0.0734334451205
ACH-000632,-0.08281339087989999
ACH-000633,0.0664889624565
ACH-000637,-0.00457443986505
ACH-000638,-0.0530277876203
ACH-000646,0.047632355924500006
ACH-000647,-0.07003504814110001
ACH-000648,0.09324505019200001
ACH-000649,0.0980524664565
ACH-000651,-0.108810970321
ACH-000652,0.18403034616900002
ACH-000653,0.07173616749839999
ACH-000657,-0.0432628464563
ACH-000658,-0.047152326659500005
ACH-000661,-0.06923616937999999
ACH-000662,0.276701960526
ACH-000663,0.147992168958
ACH-000665,-0.012915634428700001
ACH-000671,-0.0303736254165
ACH-000673,-0.09999262711930001
ACH-000676,-0.124161854801
ACH-000677,-0.101839683082
ACH-000681,0.0637825370215
ACH-000682,0.156715280108
ACH-000683,0.021217482565900003
ACH-000684,-0.0101732764425
ACH-000688,-0.07448284218330001
ACH-000693,-0.041963314332499994
ACH-000694,-0.0677975571319
ACH-000695,-0.274775844261
ACH-000696,-0.10717680694800001
ACH-000697,0.12298215577800001
ACH-000699,0.0195529706799
ACH-000701,-0.198143284908
ACH-000706,0.131612316301
ACH-000711,-0.260439900944
ACH-000713,-0.00874390204583
ACH-000714,-0.13673284422499998
ACH-000718,-0.27380469866
ACH-000720,-0.321625824013
ACH-000721,-0.163976656208
ACH-000724,0.012299575686999999
ACH-000725,0.21287642171
ACH-000732,0.0161311663196
ACH-000734,0.059507911580300006
ACH-000735,0.135828924211
ACH-000736,-0.295327492586
ACH-000738,-0.07734252654939999
ACH-000746,-0.0588167013007
ACH-000747,0.0006768909995240001
ACH-000748,0.0035272267759199998
ACH-000753,-0.185127324329
ACH-000756,-0.313298360691
ACH-000757,-0.18889278321400002
ACH-000758,-0.117274679147
ACH-000760,-0.204492338547
ACH-000763,0.0108439590511
ACH-000764,-0.241440374166
ACH-000765,0.14134385281
ACH-000766,-0.21348168296199999
ACH-000767,-0.436574594567
ACH-000768,-0.292313332112
ACH-000769,-0.11756520932499999
ACH-000770,-0.0350438353796
ACH-000771,-0.044606603467199996
ACH-000773,0.016436398228100002
ACH-000776,-0.372377463976
ACH-000777,0.138854763313
ACH-000778,-0.229241348933
ACH-000781,0.0873297248013
ACH-000782,-0.154076864014
ACH-000783,-0.124433728233
ACH-000784,0.0555358370256
ACH-000785,-0.147368733491
ACH-000787,0.100409213663
ACH-000788,0.0918298739808
ACH-000791,-0.276585044905
ACH-000792,-0.042927252817500004
ACH-000794,0.025170287994300003
ACH-000796,-0.0737703997804
ACH-000799,-0.06703967733130001
ACH-000800,-0.06707402589309999
ACH-000802,-0.116197398981
ACH-000804,0.09191552705839999
ACH-000805,0.00032205299277399997
ACH-000809,-0.475688489364
ACH-000810,-0.303261277806
ACH-000811,-0.145267950382
ACH-000817,-0.20689725789900001
ACH-000819,-0.14866037215
ACH-000820,-0.100300571569
ACH-000821,-0.0481944886346
ACH-000822,-0.0595618036102
ACH-000823,-0.00299487244108
ACH-000824,-0.19083181604899999
ACH-000827,-0.10312609384600001
ACH-000829,-0.0936543912847
ACH-000831,-0.0786035072078
ACH-000832,0.0665990487157
ACH-000833,-0.171302355156
ACH-000834,-0.22456052659200001
ACH-000835,0.0418672712789
ACH-000836,-0.18749271355
ACH-000837,-0.0564175892949
ACH-000838,-0.34074727557400003
ACH-000839,-0.08480910922
ACH-000840,-0.052790531364099995
ACH-000841,0.30974709884
ACH-000843,-0.142468163303
ACH-000846,-0.113185325826
ACH-000847,-0.0443495918575
ACH-000848,-0.158174734909
ACH-000849,0.115076536515
ACH-000851,-0.027169857419500003
ACH-000855,-0.056001848997599996
ACH-000856,0.18065225387699999
ACH-000858,-0.101594773419
ACH-000859,-0.27527084364300003
ACH-000861,0.142903454871
ACH-000862,-0.14463552121
ACH-000865,-0.083753636226
ACH-000866,-0.28051552403
ACH-000867,-0.09046161047399999
ACH-000869,-0.07817688996010001
ACH-000872,-0.209522229364
ACH-000873,-0.0915949104474
ACH-000876,0.14549446980900002
ACH-000878,0.025391550242300002
ACH-000880,-0.23879511238099999
ACH-000881,0.0197537462201
ACH-000882,0.19922894027399998
ACH-000884,-0.169388055004
ACH-000885,0.0883436855479
ACH-000887,-0.0721204138602
ACH-000888,-0.0595708432058
ACH-000889,-0.258144890036
ACH-000890,-0.128673303181
ACH-000896,0.0196006881409
ACH-000898,-0.21031475735999997
ACH-000900,-0.226004635557
ACH-000901,-0.0311905796807
ACH-000905,-0.457464210674
ACH-000906,0.09787933296
ACH-000907,-0.05460336524730001
ACH-000910,-0.13658738247500002
ACH-000911,-0.10870561356899999
ACH-000912,-0.0496613863549
ACH-000913,-0.0123076725064
ACH-000915,-0.0304297266258
ACH-000916,0.22183978179699998
ACH-000917,-0.422764675631
ACH-000921,0.0356117595446
ACH-000924,-0.0449750953483
ACH-000926,0.09924190303500001
ACH-000928,-0.213675607246
ACH-000929,0.22608364763799998
ACH-000932,-0.075138205072
ACH-000935,-0.127194334151
ACH-000936,-0.0344430052468
ACH-000937,0.024278180685099997
ACH-000938,-0.0030485484311999996
ACH-000939,0.0841617893516
ACH-000941,-0.116817286669
ACH-000943,0.0353186640042
ACH-000946,-0.10008583548800001
ACH-000947,0.010573223634
ACH-000948,-0.100874329932
ACH-000950,0.108970974815
ACH-000953,-0.08934121895680001
ACH-000957,-0.25457741974
ACH-000958,-0.09048801336439999
ACH-000960,-0.0286217136834
ACH-000963,-0.14961124470599999
ACH-000968,-0.017693259861400003
ACH-000969,-0.188777642011
ACH-000973,-0.0720724140797
ACH-000974,-0.0555071652207
ACH-000975,0.051360296202699995
ACH-000976,-0.132389794744
ACH-000978,-0.09951616026039999
ACH-000980,-0.138751398538
ACH-000984,-0.24302194896499998
ACH-000986,-0.0229005650369
ACH-000988,0.09031594219900001
ACH-000993,-0.0914455728608
ACH-000994,-0.159374838366
ACH-000996,-0.292780319
ACH-001001,-0.0005034315172300001
ACH-001020,-0.060397130023400004
ACH-001028,-0.15569332289499999
ACH-001031,-0.206571116864
ACH-001038,-0.0529160388588
ACH-001048,0.044274488055499994
ACH-001050,-0.0433758096215
ACH-001053,-0.33245364370499997
ACH-001054,-0.42121890004100004
ACH-001061,-0.0632150677969
ACH-001067,-0.114123213833
ACH-001075,-0.09044251485860001
ACH-001096,0.06280924853690001
ACH-001128,0.022159193459799997
