,HMHB1 (57824)
ACH-000004,0.326030898005
ACH-000007,0.430920756443
ACH-000009,0.299410719114
ACH-000011,0.18291862818799998
ACH-000012,0.293510949421
ACH-000013,0.29386034732099997
ACH-000014,0.296945289567
ACH-000015,0.17347835469
ACH-000017,0.467967344495
ACH-000018,0.332543920119
ACH-000019,0.176928822131
ACH-000021,0.271496152839
ACH-000022,0.301415004269
ACH-000025,0.22958696775100002
ACH-000028,0.168587835353
ACH-000030,0.28452631903000003
ACH-000035,0.337871728689
ACH-000036,0.23806985813499998
ACH-000037,0.20097347066399998
ACH-000039,0.163323397157
ACH-000040,0.340901044406
ACH-000041,0.395661879339
ACH-000042,0.21301164966299999
ACH-000045,0.313301357259
ACH-000047,0.347799105351
ACH-000052,0.346516376519
ACH-000053,0.120556449961
ACH-000054,0.287771088101
ACH-000055,0.35713521760399997
ACH-000060,0.313442817526
ACH-000067,0.302771368643
ACH-000070,0.207616721544
ACH-000075,0.263064256064
ACH-000078,0.341683503186
ACH-000082,0.23245408400400003
ACH-000085,0.22458901953000002
ACH-000086,0.301438805703
ACH-000087,0.149860042212
ACH-000092,0.266874300831
ACH-000095,0.293945533629
ACH-000097,0.320031464592
ACH-000098,0.335187505072
ACH-000099,0.173884073028
ACH-000108,0.191580352524
ACH-000113,0.316749279637
ACH-000115,0.268515131591
ACH-000116,0.295024042132
ACH-000118,0.240290413435
ACH-000120,0.399024312187
ACH-000123,0.364212845852
ACH-000127,0.293341414363
ACH-000128,0.40867876361999994
ACH-000132,0.37884899201300004
ACH-000133,0.133195334947
ACH-000137,0.292857315241
ACH-000138,0.248343322288
ACH-000142,0.423881107795
ACH-000143,0.373234732958
ACH-000146,0.315048284846
ACH-000148,0.338982876102
ACH-000150,0.23613901024099998
ACH-000152,0.318184554761
ACH-000153,-0.0067700650564
ACH-000159,0.257110839197
ACH-000160,0.351820748887
ACH-000163,0.363640266605
ACH-000167,0.314261005892
ACH-000168,0.295594178604
ACH-000169,0.266697660185
ACH-000178,0.217536027179
ACH-000182,0.283326920663
ACH-000183,0.320201140579
ACH-000188,0.450307518882
ACH-000189,0.308690735883
ACH-000190,-0.00162697412317
ACH-000198,0.234799975764
ACH-000204,0.12676127334
ACH-000206,0.282426828382
ACH-000207,0.235902060313
ACH-000211,0.300048185199
ACH-000215,0.294223268652
ACH-000221,0.246247305206
ACH-000222,0.424463552588
ACH-000223,0.295295731582
ACH-000226,0.385739672015
ACH-000227,0.07641385401339999
ACH-000228,0.350709939521
ACH-000231,0.258071446229
ACH-000232,0.270413948367
ACH-000233,0.40702033062
ACH-000234,0.147215860294
ACH-000235,0.306714199762
ACH-000237,0.29664820791200003
ACH-000238,0.35270580889200004
ACH-000243,0.289229186621
ACH-000244,0.269766520701
ACH-000246,0.11897706363600001
ACH-000248,0.414305575835
ACH-000250,0.267772208322
ACH-000251,0.284787162172
ACH-000253,0.470145374128
ACH-000255,0.236543472602
ACH-000256,0.36361976617299996
ACH-000257,0.218442867723
ACH-000258,0.178783812659
ACH-000259,0.306426981389
ACH-000260,0.232861842019
ACH-000261,0.22565981250199998
ACH-000262,0.464280745481
ACH-000263,0.336911501051
ACH-000264,0.342568935338
ACH-000265,0.35736030191
ACH-000266,0.251250560179
ACH-000272,0.275834101785
ACH-000273,0.164156325247
ACH-000274,0.271974590038
ACH-000277,0.574955640584
ACH-000278,0.389227202886
ACH-000279,0.317888957762
ACH-000280,0.312152342428
ACH-000281,0.34875234940399996
ACH-000288,0.168593754159
ACH-000291,0.298490464838
ACH-000293,0.39737683986199995
ACH-000294,0.283320738585
ACH-000295,0.647314933843
ACH-000296,0.458535455757
ACH-000302,0.311941460968
ACH-000304,0.0854887832928
