,DMWD (1762)
ACH-000004,-0.011525428302200002
ACH-000007,-0.028523506378599996
ACH-000009,-0.291007418669
ACH-000011,0.039748843913199994
ACH-000012,-0.114477943999
ACH-000013,-0.304570867886
ACH-000014,0.0388810362769
ACH-000015,-0.236795007841
ACH-000017,-0.169315835971
ACH-000018,-0.336475960365
ACH-000019,0.10668438198300001
ACH-000021,-0.0395850809328
ACH-000022,-0.149695036076
ACH-000025,0.030586891916
ACH-000028,-0.187986546941
ACH-000030,-0.281176905534
ACH-000035,-0.241032404356
ACH-000036,-0.209398693782
ACH-000037,-0.050000484956
ACH-000039,-0.19477986913400003
ACH-000040,0.054691950990199995
ACH-000041,-0.145707118434
ACH-000042,0.011504848547200002
ACH-000045,-0.030025161113900002
ACH-000047,-0.0842925551486
ACH-000052,-0.17540210895
ACH-000053,-0.35052717076300005
ACH-000054,-0.327723265405
ACH-000055,-0.0184158045318
ACH-000060,-0.117342492284
ACH-000067,-0.070487056018
ACH-000070,-0.0249959210065
ACH-000075,0.138968775956
ACH-000078,-0.0953220743434
ACH-000082,-0.301904787279
ACH-000085,-0.167023649608
ACH-000086,-0.133560820973
ACH-000087,-0.04418919871
ACH-000092,-0.209149728303
ACH-000095,-0.0585886889727
ACH-000097,-0.14274555965
ACH-000098,-0.170398412978
ACH-000099,-0.125480864012
ACH-000108,-0.06280141856669999
ACH-000113,-0.08534115848099999
ACH-000115,-0.320096220463
ACH-000116,0.0355695840404
ACH-000118,-0.0775641492076
ACH-000120,-0.0918538610032
ACH-000123,-0.12933887321499998
ACH-000127,-0.113307650008
ACH-000128,-0.0226540880279
ACH-000132,-0.042873009924099995
ACH-000133,-0.243118100691
ACH-000137,0.162757517496
ACH-000138,-0.165644725031
ACH-000142,-0.128210556537
ACH-000143,-0.30485078651
ACH-000146,-0.0930330111565
ACH-000148,0.09988517746960002
ACH-000150,-0.109306410502
ACH-000152,-0.06723193614159999
ACH-000153,-0.0683070569172
ACH-000159,-0.046934516579599996
ACH-000160,-0.117534449045
ACH-000163,-0.152881569564
ACH-000167,-0.357383400156
ACH-000168,-0.191158052327
ACH-000169,-0.326787693255
ACH-000178,-0.14670751460999998
ACH-000182,0.11757530210000001
ACH-000183,0.0295947552809
ACH-000188,-0.0518210782922
ACH-000189,-0.139591397654
ACH-000190,0.0763422480189
ACH-000198,-0.160776008559
ACH-000204,-0.27082339808600003
ACH-000206,-0.20089764075
ACH-000207,-0.456617461402
ACH-000211,-0.15857010898
ACH-000215,0.0013288895787099998
ACH-000221,-0.27910902516999997
ACH-000222,-0.332197841925
ACH-000223,-0.138902210863
ACH-000226,-0.045121771323699995
ACH-000227,-0.189177097599
ACH-000228,-0.165113004258
ACH-000231,0.0738448697063
ACH-000232,-0.09725258206180001
ACH-000233,-0.238972010887
ACH-000234,0.0904696572838
ACH-000235,-0.106281251268
ACH-000237,-0.07732165105010001
ACH-000238,-0.0789988341666
ACH-000243,0.00496073263916
ACH-000244,-0.132304429452
ACH-000246,0.122900960888
ACH-000248,-0.0951140499487
ACH-000250,-0.154657470012
ACH-000251,-0.16992624546399998
ACH-000253,-0.173326288783
ACH-000255,-0.320921406924
ACH-000256,-0.39826819734700003
ACH-000257,-0.20845269276
ACH-000258,0.0731897184735
ACH-000259,-0.0743064233443
ACH-000260,-0.10890466064899999
ACH-000261,-0.18147737563299998
ACH-000262,-0.042687577955
ACH-000263,0.169941844074
ACH-000264,-0.050833901920699996
ACH-000265,-0.15044774852700002
ACH-000266,-0.08985394811380001
ACH-000272,0.10565556163499999
ACH-000273,-0.215602908236
ACH-000274,-0.0901119043529
ACH-000277,-0.022296601744800002
ACH-000278,-0.0173338146785
ACH-000279,-0.083685075181
ACH-000280,-0.11229224932700001
ACH-000281,0.182657538442
ACH-000288,-0.114024894394
ACH-000291,-0.24594139360300002
ACH-000293,0.0013388207644400001
ACH-000294,-0.149949509799
ACH-000295,-0.137049200333
ACH-000296,-0.189640447285
ACH-000302,-0.21828461529800003
ACH-000304,0.117664853869
ACH-000307,0.0620492090584
ACH-000308,-0.218358584304
ACH-000310,-0.224949321401
ACH-000311,-0.109302193037
ACH-000312,-0.221126508452
ACH-000315,-0.06461744323390001
ACH-000316,-0.047428029922699996
ACH-000317,0.15174837553200002
ACH-000318,-0.0501503468535
ACH-000319,-0.142558418792
ACH-000320,-0.0170410208191
ACH-000322,-0.254405879736
ACH-000323,-0.171208388195
ACH-000324,-0.199999446719
ACH-000329,-0.060366309727999994
ACH-000330,-0.150738141082
ACH-000331,-0.00308116019666
ACH-000332,-0.194869427038
ACH-000334,0.037762398235300004
ACH-000335,-0.210188363354
ACH-000336,-0.0525832847922
ACH-000337,-0.0786786176033
ACH-000339,-0.190337253042
ACH-000341,-0.09642999619560001
ACH-000348,-0.296684838755
ACH-000350,-0.165161850534
ACH-000352,0.00255969694544
ACH-000356,-0.230543110314
ACH-000361,0.15426320297499999
ACH-000362,-0.068621574868
ACH-000363,-0.291616647729
ACH-000364,-0.360915825314
ACH-000365,-0.00277501485898
ACH-000366,-0.313604740641
ACH-000368,-0.318480354312
ACH-000374,-0.043137861228800006
ACH-000375,-0.15578036589400002
ACH-000376,-0.26405557372
ACH-000381,-0.037439958454
ACH-000383,-0.20022763739500002
ACH-000387,-0.05552909037190001
ACH-000389,-0.35784831191600003
ACH-000390,-0.049661347509399996
ACH-000393,-0.0385047325749
ACH-000395,-0.380023650468
ACH-000397,-0.07138742592660001
ACH-000401,0.08315919669110002
ACH-000402,0.081981059215
ACH-000403,-0.23479987226799998
ACH-000404,0.00643879104138
ACH-000406,-0.087578012807
ACH-000407,-0.0224845726932
ACH-000408,-0.146719930223
ACH-000410,-0.135989876801
ACH-000411,-0.0187196599725
ACH-000414,-0.106745558203
ACH-000415,0.023533472069
ACH-000416,-0.0837227856586
ACH-000420,-0.0142445912451
ACH-000421,0.026166300888
ACH-000424,0.172904902947
ACH-000425,-0.07981582488580001
ACH-000426,0.0555963050206
ACH-000427,-0.0907961827802
ACH-000433,-0.08995928333219999
ACH-000436,-0.22287866179299998
ACH-000444,-0.06872536357360001
ACH-000445,-0.05392871388719999
ACH-000448,-0.00042092240640599995
ACH-000450,-0.433414747667
ACH-000452,-0.0543797139074
ACH-000454,-0.146759367414
ACH-000458,-0.123862694892
ACH-000459,0.12440429640799999
ACH-000460,-0.149681132043
ACH-000461,0.0328395915418
ACH-000463,-0.0335771277505
ACH-000464,-0.26931599377
ACH-000466,-0.22530800095800002
ACH-000467,-0.113044543488
ACH-000468,-0.104335578349
ACH-000469,-0.117184247692
ACH-000470,0.054342723154999995
ACH-000471,-0.106363002921
ACH-000472,-0.314565517809
ACH-000473,-0.0821373602115
ACH-000475,-0.152861048959
ACH-000476,-0.222090575881
ACH-000477,-0.164502924851
ACH-000480,-0.053965728157199994
ACH-000481,-0.174412999938
ACH-000483,-0.113724170011
ACH-000484,-0.241452770689
ACH-000485,-0.19907685711599998
ACH-000486,-0.0925394480702
ACH-000487,-0.039678905549
ACH-000488,0.0336384845887
ACH-000490,-0.160761707782
ACH-000491,-0.20033832121
ACH-000495,-0.07053384810050001
ACH-000496,-0.104847829684
ACH-000499,0.155478580344
ACH-000500,-0.371391564836
ACH-000502,-0.0223076486667
ACH-000503,-0.23998314639899998
ACH-000505,-0.0784007105575
ACH-000507,-0.06973067542839999
ACH-000510,-0.09755143000810002
ACH-000511,0.011044759994999999
ACH-000512,-0.30304179058
ACH-000516,-0.11651377757000002
ACH-000517,-0.18034518243500003
ACH-000518,0.023987927025200004
ACH-000520,-0.15670661852700002
ACH-000521,-0.110334157785
ACH-000522,-0.16874595327599998
ACH-000524,-0.119739481909
ACH-000527,-0.0989986393562
ACH-000528,-0.029602425435599995
ACH-000537,0.133029133146
ACH-000541,-0.385188743631
ACH-000542,-0.15761741845000002
ACH-000544,0.00366687415691
ACH-000545,-0.101429556812
ACH-000547,-0.141010541952
ACH-000548,-0.146227575079
ACH-000549,-0.0825077537796
ACH-000550,-0.25704139308
ACH-000552,-0.11587190546599999
ACH-000556,-0.205913323935
ACH-000557,-0.160478716322
ACH-000570,-0.21530015586399998
ACH-000571,-0.223774336505
ACH-000573,-0.0793672127234
ACH-000576,0.0408452304621
ACH-000580,-0.30147336771600003
ACH-000584,-0.028246163837099998
ACH-000585,-0.253241026109
ACH-000588,-0.0771641303645
ACH-000589,0.0802997473843
ACH-000591,-0.20149464473
ACH-000593,-0.19959846118000002
ACH-000600,0.0133245026456
ACH-000601,-0.08960032859179999
ACH-000604,0.28087155167800004
ACH-000605,-0.0841920759865
ACH-000606,-0.039737652097999995
ACH-000608,-0.306865647567
ACH-000614,-0.11805164131899999
ACH-000616,-0.180770639419
ACH-000618,-0.0655036908327
ACH-000619,-0.07152399491719999
ACH-000620,-0.168351833819
ACH-000621,-0.158574949044
ACH-000622,-0.109053412635
ACH-000623,-0.0897864597053
ACH-000624,-0.11598648727
ACH-000627,-0.132697585314
ACH-000630,-0.0974942503711
ACH-000632,-0.14851181752599998
ACH-000633,-0.142345282997
ACH-000637,-0.09719007051889998
ACH-000638,-0.0352691698737
ACH-000646,-0.250272234453
ACH-000647,-0.069023232187
ACH-000648,-0.0978311957595
ACH-000649,-0.0854493228813
ACH-000651,-0.0954335878156
ACH-000652,-0.297732322608
ACH-000653,-0.224915874228
ACH-000657,-0.176150462991
ACH-000658,-0.0335424918907
ACH-000661,-0.09329796488160001
ACH-000662,-0.09227902548599999
ACH-000663,-0.24577677997699998
ACH-000665,0.0484464715506
ACH-000671,-0.0328173830304
ACH-000673,-0.221585672914
ACH-000676,-0.04426385283459999
ACH-000677,-0.07692757672839999
ACH-000681,-0.0885373792894
ACH-000682,-0.0650910368709
ACH-000683,-0.06871148100319999
ACH-000684,0.20708691309799998
ACH-000688,-0.177221461072
ACH-000693,-0.0285063360835
ACH-000694,-0.055460484145
ACH-000695,-0.23004551531800002
ACH-000696,-0.158686521948
ACH-000697,-0.010538307157799999
ACH-000699,-0.07053602538630001
ACH-000701,-0.375335704128
ACH-000706,0.027280721855599998
ACH-000711,-0.12480046398700001
ACH-000713,-0.140744743826
ACH-000714,-0.111868390932
ACH-000718,-0.298162733699
ACH-000720,-0.050165891484900006
ACH-000721,-0.144062104753
ACH-000724,-0.31851083691599996
ACH-000725,-0.13575496811899998
ACH-000732,-0.151982855248
ACH-000734,-0.145118388268
ACH-000735,-0.26418767799000004
ACH-000736,-0.22722175223299998
ACH-000738,-0.0545251222286
ACH-000746,-0.365489253188
ACH-000747,-0.0660270027723
ACH-000748,-0.185416755299
ACH-000753,-0.183144567115
ACH-000756,-0.296384464779
ACH-000757,-0.111107853034
ACH-000758,-0.177448596017
ACH-000760,0.015414309926200001
ACH-000763,-0.113679091448
ACH-000764,-0.286485746455
ACH-000765,-0.04563778736819999
ACH-000766,-0.250046046116
ACH-000767,-0.248157458011
ACH-000768,0.058637005580099995
ACH-000769,-0.0666080290547
ACH-000770,-0.146934738697
ACH-000771,-0.204569208875
ACH-000773,-0.0119761719715
ACH-000776,-0.183201749291
ACH-000777,-0.36194452618100004
ACH-000778,-0.231059177466
ACH-000781,-0.065446048166
ACH-000782,0.0639727575339
ACH-000783,-0.042493491285
ACH-000784,-0.134323523716
ACH-000785,-0.246909175636
ACH-000787,-0.07817678653410001
ACH-000788,-0.11207585487800001
ACH-000791,-0.146986400946
ACH-000792,-0.301497168059
ACH-000794,-0.052778290996599996
ACH-000796,-0.27149384141800004
ACH-000799,-0.140901508625
ACH-000800,0.0159764092996
ACH-000802,-0.0805185648045
ACH-000804,-0.13854737369200001
ACH-000805,-0.056473540155300005
ACH-000809,-0.011908754187100001
ACH-000810,-0.130577437252
ACH-000811,-0.115451051874
ACH-000817,-0.0557992574472
ACH-000819,-0.35822592230899997
ACH-000820,-0.021466990727900002
ACH-000821,0.079485794953
ACH-000822,-0.309529029148
ACH-000823,-0.0891992598591
ACH-000824,-0.280538823624
ACH-000827,-0.115049497708
ACH-000829,-0.03855808981909999
ACH-000831,-0.063764433177
ACH-000832,0.060475126043199996
ACH-000833,-0.0475178409096
ACH-000834,0.07816710095160001
ACH-000835,-0.164398239521
