,LMTK2 (22853)
ACH-000004,0.255993664806
ACH-000007,-0.125002986117
ACH-000009,-0.15334859877
ACH-000011,-0.0330702584223
ACH-000012,-0.292942291965
ACH-000013,-0.11156597277000001
ACH-000014,-0.359861054522
ACH-000015,-0.112225956051
ACH-000017,-0.0324086192936
ACH-000018,-0.0447546751959
ACH-000019,-0.0052448684497700005
ACH-000021,-0.25218357527199997
ACH-000022,-0.0696628704906
ACH-000025,0.0610093174604
ACH-000028,-0.17859335948199997
ACH-000030,-0.008475372926770001
ACH-000035,-0.253178550499
ACH-000036,0.0180606326067
ACH-000037,-0.23344795713799998
ACH-000039,-0.25518165846
ACH-000040,-0.0960352924329
ACH-000041,-0.177794950527
ACH-000042,-0.20117681697599998
ACH-000045,-0.0155416078511
ACH-000047,-0.264363072104
ACH-000052,0.069445178915
ACH-000053,-0.150599221143
ACH-000054,0.010935608659299998
ACH-000055,-0.213933585851
ACH-000060,-0.232050521433
ACH-000067,-0.26755892456
ACH-000070,-0.130770082049
ACH-000075,-0.047905096520999994
ACH-000078,0.021369774986799997
ACH-000082,-0.07129914872660001
ACH-000085,-0.251133131701
ACH-000086,-0.0224464495402
ACH-000087,-0.13626182046
ACH-000092,-0.152152166895
ACH-000095,-0.225353649435
ACH-000097,-0.12921959839299998
ACH-000098,-0.176242000848
ACH-000099,-0.12489744734699999
ACH-000108,-0.124564563819
ACH-000113,0.0770284453668
ACH-000115,0.141872705769
ACH-000116,-0.236145476666
ACH-000118,0.0931345753661
ACH-000120,-0.0439893211384
ACH-000123,-0.164294792705
ACH-000127,-0.0181227493504
ACH-000128,-0.0397253491696
ACH-000132,-0.20604817844300002
ACH-000133,0.0473328021966
ACH-000137,-0.205991765416
ACH-000138,0.11663901365900001
ACH-000142,-0.354301602901
ACH-000143,-0.0924388980692
ACH-000146,0.0352339965478
ACH-000148,-0.224524032982
ACH-000150,-0.062436456017699996
ACH-000152,-0.019168927367799998
ACH-000153,0.284938937088
ACH-000159,-0.07795884449439999
ACH-000160,-0.19615063962499998
ACH-000163,0.137626093579
ACH-000167,-0.389002755741
ACH-000168,0.07083275776589999
ACH-000169,-0.14525312719900002
ACH-000178,-0.0569361089717
ACH-000182,-0.100083925625
ACH-000183,-0.09406044027419999
ACH-000188,-0.118327691346
ACH-000189,-0.0801614761016
ACH-000190,-0.167748376531
ACH-000198,-0.255661215677
ACH-000204,-0.237487159166
ACH-000206,-0.222224795008
ACH-000207,0.0272928146568
ACH-000211,-0.25380931094500003
ACH-000215,-0.18879236430100002
ACH-000221,-0.47193884283
ACH-000222,-0.399688251481
ACH-000223,-0.092233100031
ACH-000226,-0.231052696714
ACH-000227,0.0444240615027
ACH-000228,-0.000856511232352
ACH-000231,-0.0381897516338
ACH-000232,-0.24151449735999997
ACH-000233,-0.28972270527
ACH-000234,-0.199696968314
ACH-000235,-0.0631799459241
ACH-000237,0.0060487045976
ACH-000238,-0.0288585938564
ACH-000243,-0.0916879077427
ACH-000244,0.013474943470600001
