,MT1F (4494)
ACH-000004,-0.23640373439100001
ACH-000007,0.162538642096
ACH-000009,0.0919449257238
ACH-000011,-0.25903237462699996
ACH-000012,-0.133584184975
ACH-000013,-0.101072429299
ACH-000014,0.07116287614280001
ACH-000015,-0.044177110419699996
ACH-000017,-0.0528021470538
ACH-000018,-0.08065533728410001
ACH-000019,-0.0528192168157
ACH-000021,-0.155743370431
ACH-000022,-0.187199720988
ACH-000025,-0.135826644439
ACH-000028,-0.07620023426530001
ACH-000030,-0.076748984357
ACH-000035,-0.267688884971
ACH-000036,-0.211934987188
ACH-000037,-0.188262976818
ACH-000039,0.00022929613454900002
ACH-000040,-0.23269093082400003
ACH-000041,0.029132073034200002
ACH-000042,-0.0370396636454
ACH-000045,-0.083718420231
ACH-000047,-0.124981481389
ACH-000052,-0.0037447156763400005
ACH-000053,-0.0767532899219
ACH-000054,-0.08987937351289998
ACH-000055,-0.23028627840399998
ACH-000060,-0.10685141705
ACH-000067,-0.242713802137
ACH-000070,0.116392374921
ACH-000075,-0.08625036792760002
ACH-000078,0.160914432124
ACH-000082,-0.32894863436
ACH-000085,-0.028830730645499996
ACH-000086,-0.24708703404
ACH-000087,-0.12997968124099998
ACH-000092,-0.199582930989
ACH-000095,-0.03767871188830001
ACH-000097,-0.26647593933200003
ACH-000098,-0.144304199123
ACH-000099,0.08368307454769999
ACH-000108,-0.0030520123413900003
ACH-000113,0.0218271537041
ACH-000115,-0.06783006057850001
ACH-000116,-0.217586003779
ACH-000118,-0.217726983092
ACH-000120,-0.182139311905
ACH-000123,-0.0813907870848
ACH-000127,-0.289308252769
ACH-000128,-0.061939560236599994
ACH-000132,-0.188601405667
ACH-000133,-0.149861557742
ACH-000137,-0.259673766101
ACH-000138,0.013480890517500002
ACH-000142,-0.14186117751900001
ACH-000143,-0.250991719133
ACH-000146,-0.124472249534
ACH-000148,-0.05269451826069999
ACH-000150,-0.394185266948
ACH-000152,-0.19730469499000003
ACH-000153,-0.09967515671160002
ACH-000159,-0.21242352027199998
ACH-000160,-0.164195415752
ACH-000163,-0.140947752504
ACH-000167,-0.146777128867
ACH-000168,0.0245502143696
ACH-000169,-0.08647393485919999
ACH-000178,-0.0892119080776
ACH-000182,-0.240793284736
ACH-000183,-0.317933965409
ACH-000188,-0.171648197037
ACH-000189,-0.29801840583
ACH-000190,0.156957505435
ACH-000198,-0.12504312045399998
ACH-000204,-0.489281527292
ACH-000206,-0.0467166162297
ACH-000207,-0.19366828253899998
ACH-000211,-0.214203131502
ACH-000215,-0.13332025297
ACH-000221,-0.00882095040208
ACH-000222,-0.109549546293
ACH-000223,-0.284193494393
ACH-000226,-0.161927596211
ACH-000227,-0.17212174635400002
ACH-000228,-0.14547376258
ACH-000231,0.0008310989798789999
ACH-000232,-0.0722440263755
ACH-000233,-0.235564630947
ACH-000234,-0.0044660532541699995
ACH-000235,-0.09634545861199999
ACH-000237,-0.0377459684075
ACH-000238,-0.173280144566
ACH-000243,-0.0894501883711
ACH-000244,-0.218131504515
ACH-000246,-0.181523573799
ACH-000248,-0.0707571523362
ACH-000250,-0.124481397561
ACH-000251,-0.146072956443
ACH-000253,-0.10040651206399999
ACH-000255,-0.0032164659826599998
ACH-000256,0.0607828857081
ACH-000257,0.042408025955800004
ACH-000258,-0.16527247435599998
ACH-000259,0.0640334183252
ACH-000260,-0.068820064676
ACH-000261,-0.173973761878
ACH-000262,-0.198117317839
ACH-000263,0.043812842926000004
ACH-000264,-0.22044343731199997
ACH-000265,0.029707096085999998
ACH-000266,-0.182813042361
ACH-000272,-0.156497771507
ACH-000273,-0.07244660026430001
ACH-000274,-0.008338904331069999
ACH-000277,-0.0882624312156
ACH-000278,-0.0881355886594
ACH-000279,0.160805406652
ACH-000280,-0.0819469180941
ACH-000281,-0.274764027927
ACH-000288,-0.181477974151
ACH-000291,0.0221068857018
ACH-000293,-0.385937700214
ACH-000294,0.0305408114904
ACH-000295,-0.289771032637
ACH-000296,-0.139241221293
ACH-000302,-0.148953540675
ACH-000304,-0.143684399533
ACH-000307,-0.107241745468
ACH-000308,-0.120159935908
ACH-000310,0.11892560042099999
ACH-000311,-0.149335340935
ACH-000312,-0.033506758048999996
ACH-000315,-0.143903835434
ACH-000316,-0.299520188935
ACH-000317,0.0894096907687
ACH-000318,-0.0687027352745
ACH-000319,-0.29497198759
ACH-000320,0.115894331409
ACH-000322,-0.14130414848300002
ACH-000323,-0.04356308732750001
ACH-000324,-0.0875874651651
ACH-000329,-0.013516686211
ACH-000330,-0.269031549047
ACH-000331,-0.155333738676
ACH-000332,-0.09137618232210001
ACH-000334,-0.515774971729
ACH-000335,-0.077613289979
ACH-000336,-0.12230466655300001
ACH-000337,-0.220615673284
ACH-000339,-0.161926518845
ACH-000341,-0.188737140828
ACH-000348,-0.139696237149
ACH-000350,-0.214707616424
ACH-000352,-0.258850396559
ACH-000356,-0.06843388099169999
ACH-000361,-0.0343344949031
ACH-000362,-0.0441262723142
