,LSM8 (51691)
ACH-000004,-1.46726603315
ACH-000007,-1.0671310000399998
ACH-000009,-1.4328413121399999
ACH-000011,-1.23935005709
ACH-000012,-1.4384597348600001
ACH-000013,-1.37456392639
ACH-000014,-1.42299708525
ACH-000015,-1.21212879002
ACH-000017,-0.9819715731
ACH-000018,-1.22779177656
ACH-000019,-1.54291402533
ACH-000021,-1.43343483278
ACH-000022,-1.36692193939
ACH-000025,-1.45110494534
ACH-000028,-1.5266692752000002
ACH-000030,-1.27748419138
ACH-000035,-1.2559635634100002
ACH-000036,-0.990102739948
ACH-000037,-0.8655508362200001
ACH-000039,-1.6733192659399998
ACH-000040,-1.57572392196
ACH-000041,-1.6035120362900002
ACH-000042,-1.41689156704
ACH-000045,-1.5564532203700001
ACH-000047,-1.2206382615
ACH-000052,-1.5768249161399999
ACH-000053,-1.4895927468999999
ACH-000054,-1.5327364836200001
ACH-000055,-1.59916844551
ACH-000060,-1.1714736338200002
ACH-000067,-0.8073559197050001
ACH-000070,-1.51102950324
ACH-000075,-0.852308543461
ACH-000078,-1.7771008664599999
ACH-000082,-1.42564510324
ACH-000085,-1.3838785027200002
ACH-000086,-1.1516177184
ACH-000087,-1.56858960568
ACH-000092,-1.39397028503
ACH-000095,-1.59656814651
ACH-000097,-1.52099702277
ACH-000098,-1.33521557529
ACH-000099,-1.4546433561200003
ACH-000108,-1.39443356239
ACH-000113,-1.52807763664
ACH-000115,-1.89491191635
ACH-000116,-1.30285264488
ACH-000118,-1.29021516559
ACH-000120,-1.41099371368
ACH-000123,-1.16147798216
ACH-000127,-1.47893756539
ACH-000128,-1.6358295477200002
ACH-000132,-1.29730432358
ACH-000133,-1.55410952992
ACH-000137,-1.5946344415600002
ACH-000138,-1.37980645011
ACH-000142,-1.4153954692200001
ACH-000143,-1.18092226611
ACH-000146,-1.49131878967
ACH-000148,-1.57265984007
ACH-000150,-1.3642808473899999
ACH-000152,-1.23300114383
ACH-000153,-1.41414153986
ACH-000159,-1.30021367708
ACH-000160,-1.7902105001900002
ACH-000163,-1.56780503243
ACH-000167,-1.8653823287
ACH-000168,-1.8079697254599998
ACH-000169,-1.32024938059
ACH-000178,-1.29400309722
ACH-000182,-1.4172093918200002
ACH-000183,-1.29282025447
ACH-000188,-1.60572800436
ACH-000189,-1.01219796546
ACH-000190,-1.09789129207
ACH-000198,-1.39951006235
ACH-000204,-1.33892833125
ACH-000206,-1.25388768143
ACH-000207,-1.48663152567
ACH-000211,-1.2808237656299999
ACH-000215,-1.41220041486
ACH-000221,-1.32546275092
ACH-000222,-1.51644149625
ACH-000223,-1.52227793533
ACH-000226,-1.48367134634
ACH-000227,-1.7207420651499998
ACH-000228,-1.46441914648
ACH-000231,-1.37709115108
ACH-000232,-1.4214007395800001
ACH-000233,-1.41742246489
ACH-000234,-1.38233839653
ACH-000235,-1.4796005516400002
ACH-000237,-1.5190535167399999
ACH-000238,-1.72875778721
ACH-000243,-1.3509322214700001
ACH-000244,-1.71929810844
ACH-000246,-1.14675340711
ACH-000248,-1.3902020353400002
ACH-000250,-0.9956528054000001
ACH-000251,-0.738043459258
ACH-000253,-1.38400035606
ACH-000255,-1.4526139231400002
ACH-000256,-1.3546213935299998
ACH-000257,-1.0815341155299998
ACH-000258,-1.2757126189899999
ACH-000259,-1.26079656367
ACH-000260,-1.3543786923299999
ACH-000261,-1.2617495617499999
ACH-000262,-1.3754968328
ACH-000263,-1.85814073722
ACH-000264,-1.4760075063100002
ACH-000265,-1.3466853912299999
ACH-000266,-1.5483236143299999
ACH-000272,-1.2287426101999999
ACH-000273,-1.41923617282
ACH-000274,-1.49675061398
ACH-000277,-1.73850626837
ACH-000278,-1.26592952713
ACH-000279,-1.5632833336
ACH-000280,-1.62934823523
ACH-000281,-1.56768778275
ACH-000288,-1.28000475028
ACH-000291,-1.1729484450399998
ACH-000293,-1.38008859743
ACH-000294,-1.09129503562
ACH-000295,-1.8171965845900002
ACH-000296,-1.27350961445
ACH-000302,-1.5572108110499998
ACH-000304,-1.32889975411
ACH-000307,-1.22843941238
ACH-000308,-1.46252306229
ACH-000310,-1.83510480107
ACH-000311,-1.3654827059099999
ACH-000312,-1.46970567278
ACH-000315,-1.0400042053799998
ACH-000316,-1.36274021734
ACH-000317,-1.50915180622
ACH-000318,-1.58144302065
ACH-000319,-1.48263833688
ACH-000320,-1.4805619724799999
ACH-000322,-1.4448786559399998
ACH-000323,-1.44601094896
ACH-000324,-1.4386791219600001
ACH-000329,-1.6131326320700001
ACH-000330,-1.2878411441
ACH-000331,-1.16184890663
ACH-000332,-1.26903392277
ACH-000334,-0.8012581636820001
ACH-000335,-1.17214862432
ACH-000336,-1.13888254317
ACH-000337,-1.50186370326
ACH-000339,-1.45845712091
ACH-000341,-1.21355199232
ACH-000348,-1.39701234414
ACH-000350,-1.57608891894
ACH-000352,-1.4158090743599998
ACH-000356,-1.1528393685
ACH-000361,-1.25862702963
ACH-000362,-1.43697864241
ACH-000363,-1.34495579179
ACH-000364,-1.3005798602399998
ACH-000365,-1.15773545477
ACH-000366,-1.4659569920200002
ACH-000368,-1.1443731305299998
ACH-000374,-1.49982418993
ACH-000375,-1.41667584891
ACH-000376,-1.0142321300700001
ACH-000381,-1.48818858325
ACH-000383,-0.9562951998620001
ACH-000387,-1.2352603848
ACH-000389,-1.44895430338
ACH-000390,-1.30033923287
ACH-000393,-1.7142318184
ACH-000395,-1.52468837184
ACH-000397,-0.885698260194
ACH-000401,-1.0606308691
ACH-000402,-0.8828400752050001
ACH-000403,-1.6430803109999998
ACH-000404,-1.47990208002
ACH-000406,-1.24449871179
ACH-000407,-1.5523422621399998
ACH-000408,-1.76228632975
ACH-000410,-1.1723495941500002
ACH-000411,-1.16967446245
ACH-000414,-1.66790555011
ACH-000415,-1.16912875109
ACH-000416,-1.45022803831
ACH-000420,-1.37468318065
ACH-000421,-1.45546038637
ACH-000424,-1.5113781988400001
ACH-000425,-1.22753007984
ACH-000426,-0.917356242354
ACH-000427,-1.76240867868
ACH-000433,-1.4527654137900001
ACH-000436,-1.19510262201
ACH-000444,-1.72761061905
ACH-000445,-1.3477400671000002
ACH-000448,-1.3361829498200002
ACH-000450,-1.4532652942299997
ACH-000452,-1.66497037622
ACH-000454,-1.08844544325
ACH-000458,-1.3734484305799999
ACH-000459,-0.41951674667800004
ACH-000460,-1.32061498533
ACH-000461,-1.6312675308200002
ACH-000463,-1.20039585163
ACH-000464,-1.2615415356100002
ACH-000466,-1.1474439030399999
ACH-000467,-1.14039385764
ACH-000468,-1.9507698443700001
ACH-000469,-1.27859379811
ACH-000470,-1.65886425743
ACH-000471,-1.32355152964
ACH-000472,-1.47958164635
ACH-000473,-1.4456781644999999
ACH-000475,-1.4691555045200002
ACH-000476,-1.2274052280299999
ACH-000477,-1.10477447696
ACH-000480,-1.19868659996
ACH-000481,-1.34617727537
ACH-000483,-1.3925325655399998
ACH-000484,-1.22998088307
ACH-000485,-1.4535318307799998
ACH-000486,-1.3683062619600002
ACH-000487,-1.2089147987200002
ACH-000488,-1.3766188334600002
ACH-000490,-1.42468940917
ACH-000491,-1.53776022919
ACH-000495,-1.19365090565
ACH-000496,-1.48950666661
ACH-000499,-1.39025695747
ACH-000500,-1.40681808215
ACH-000502,-1.45753586516
ACH-000503,-1.2481948016
ACH-000505,-1.62136706552
ACH-000507,-1.3483871054700003
ACH-000510,-1.49081954276
ACH-000511,-1.24451225406
ACH-000512,-1.0444047814700002
ACH-000516,-1.29165319502
ACH-000517,-1.25091295527
ACH-000518,-1.2067190915100001
ACH-000520,-1.3483779081
ACH-000521,-1.3602031518200002
ACH-000522,-1.24340297743
ACH-000524,-1.53048937409
ACH-000527,-1.19176284714
ACH-000528,-0.855155540408
ACH-000537,-1.36394051433
ACH-000541,-1.18379201575
ACH-000542,-1.48471654259
ACH-000544,-1.3824298647600002
ACH-000545,-1.56059410287
ACH-000547,-1.19012716212
ACH-000548,-1.1303703919399999
ACH-000549,-1.0622195350799999
ACH-000550,-1.4934466169799998
ACH-000552,-1.38409957523
ACH-000556,-1.4455641022499999
ACH-000557,-1.42896875014
ACH-000570,-1.48219104583
ACH-000571,-1.8153587092400003
ACH-000573,-1.4149017914
ACH-000576,-1.14776387496
ACH-000580,-1.3514533069299999
ACH-000584,-1.62036250005
ACH-000585,-1.44084358325
ACH-000588,-1.16156457848
ACH-000589,-1.46976123264
ACH-000591,-1.54552433979
ACH-000593,-1.31265995806
ACH-000600,-1.04163321145
ACH-000601,-1.3937447840600001
ACH-000604,-1.19312523342
ACH-000605,-1.29531660259
ACH-000606,-1.3342112798
ACH-000608,-2.06949736108
ACH-000614,-1.6515763182299998
ACH-000616,-1.48628848101
ACH-000618,-1.4164790912
ACH-000619,-1.30478682427
ACH-000620,-1.4492222747699999
ACH-000621,-1.5072223792800001
ACH-000622,-1.2294933508700001
ACH-000623,-1.55919161121
ACH-000624,-1.36941050947
ACH-000627,-1.49095890498
ACH-000630,-1.28422147482
ACH-000632,-1.22857236082
ACH-000633,-1.28105918101
ACH-000637,-1.51607880433
ACH-000638,-1.2689729652600001
ACH-000646,-1.4712330073
ACH-000647,-1.4077263994799998
ACH-000648,-1.46884196135
ACH-000649,-1.1724611025799998
ACH-000651,-1.34398952194
ACH-000652,-1.21972280117
ACH-000653,-1.09457151308
ACH-000657,-1.3707849803100003
ACH-000658,-1.28063248784
ACH-000661,-2.01469186912
ACH-000662,-1.3190430796500001
ACH-000663,-1.2672928463600002
ACH-000665,-1.3657624150799998
ACH-000671,-1.3416464236799999
ACH-000673,-1.5658545778200001
ACH-000676,-1.2965156845399999
ACH-000677,-1.12525379731
ACH-000681,-1.638680062
ACH-000682,-1.74755254618
ACH-000683,-1.64907011332
ACH-000684,-1.32902923269
ACH-000688,-1.55379188813
ACH-000693,-1.29370928485
ACH-000694,-1.5646047043399998
ACH-000695,-1.63455245958
ACH-000696,-1.39946047252
ACH-000697,-1.4495557926
ACH-000699,-0.851181433964
ACH-000701,-1.8548687614900001
ACH-000706,-1.15280032967
ACH-000711,-1.3084106997
ACH-000713,-1.33727769353
ACH-000714,-1.37339607995
ACH-000718,-1.2905010385200002
ACH-000720,-1.3070767416700002
ACH-000721,-1.45334468889
ACH-000724,-1.3073225173799998
ACH-000725,-1.17883699127
ACH-000732,-1.22506266455
ACH-000734,-1.43606368896
ACH-000735,-1.40661877237
ACH-000736,-1.5166746670500002
ACH-000738,-1.42991196959
ACH-000746,-1.43705801919
ACH-000747,-1.38616003651
ACH-000748,-1.2912950893000001
ACH-000753,-1.6590554441499998
ACH-000756,-1.4706358804100002
ACH-000757,-0.966397395765
ACH-000758,-1.3173978689799999
ACH-000760,-1.27767144246
ACH-000763,-0.827124973107
ACH-000764,-1.36949694083
ACH-000765,-1.76725008311
ACH-000766,-1.16302620973
ACH-000767,-1.8719081228499999
ACH-000768,-1.17605494261
ACH-000769,-1.4801328442100001
ACH-000770,-1.4544999976800002
ACH-000771,-1.14865448225
ACH-000773,-1.3243256135500001
ACH-000776,-0.985900030662
ACH-000777,-1.3787913715900002
ACH-000778,-1.42967785363
ACH-000781,-1.34849857018
ACH-000782,-1.5556059134
ACH-000783,-1.15712464778
ACH-000784,-1.0775616987999999
ACH-000785,-1.4681592749899999
ACH-000787,-1.30077136682
ACH-000788,-1.38984724641
ACH-000791,-1.6424931329199999
ACH-000792,-1.1115699979
ACH-000794,-1.6137467994699999
ACH-000796,-1.6196870590299999
ACH-000799,-1.07586696539
ACH-000800,-2.0588930795
ACH-000802,-1.31970912286
ACH-000804,-1.4044675401299997
ACH-000805,-1.32205508893
ACH-000809,-1.0760394550599999
ACH-000810,-1.7107110980700002
ACH-000811,-1.78218640118
ACH-000817,-1.34167537899
ACH-000819,-1.40928809744
ACH-000820,-1.08512650044
ACH-000821,-1.03894251336
ACH-000822,-0.99410831972
ACH-000823,-1.1357627852299998
ACH-000824,-1.7624460689800001
ACH-000827,-0.9782142295039999
ACH-000829,-1.4344337731999999
ACH-000831,-1.28351674202
ACH-000832,-1.0758323695999998
ACH-000833,-1.42274868046
ACH-000834,-1.24059086441
ACH-000835,-1.54862753428
ACH-000836,-1.59408044974
ACH-000837,-1.57877118171
ACH-000838,-1.416951979
ACH-000839,-1.2253047215100001
ACH-000840,-1.32641289616
ACH-000841,-1.4799013384
ACH-000843,-1.40215008053
ACH-000846,-1.38532942864
ACH-000847,-1.28784503584
ACH-000848,-1.19913362793
ACH-000849,-1.16015494355
ACH-000851,-1.18059520264
ACH-000855,-1.1303339947600002
ACH-000856,-1.1600945522600001
ACH-000858,-1.14388066439
ACH-000859,-1.49719628651
ACH-000861,-1.50823951357
ACH-000862,-1.1039771455299998
ACH-000865,-1.40740855986
ACH-000866,-1.37715561412
ACH-000867,-1.2446745559399999
ACH-000869,-1.4655740622600002
ACH-000872,-1.17439416968
ACH-000873,-1.6849467541499998
ACH-000876,-1.21749405882
ACH-000878,-1.5378667444
ACH-000880,-1.5355025033
ACH-000881,-1.5149115118
ACH-000882,-1.5255802236700002
ACH-000884,-1.38051020123
ACH-000885,-1.32045084038
ACH-000887,-1.3441151582
ACH-000888,-1.6722280032199999
ACH-000889,-1.34389136116
ACH-000890,-1.66146127662
ACH-000896,-1.71228171357
ACH-000898,-1.5517742806
ACH-000900,-1.3030147505
ACH-000901,-1.57979105532
ACH-000905,-1.4449066865200002
ACH-000906,-1.42988538572
ACH-000907,-1.30117410036
ACH-000910,-1.52709814685
ACH-000911,-1.29313347929
ACH-000912,-1.23695274907
ACH-000913,-1.07582350948
ACH-000915,-1.27687085266
ACH-000916,-1.10515202874
ACH-000917,-1.19265516124
ACH-000921,-1.37023380619
ACH-000924,-1.29621844699
ACH-000926,-1.5383993414
ACH-000928,-0.907782078877
ACH-000929,-1.66381876272
ACH-000932,-1.5218836515
ACH-000935,-1.2453889853
ACH-000936,-1.37264401817
ACH-000937,-1.42590025115
ACH-000938,-1.35750419018
ACH-000939,-1.26760540943
ACH-000941,-1.53200482958
ACH-000943,-1.26887476316
ACH-000946,-1.45071828363
ACH-000947,-1.44465268925
ACH-000948,-1.27643795433
ACH-000950,-1.14582677519
ACH-000953,-1.5285219827399998
ACH-000957,-1.29621410178
ACH-000958,-1.0369442917
ACH-000960,-1.1289764571799998
ACH-000963,-1.2282730630299998
ACH-000968,-1.12822039173
ACH-000969,-1.3294552396700001
ACH-000973,-1.35115084692
ACH-000974,-1.51262615722
ACH-000975,-1.09606021642
ACH-000976,-1.41836341158
ACH-000978,-1.0448520352600001
ACH-000980,-1.0520374087
ACH-000984,-1.60432608072
ACH-000986,-1.37227596368
ACH-000988,-1.22668838161
ACH-000993,-1.4297915292299999
ACH-000994,-1.28956946769
ACH-000996,-1.5331523870800001
ACH-001001,-1.33661632721
ACH-001020,-1.44864588842
ACH-001028,-1.23330322981
ACH-001031,-1.04774509311
ACH-001038,-1.4413391139700003
ACH-001048,-1.50751725867
ACH-001050,-1.3090050715600001
ACH-001053,-1.4636989415200001
ACH-001054,-1.41762850252
ACH-001061,-1.26518435238
ACH-001067,-1.26262490364
ACH-001075,-1.58258945035
ACH-001096,-1.3201122601200002
ACH-001128,-1.05141266284
ACH-001134,-1.4060523893299999
ACH-001151,-1.3676228506499999
ACH-001163,-1.2259354134799998
ACH-001164,-1.18654846996
ACH-001173,-1.22041732573
ACH-001183,-1.3562309375900001
ACH-001184,-1.64297400941
ACH-001190,-1.15434870847
ACH-001192,-1.6797705744999998
ACH-001193,-1.0685006505299999
ACH-001196,-1.1384298318700001
ACH-001197,-1.36129801438
ACH-001205,-1.8162289824000002
ACH-001211,-1.3984845814700002
ACH-001212,-1.4074231952
ACH-001228,-1.5063940636500002
ACH-001232,-1.21507666154
ACH-001239,-1.09527866748
ACH-001274,-1.8080313180599998
ACH-001275,-1.03908710375
ACH-001277,-1.205981215
ACH-001278,-0.989951250306
ACH-001280,-1.14861457532
ACH-001283,-1.1917595889
ACH-001289,-1.56823535176
ACH-001295,-1.46253393004
ACH-001300,-1.26381472913
ACH-001301,-1.3697553118399999
ACH-001302,-1.52032028147
ACH-001303,-1.34138132479
ACH-001306,-1.43784410985
ACH-001318,-0.978782955569
ACH-001322,-1.44426791287
ACH-001328,-1.33974583465
ACH-001332,-1.28943590864
ACH-001333,-0.766403082753
ACH-001336,-1.1702482669499998
ACH-001340,-1.12394702603
ACH-001346,-0.969984882255
ACH-001353,-1.451941874
ACH-001354,-1.3511325555899998
ACH-001367,-1.29408088695
ACH-001368,-1.4037200756200001
ACH-001374,-1.42714512888
ACH-001375,-1.4205467732
ACH-001377,-1.20957320916
ACH-001380,-1.3272609156200001
ACH-001391,-1.6411426532299997
ACH-001407,-0.9780406751080001
ACH-001408,-1.22161408129
ACH-001413,-1.2323857659
ACH-001430,-1.55510615974
ACH-001431,-1.3908021496
ACH-001450,-1.23892827825
ACH-001496,-1.43857618446
ACH-001500,-1.3706335327599999
ACH-001521,-1.06965420571
ACH-001523,-0.96214376319
ACH-001532,-1.17834801569
ACH-001536,-1.36274155542
ACH-001550,-1.89486903493
ACH-001552,-1.66758903057
ACH-001554,-1.49678048109
ACH-001645,-1.5335346621700001
ACH-001654,-1.2648509556999998
ACH-001715,-1.3816545396700002
ACH-001735,-1.1659530022600002
ACH-001736,-1.42005413141
ACH-001737,-1.4897656791
ACH-001740,-1.71976469882
ACH-001745,-1.8642556002900001
ACH-001750,-1.27500356153
ACH-001765,-1.58415694894
ACH-001956,-1.41941355926
ACH-001957,-1.58576894354
