,SCD5 (79966)
ACH-000004,0.131979184343
ACH-000007,0.199282138071
ACH-000009,0.108379426989
ACH-000011,-0.20814494776200002
ACH-000012,-0.173438355783
ACH-000013,0.0363163663552
ACH-000014,0.0055234762114300005
ACH-000015,-0.10473900582999998
ACH-000017,-0.160043982818
ACH-000018,-0.19585469076200002
ACH-000019,-0.140478628616
ACH-000021,-0.154719964574
ACH-000022,-0.104639564321
ACH-000025,0.011137057186700001
ACH-000028,-0.08252219555939999
ACH-000030,-0.192114776516
ACH-000035,-0.042420373190800005
ACH-000036,-0.125218935375
ACH-000037,-0.25695846214
ACH-000039,0.15107732653300002
ACH-000040,0.0935728453425
ACH-000041,-0.199529137715
ACH-000042,-0.12592864518400002
ACH-000045,-0.055082202461
ACH-000047,-0.11464203237500001
ACH-000052,-0.0219756473921
ACH-000053,0.09371164739
ACH-000054,-0.342497055638
ACH-000055,-0.0300746701549
ACH-000060,-0.183773135124
ACH-000067,-0.062045418678
ACH-000070,-0.21460501017099998
ACH-000075,-0.383636195237
ACH-000078,0.0309077901686
ACH-000082,-0.167922409423
ACH-000085,-0.088902509819
ACH-000086,0.022463372995199998
ACH-000087,-0.240835621276
ACH-000092,-0.0127606875905
ACH-000095,-0.0249722563095
ACH-000097,-0.195223337995
ACH-000098,-0.154746081116
ACH-000099,-0.04345646417119999
ACH-000108,-0.0379948959669
ACH-000113,-0.0769390955024
ACH-000115,-0.043703120796699996
ACH-000116,-0.0666530898661
ACH-000118,-0.13812351564099998
ACH-000120,-0.14321977098400002
ACH-000123,-0.249721724172
ACH-000127,-0.219733180529
ACH-000128,-0.233436557592
ACH-000132,-0.22979662751
ACH-000133,0.00181145112304
ACH-000137,-0.0105784316334
ACH-000138,-0.050067853805099996
ACH-000142,-0.09234297484960001
ACH-000143,-0.144337773154
ACH-000146,-0.103548374265
ACH-000148,-0.106424565538
ACH-000150,-0.103974315459
ACH-000152,-0.259788467535
ACH-000153,-0.13923734997
ACH-000159,-0.271000257561
ACH-000160,-0.289581938037
ACH-000163,-0.267851199432
ACH-000167,0.269647099313
ACH-000168,-0.017757990682
ACH-000169,-0.195779857515
ACH-000178,-0.062010293976
ACH-000182,-0.20648083294300001
ACH-000183,0.011953872859399998
ACH-000188,-0.152673757349
ACH-000189,-0.6364269490309999
ACH-000190,-0.10147527182499999
ACH-000198,-0.28094737009
ACH-000204,-0.22871136710999998
ACH-000206,-0.00835317656751
ACH-000207,0.0245860475256
ACH-000211,-0.16346403164999998
ACH-000215,-0.0666676137593
ACH-000221,0.00787566844529
ACH-000222,-0.06913358670139999
ACH-000223,-0.233456468378
ACH-000226,-0.09482355217319999
ACH-000227,-0.0712850502289
ACH-000228,-0.22166636202
ACH-000231,-0.18832552072500003
ACH-000232,0.0034978303436799998
ACH-000233,0.05184316293959999
ACH-000234,0.0304384937487
ACH-000235,-0.112791812942
ACH-000237,-0.0431136829705
ACH-000238,0.119049140179
ACH-000243,-0.107431240373
ACH-000244,0.0692897747211
ACH-000246,0.018961653927500002
ACH-000248,-0.0477923800715
ACH-000250,-0.12822362125
ACH-000251,-0.182846046337
ACH-000253,-0.08554831142319999
ACH-000255,-0.09103880371539999
ACH-000256,-0.13212084802100002
ACH-000257,-0.123118753392
ACH-000258,-0.020965674452
ACH-000259,-0.0673388998308
ACH-000260,0.0369360603725
ACH-000261,-0.182527489481
ACH-000262,-0.0285400610634
ACH-000263,0.075381740985
ACH-000264,-0.0643498994946
ACH-000265,-0.155772056014
ACH-000266,-0.0406324229072
ACH-000272,-0.14556604861300002
ACH-000273,-0.231453809591
ACH-000274,0.04134763406730001
ACH-000277,0.0224200202018
ACH-000278,0.053116815177300006
ACH-000279,-0.154901428039
ACH-000280,0.0421953443411
ACH-000281,-0.036367270243300005
ACH-000288,0.058049169641500004
ACH-000291,-0.258624063277
ACH-000293,-0.07301520159310002
ACH-000294,-0.08300623384219999
ACH-000295,-0.0119381001443
ACH-000296,-0.12969652135399998
ACH-000302,-0.29854005169500003
ACH-000304,-0.245154330238
ACH-000307,-0.060175131550900006
ACH-000308,-0.11467358424799999
ACH-000310,-0.0068554709525000005
ACH-000311,0.154561915228
ACH-000312,-0.07391175588530001
ACH-000315,-0.185056744649
ACH-000316,-0.179833462068
ACH-000317,-0.0062428913290900005
ACH-000318,-0.09358804356219999
ACH-000319,0.0293040281983
ACH-000320,0.048780804247500004
ACH-000322,-0.0062416410070900005
ACH-000323,-0.19206195671
ACH-000324,-0.162407656343
ACH-000329,-0.16894274104899998
ACH-000330,-0.18592269175700002
ACH-000331,4.86092853216e-05
ACH-000332,-0.14214000176799998
ACH-000334,0.259043816157
ACH-000335,-0.13716017187
ACH-000336,-0.10664581978599999
ACH-000337,-0.148095373115
ACH-000339,-0.0823146306297
ACH-000341,-0.230535276012
ACH-000348,-0.017605061287599998
ACH-000350,0.0823615031197
ACH-000352,0.0520394938023
ACH-000356,-0.022518029514900003
ACH-000361,-0.23739384365200003
ACH-000362,-0.0878383495331
ACH-000363,-0.176990368554
ACH-000364,-0.0435966608005
ACH-000365,-0.192848072042
ACH-000366,-0.07412486540419999
ACH-000368,-0.0903325194331
ACH-000374,-0.07015288504839999
ACH-000375,-0.140802192226
ACH-000376,-0.12134594949500001
ACH-000381,0.094418381107
ACH-000383,-0.033312009264099995
ACH-000387,-0.175971738264
ACH-000389,-0.0798149475349
ACH-000390,-0.18680147649099998
ACH-000393,-0.105972068867
ACH-000395,0.011581610224500001
ACH-000397,-0.156608291407
ACH-000401,-0.19190389243500003
ACH-000402,-0.234901662069
ACH-000403,-0.177699593316
ACH-000404,0.0895159765306
ACH-000406,-0.150436313287
ACH-000407,-0.08094974670810001
ACH-000408,-0.100356159848
ACH-000410,-0.205336726806
ACH-000411,-0.059729088129000005
ACH-000414,-0.0298246406209
ACH-000415,-0.361039165559
ACH-000416,-0.136639699462
ACH-000420,-0.0962111921308
ACH-000421,-0.17141055832899998
ACH-000424,-0.264133095163
ACH-000425,-0.17768881605200001
ACH-000426,0.131337078958
ACH-000427,-0.14179505808
ACH-000433,-0.14711042766899998
ACH-000436,0.0388148947765
ACH-000444,-0.141762138301
ACH-000445,-0.0224380817708
ACH-000448,-0.173563571074
ACH-000450,0.128128065598
ACH-000452,-0.143475468894
ACH-000454,-0.01419386178
ACH-000458,-0.189467975829
ACH-000459,-0.406509883311
ACH-000460,-0.111026043289
ACH-000461,-0.164690587592
ACH-000463,-0.134442588275
ACH-000464,-0.271405926721
ACH-000466,0.07341147602169999
ACH-000467,-0.0400474496011
ACH-000468,-0.136728708494
ACH-000469,-0.174819178636
ACH-000470,-0.334675221448
ACH-000471,-0.157875703466
ACH-000472,-0.0800409985223
ACH-000473,0.027322086373099998
ACH-000475,-0.0900262269822
ACH-000476,-0.237488663035
ACH-000477,0.178381633064
ACH-000480,-0.259710223426
ACH-000481,-0.215752226542
ACH-000483,-0.00394990410644
ACH-000484,0.0640674351627
ACH-000485,-0.034131929410999996
ACH-000486,-0.168217088263
ACH-000487,-0.13873539242799998
ACH-000488,-0.169480615396
ACH-000490,-0.010482635459600001
ACH-000491,-0.383213843772
ACH-000495,0.0358775873366
ACH-000496,-0.23170589605099998
ACH-000499,-0.274137568208
ACH-000500,-0.273107403814
ACH-000502,-0.00773309083671
ACH-000503,-0.186034715261
ACH-000505,-0.025661769341099996
ACH-000507,-0.08436728693489999
ACH-000510,-0.34288277608400003
ACH-000511,-0.09945000277999999
ACH-000512,-0.340107773475
ACH-000516,-0.041133062270400006
ACH-000517,-0.08095962011669999
ACH-000518,-0.13896634713300002
ACH-000520,0.121574426249
ACH-000521,-0.07802092709280001
ACH-000522,-0.0845687078309
ACH-000524,-0.0947996500907
ACH-000527,-0.176084808379
ACH-000528,-0.125514226314
ACH-000537,-0.368465951726
ACH-000541,0.0403408279991
ACH-000542,-0.0842954767238
ACH-000544,-0.0233323942337
ACH-000545,-0.293469526365
ACH-000547,-0.286132078453
ACH-000548,0.0489984192085
ACH-000549,-0.133133844207
ACH-000550,0.158585910716
ACH-000552,-0.34001777981
ACH-000556,-0.168592617665
ACH-000557,0.0004503289181580001
ACH-000570,-0.17304814444299998
ACH-000571,0.0310943409443
ACH-000573,-0.15392508224999998
ACH-000576,-0.08868312168600001
ACH-000580,-0.105667191262
ACH-000584,-0.215583644395
ACH-000585,-0.135474857762
ACH-000588,-0.0989735300079
ACH-000589,0.054359949644599996
ACH-000591,-0.17436657303599998
ACH-000593,-0.0207029206413
ACH-000600,-0.273683936484
ACH-000601,-0.05599747454
ACH-000604,-0.03701807588369999
ACH-000605,0.209983557804
ACH-000606,0.0839668656103
ACH-000608,-0.138311954752
ACH-000614,-0.132682258946
ACH-000616,-0.18621167380800002
ACH-000618,0.00398322665098
ACH-000619,-0.00583953943337
ACH-000620,0.0246533894534
ACH-000621,-0.0440724206029
ACH-000622,0.12907882676899998
ACH-000623,-0.19411103893399997
ACH-000624,-0.10893034795999998
ACH-000627,-0.182039395666
ACH-000630,-0.135833078634
ACH-000632,-0.0939197877149
ACH-000633,-0.08316428608189999
ACH-000637,-0.13419398029000001
ACH-000638,0.052735357353699996
ACH-000646,-0.0681309507191
ACH-000647,-0.245829208922
ACH-000648,-0.171967482924
ACH-000649,-0.17447711314300002
ACH-000651,-0.12992723415100002
ACH-000652,-0.21089230370499998
ACH-000653,0.09400459588960002
ACH-000657,-0.0804189894271
ACH-000658,0.0343351469681
ACH-000661,0.0664517888221
ACH-000662,-0.261235687849
ACH-000663,-0.130540442941
ACH-000665,-0.450306992678
ACH-000671,-0.235522141488
ACH-000673,-0.137809202643
ACH-000676,0.047210723690800004
ACH-000677,-0.166000468471
ACH-000681,0.10504583833799999
ACH-000682,-0.0250717494551
ACH-000683,-0.09190008471139999
ACH-000684,0.0103610534163
ACH-000688,-0.0323957736805
ACH-000693,-0.22567983468400002
ACH-000694,-0.23704805472600002
ACH-000695,-0.09046060234989999
ACH-000696,-0.121413046992
ACH-000697,0.127946944036
ACH-000699,-0.0749684546153
ACH-000701,-0.21326534801600003
ACH-000706,-0.043329693706599996
ACH-000711,-0.129012559903
ACH-000713,-0.15564983832499998
ACH-000714,-0.08686846766280001
ACH-000718,-0.07949580746360001
ACH-000720,-0.11563322207
ACH-000721,-0.141264926965
ACH-000724,0.24621889096799998
ACH-000725,-0.0297469410042
ACH-000732,-0.112575428117
ACH-000734,-0.0546309335002
ACH-000735,-0.114070900094
ACH-000736,-0.122265710421
ACH-000738,-0.086335403126
ACH-000746,-0.363934971557
ACH-000747,-0.21408468012499998
ACH-000748,-0.188133869219
ACH-000753,-0.07893148855839999
ACH-000756,-0.20403763826
ACH-000757,-0.115023069341
ACH-000758,-0.11627909993300001
ACH-000760,-0.0302392462798
ACH-000763,-0.289326586625
ACH-000764,0.236792921124
ACH-000765,-0.0627200364365
ACH-000766,-0.0627666772798
ACH-000767,-0.30152270972399997
ACH-000768,-0.0499350281345
ACH-000769,-0.0815656879868
ACH-000770,-0.126127310932
ACH-000771,-0.120993664789
ACH-000773,-0.115069640814
ACH-000776,-0.128077504857
ACH-000777,-0.27447707165699997
ACH-000778,-0.152041774603
ACH-000781,-0.166052623354
ACH-000782,-0.11999027365
ACH-000783,-0.11723456780899999
ACH-000784,-0.09014112360089999
ACH-000785,-0.192292359716
ACH-000787,-0.147639721674
ACH-000788,-0.0692387554137
ACH-000791,-0.0618037363115
ACH-000792,-0.0742829748841
ACH-000794,-0.276877039468
ACH-000796,-0.217070379763
ACH-000799,-0.33100336435
ACH-000800,-0.161434231475
ACH-000802,-0.305625158982
ACH-000804,-0.0261394278533
ACH-000805,-0.241405064359
ACH-000809,-0.11112556060699999
ACH-000810,-0.075612456569
ACH-000811,-0.09873700200410002
ACH-000817,-0.0657572703902
ACH-000819,-0.166411660896
ACH-000820,-0.17786444141600002
ACH-000821,-0.12309992972000001
ACH-000822,0.251395857016
ACH-000823,-0.0381825263542
ACH-000824,-0.120036023435
ACH-000827,-0.2146658433
ACH-000829,0.0778232909413
ACH-000831,-0.190052218046
ACH-000832,-0.0751823558275
ACH-000833,-0.270530988481
ACH-000834,-0.119114133232
ACH-000835,-0.249095974989
ACH-000836,-0.103597614162
ACH-000837,0.0356923258332
ACH-000838,-0.0629202091024
ACH-000839,0.08494415205980001
ACH-000840,-0.164217958707
ACH-000841,-0.0451543820158
ACH-000843,-0.0071140585326
ACH-000846,-0.299283028937
ACH-000847,-0.287929461627
ACH-000848,-0.0686779707459
ACH-000849,-0.144616997196
ACH-000851,0.0674018176994
ACH-000855,-0.20390127055799998
ACH-000856,-0.0915012188387
ACH-000858,-0.18572590255399998
ACH-000859,-0.059701492346199994
ACH-000861,-0.20441008217599999
ACH-000862,-0.08451609358660002
ACH-000865,-0.127897105351
ACH-000866,-0.228212313209
ACH-000867,-0.0973210929885
ACH-000869,-0.133957204914
ACH-000872,-0.152665884552
ACH-000873,-0.121248574651
ACH-000876,-0.237302083663
