,HNRNPA2B1 (3181)
ACH-000549,-0.37891461838
ACH-000550,-0.711873441942
ACH-000552,-0.694591974646
ACH-000556,-0.650816857363
ACH-000557,0.282103176869
ACH-000570,-0.683985763124
ACH-000571,-0.140806444173
ACH-000573,-0.561355058827
ACH-000576,-0.592060152521
ACH-000580,-0.667199330957
ACH-000584,0.0624223602899
ACH-000585,0.13879743615
ACH-000588,-0.454043747571
ACH-000589,-0.430351389481
ACH-000591,-0.36450269313699996
ACH-000593,-0.26633543535500004
ACH-000600,-0.0731119520499
ACH-000601,-0.39692219998899997
ACH-000604,-1.19510127491
ACH-000605,-0.394796417321
ACH-000606,-0.494932416848
ACH-000608,-0.110483266768
ACH-000614,-0.444708486406
ACH-000616,-1.03757717098
ACH-000618,-0.0735525098911
ACH-000619,-0.355032179467
ACH-000620,-0.239604240549
ACH-000621,-0.137677846991
ACH-000622,-0.44703020339500005
ACH-000623,-0.327828900775
ACH-000624,0.027151560983500002
ACH-000627,-0.529592786233
ACH-000630,-0.245275454488
ACH-000632,-0.36115610533
ACH-000633,-0.07168434728039999
ACH-000637,-0.260241339169
ACH-000638,-0.515429027852
ACH-000646,-0.35782532179300003
ACH-000647,-0.19743250059300002
ACH-000648,-1.01245370892
ACH-000649,-0.76829476647
ACH-000651,-0.18748470552299998
ACH-000652,-0.330479881556
ACH-000653,-0.5693531284560001
ACH-000657,-0.477338442539
ACH-000658,-0.448823842825
ACH-000661,-0.758810829798
ACH-000662,0.365378328278
ACH-000663,-0.525780015015
ACH-000665,0.0278639368342
ACH-000671,-0.08774536605319999
ACH-000673,-0.7839842676350001
ACH-000676,-0.769644355449
ACH-000677,0.18729156679
ACH-000681,-0.517467781387
ACH-000682,0.00862738519265
ACH-000683,-0.965916458335
ACH-000684,-0.918643545625
ACH-000688,-0.261205171143
ACH-000693,-0.660161585992
ACH-000694,-0.362789179436
ACH-000695,-0.345795646716
ACH-000696,-0.11224852001800001
ACH-000697,-0.7005286151800001
ACH-000699,-0.421763126156
ACH-000701,-0.320448816983
ACH-000706,-0.337749075296
ACH-000711,-0.769909234085
ACH-000713,-0.7595476301369999
ACH-000714,-0.09780412313009999
ACH-000718,-0.27384143592300003
ACH-000720,-0.691341640655
ACH-000721,-0.40818475313600006
ACH-000724,-0.6368346126810001
ACH-000725,-0.282893030407
ACH-000732,-0.41604692207599997
ACH-000734,0.00244405398959
ACH-000735,-0.11084269495999999
ACH-000736,-0.262588653144
ACH-000738,-0.10274357150699999
ACH-000746,-0.148199229818
ACH-000747,-0.34240628462399997
ACH-000748,0.010448976966099999
ACH-000753,-0.29987397751899997
ACH-000756,-0.16868031557500002
ACH-000757,0.042221368692899996
ACH-000758,-0.0645461165391
ACH-000760,-0.07826050253019999
ACH-000763,-0.32349233371999997
ACH-000764,-0.495529496731
ACH-000765,0.13141912887
ACH-000766,-0.499962693703
ACH-000767,-0.35242016431999995
ACH-000768,-0.64834366095
ACH-000769,-0.507769184307
ACH-000770,-0.201925858416
ACH-000771,-0.436964629743
ACH-000773,0.16385345224700001
ACH-000776,-0.022857304631500003
ACH-000777,-0.00065514357122
ACH-000778,-0.3843305494
ACH-000781,-0.526351642282
ACH-000782,-0.268059874884
ACH-000783,-0.499716966824
ACH-000784,-0.06926024446889999
ACH-000785,-0.283151545704
ACH-000787,-0.5938629108219999
ACH-000788,-0.410515926509
ACH-000791,-0.109615682276
ACH-000792,-0.48373547671000006
ACH-000794,-0.47358587691299997
ACH-000796,-0.124820928269
ACH-000799,-0.7081302636319999
ACH-000800,-0.739417417146
ACH-000802,-0.401236410759
ACH-000804,-0.985603089619
ACH-000805,-0.328376562284
ACH-000809,-0.315735536009
ACH-000810,0.486929520948
ACH-000811,-0.536881113675
ACH-000817,0.6684549156180001
ACH-000819,-0.32065495769499996
ACH-000820,-0.44179762340000006
ACH-000821,-0.549428767963
ACH-000822,-0.412809227581
ACH-000823,-0.641179383919
ACH-000824,-0.37716082085
ACH-000827,-0.512948800912
ACH-000829,-0.320713966815
ACH-000831,-0.343299466224
ACH-000832,-0.5046676515349999
ACH-000833,-0.219075327505
ACH-000834,-0.06451138804409999
ACH-000835,-0.190083943064
ACH-000836,0.382732218784
ACH-000837,-0.33712577208800004
ACH-000838,0.377265622906
ACH-000839,-0.239661292649
ACH-000840,0.479874939411
ACH-000841,-0.300241782938
ACH-000843,-1.1976946465
ACH-000846,-0.114568569966
ACH-000847,0.10237125002999999
ACH-000848,0.00995823764542
ACH-000849,-0.398091124019
ACH-000851,-0.501479197102
ACH-000855,-0.247587151774
ACH-000856,-0.454493106923
ACH-000858,-0.213635979465
ACH-000859,-0.4252130876
ACH-000861,-0.203730591538
ACH-000862,-0.269379203455
ACH-000865,0.011438455876200002
ACH-000866,-0.41893781526600005
ACH-000867,-0.31066136772
ACH-000869,-0.0259982643547
ACH-000872,-0.40959599910800004
ACH-000873,-0.284206166978
ACH-000876,-0.414065614442
ACH-000878,-0.778021937607
ACH-000880,-0.0481955771868
ACH-000881,-0.898140638761
ACH-000882,-0.33963194161300003
ACH-000884,-0.314534237871
ACH-000885,-0.335667003474
ACH-000887,-0.0760314812714
ACH-000888,-0.138505409619
ACH-000889,-0.6866712537899999
ACH-000890,-0.454780420274
ACH-000896,-0.653779160311
ACH-000898,-0.743025368945
ACH-000900,-0.49234291642300004
ACH-000901,-0.42798969437600004
ACH-000905,-0.68286664132
ACH-000906,-0.200744509296
ACH-000907,-0.37203218765199997
ACH-000910,-0.091849375904
ACH-000911,-0.42138612393200003
ACH-000912,-0.685497776805
ACH-000913,-0.0452432070357
ACH-000915,-0.172283966664
ACH-000916,-0.0638702459959
ACH-000917,-0.510474357752
ACH-000921,-0.504996207525
ACH-000924,-0.467388453553
ACH-000926,0.0237137886096
ACH-000928,-0.507405593025
ACH-000929,-0.688198216804
ACH-000932,-0.483469559654
ACH-000935,-0.449202320391
ACH-000936,-0.202728968084
ACH-000937,-0.44751992260799994
ACH-000938,-0.554837416227
ACH-000939,-0.0218191385667
ACH-000941,-0.434890051958
ACH-000943,-0.438098252499
ACH-000946,-0.35429988932400003
ACH-000947,-0.0160705210381
ACH-000948,-0.326128445446
ACH-000950,-0.429470279081
ACH-000953,-0.412206473526
ACH-000957,-0.436792890263
ACH-000958,-0.115146112642
ACH-000960,-0.282970737694
ACH-000963,-0.283077505705
ACH-000968,-0.198647385781
ACH-000969,-0.197819993377
ACH-000973,-0.337997791096
ACH-000974,-0.5672915259619999
ACH-000975,-0.7281626820780001
ACH-000976,-0.216107581046
ACH-000978,-0.0479936400954
ACH-000980,-0.247832762337
ACH-000984,-0.481876640495
ACH-000986,-0.480648194896
ACH-000988,-0.350215058957
ACH-000993,-0.462438589797
ACH-000994,-0.13845626854499998
ACH-000996,-0.31146034522300003
ACH-001001,-0.0106883438767
ACH-001020,-0.261745783539
ACH-001028,-0.233497966873
ACH-001031,-0.632527140051
ACH-001038,-0.382667838367
ACH-001048,-0.043762866835799996
ACH-001050,-0.288467669847
ACH-001053,-0.5152253720709999
ACH-001054,-0.256245555635
ACH-001061,-0.339671273264
ACH-001067,-0.14753754938
ACH-001075,-0.360319606465
ACH-001096,-0.00480684561002
ACH-001128,0.7285995907780001
ACH-001134,-0.547479062576
ACH-001151,-0.03713773477
ACH-001163,0.0754905217621
ACH-001164,-0.481327420576
ACH-001173,-0.203805247807
ACH-001183,-0.09533476688459999
ACH-001184,-0.758238313087
ACH-001190,-0.303409275491
ACH-001192,0.0516604497627
ACH-001193,-0.25536900593600004
ACH-001196,-0.251722597478
ACH-001197,-0.709759921631
ACH-001205,-0.455805641485
ACH-001211,-0.23848604426800002
ACH-001212,-0.600392251126
ACH-001228,-0.6616543644899999
ACH-001232,-0.515951122808
ACH-001239,-0.109981221944
ACH-001274,-0.35644039163900004
ACH-001275,-0.19415191144299998
ACH-001277,0.046160545340400004
ACH-001278,-0.863557842511
ACH-001280,-0.027886569105099998
ACH-001283,-0.589525264266
ACH-001289,-0.37653640926799997
ACH-001295,-0.393113630994
ACH-001300,-0.48300364652500005
ACH-001301,-0.17409692032000001
ACH-001302,-0.379530940701
ACH-001303,-0.270832111522
ACH-001306,-0.176726614683
ACH-001318,-0.32067116071400004
ACH-001322,-0.6720059530689999
ACH-001328,-0.619255623574
ACH-001332,-0.36439608851899996
ACH-001333,-0.12055610087600001
ACH-001336,-0.327667417295
ACH-001340,-0.0300603455771
ACH-001346,-0.37991642996799996
ACH-001353,-0.09903358811039999
ACH-001354,0.338816888882
ACH-001367,-0.420137921218
ACH-001368,-0.399327684595
ACH-001374,-0.298464585011
ACH-001375,0.3036225725
ACH-001377,0.0580230447346
ACH-001380,-0.036599027452099996
ACH-001391,-0.26976794732299997
ACH-001407,-0.820045636469
ACH-001408,-0.42217938601899996
ACH-001413,-0.284529139991
ACH-001430,-0.08461189284060001
ACH-001431,-0.541509320393
ACH-001450,-1.07967079
ACH-001496,0.11682800287
ACH-001500,-0.36162240468400003
ACH-001521,-0.10053077488399999
ACH-001523,-0.428300005147
ACH-001532,-0.888202651953
ACH-001536,-0.595887502401
ACH-001550,0.0401529752014
ACH-001552,-0.08694992343769999
ACH-001554,-0.180013915409
ACH-001645,-0.401867026106
ACH-001654,-0.620096166587
ACH-001715,-0.6833316056309999
ACH-001735,-0.13901544226600002
ACH-001736,-0.893469078257
ACH-001737,0.439304903465
ACH-001740,-0.335162237954
ACH-001745,-0.179312604855
ACH-001750,-0.331593995044
ACH-001765,-0.408684560046
ACH-001956,-1.01173710192
ACH-001957,0.288910912687
