,UTS2 (10911)
ACH-000004,0.139791237568
ACH-000007,0.11920301793
ACH-000009,-0.12664646013
ACH-000011,-0.050618262936399996
ACH-000012,-0.0593177488539
ACH-000013,0.0678070387115
ACH-000014,-0.14908187619899999
ACH-000015,0.110208886863
ACH-000017,-0.198709472441
ACH-000018,-0.0199362282316
ACH-000019,-0.0455636718895
ACH-000021,0.021442643589
ACH-000022,0.1547137989
ACH-000025,-0.0782866348973
ACH-000028,-0.0513813654588
ACH-000030,0.06810991418370001
ACH-000035,-0.216636260072
ACH-000036,-0.159112972012
ACH-000037,-0.099484529076
ACH-000039,-0.149535941943
ACH-000040,-0.308238821553
ACH-000041,0.10773104798699999
ACH-000042,-0.09987838684070001
ACH-000045,-0.022357040295299998
ACH-000047,-0.0476854525936
ACH-000052,0.0592445127802
ACH-000053,-0.00817924302732
ACH-000054,0.112331304703
ACH-000055,0.0451116128322
ACH-000060,-0.165920230487
ACH-000067,-0.128439629592
ACH-000070,-0.11158801534299999
ACH-000075,-0.221543169565
ACH-000078,-0.259835357689
ACH-000082,-0.036970539816
ACH-000085,-0.24267917756299998
ACH-000086,-0.0778301796707
ACH-000087,-0.0437907671621
ACH-000092,-0.168183939452
ACH-000095,-0.218877365083
ACH-000097,-0.025386547101599998
ACH-000098,0.0430754915783
ACH-000099,-0.175634434157
ACH-000108,0.0951927381064
ACH-000113,-0.164417727374
ACH-000115,-0.10719435673000001
ACH-000116,0.125473747194
ACH-000118,0.035519728054
ACH-000120,-0.0225355837152
ACH-000123,-0.12693440375700002
ACH-000127,-0.000543463484452
ACH-000128,0.103351193725
ACH-000132,-0.256939954708
ACH-000133,-0.0851702385816
ACH-000137,0.0625801773857
ACH-000138,-0.0225497733784
ACH-000142,-0.0734483507953
ACH-000143,0.159711068962
ACH-000146,-0.08272840271939999
ACH-000148,0.010724328902200002
ACH-000150,-0.100867069006
ACH-000152,-0.0319393892289
ACH-000153,0.035010156024599996
ACH-000159,0.05002406691840001
ACH-000160,0.0225153463254
ACH-000163,0.0817652905425
ACH-000167,-0.24251126389199998
ACH-000168,-0.233975800629
ACH-000169,-0.008776276944360001
ACH-000178,-0.0295236154358
ACH-000182,-0.011573417546200001
ACH-000183,0.08006256967089999
ACH-000188,-0.17829913105700002
ACH-000189,0.23914329682799998
ACH-000190,-0.106228507568
ACH-000198,-0.0997516655836
ACH-000204,-0.291658827582
ACH-000206,-0.025265931476699997
ACH-000207,-0.119385285307
ACH-000211,-0.076833566933
ACH-000215,-0.0259959451755
ACH-000221,0.251436033911
ACH-000222,-0.15037600362700002
ACH-000223,-0.0528361780815
ACH-000226,0.011857927434200001
ACH-000227,-0.18091760423099998
ACH-000228,-0.0856340174255
ACH-000231,0.09467278661299999
ACH-000232,0.00852765596084
ACH-000233,0.0309396836801
ACH-000234,-0.0323961992206
ACH-000235,0.00652288490859
ACH-000237,-0.0155686842305
ACH-000238,-0.127877445636
ACH-000243,-0.00879337172418
ACH-000244,0.07688113037819999
ACH-000246,-0.0158772465366
