,SLCO1C1 (53919)
ACH-000004,0.111777788371
ACH-000007,0.157744672676
ACH-000009,0.14280248672
ACH-000011,0.162111877211
ACH-000012,0.36456983790200004
ACH-000013,0.20888657186299997
ACH-000014,0.376126824969
ACH-000015,0.211947721199
ACH-000017,0.345517823522
ACH-000018,0.019321642363
ACH-000019,0.250109355824
ACH-000021,0.150165999321
ACH-000022,0.0723265689805
ACH-000025,0.160166566039
ACH-000028,0.227675486384
ACH-000030,0.204304120282
ACH-000035,0.219802799327
ACH-000036,0.0974861305554
ACH-000037,0.30647921198600003
ACH-000039,0.165238886038
ACH-000040,0.14701982484
ACH-000041,0.14386918617
ACH-000042,0.18733218184
ACH-000045,0.307200653507
ACH-000047,0.267837051396
ACH-000052,0.026776048422599997
ACH-000053,0.302883639069
ACH-000054,0.174921708186
ACH-000055,0.08295045729089999
ACH-000060,0.124670387411
ACH-000067,0.205977570744
ACH-000070,0.297138322055
ACH-000075,0.24228485793
ACH-000078,0.355813552916
ACH-000082,0.269637304047
ACH-000085,0.0127841935263
ACH-000086,0.0502112807264
ACH-000087,0.132426221962
ACH-000092,0.198529125299
ACH-000095,0.160366288648
ACH-000097,0.274787897019
ACH-000098,0.23373547598799999
ACH-000099,0.15919352379899998
ACH-000108,0.171023879919
ACH-000113,0.12738052319499998
ACH-000115,0.30386142459000004
ACH-000116,-0.0293002641592
ACH-000118,0.0877879066405
ACH-000120,0.302404447506
ACH-000123,0.0876510348752
ACH-000127,0.20714750682799998
ACH-000128,0.22205801844700002
ACH-000132,0.264755312782
ACH-000133,0.200630060978
ACH-000137,0.102897794191
ACH-000138,0.16234561103700001
ACH-000142,0.119402384491
ACH-000143,0.08526610493660002
ACH-000146,0.206622588731
ACH-000148,0.025782029504
ACH-000150,0.139591671399
ACH-000152,0.11830379027999999
ACH-000153,-0.0134457632892
ACH-000159,0.09804348187
ACH-000160,0.12862081045600002
ACH-000163,0.293867133809
ACH-000167,-0.101806364554
ACH-000168,0.3765542308
ACH-000169,0.191639219321
ACH-000178,0.298423443154
ACH-000182,0.241097086657
ACH-000183,0.175584279094
ACH-000188,0.1617302898
ACH-000189,0.377494026515
ACH-000190,0.116913605163
ACH-000198,0.100908523912
ACH-000204,0.044586854511500004
ACH-000206,0.18740869250300002
ACH-000207,0.16873410975900002
ACH-000211,0.204753643046
ACH-000215,0.263838148414
ACH-000221,0.111652510737
ACH-000222,0.0891745663028
ACH-000223,0.08420240518930001
ACH-000226,-0.00119499084326
ACH-000227,0.0918949359901
ACH-000228,0.25225985804900003
ACH-000231,0.0662062563676
ACH-000232,0.11414452931600001
ACH-000233,0.201125890906
ACH-000234,-0.005134013778609999
ACH-000235,0.161297765261
ACH-000237,0.191551760317
ACH-000238,0.139617957904
ACH-000243,-0.0127420581265
ACH-000244,0.085634977411
ACH-000246,0.115423455996
ACH-000248,0.35204516841399996
ACH-000250,0.169437919653
ACH-000251,0.38755693134400004
ACH-000253,0.253244075475
ACH-000255,0.036601741607
ACH-000256,0.32313564411
ACH-000257,0.081979986162
ACH-000258,0.161741469764
ACH-000259,0.204179569019
ACH-000260,0.295613556604
ACH-000261,0.153023530688
ACH-000262,0.172276142589
ACH-000263,0.18599478483600002
ACH-000264,0.227744262901
ACH-000265,0.08652459649139999
ACH-000266,0.0534112485248
ACH-000272,-0.00935273338122
ACH-000273,0.125641495535
ACH-000274,0.207452246286
ACH-000277,0.16336457342
ACH-000278,0.13350427302
ACH-000279,0.160234830409
ACH-000280,0.271643730466
ACH-000281,-0.00461974847199
ACH-000288,0.09846829763119999
ACH-000291,0.176865813996
ACH-000293,0.270943847583
ACH-000294,-0.0187900531341
ACH-000295,0.07085063073189998
ACH-000296,0.23155363953299998
ACH-000302,0.142887131797
ACH-000304,0.134732883388
ACH-000307,0.16146149905999999
ACH-000308,0.157517555595
ACH-000310,0.203236397909
ACH-000311,-0.0701456162721
ACH-000312,0.176134356391
ACH-000315,0.16458737743899998
ACH-000316,0.195686394058
ACH-000317,0.129083823467
ACH-000318,0.269773396041
ACH-000319,0.143583250495
ACH-000320,0.22027653125799998
ACH-000322,0.19292018552499998
ACH-000323,0.154268094917
ACH-000324,0.0962820185544
ACH-000329,0.41707266435400003
ACH-000330,0.358689691645
ACH-000331,0.16526194080499998
ACH-000332,0.113666939777
ACH-000334,0.424814693288
ACH-000335,-0.0277336629691
ACH-000336,0.11483013292300001
ACH-000337,0.159758199764
ACH-000339,0.110209852114
ACH-000341,0.136237658342
ACH-000348,0.16598048276900002
ACH-000350,0.21396532125999998
ACH-000352,0.20970981350900003
ACH-000356,0.24274656070300002
ACH-000361,0.040670950403400005
ACH-000362,0.22821024882899998
ACH-000363,0.206642348139
ACH-000364,0.368708495033
ACH-000365,0.144192633246
ACH-000366,0.287965642656
ACH-000368,0.154428528498
ACH-000374,0.08214275682639999
ACH-000375,0.0556482498362
ACH-000376,0.108599246753
ACH-000381,-0.0435966694494
ACH-000383,0.249257659335
ACH-000387,0.079887988869
ACH-000389,0.287301501288
ACH-000390,0.233462278396
ACH-000393,0.357289240462
ACH-000395,0.33042364231800003
ACH-000397,0.168656136809
ACH-000401,0.0428857972486
ACH-000402,0.10215997927100001
ACH-000403,0.179252942888
ACH-000404,0.24589983578400001
ACH-000406,0.21831808823600002
ACH-000407,0.0600659347246
ACH-000408,0.108686119869
ACH-000410,0.19986852259
ACH-000411,0.225666365991
ACH-000414,0.0724411260526
ACH-000415,0.29404263661200003
ACH-000416,0.214547137035
ACH-000420,0.161128665202
ACH-000421,0.236687665401
ACH-000424,0.254202400721
ACH-000425,0.181680981014
ACH-000426,0.0735185525205
ACH-000427,0.317160516146
ACH-000433,0.22917071596900002
ACH-000436,0.0450349364766
ACH-000444,0.053614979375
ACH-000445,0.312236985615
ACH-000448,0.186468335605
ACH-000450,0.201817702063
ACH-000452,0.0382552576308
ACH-000454,0.22328399988400002
ACH-000458,0.314529157516
ACH-000459,0.272763919556
ACH-000460,0.261232518297
ACH-000461,0.13853518181500002
ACH-000463,0.152199228573
ACH-000464,0.0477312582943
ACH-000466,0.287684010767
ACH-000467,0.23100388913400002
ACH-000468,0.168742896082
ACH-000469,0.228940301723
ACH-000470,0.200410843985
ACH-000471,-0.00684498919454
ACH-000472,0.19324427325100002
ACH-000473,0.200197484688
ACH-000475,0.17830579314
ACH-000476,0.263775301173
ACH-000477,0.24888050761
ACH-000480,0.12773887434800002
ACH-000481,0.215966483781
ACH-000483,0.19376629434099998
ACH-000484,0.36744030588200005
ACH-000485,0.11739750556800001
ACH-000486,0.14041803715099999
ACH-000487,0.24735396487199998
ACH-000488,0.23937624075199998
ACH-000490,0.210289453108
ACH-000491,0.054762764074
ACH-000495,0.238249317802
ACH-000496,0.105008035621
ACH-000499,0.253808539855
ACH-000500,-0.0287911359541
ACH-000502,0.154149481729
ACH-000503,0.180155021262
ACH-000505,-0.09181593242010001
ACH-000507,0.21906290564800002
ACH-000510,0.129193194913
ACH-000511,0.17060640238400002
ACH-000512,0.05510697774040001
ACH-000516,0.275011373156
ACH-000517,0.162815667687
ACH-000518,0.103359043661
ACH-000520,0.0213473150485
ACH-000521,0.170001255652
ACH-000522,0.119040145253
ACH-000524,0.164769094702
ACH-000527,0.162158475269
ACH-000528,0.240530228534
ACH-000537,0.0150021132093
ACH-000541,0.183164944144
ACH-000542,-0.023769515099
ACH-000544,0.417993338869
ACH-000545,0.0797007660009
ACH-000547,0.138951596728
ACH-000548,0.294094887376
ACH-000549,0.33752889415299997
ACH-000550,0.163563236524
ACH-000552,0.257737065185
ACH-000556,0.115404560513
ACH-000557,0.276022969831
ACH-000570,0.277956068367
ACH-000571,0.267249610202
ACH-000573,0.209512486642
ACH-000576,0.221554160409
ACH-000580,0.0725957710273
ACH-000584,0.169170735489
