,NOLC1 (9221)
ACH-000004,-0.40265793720799997
ACH-000007,-0.756616337983
ACH-000009,-0.6873446537819999
ACH-000011,-1.13836973803
ACH-000012,-0.728309567505
ACH-000013,-0.5701121363830001
ACH-000014,-0.7888184106720001
ACH-000015,-0.72380290487
ACH-000017,-0.8105054609129999
ACH-000018,-0.7525188774580001
ACH-000019,-0.43385278104099995
ACH-000021,-0.7303110149400001
ACH-000022,-0.538423151602
ACH-000025,-0.9822216894470001
ACH-000028,-0.877999245199
ACH-000030,-0.893020877405
ACH-000035,-0.8765169655670001
ACH-000036,-0.8266567279870001
ACH-000037,-0.828186924293
ACH-000039,-0.8565260784100001
ACH-000040,-0.7772352204940001
ACH-000041,-0.696022287534
ACH-000042,-0.66543423463
ACH-000045,-0.995431951806
ACH-000047,-0.577768996487
ACH-000052,-0.7269611783959999
ACH-000053,-0.550189075435
ACH-000054,-0.567109199443
ACH-000055,-0.5267491822070001
ACH-000060,-0.51750672711
ACH-000067,-1.18028342715
ACH-000070,-0.843299212132
ACH-000075,-1.2804110177399999
ACH-000078,-0.593644769436
ACH-000082,-0.474910450195
ACH-000085,-0.650631635296
ACH-000086,-0.630092714908
ACH-000087,-0.954974739825
ACH-000092,-0.765490632673
ACH-000095,-0.71970901092
ACH-000097,-0.969124832159
ACH-000098,-0.861161146965
ACH-000099,-0.619489027881
ACH-000108,-0.729462047528
ACH-000113,-0.7789061637019999
ACH-000115,-0.437410857527
ACH-000116,-0.634943280265
ACH-000118,-0.619709685844
ACH-000120,-0.46487275088
ACH-000123,-0.668103179872
ACH-000127,-0.560570052593
ACH-000128,-0.746785304419
ACH-000132,-0.533051263539
ACH-000133,-0.6022084875639999
ACH-000137,-0.38588180805399996
ACH-000138,-0.353630983182
ACH-000142,-0.770039116115
ACH-000143,-0.535508031918
ACH-000146,-0.49033713427500003
ACH-000148,-0.757893710624
ACH-000150,-1.02973618293
ACH-000152,-0.889787845547
ACH-000153,-0.5631411698359999
ACH-000159,-0.895856390774
ACH-000160,-0.791703115768
ACH-000163,-0.7514485987180001
ACH-000167,-0.976765280176
ACH-000168,-0.6266549382509999
ACH-000169,-0.431681326573
ACH-000178,-0.7292753337119999
ACH-000182,-0.571675208393
ACH-000183,-0.573954624541
ACH-000188,-0.825565624059
ACH-000189,-0.937524313224
ACH-000190,-1.16016041771
ACH-000198,-0.727565185564
ACH-000204,0.21041072654100001
ACH-000206,-0.478328673133
ACH-000207,-0.6550376925720001
ACH-000211,-0.894239062847
ACH-000215,-0.642838147299
ACH-000221,-0.40978394283799996
ACH-000222,-0.36186048729000003
ACH-000223,-0.553367516297
ACH-000226,-0.544656296508
ACH-000227,-0.589054374967
ACH-000228,-0.534859354247
ACH-000231,-0.7542507477529999
ACH-000232,-0.72105881447
ACH-000233,-0.9459906749320001
ACH-000234,-0.8457598696349999
ACH-000235,-0.598573671684
ACH-000237,-0.6505689040879999
ACH-000238,-0.508656418621
ACH-000243,-0.875241301461
ACH-000244,-1.1174230781999999
ACH-000246,-0.6695260587690001
ACH-000248,-0.789316776841
ACH-000250,-0.8819058197040001
ACH-000251,-0.7379719661190001
ACH-000253,-0.58593819796
ACH-000255,-0.8865972338410001
ACH-000256,-0.61978452589
ACH-000257,-0.35565252599799996
ACH-000258,-0.530463182969
ACH-000259,-0.495048448256
ACH-000260,-0.695013957373
ACH-000261,-0.23125978925500001
ACH-000262,-0.9135928483429999
ACH-000263,-0.636283460681
ACH-000264,-0.36628794765199996
ACH-000265,-0.8874301120829999
ACH-000266,-0.605132226036
ACH-000272,-0.706109365885
ACH-000273,-0.699837756326
ACH-000274,-0.19944880855
ACH-000277,-0.445557278561
ACH-000278,-0.33282892294300004
ACH-000279,-0.822622003424
ACH-000280,-0.971608700808
ACH-000281,-0.8248714747470001
ACH-000288,-0.644254185562
ACH-000291,-0.8833632091399999
ACH-000293,-0.8732004217749999
ACH-000294,-0.8377042699439999
ACH-000295,-0.503196871035
ACH-000296,-0.660894609608
ACH-000302,-0.57637226806
ACH-000304,-0.432087390144
ACH-000307,-0.7516650208650001
ACH-000308,-0.853597347352
ACH-000310,-0.5885743655510001
ACH-000311,-0.567870493659
ACH-000312,-0.5957944542010001
ACH-000315,-0.963013095414
ACH-000316,-0.7886639935709999
ACH-000317,-0.509676695479
ACH-000318,-0.531233616987
ACH-000319,-0.65919198743
ACH-000320,-0.5122325901100001
ACH-000322,-0.917217475057
ACH-000323,-1.07010622784
ACH-000324,-0.8496600016600001
ACH-000329,-0.746790424463
ACH-000330,-0.458241625127
ACH-000331,-0.7078295021050001
ACH-000332,-0.640749905902
ACH-000334,-0.5345554725339999
ACH-000335,-0.745983677477
ACH-000336,-0.46798606476899995
ACH-000337,-0.259023048821
ACH-000339,-0.784809155066
ACH-000341,-0.65736418133
ACH-000348,-0.850269097966
ACH-000350,-0.741410383
ACH-000352,-0.611013618311
ACH-000356,-0.5589208974459999
ACH-000361,-0.656704542384
ACH-000362,-0.693259466353
ACH-000363,-0.561192705149
ACH-000364,-0.983866846419
ACH-000365,-0.442631716094
ACH-000366,-0.48603637053300003
ACH-000368,-0.9501472773799999
ACH-000374,-0.808010923672
ACH-000375,-0.962283259489
ACH-000376,-0.954784116514
ACH-000381,-0.6942162754960001
ACH-000383,-0.555037997183
ACH-000387,-0.30004051214
ACH-000389,-0.76614341337
ACH-000390,-0.623929712017
ACH-000393,-0.568117156398
ACH-000395,-0.595547331115
ACH-000397,-0.647712450953
ACH-000401,-0.538321907138
ACH-000402,-0.6230992888920001
ACH-000403,-0.674519786572
ACH-000404,-0.8081163916799999
ACH-000406,-0.668004841055
ACH-000407,-0.344104219518
ACH-000408,-0.9539675881090001
ACH-000410,-0.79685952348
ACH-000411,-0.83384405567
ACH-000414,-0.551773400923
ACH-000415,-0.545146030421
ACH-000416,-0.609921055301
ACH-000420,-0.5236892364069999
ACH-000421,-0.7467413254649999
ACH-000424,-0.631313223356
ACH-000425,-0.975394869674
ACH-000426,-0.396216595152
ACH-000427,-0.446737176793
ACH-000433,-0.666420472194
ACH-000436,-0.25222461871999996
ACH-000444,-0.790356596218
ACH-000445,-0.67780957853
ACH-000448,-0.5209942132509999
ACH-000450,-0.644960580651
ACH-000452,-0.677512042877
ACH-000454,-0.944823936091
ACH-000458,-0.7796261536820001
ACH-000459,-1.0120284845999998
ACH-000460,-0.549691028501
ACH-000461,-0.49037312786000004
ACH-000463,-0.5248971261990001
ACH-000464,-0.921021157696
ACH-000466,-0.397502719211
ACH-000467,-0.697766474368
ACH-000468,-0.837095071504
ACH-000469,-0.846958226901
ACH-000470,-0.8779752419210001
ACH-000471,-0.761753116207
ACH-000472,-0.6720789912620001
ACH-000473,-0.862641051366
ACH-000475,-0.573881300876
ACH-000476,-0.4301043911
ACH-000477,-0.78502700141
ACH-000480,-0.738269510821
ACH-000481,-0.49596208554300003
ACH-000483,-0.915300502242
ACH-000484,-0.719034780186
ACH-000485,-0.785050943919
ACH-000486,-0.8495311810799999
ACH-000487,-0.6820028794699999
ACH-000488,-0.53102002091
ACH-000490,-0.8248260035160001
ACH-000491,-0.75237783494
ACH-000495,-1.1483241747600001
ACH-000496,-0.49449018654
ACH-000499,-0.73034620876
ACH-000500,-0.716916750959
ACH-000502,-0.966902896637
ACH-000503,-0.726986123016
ACH-000505,-0.570218689182
ACH-000507,-0.79431992278
ACH-000510,-0.5749221213979999
ACH-000511,-0.848726441804
ACH-000512,-0.481000681639
ACH-000516,-0.5322543979300001
ACH-000517,-0.559473093055
ACH-000518,-0.82576044623
ACH-000520,-0.6852222003039999
ACH-000521,-0.52290260105
ACH-000522,-0.40865929744499996
ACH-000524,-0.8121191771780001
ACH-000527,-0.554489276006
ACH-000528,-0.877804649504
ACH-000537,-0.865457890871
ACH-000541,-0.459176868019
ACH-000542,-0.816439313961
ACH-000544,-0.9430753224200001
ACH-000545,-0.494591529877
ACH-000547,-0.7181822520219999
ACH-000548,-0.455020680517
ACH-000549,-0.811229382161
ACH-000550,-0.650867477711
ACH-000552,-0.689579600926
ACH-000556,-0.632638399002
ACH-000557,-0.817766323529
ACH-000570,-1.0917089005
ACH-000571,-0.648025402789
ACH-000573,-1.10771518155
ACH-000576,-0.598592788402
ACH-000580,-0.623264309967
ACH-000584,-0.607969601258
ACH-000585,-0.423959218375
ACH-000588,-0.334112949675
ACH-000589,-0.50408448874
ACH-000591,-0.7495443828049999
ACH-000593,-0.731777393185
ACH-000600,-1.24778626769
ACH-000601,-0.793644837746
ACH-000604,-0.43458751123899997
ACH-000605,-0.507617093077
ACH-000606,-0.7193758774510001
ACH-000608,-0.668903996327
ACH-000614,-0.763451019182
ACH-000616,-0.6718780878730001
ACH-000618,-0.825239602038
ACH-000619,-0.682840088108
ACH-000620,-0.501289968038
ACH-000621,-0.756522901048
ACH-000622,-0.641211377301
ACH-000623,-0.973575480826
ACH-000624,-0.7738902322750001
ACH-000627,-0.744856968369
ACH-000630,-0.644300715791
ACH-000632,-0.403898263598
ACH-000633,-0.311193859801
ACH-000637,-0.790128544174
ACH-000638,-0.810537324098
ACH-000646,-0.259647389854
ACH-000647,-0.79263347176
ACH-000648,-0.893368954047
ACH-000649,-0.658681508217
ACH-000651,-0.936994143504
ACH-000652,-0.808967356998
ACH-000653,-0.354522153373
ACH-000657,-0.6827588218639999
ACH-000658,-0.626291745939
ACH-000661,-0.7828758242560001
ACH-000662,-0.626189376079
ACH-000663,-0.973639549739
ACH-000665,-0.648383529038
ACH-000671,-0.447524855351
ACH-000673,-0.743625813553
ACH-000676,-0.813997147322
ACH-000677,-0.6774950384039999
ACH-000681,-0.778539127085
ACH-000682,-0.770602800604
ACH-000683,-0.527192296007
ACH-000684,-0.9986974581899999
ACH-000688,-0.6819549301379999
ACH-000693,-0.877238649262
ACH-000694,-0.743004417776
ACH-000695,-0.709233999871
ACH-000696,-0.6768647843719999
ACH-000697,-0.626641264923
ACH-000699,-0.523780830909
ACH-000701,-0.708269396543
ACH-000706,-0.642158149341
ACH-000711,-0.724169812254
ACH-000713,-0.46502343297700005
ACH-000714,-0.633546226647
ACH-000718,-0.559498991039
ACH-000720,-0.286124518345
ACH-000721,-0.69095683568
ACH-000724,-1.0550986505600002
ACH-000725,-0.45508537700400004
ACH-000732,-0.5574777520359999
ACH-000734,-0.701958789234
ACH-000735,-0.8352851878409999
ACH-000736,-0.707920118054
ACH-000738,-0.904989441328
ACH-000746,-0.44421928367799995
ACH-000747,-0.8015852651629999
ACH-000748,-0.800766315151
ACH-000753,-0.657850187791
ACH-000756,-0.609076679975
ACH-000757,-0.39348228165
ACH-000758,-0.605344399353
ACH-000760,-0.840142462917
ACH-000763,-0.597874725969
ACH-000764,-0.9595242422069999
ACH-000765,-0.694432155862
ACH-000766,-0.507935857723
ACH-000767,-0.800213101665
ACH-000768,-0.806420081869
ACH-000769,-0.698722071802
ACH-000770,-0.537470614499
ACH-000771,-0.500092313063
ACH-000773,-0.760995607896
ACH-000776,-0.815421746108
ACH-000777,-0.723523580512
ACH-000778,-0.589312490678
ACH-000781,-0.48026280033999996
ACH-000782,-0.625411160788
ACH-000783,-0.597069759277
ACH-000784,-0.887714297454
ACH-000785,-0.590017984408
ACH-000787,-0.68017829174
ACH-000788,-0.68549563022
ACH-000791,-0.739212859965
ACH-000792,-0.539861558022
ACH-000794,-0.53306781456
ACH-000796,-0.613630935746
ACH-000799,-0.62368674729
ACH-000800,-0.9681843626279999
ACH-000802,-0.621434511843
ACH-000804,-0.631149217166
ACH-000805,-0.552506462983
ACH-000809,-0.839067666657
ACH-000810,-0.683752883889
ACH-000811,-0.8282160529289999
ACH-000817,-0.853083864314
ACH-000819,-0.7851307078409999
ACH-000820,-1.05027903495
ACH-000821,-0.371357743548
ACH-000822,-0.827020563554
ACH-000823,-0.72098333764
ACH-000824,-0.494341825299
ACH-000827,-0.9987664544079999
ACH-000829,-0.707179151267
ACH-000831,-0.75394521268
ACH-000832,-0.716222096921
ACH-000833,-0.5261965238
ACH-000834,-0.7281086122529999
ACH-000835,-0.7466028029970001
ACH-000836,-0.827151471382
ACH-000837,-1.20689847026
ACH-000838,-0.749444654659
ACH-000839,-0.860605872211
ACH-000840,-0.675021048357
ACH-000841,-0.532387279289
ACH-000843,-0.7703832931219999
ACH-000846,-0.471912517513
ACH-000847,-0.799548357537
ACH-000848,-0.6918273507800001
ACH-000849,-0.517406642258
ACH-000851,-0.6317661320669999
ACH-000855,-0.553179401153
ACH-000856,-0.818456566898
ACH-000858,-0.510217454415
ACH-000859,-0.906338713545
ACH-000861,-0.7652194281579999
ACH-000862,-0.774044970464
ACH-000865,-0.9172577974349999
ACH-000866,-0.676821145289
ACH-000867,-0.400368252099
ACH-000869,-0.6813003796889999
ACH-000872,-0.38371281011999997
ACH-000873,-0.7963343890029999
ACH-000876,-0.7846977206929999
ACH-000878,-0.902563162437
ACH-000880,-0.636503160931
ACH-000881,-0.9618180854009999
ACH-000882,-0.909062892552
ACH-000884,-0.824101152673
ACH-000885,-0.628238915469
ACH-000887,-0.9245424446189999
ACH-000888,-0.42010423533200003
ACH-000889,-0.704686939642
ACH-000890,-0.914822321568
ACH-000896,-0.643458297459
ACH-000898,-0.654708550454
ACH-000900,-0.7825859188619999
ACH-000901,-0.869631472958
ACH-000905,-0.974656321071
ACH-000906,-0.7581426235709999
ACH-000907,-0.762481624039
ACH-000910,-0.7059640537340001
ACH-000911,-0.70146572613
ACH-000912,-0.572019689486
ACH-000913,-0.723894784233
ACH-000915,-0.560118918101
ACH-000916,-0.481413908243
ACH-000917,-0.8458096959020001
ACH-000921,-0.797011068403
ACH-000924,-0.706260587641
ACH-000926,-0.752932302723
ACH-000928,-0.932575207392
ACH-000929,-0.7718827648659999
ACH-000932,-0.5818848880390001
ACH-000935,-0.9061838217579999
ACH-000936,-0.621560132881
ACH-000937,-0.743680107848
ACH-000938,-0.647738150753
ACH-000939,-0.762263658894
ACH-000941,-0.829010027068
ACH-000943,-0.959237289473
ACH-000946,-0.564349393808
ACH-000947,-0.549929997496
ACH-000948,-0.7784284599269999
ACH-000950,-0.9922390206399999
ACH-000953,-0.482378741155
ACH-000957,-0.480048197054
ACH-000958,-0.830237673159
ACH-000960,-0.59072674172
ACH-000963,-0.8317608363719999
ACH-000968,-0.693388447974
ACH-000969,-0.39364407697400006
ACH-000973,-0.8080956474779999
ACH-000974,-0.8654575905740001
ACH-000975,-0.588257199308
ACH-000976,-0.5148633501959999
ACH-000978,-0.7261834868320001
ACH-000980,-0.913903994562
ACH-000984,-0.815036959496
ACH-000986,-0.8636174469969999
ACH-000988,-0.9859577001109999
ACH-000993,-0.896692161518
ACH-000994,-0.6944602527529999
ACH-000996,-0.648585096265
ACH-001001,-0.598487090796
ACH-001020,-0.7787898803450001
ACH-001028,-0.689605075647
ACH-001031,-0.876522781136
ACH-001038,-0.674030996644
ACH-001048,-0.817689768547
ACH-001050,-0.615376196201
ACH-001053,-0.482270946969
ACH-001054,-0.33646089456600003
ACH-001061,-0.740742301609
ACH-001067,-1.09104637528
ACH-001075,-0.80603156978
ACH-001096,-0.846506106995
ACH-001128,-1.1337865733299999
ACH-001134,-0.552862908739
ACH-001151,-0.742538579014
ACH-001163,-0.5570407638220001
ACH-001164,-0.948965904329
ACH-001173,-0.6210216730899999
ACH-001183,-0.605901743854
ACH-001184,-0.672672132072
ACH-001190,-0.48260332711599996
ACH-001192,-0.643491083025
ACH-001193,-0.653934591675
ACH-001196,-0.729379549049
ACH-001197,-0.521156734684
ACH-001205,-0.742115229164
ACH-001211,-0.8619502980949999
ACH-001212,-0.786261737591
ACH-001228,-0.779516260388
ACH-001232,-1.0785907076
ACH-001239,-0.6121211403369999
ACH-001274,-1.4660794512600002
ACH-001275,-0.582959482228
ACH-001277,-0.6994458831829999
ACH-001278,-0.695196766859
ACH-001280,-0.9605151799889999
ACH-001283,-0.705650467223
ACH-001289,-1.0895715148799998
