,KIF23 (9493)
ACH-000004,-1.64408246178
ACH-000007,-1.4126637080200002
ACH-000009,-1.3028531829799999
ACH-000011,-1.4012136599899998
ACH-000012,-1.3286636121700002
ACH-000013,-1.57056890875
ACH-000014,-1.3238574522700002
ACH-000015,-1.4782621563499998
ACH-000017,-1.38270475812
ACH-000018,-1.1275409132799998
ACH-000019,-1.3217723800499999
ACH-000021,-0.8994196989040001
ACH-000022,-1.26087722912
ACH-000025,-1.0782396788
ACH-000028,-1.28467401128
ACH-000030,-1.43439040446
ACH-000035,-1.24512480314
ACH-000036,-1.13743816537
ACH-000037,-1.0551787919700002
ACH-000039,-1.35013879479
ACH-000040,-0.925766943699
ACH-000041,-1.42017099416
ACH-000042,-1.4273464628
ACH-000045,-1.3867103201100002
ACH-000047,-1.3196024092
ACH-000052,-1.6390931545700003
ACH-000053,-1.41219749488
ACH-000054,-1.14464936381
ACH-000055,-1.22795704321
ACH-000060,-1.19922755338
ACH-000067,-0.9475424053270001
ACH-000070,-1.2865171669600002
ACH-000075,-1.0070550171100001
ACH-000078,-1.4793345531200002
ACH-000082,-1.27569439426
ACH-000085,-1.2487304965200001
ACH-000086,-1.1262310124200001
ACH-000087,-1.1468385912
ACH-000092,-1.08949651831
ACH-000095,-1.4778779569299998
ACH-000097,-1.29412167216
ACH-000098,-1.1817418500599999
ACH-000099,-1.21146993525
ACH-000108,-1.2481060529799999
ACH-000113,-1.3112891393600001
ACH-000115,-1.7671650683099998
ACH-000116,-1.34513117815
ACH-000118,-1.2352498298299999
ACH-000120,-1.4460959018900001
ACH-000123,-1.3185080915799998
ACH-000127,-1.19773495405
ACH-000128,-1.03639366328
ACH-000132,-1.47175514757
ACH-000133,-1.14835028085
ACH-000137,-1.0769621152200002
ACH-000138,-1.3516409143099999
ACH-000142,-1.1727137947700002
ACH-000143,-1.16863222921
ACH-000146,-1.4747488518399998
ACH-000148,-1.1381162622
ACH-000150,-1.16876674471
ACH-000152,-1.13766672947
ACH-000153,-1.0480290077299999
ACH-000159,-1.42751593762
ACH-000160,-1.4937406265600002
ACH-000163,-1.29304114945
ACH-000167,-1.55816831029
ACH-000168,-1.37073268166
ACH-000169,-1.42604577805
ACH-000178,-1.2365473600799999
ACH-000182,-1.16473868421
ACH-000183,-1.31418502677
ACH-000188,-1.1641176926
ACH-000189,-1.4862682507700002
ACH-000190,-1.1707221856
ACH-000198,-1.34242186859
ACH-000204,-1.27389088171
ACH-000206,-0.904557102686
ACH-000207,-1.71424259472
ACH-000211,-1.2351351371200001
ACH-000215,-1.12964630745
ACH-000221,-1.19667420949
ACH-000222,-1.48231809192
ACH-000223,-1.28572438037
ACH-000226,-1.48337220849
ACH-000227,-1.86920422126
ACH-000228,-1.26447732053
ACH-000231,-1.2533266532
ACH-000232,-1.39982331088
ACH-000233,-1.41943292882
ACH-000234,-1.21775763941
ACH-000235,-1.26194230198
ACH-000237,-1.24474521441
ACH-000238,-1.33840384988
ACH-000243,-1.34042172329
ACH-000244,-0.607082129497
ACH-000246,-1.1433154045899998
ACH-000248,-1.2046497418100002
ACH-000250,-1.24457996052
ACH-000251,-0.869423863457
